○債券種別内訳,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,令和元年度第3四半期,,,,,令和元年度第2四半期,,,
,,,,,期中平均残高,,"期　末　残　高
(R1.12.31現在）",,,期中平均残高,,"期　末　残　高
(R1.9.30現在）",
,,,,,,構成比,,構成比,,,構成比,,構成比
,,,,,億円,％,億円,％,,億円,％,億円,％
,基金,,国債,,"1,261",13.4,"1,195",12.6,,"1,435",15.4,"1,270",13.8
,,,地方債,,"3,372",35.8,"3,377",35.7,,"3,163",33.8,"3,307",35.9
,,,政府保証債,,404,4.3,404,4.3,,414,4.4,404,4.4
,,,財投機関債等,,"3,604",38.2,"3,646",38.5,,"3,384",36.2,"3,486",37.8
,,,金融債,,689,7.3,744,7.9,,849,9.1,654,7.1
,,,外債,,100,1.1,100,1.1,,100,1.1,100,1.1
,,,計,,"9,429",100,"9,465",100,,"9,346",100,"9,221",100
