産業分類階層,産業コード,産業中分類,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
0,00,総数,0,00,総数,10789,252315,179241,449,345,189563,152503,52365,19953,12789,8985,2094,1130,118607886,412015690,778488531,683787377,42948339,2857575,79847,48815393,330509343,342451889,144863344,26251922,3842056,14824264
0,00,総数,1,01,4～9人,5504,33104,21488,433,334,25595,18693,7008,2407,104,80,565,277,11256384,18984768,40971399,30965188,8429031,168487,10099,1398594,20375066,20375066,…,…,…,…
0,00,総数,1,02,10～19人,2796,37875,25735,16,11,29025,22606,8482,2861,426,313,372,232,14572510,34244601,65742407,53384925,9263635,414170,16110,2663567,29206811,29206811,…,…,…,…
0,00,総数,1,03,20～29人,1142,27596,18991,-,-,21187,16935,6236,1963,294,196,196,80,11519056,28942683,55593921,45680908,6795857,394277,9263,2713616,24777227,24777227,…,…,…,…
0,00,総数,1,04,30～49人,612,23756,16793,-,-,18377,14864,4986,1704,595,411,105,67,10665105,27265356,52108656,43523838,4658548,367129,4356,3554785,21973346,23313061,19419647,2141133,299271,1262642
0,00,総数,1,05,50～99人,433,29119,20538,-,-,22229,18045,6028,2015,1134,724,134,67,13181948,41261377,73852519,62747957,6177882,302652,12628,4611400,28424133,30624149,26974877,3595786,783262,2007056
0,00,総数,1,06,100～199人,193,26166,18374,-,-,18905,15448,5923,2117,1598,1029,419,290,12456453,45014886,79580292,67156181,5066945,844765,22647,6489754,28608659,30610106,30552621,7592352,1143709,2609295
0,00,総数,1,07,200～299人,38,9250,6404,-,-,6083,4928,2439,1111,854,482,69,-,4354713,16714273,25386564,x,x,210792,-,1620584,7628836,8219461,6645989,922073,126563,674153
0,00,総数,1,08,300～499人,34,13205,8679,-,-,8143,6591,4258,1614,968,633,24,14,6783026,26793410,48298603,45762041,876039,x,x,x,18554972,20376084,24589298,3438203,447263,1768128
0,00,総数,1,09,500～999人,21,14081,10335,-,-,8835,7651,3309,1572,2336,1454,37,24,8154277,26725535,43613456,40225622,1511900,x,x,x,15342684,16601623,9357237,2939792,216587,1289815
0,00,総数,1,10,1000人以上,16,38163,31904,-,-,31184,26742,3696,2589,4480,3663,173,79,25664414,146068801,293340714,x,x,-,-,22386683,135617609,138348301,27323675,5622583,825401,5213175
1,09,食料品製造業,0,00,総数,729,29610,14951,57,41,12318,9091,16058,5261,1227,605,428,157,9435778,42881713,72258490,65521662,1134329,-,6108,5596391,25898544,27391859,17525878,2264907,499153,1562607
1,09,食料品製造業,1,01,4～9人,283,1782,906,55,39,1098,710,623,151,6,6,53,10,440313,1112330,2075142,1713187,210560,-,-,151395,891920,891920,…,…,…,…
1,09,食料品製造業,1,02,10～19人,170,2323,1183,2,2,1236,924,1073,258,22,7,38,22,642295,2610199,4070965,3778530,130959,-,70,161406,1353025,1353025,…,…,…,…
1,09,食料品製造業,1,03,20～29人,103,2524,1285,-,-,1319,976,1187,303,19,7,21,3,837238,2752480,5097381,4366290,284028,-,2901,444162,2171587,2171587,…,…,…,…
1,09,食料品製造業,1,04,30～49人,54,2138,1113,-,-,984,779,1119,314,35,20,17,5,709034,3688649,5461338,5074107,125252,-,-,261979,1577268,1663347,1359897,117663,4701,95307
1,09,食料品製造業,1,05,50～99人,56,3803,1901,-,-,1685,1277,1938,517,188,115,37,16,1244117,6819465,10329699,8799569,55214,-,-,1474916,3024388,3293908,3626877,401616,71507,278691
1,09,食料品製造業,1,06,100～199人,32,4307,2107,-,-,1689,1243,2399,744,219,120,16,8,1253662,5010350,9078785,8436577,311597,-,3137,327474,3590852,3785205,3077069,165975,100349,180980
1,09,食料品製造業,1,07,200～299人,10,2379,1131,-,-,689,433,1322,562,376,144,49,-,713377,3020109,5275647,4993389,16719,-,-,265539,2031841,2109878,1843043,263644,79758,74813
1,09,食料品製造業,1,08,300～499人,15,5718,2879,-,-,2164,1627,3363,1158,213,116,24,14,2145901,11801453,20024506,19533200,-,-,-,491306,7066431,7685202,5635694,1090205,45743,685809
1,09,食料品製造業,1,09,500～999人,4,2183,980,-,-,233,191,1802,719,149,70,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,09,食料品製造業,1,10,1000人以上,2,2453,1466,-,-,1221,931,1232,535,-,-,173,79,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,10,飲料・たばこ・飼料製造業,0,00,総数,45,1198,881,2,2,829,680,234,87,135,114,19,10,538386,5612908,11064513,10542775,469374,x,-,x,2406783,2721133,2668712,1747334,x,293128
1,10,飲料・たばこ・飼料製造業,1,01,4～9人,19,119,72,1,1,76,52,42,19,-,-,5,2,31735,85195,182856,157778,5391,-,-,19687,82504,82504,…,…,…,…
1,10,飲料・たばこ・飼料製造業,1,02,10～19人,11,155,99,1,1,123,86,31,12,-,-,2,-,45099,81744,200328,168673,20937,-,-,10718,101736,101736,…,…,…,…
1,10,飲料・たばこ・飼料製造業,1,03,20～29人,8,207,150,-,-,158,135,48,14,1,1,10,6,82024,103026,281112,268408,10245,-,-,2459,154131,154131,…,…,…,…
1,10,飲料・たばこ・飼料製造業,1,04,30～49人,1,38,18,-,-,15,12,23,6,-,-,-,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
1,10,飲料・たばこ・飼料製造業,1,05,50～99人,3,212,130,-,-,115,90,71,21,28,21,-,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
1,10,飲料・たばこ・飼料製造業,1,06,100～199人,3,467,412,-,-,342,305,19,15,106,92,2,2,293734,4993526,9394932,8962131,432801,-,-,-,1506342,1792875,2279330,1666081,144120,265220
1,11,繊維工業,0,00,総数,416,4610,1766,48,33,2990,1546,1560,188,20,1,105,25,1280332,2691965,5275372,3410044,1562284,x,x,300866,2385018,2398017,553552,75011,428,22464
1,11,繊維工業,1,01,4～9人,267,1543,678,44,31,1023,584,478,65,-,-,38,12,387215,698322,1413506,894405,458139,1939,-,59023,662701,662701,…,…,…,…
1,11,繊維工業,1,02,10～19人,100,1317,468,4,2,781,396,521,70,17,-,7,4,335145,737816,1387923,889868,439370,-,-,58685,602102,602102,…,…,…,…
1,11,繊維工業,1,03,20～29人,33,802,295,-,-,531,268,271,27,-,-,60,9,282564,653216,1390437,770368,457438,239,-,162392,683055,683055,…,…,…,…
1,11,繊維工業,1,04,30～49人,7,241,90,-,-,185,82,56,8,-,-,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,11,繊維工業,1,05,50～99人,7,443,140,-,-,283,128,157,11,3,1,-,-,125647,298565,601083,454305,145951,-,-,827,274803,280434,188589,5328,57,6019
1,11,繊維工業,1,06,100～199人,2,264,95,-,-,187,88,77,7,-,-,-,-,x,x,x,x,-,x,x,-,x,x,x,x,x,x
