"年月[西暦]","施設名称","施設所在地","施設方書","施設廃止日","緯度","経度"
"202204","赤坂きらきら歯科","東京都港区赤坂五丁目1番35号","1階","2022/3/31","35.673917","139.736047"
"202204","山内歯科医院","東京都港区白金台五丁目13番12号",,"2022/4/20","35.638073","139.722514"
"202204","新橋デンタルクリニック","東京都港区新橋三丁目11番9号","烏森通りビル4階","2022/3/31","35.666281","139.755725"
"202204","医療法人財団興学会新橋歯科診療所","東京都港区新橋六丁目2番1号","木村ビル1階","2022/3/31","35.662596","139.753109"
"202204","丸山矯正歯科","東京都港区浜松町二丁目11番16号","コーワビル3階","2022/3/31","35.653842","139.755056"
"202204","山中歯科医院","東京都港区三田二丁目7番12号","徳文堂ビル1階","2022/3/31","35.651675","139.744706"
"202204","Ｌｉｎｏ　Ｄｅｎｔａｌ　Ｏｆｆｉｃｅ","東京都港区南青山一丁目26番4号",,"2022/3/31","35.666790","139.727326"
"202204","内山歯科クリニック","東京都港区南青山二丁目7番27号","フォレストサイドI2階","2022/3/31","35.671015","139.722201"
"202204","歯科矯正よごさわ","東京都港区南青山五丁目3番10号","フロムファーストビル3階","2022/3/31","35.662808","139.715918"
"202204","歯科石上医院","東京都港区南青山五丁目14番4号",,"2022/4/28","35.660531","139.713336"
"202204","西山歯科医院","東京都港区南麻布四丁目13番2号","麻布高橋ビル2階","2022/3/31","35.647230","139.723432"
"202204","欅坂上医科歯科クリニック","東京都港区元麻布三丁目2番19号","モモンビル5階","2022/3/31","35.657418","139.727323"
"202204","すが歯科クリニック","東京都港区六本木七丁目3番12号","六本木インタ-ナショナルビルB1","2022/3/31","35.665926","139.728460"
"202205","医療法人社団梓会　古畑歯科医院","東京都港区赤坂六丁目15番1号","赤坂ミツワビル2階","2022/5/5","35.66937","139.73293"
"202205","プライベートデンタルサロン　Ｆｕｋｕｄａ　ＭＫＭ","東京都港区麻布十番三丁目3番13号","M2Kステージ3 901","2022/5/19","35.653751","139.735292"
"202205","東京表参道矯正歯科","東京都港区北青山三丁目15番5号","ポルトフィーノB棟地上1階12号室","2022/5/30","35.664286","139.709410"
"202205","ザ・デンティスト南青山","東京都港区南青山四丁目2番6号","南青山426ビル2階","2022/5/1","35.665918","139.720399"
"202206","ふれんどデンタルクリニック","東京都港区西新橋二丁目13番10号","SKI虎ノ門1階","2022/6/1","35.666441","139.751362"
