"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","介護予防のための方法・事業に関する情報","465","22.5","25.3"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","介護サービスに関する情報","746","36.1","40.6"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","高齢者向けの住まい・有料老人ホーム等に関する情報","621","30.0","33.8"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","特別養護老人ホーム等介護保険施設に関する情報","586","28.3","31.9"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","介護保険以外の保健・福祉サービスに関する情報","355","17.2","19.3"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","社会福祉協議会やNPO・ボランティアが提供するサービスに関する情報","196","9.5","10.7"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","医療機関に関する情報","468","22.6","25.5"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","介護や介護予防に関する相談窓口に関する情報","378","18.3","20.6"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","認知症予防や認知症に関する情報","341","16.5","18.6"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","介護者向けの介護教室や介護家族の会等に関する情報","129","6.2","7.0"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","その他","37","1.8","2.0"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","特にない","394","19.0","21.5"
"202003","保健福祉サービスの情報について","Q55. あなたが、保健福祉サービスに関して欲しい情報、あるいは不足していると思う情報はどのような情報ですか。（あてはまるものすべてに○）","無回答","233","11.3",

"港区保健福祉基礎調査（高齢者）・単純集計表・保健福祉サービスの情報についてQ55","Ver202003",,,,,
