分類/品目/銘柄/単位,2004年2月,2004年12月,2005年1月,2005年2月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),3522,2820,2815,2806,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),3122,2471,2424,2382,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2424,2125,2097,2071,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),943,743,688,682,平成16年7月から基本銘柄改正
（穀類）/食パン/普通品/1kg(円),422,422,426,425,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),83,85,85,84,
（穀類）/カレーパン/揚げパン、普通品/100g(円),        -,        -,94,92,平成17年1月から追加品目
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),77,78,77,79,
（穀類）/干しうどん/普通品/1kg(円),488,509,511,503,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),155,156,153,156,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),209,201,        -,        -,平成17年1月調査から廃止
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),142,140,144,143,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),261,262,261,256,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),189,188,186,183,
（穀類）/もち/包装生もち/1kg(円),1126,1030,1019,1035,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),404,403,405,396,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),125,97,128,103,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),154,121,147,126,
（魚介類）/かつお/切り身（刺身用）/100g(円),        -,        -,        -,        -,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),181,139,163,152,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),211,206,209,214,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),148,114,142,122,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),74,79,77,76,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),273,223,249,260,
（魚介類）/ぶり/切り身/100g(円),250,268,259,253,
（魚介類）/いか/するめいか/100g(円),88,79,96,81,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),256,253,241,243,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),280,263,264,261,
（魚介類）/あさり/殻付き/100g(円),124,116,120,114,
（魚介類）/かき/まがき、むき身/100g(円),270,313,306,273,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),173,183,182,196,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),184,188,190,182,
（魚介類）/たらこ/並/100g(円),677,672,654,640,
（魚介類）/しらす干し/並/100g(円),400,446,455,462,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),177,167,169,165,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),124,123,128,128,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),303,293,290,292,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),167,197,194,192,
（魚介類）/さつま揚げ/並/100g(円),99,97,96,96,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),103,102,102,102,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g(円),152,158,160,159,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),136,136,140,142,
（魚介類）/塩辛/いかの塩辛、並/100g(円),255,259,259,251,
（魚介類）/魚みそ漬/さわら/100g(円),234,240,241,251,
（魚介類）/あさりつくだ煮/並/100g(円),343,337,343,336,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),156,159,164,164,
（肉類）/牛肉/ロース/100g(円),840,832,846,848,
（肉類）/牛肉/肩肉/100g(円),453,462,466,480,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),315,358,348,343,
（肉類）/豚肉/ロース/100g(円),237,242,240,243,
（肉類）/豚肉/肩肉/100g(円),158,155,158,158,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),124,121,125,124,
（肉類）/羊肉/輸入品、ラム/100g(円),136,152,        -,        -,平成17年1月調査から廃止
（肉類）/レバー/豚レバー/100g(円),101,105,105,104,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),285,284,286,290,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g(円),186,192,191,193,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),252,262,263,266,
（乳卵類）/牛乳/瓶入り（200ml）配達、瓶代を除く、月極め/1本(円),99,99,99,99,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本(円),205,209,209,208,
（乳卵類）/粉ミルク/調整粉乳、缶入り（980g入り）/1缶(円),2561,2572,2598,2600,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),319,309,311,319,
（乳卵類）/チーズ/プロセスチーズ、スライスタイプ（10枚190g入り）/1袋(円),307,288,297,292,
（乳卵類）/チーズ/輸入品、ナチュラルチーズ缶入り（125g入り）「ジェラール」/1缶(円),489,473,471,462,
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個(円),218,223,214,222,
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),171,264,219,253,
（野菜・海草）/キャベツ/1kg(円),197,237,234,284,
（野菜・海草）/ほうれんそう/1kg(円),747,664,755,628,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),151,148,162,162,
（野菜・海草）/ねぎ/1kg(円),498,540,592,482,
（野菜・海草）/レタス/玉レタス/1kg(円),628,704,615,553,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),17,17,17,17,
（野菜・海草）/ブロッコリー/1kg(円),606,553,697,669,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),173,153,189,156,
（野菜・海草）/かんしょ/1kg(円),492,481,468,452,
（野菜・海草）/ばれいしょ/1kg(円),280,274,277,280,
（野菜・海草）/さといも/こいも、土付き/1kg(円),445,469,487,434,
（野菜・海草）/だいこん/1kg(円),175,146,143,155,
（野菜・海草）/にんじん/1kg(円),214,364,341,353,
（野菜・海草）/ごぼう/1kg(円),691,684,654,637,
（野菜・海草）/たまねぎ/1kg(円),211,216,211,231,
（野菜・海草）/れんこん/1kg(円),833,680,729,724,
（野菜・海草）/ながいも/1kg(円),686,688,637,624,
（野菜・海草）/えだまめ/100g(円),        -,        -,        -,        -,
（野菜・海草）/さやいんげん/100g(円),204,215,203,208,
（野菜・海草）/かぼちゃ/1kg(円),317,368,360,334,
（野菜・海草）/きゅうり/1kg(円),558,558,583,674,
（野菜・海草）/なす/1kg(円),718,730,676,758,
（野菜・海草）/トマト/1kg(円),698,801,744,658,
（野菜・海草）/ピーマン/100g(円),99,79,82,112,
（野菜・海草）/生しいたけ/100g(円),185,165,188,175,
（野菜・海草）/えのきだけ/100g(円),72,72,77,73,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),104,93,95,89,
（野菜・海草）/あずき/大粒/100g(円),170,169,171,171,
（野菜・海草）/干ししいたけ/薄葉、並/100g(円),1287,1285,1286,1297,
（野菜・海草）/のり/焼きのり、中、1帖（10枚入り）/1帖(円),447,437,444,450,
（野菜・海草）/わかめ/養殖もの、塩蔵わかめ（湯通しもの）、並/100g(円),147,149,148,149,
（野菜・海草）/こんぶ/とろろこんぶ、並/100g(円),595,582,584,581,
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/100g(円),        -,        -,549,547,平成17年1月から追加品目
（野菜・海草）/豆腐/絹ごしを除く/100g(円),32,33,33,33,
（野菜・海草）/油揚げ/薄揚げ/100g(円),150,144,146,148,
（野菜・海草）/納豆/丸大豆納豆、発泡スチロール容器入り（50g×3個）/1パック(円),132,136,135,128,
（野菜・海草）/こんにゃく/板こんにゃく/100g(円),48,49,50,49,
（野菜・海草）/梅干し/調味梅干し、中粒、並/100g(円),192,198,196,195,
（野菜・海草）/たくあん漬/本漬、中/100g(円),96,99,99,100,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g(円),97,99,97,98,
（野菜・海草）/こんぶつくだ煮/並/100g(円),212,214,212,212,
（野菜・海草）/はくさい漬/塩漬/100g(円),77,88,90,84,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/100g(円),130,144,143,141,
