分類/品目/銘柄/単位,2004年4月,2005年2月,2005年3月,2005年4月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),3237,2806,2790,2751,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2878,2382,2372,2362,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2395,2071,2048,2075,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),936,682,668,647,平成16年7月から基本銘柄改正
（穀類）/食パン/普通品/1kg(円),425,425,423,416,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),85,84,85,85,
（穀類）/カレーパン/揚げパン、普通品/100g(円),        -,92,93,92,平成17年1月から追加品目
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),78,79,78,78,
（穀類）/干しうどん/普通品/1kg(円),498,503,507,497,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),158,156,154,157,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),212,        -,        -,        -,平成17年1月調査から廃止
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),144,143,140,140,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),262,256,259,263,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),191,183,187,188,
（穀類）/もち/包装生もち/1kg(円),1078,1035,1032,1065,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),385,396,382,388,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),131,110,112,106,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),133,121,130,128,
（魚介類）/かつお/切り身（刺身用）/100g(円),286,        -,270,261,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),178,179,188,188,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),197,214,210,207,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),140,125,127,124,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),71,76,75,74,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),261,241,228,256,
（魚介類）/ぶり/切り身/100g(円),248,254,249,239,
（魚介類）/いか/するめいか/100g(円),132,93,107,116,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),252,243,244,240,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),281,261,256,258,
（魚介類）/あさり/殻付き/100g(円),119,114,118,112,
（魚介類）/かき/まがき、むき身/100g(円),        -,278,258,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),171,196,192,206,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),183,182,183,173,
（魚介類）/たらこ/並/100g(円),678,640,637,648,
（魚介類）/しらす干し/並/100g(円),398,462,469,474,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),166,165,165,157,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),122,128,130,137,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),293,292,295,288,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),172,192,185,187,
（魚介類）/さつま揚げ/並/100g(円),96,96,93,94,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),104,102,102,101,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g(円),157,159,159,155,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),136,142,135,137,
（魚介類）/塩辛/いかの塩辛、並/100g(円),262,251,251,252,
（魚介類）/魚みそ漬/さわら/100g(円),232,251,241,234,
（魚介類）/あさりつくだ煮/並/100g(円),324,336,347,353,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),160,164,162,164,
（肉類）/牛肉/ロース/100g(円),826,848,834,826,
（肉類）/牛肉/肩肉/100g(円),431,480,456,457,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),343,343,325,328,
（肉類）/豚肉/ロース/100g(円),238,243,237,239,
（肉類）/豚肉/肩肉/100g(円),155,158,157,153,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),120,124,122,123,
（肉類）/羊肉/輸入品、ラム/100g(円),136,        -,        -,        -,平成17年1月調査から廃止
（肉類）/レバー/豚レバー/100g(円),102,104,106,107,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),289,290,290,288,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g(円),186,193,190,191,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),256,266,269,269,
