分類/品目/銘柄/単位,2004年6月,2005年4月,2005年5月,2005年6月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),3149,2751,2730,2757,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2753,2362,2391,2370,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),2321,2075,2059,2042,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),945,647,644,649,平成16年7月から基本銘柄改正
（穀類）/食パン/普通品/1kg(円),423,416,411,412,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),85,85,87,87,
（穀類）/カレーパン/揚げパン、普通品/100g(円),        -,92,93,96,平成17年1月から追加品目
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),79,78,78,79,
（穀類）/干しうどん/普通品/1kg(円),512,497,495,495,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),156,157,155,156,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),212,        -,        -,        -,平成17年1月調査から廃止
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),138,140,139,137,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),262,263,256,255,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),192,188,191,191,
（穀類）/もち/包装生もち/1kg(円),1062,1065,1091,1068,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),389,386,382,380,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),119,99,104,97,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),127,131,118,91,
（魚介類）/かつお/切り身（刺身用）/100g(円),235,242,224,209,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),150,185,171,165,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),209,207,211,206,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),126,114,118,96,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),70,75,73,74,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),232,247,221,207,
（魚介類）/ぶり/切り身/100g(円),258,237,243,248,
（魚介類）/いか/するめいか/100g(円),108,117,122,112,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),250,240,242,244,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),272,258,245,241,
（魚介類）/あさり/殻付き/100g(円),112,112,113,118,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),177,206,214,209,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),182,173,184,179,
