"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","関心がある[人]","まあ関心がある[人]","あまり関心がない[人]","関心がない[人]","わからない[人]","無回答[人]"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","全体",,"558","178","229","116","6","24","5"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","男性（計）","231","73","95","58","2","3","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","男性 18～29歳","13","1","7","5","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","男性 30～39歳","38","8","13","16","1","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","男性 40～49歳","50","17","20","13","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","男性 50～59歳","47","16","19","10","1","1","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","男性 60～69歳","42","19","16","6","0","1","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","男性 70歳以上","40","12","19","8","0","1","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","女性（計）","313","98","131","56","4","20","4"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","女性 18～29歳","26","2","12","9","1","2","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","女性 30～39歳","49","11","26","9","1","2","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","女性 40～49歳","78","30","32","12","0","3","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","女性 50～59歳","62","24","26","7","0","5","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","女性 60～69歳","56","19","16","15","2","4","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","女性 70歳以上","42","12","19","4","0","4","3"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","性・年代別","無回答","14","7","3","2","0","1","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","職業別","自営業主・家族従業","86","32","32","17","2","3","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","職業別","会社員・団体職員・公務員","243","81","101","53","2","5","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","職業別","アルバイト・パートタイマー","35","11","16","2","0","6","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","職業別","家事専業","55","12","23","15","2","1","2"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","職業別","学生","13","1","7","5","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","職業別","無職","81","24","31","17","0","8","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","職業別","その他","31","10","15","6","0","0","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","職業別","無回答","14","7","4","1","0","1","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","居住地区別","芝地区","86","25","30","25","1","3","2"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","居住地区別","麻布地区","87","32","35","14","3","3","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","居住地区別","赤坂地区","81","28","35","14","0","4","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","居住地区別","高輪地区","146","44","60","34","1","6","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","居住地区別","芝浦港南地区","139","40","63","28","1","6","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","居住地区別","無回答","19","9","6","1","0","2","1"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","持家（一戸建）","64","24","27","12","0","1","0"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","持家（マンション）","267","85","118","49","1","10","4"
"202203","区政全般","Q3. あなたは、港区政に関心がありますか。（１つ選択）","住居形態別","借家（一戸建）","9","4","3","1","0","1","0"
