"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202204","医療法人社団江仁会　赤坂レディースクリニック","東京都港区赤坂二丁目14番32号","赤坂2・14プラザビル6階","03-5545-4123","2022/4/6","婦人科","35.672532","139.737461"
"202204","医療法人社団江仁会　赤坂皮膚科クリニック","東京都港区赤坂二丁目14番32号","赤坂2・14プラザビル6階","03-5545-4112","2022/4/6","美容皮膚科、アレルギー科、皮膚科","35.672532","139.737461"
"202204","乃木坂ＡＣクリニック","東京都港区赤坂九丁目6番28号","アルベルゴ乃木坂408","03-5414-1192","2022/4/1","内科、美容外科、形成外科、整形外科、麻酔科","35.666545","139.728445"
"202204","一般社団法人橘麗会　Ｍａｓｔ　Ｂｅａｕｔｙ　クリニック　麻布十番","東京都港区麻布十番一丁目6番5号","ラミュウーズビル5階","03-3478-1107","2022/4/1","皮膚科、美容皮膚科、精神科、内科","35.656378","139.734238"
"202204","表参道美容外科クリニック","東京都港区北青山三丁目10番9号","川島ビル8階","03-6450-5865","2022/4/1","美容外科、美容皮膚科","35.664027","139.711113"
"202204","メンズプライドクリニックＭＩＴＡ　ＴＯＫＹＯ","東京都港区芝五丁目32番3号","林ビル7階","03-6381-7258","2022/4/25","内科","35.647283","139.74757"
"202204","東京横浜ＴＭＳクリニックみなと東京院","東京都港区芝浦三丁目13番1号","矢島ビル502号","03-6381-7515","2022/4/1","心療内科、精神科","35.643246","139.749097"
"202204","東京プリンスホテル　診療所","東京都港区芝公園三丁目3番1号","東京プリンスホテル地下3階","03-3432-1111","2022/4/1","内科","35.658962","139.748139"
"202204","ザ・プリンス　パークタワー東京　診療所","東京都港区芝公園四丁目8番1号","ザ・プリンス パークタワー東京地下1階","03-5400-1111","2022/4/1","内科","35.655223","139.747029"
"202204","グランドプリンスホテル新高輪　診療所","東京都港区高輪三丁目13番1号","グランドプリンスホテル新高輪1階2166号室・2184号室","03-3447-1111","2022/4/1","内科","35.630053","139.733490"
"202204","品川プリンスホテル　医務室","東京都港区高輪四丁目10番30号","メインタワー6階641","03-3440-1111","2022/4/1","内科","35.627534","139.736622"
"202204","ＴＨＥ　ＯＮＥ．","東京都港区虎ノ門四丁目3番10号","虎ノ門きよしビル3階","03-6403-1915","2022/4/1","美容外科、美容皮膚科","35.664417","139.744191"
"202204","雫－Ｓｈｉｚｕｋｕ－Ｃｌｉｎｉｃ","東京都港区西麻布三丁目6番1号","六本木センチュリオンタワー10F",,"2022/4/5","美容皮膚科","35.656290","139.726345"
"202204","ＴＥＴＳＵ形成・美容クリニック","東京都港区浜松町二丁目13番9号","G1ビル3階","03-5843-7743","2022/4/14","形成外科、美容外科、美容皮膚科","35.653219","139.755529"
"202204","慶應義塾大学　三田健診診療所","東京都港区三田二丁目15番45号","慶應義塾大学 三田キャンパス",,"2022/4/26","内科","35.648366","139.743172"
"202204","南青山ひだまりクリニック","東京都港区南青山三丁目1番30号","1階","03-6447-0518","2022/4/1","内科、皮膚科","35.667696","139.715824"
"202204","ＣＬＩＮＩＣ．","東京都港区南青山五丁目13番2号","菊家ビル7階",,"2022/4/1","美容皮膚科","35.661268","139.713886"
"202204","韓日文化交流センター職域接種診療所","東京都港区南麻布一丁目7番32号","韓国中央会館8階 会議室","03-3454-4916","2022/4/14",,"35.651541","139.736986"
"202204","六本木クリニック","東京都港区六本木五丁目1番4号","六和ビル5階","03-5413-4822","2022/4/15","内科、心療内科、精神科、皮膚科","35.662738","139.732960"
