全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132055,"132055754001 ",東京都青梅市,青梅市総合体育館,オウメシソウゴウタイイクカン,Ome City Gymnasium,住友金属鉱山アリーナ青梅,,,,132055,0015004,東京都青梅市河辺町４丁目１６番地の１,東京都,青梅市,河辺町４丁目,１６番地の１,,35.7806966,139.2740623,階数,1,(0428)24-7721,,info@omesports.net,青梅市スポーツ施設 (omesports.net),https://www.instagram.com/omegym//https://twitter.com/omegym,1960036,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,22:00,月火水木金土日,,可,有,無,有,有,有,無,有,無,有,有,無,有,有,有,無,有,https://www.omesports.net/,,,,無,有,有,無,有,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,有,無,無,無,無,有,無,有,無,無,有,無,無,無,無,有,有,無,無,無,無,無,"無",無,有,有,有,有,無,無,無,無,有,無,有,有,無,有,有,有,無,有,有
132055,"132055754002 ",東京都青梅市,永山公園総合運動場,ナガヤマコウエンソウゴウウンドウジョウ,Nagayama Park Sports Ground,永山,,,,132055,0028000,東京都青梅市住江町２５番地,東京都,青梅市,住江町,２５番地,,35.7947924,139.2673682,階数,1,(0428)22-3464,,info@omesports.net,青梅市スポーツ施設 (omesports.net),,1980034,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,21:30,月火水木金土日,,否,無,無,無,無,無,無,有,無,有,有,無,無,無,有,無,有,https://www.omesports.net/,,,,無,有,無,無,無,有,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,有,有,無,無,無,有,有,無,有,無,有,無,無,無,無,有,有,無,無,無,無,無,"無",有,無,有,無,有,無,無,無,無,有,無,有,有,無,有,無,有,無,有,有
132055,"132055754003 ",東京都青梅市,市民球技場,シミンキュウギジョウ,Civic Ball Field,河辺下グラウンド,,,,132055,0015001,東京都青梅市河辺町１丁目８７２番地の１先,東京都,青梅市,河辺町１丁目,８７２番地の１先,,35.777297,139.288856,階数,1,(0428)22-2714,,info@omesports.net,青梅市スポーツ施設 (omesports.net),,1980036,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,17:00,月火水木金土日,,否,無,無,有,無,無,無,有,無,有,無,無,無,無,有,無,有,https://www.omesports.net/,,,,無,有,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,無
132055,"132055754004 ",東京都青梅市,わかぐさ公園野球場,ワカグサコウエンヤキュウジョウ,Wakagusa Park Baseball Ground,わかぐさ,,,,132055,0015008,東京都青梅市河辺町８丁目１４番地の３,東京都,青梅市,河辺町８丁目,１４番地の３,,35.7802756,139.2812728,階数,1,(0428)32-5353,,info@omesports.net,青梅市スポーツ施設 (omesports.net),,1980036,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,21:30,月火水木金土日,,否,無,無,有,無,無,無,有,無,有,有,無,無,無,有,無,有,https://www.omesports.net/,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132055,"132055754005 ",東京都青梅市,ちがむら球技場,チガムラキュウギジョウ,Chigamura Ball Field,ちがむら,,,,132055,0035003,東京都青梅市小曾木３丁目２１６６番地,東京都,青梅市,小曾木３丁目,２１６６番地,,35.8242905,139.2723464,階数,1,(0428)74-4370,,info@omesports.net,青梅市スポーツ施設 (omesports.net),,1980003,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,21:30,月火水木金土日,,否,無,無,無,無,無,無,有,無,有,無,無,無,無,有,無,有,https://www.omesports.net/,,,,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
132055,"132055754006 ",東京都青梅市,東原公園球技場,ヒガシハラコウエンキュウギジョウ,Higashihara Park Ball Field,東原,,,,132055,0019005,東京都青梅市今寺５丁目１１番地,東京都,青梅市,今寺５丁目,１１番地,,35.7825586,139.2860793,階数,1,(0428)31-7488,,info@omesports.net,青梅市スポーツ施設 (omesports.net),,1980021,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,21:30,月火水木金土日,,可,無,無,有,無,無,無,有,無,有,無,無,無,無,有,無,有,https://www.omesports.net/,,,,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132055,"132055754007 ",東京都青梅市,友田レクリエーション広場,トモダレクリエーションヒロバ,Tomoda Recreation Square,友レク,,,,132055,0016005,東京都青梅市友田町５丁目３４０番地,東京都,青梅市,友田町５丁目,３４０番地,,35.7776844,139.2796849,階数,1,(0428)21-4056,,info@omesports.net,青梅市スポーツ施設 (omesports.net),,1980051,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,17:00,月火水木金土日,,否,無,無,有,無,無,無,有,無,有,無,無,無,無,有,無,有,https://www.omesports.net/,,,,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
132055,"132055754008 ",東京都青梅市,青梅スタジアム,オウメスタジアム,Ome Stadium,青スタ,,,,132055,0018005,東京都青梅市今井５丁目２３４８番地１,東京都,青梅市,今井５丁目,２３４８番地１,,35.7881984,139.3183516,階数,1,(0428)31-9131,,info@omesports.net,青梅市スポーツ施設 (omesports.net),,1980023,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,17:00,月火水木金土日,,否,無,無,無,無,無,無,有,無,有,有,無,無,無,有,無,有,https://www.omesports.net/,,,,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
132055,"132055754009 ",東京都青梅市,東原公園水泳場,ヒガシハラコウエンスイエイジョウ,Higashihara Park Swimming Pool,,,,,132055,0019005,東京都青梅市今寺５番地の１１,東京都,青梅市,今寺,５番地の１１,,35.7932244,139.3013015,階数,1,(0428)31-7488,,info@omesports.net,青梅市スポーツ施設 (omesports.net),,1980021,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,18:00,月火水木金土日,,可,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,https://www.omesports.net/,,,,無,有,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132055,"132055754010 ",東京都青梅市,わかぐさ公園こどもプール,ワカグサコウエンコドモプール,Wakagusa Park Childrens Park,,,,,132055,0015008,東京都青梅市河辺町８丁目１４番地の３,東京都,青梅市,河辺町８丁目,１４番地の３,,35.7835285,139.295895,階数,1,(0428)32-5353,,info@omesports.net,青梅市スポーツ施設 (omesports.net),,1980036,,青梅市スポーツ施設運営パートナーズ,月火水木金土日,09:00,17:00,月火水木金土日,,可,無,無,有,無,無,無,無,無,有,無,無,有,有,無,無,無,https://www.omesports.net/,,,,無,有,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
