"年月[西暦]","調査項目","設問","選択肢","件数[件]","(全体)[%]","(除不)[%]"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","受審費用が高いから","10","41.7","41.7"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","自治体の補助が少ないから","3","12.5","12.5"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","どこの評価機関で受審したらよいか判断できないから","3","12.5","12.5"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","受審の手続き方法がわからないから","4","16.7","16.7"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","他事業所がまだ受審していないから","0","0.0","0.0"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","介護サービス情報の公表が義務化されたから","10","41.7","41.7"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","サービスの質の向上のための自己評価を別途実施しているから","6","25.0","25.0"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","諸準備に見合うだけのメリットを感じられないから","7","29.2","29.2"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","その他","1","4.2","4.2"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","特にない","0","0.0","0.0"
"202003","経営の評価について","Q10-2. 【問10-１において「２．受審したことはない」と回答された方のみ】その理由は何ですか。（あてはまるものすべてに○）","無回答","0","0.0",

"港区保健福祉基礎調査（事業所）・単純集計表・経営の評価についてQ10-2","Ver202003",,,,,
