都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
131199,,東京都,板橋区,地域デビューセミナー（防災編）,チイキデビューセミナー（ボウサイヘン）,,2021/3/10,2021/3/10,14：00,16:00,,"地域活動について興味のある方・はじめてみたいと考えている方を対象とした講座です。今回は、気象災害を軽減するため（特に命を守るため）気象情報の活用方法を知ることや、災害が起こったときに立ち上がる災害ボランティアセンターについて知ることで、地域での防災・減災を学んでいきます。	気象情報の活用について　講師：東京管区気象台職員	災害ボランティアについて　講師：いたばし総合ボランティアセンター職員",,,,,,,文化会館小ホール,,,,,,,,,,,/1000779/1000799/1000800/1031284.html,
131199,,東京都,板橋区,卒乳講座,ソツニュウコウザ,,2021/3/5,2021/3/5,9:30,10:30,,"	　1歳6か月までのお子さんを子育て中で、卒乳を始めようとしている方や、卒乳を始めたけれどなかなか上手くいかない方を対象に助産師や管理栄養士、歯科衛生士が講義をおこないます	　お子さんと一緒に受講していただきます（お子さんの一時預かりはいたしません）	　講義時間は一時間程度です",,,,,,,,,,,,,,,2021/3/4,,,/1000779/1000809/1000817/1030932.html,
131199,,東京都,板橋区,卒乳講座,ソツニュウコウザ,,2021/3/5,2021/3/5,10:15,11:15,,"	　1歳6か月までのお子さんを子育て中で、卒乳を始めようとしている方や、卒乳を始めたけれどなかなか上手くいかない方を対象に助産師や管理栄養士、歯科衛生士が講義をおこないます	　お子さんと一緒に受講していただきます（お子さんの一時預かりはいたしません）	　講義時間は一時間程度です",,,,,,,,,,,,,,,2021/3/4,,,/1000779/1000809/1000817/1030932.html,
131199,,東京都,板橋区,卒乳講座,ソツニュウコウザ,,2021/3/5,2021/3/5,11:00,12:00,,"	　1歳6か月までのお子さんを子育て中で、卒乳を始めようとしている方や、卒乳を始めたけれどなかなか上手くいかない方を対象に助産師や管理栄養士、歯科衛生士が講義をおこないます	　お子さんと一緒に受講していただきます（お子さんの一時預かりはいたしません）	　講義時間は一時間程度です",,,,,,,,,,,,,,,2021/3/4,,,/1000779/1000809/1000817/1030932.html,
131199,,東京都,板橋区,令和2年度　働くことと育児を考える講座　参加者募集,レイワニネンド　ハタラクコトトイクジヲカンガエルコウザ　サンカシャボシュウ,,2021/2/26,2021/2/26,10:00,12:00,,第1回『情報との付き合い方』と『コロナに対する受け止め方の違い』：ストレスの原因を見てみよう第2回『自分軸』をもちながら子育てするには：『自分軸』『他人軸』を意識し、気持ちにゆとりをつくろう&nbsp;生後4か月以上の未就学児の保育あり（定員8人、申込順）,,,,,,,まなぽーと大原,,,,,,,,2021/2/19,,,/1000779/1000922/1000927/1030901.html,
131199,,東京都,板橋区,令和2年度　働くことと育児を考える講座　参加者募集,レイワニネンド　ハタラクコトトイクジヲカンガエルコウザ　サンカシャボシュウ,,2021/3/5,2021/3/5,10:00,12:00,,第1回『情報との付き合い方』と『コロナに対する受け止め方の違い』：ストレスの原因を見てみよう第2回『自分軸』をもちながら子育てするには：『自分軸』『他人軸』を意識し、気持ちにゆとりをつくろう&nbsp;生後4か月以上の未就学児の保育あり（定員8人、申込順）,,,,,,,まなぽーと大原,,,,,,,,2021/2/19,,,/1000779/1000922/1000927/1030901.html,
131199,,東京都,板橋区,〈好き〉を語るお茶会,スキヲカタルオチャカイ,,2020/11/14,2020/11/14,15:00,17:00,,なんとなく友達に話しづらいこと、親には言えないこと、ちょっと気になるだけのこと……おしゃべりしてみませんか？今回のテーマは「好きな人」〈好き〉を語るお茶会は、安心して「好き」を語れる場です。あなたの「好き」について語ってみませんか？聞いているだけでもOK！ぜひご参加ください。,,,,,,,まなぽーと成増　i-youthカフェ,,,,,,,,2020/11/14,,,/1000779/1000922/1000927/1027910.html,
131199,,東京都,板橋区,【中止】いたばしボランティア・市民活動フォーラム,【チュウシ】イタバシボランティア・シミンカツドウフォーラム,,2020/4/18,2020/4/18,17:30,19:30,4月18日（土曜日）午後5時30分から7時30分・4月19日（日曜日）午前9時から10時,地域に暮らす様々な教育、文化的背景、制度の違いをこえて、相互に理解しあうことから多文化共生社会の実現への第一歩が始まる。そこで、身近な地域に住むアフリカの留学生との交流により、「つどう・まなぶ・むすび」を始めみませんか。会場：まなぽーと大原（大原生涯学習センター）レクレーションホール講師：帝京大学大学院公衆衛生学研究科教授 山本秀樹SDGsネットワークいたばし代表 加藤勉特定非営利法人ボランティア・市民活動学習推進センター理事長 廣瀬カズ子対象：どなたでも定員：60名,,,,,,,,,,,,,,,,,,/1000779/1000922/1000927/1021892.html,
131199,,東京都,板橋区,【中止】いたばしボランティア・市民活動フォーラム,【チュウシ】イタバシボランティア・シミンカツドウフォーラム,,2020/4/19,2020/4/19,9:00,10:00,4月18日（土曜日）午後5時30分から7時30分・4月19日（日曜日）午前9時から10時,地域に暮らす様々な教育、文化的背景、制度の違いをこえて、相互に理解しあうことから多文化共生社会の実現への第一歩が始まる。そこで、身近な地域に住むアフリカの留学生との交流により、「つどう・まなぶ・むすび」を始めみませんか。会場：まなぽーと大原（大原生涯学習センター）レクレーションホール講師：帝京大学大学院公衆衛生学研究科教授 山本秀樹SDGsネットワークいたばし代表 加藤勉特定非営利法人ボランティア・市民活動学習推進センター理事長 廣瀬カズ子対象：どなたでも定員：60名,,,,,,,,,,,,,,,,,,/1000779/1000922/1000927/1021892.html,
131199,,東京都,板橋区,「総合的な学習の時間」に関わる障がい者の社会参加を考える,「ソウゴウテキナガクシュウノジカン」ニカカワルショウガイシャのシャカイサンカヲカンガエル,,2020/7/5,2020/7/5,13:30,16:00,,"	基調講演　社会教育を学校などに繋げる意義について	事例発表　「総合的な学習の時間」に参加した私の学び	意見交換	総　評	　( 講師 創価大学名誉教授 木全 力夫 氏 ）",,,,,,,大原生涯学習センター　3階　まなぽーとホール,,,,,,,,,,,/1000779/1000922/1000927/1023253.html,
