"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","200万円未満　","484","23.4","24.5"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","200万円以上300万円未満","348","16.8","17.6"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","300万円以上400万円未満","240","11.6","12.1"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","400万円以上500万円未満","164","7.9","8.3"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","500万円以上700万円未満","176","8.5","8.9"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","700万円以上1000万円未満","145","7.0","7.3"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","1000万円以上1500万円未満","98","4.7","5.0"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","1500万円以上2000万円未満","44","2.1","2.2"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","2000万円以上","75","3.6","3.8"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","わからない・答えたくない","202","9.8","10.2"
"202003","本人について","Q7. あなたの世帯全体の昨年１年間の年収（税込み）は、おおよそいくらくらいでしたか。（年金や生活保護等の金額も含みます。）（○は１つ）","無回答","93","4.5",

"港区保健福祉基礎調査（高齢者）・単純集計表・本人についてQ7","Ver202003",,,,,
