"年月[西暦]","調査項目","設問","港区の環境","回答者の居住地区","そう思う[人]","ややそう思う[人]","どちらともいえない[人]","あまり思わない[人]","思わない[人]","無回答[人]","そう思う[%]","ややそう思う[%]","どちらともいえない[%]","あまり思わない[%]","思わない[%]","無回答[%]"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","芝地区","4","12","37","27","14","0","4.3","12.8","39.4","28.7","14.9","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","麻布地区","3","16","36","44","8","0","2.8","15.0","33.6","41.1","7.5","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","赤坂地区","1","10","22","15","4","0","1.9","19.2","42.3","28.8","7.7","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","高輪地区","4","33","46","39","11","0","3.0","24.8","34.6","29.3","8.3","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","芝浦港南地区","2","19","45","39","24","0","1.6","14.7","34.9","30.2","18.6","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","空気がきれい","無回答","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","芝地区","5","8","29","33","19","0","5.3","8.5","30.9","35.1","20.2","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","麻布地区","1","10","34","38","24","0","0.9","9.3","31.8","35.5","22.4","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","赤坂地区","0","5","24","16","7","0","0.0","9.6","46.2","30.8","13.5","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","高輪地区","2","15","46","50","20","0","1.5","11.3","34.6","37.6","15.0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","芝浦港南地区","3","9","42","34","41","0","2.3","7.0","32.6","26.4","31.8","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","川や運河、海の水がきれい","無回答","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","自動車や店舗などからの騒音が少ない","芝地区","2","7","31","33","21","0","2.1","7.4","33.0","35.1","22.3","0.0"
