項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,648,-,-,83,-,92,-,95,-,99,-,94,-,94,-,91,-
0,世帯人員,2.87,-,-,2.59,-,2.61,-,2.81,-,2.77,-,2.88,-,3.22,-,3.21,-
0,有業人員,1.3,-,-,1.1,-,1.06,-,1.25,-,1.2,-,1.29,-,1.58,-,1.59,-
0,世帯主平均年齢,59.7,-,-,62.4,-,63.4,-,61.1,-,59.8,-,60.2,-,56.8,-,54.3,-
0,消費支出,313234,100,5.9,101166,100,163328,100,206126,100,253795,100,313306,100,394159,100,756165,100
2,基礎的支出,185402,59.2,4.9,77085,76.2,112188,68.7,138460,67.2,162334,64,198407,63.3,219138,55.6,388030,51.3
3,選択的支出,127832,40.8,7.3,24081,23.8,51141,31.3,67666,32.8,91461,36,114899,36.7,175021,44.4,368135,48.7
1,食料,85357,27.3,-3.1,46287,45.8,65933,40.4,74182,36,80477,31.7,96608,30.8,109976,27.9,123221,16.3
2,基礎的支出,68228,21.8,-4.6,40536,40.1,55660,34.1,62509,30.3,66226,26.1,77612,24.8,84288,21.4,90215,11.9
3,選択的支出,17129,5.5,3.1,5751,5.7,10272,6.3,11673,5.7,14251,5.6,18995,6.1,25688,6.5,33006,4.4
1,住居,24399,7.8,11,3512,3.5,4326,2.6,12521,6.1,14314,5.6,21087,6.7,31417,8,83152,11
2,基礎的支出,22491,7.2,10.1,3217,3.2,3976,2.4,12050,5.8,14053,5.5,19859,6.3,28563,7.2,75299,10
3,選択的支出,1908,0.6,22.9,295,0.3,351,0.2,470,0.2,261,0.1,1229,0.4,2854,0.7,7853,1
1,光熱・水道,22963,7.3,1.1,14051,13.9,19022,11.6,21382,10.4,24958,9.8,27807,8.9,27477,7,25881,3.4
2,基礎的支出,22963,7.3,1.1,14051,13.9,19022,11.6,21382,10.4,24958,9.8,27807,8.9,27477,7,25881,3.4
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12294,3.9,-12.4,3663,3.6,4577,2.8,9383,4.6,9413,3.7,13880,4.4,13916,3.5,31070,4.1
2,基礎的支出,8255,2.6,-14.1,3178,3.1,3718,2.3,6047,2.9,8505,3.4,11267,3.6,9591,2.4,15389,2
3,選択的支出,4039,1.3,-8.8,485,0.5,858,0.5,3336,1.6,908,0.4,2613,0.8,4326,1.1,15681,2.1
1,被服及び履物,11985,3.8,12.5,1955,1.9,5226,3.2,6434,3.1,8957,3.5,11088,3.5,16178,4.1,33832,4.5
2,基礎的支出,610,0.2,-13.8,238,0.2,381,0.2,400,0.2,475,0.2,722,0.2,863,0.2,1183,0.2
3,選択的支出,11375,3.6,14.4,1717,1.7,4845,3,6034,2.9,8482,3.3,10366,3.3,15315,3.9,32649,4.3
1,保健医療,14764,4.7,-19.6,5488,5.4,10574,6.5,10214,5,12133,4.8,16002,5.1,20167,5.1,28561,3.8
2,基礎的支出,13024,4.2,-16.7,5234,5.2,8488,5.2,9475,4.6,10902,4.3,14126,4.5,18180,4.6,24589,3.3
3,選択的支出,1739,0.6,-36.5,254,0.3,2085,1.3,738,0.4,1231,0.5,1877,0.6,1987,0.5,3971,0.5
1,交通・通信,35523,11.3,33.6,8007,7.9,13757,8.4,19134,9.3,25536,10.1,34360,11,45482,11.5,101774,13.5
2,基礎的支出,7743,2.5,14.4,1758,1.7,3280,2,5287,2.6,7708,3,9788,3.1,11497,2.9,14752,2
3,選択的支出,27780,8.9,40.2,6250,6.2,10477,6.4,13846,6.7,17828,7,24572,7.8,33986,8.6,87023,11.5
1,教育,12998,4.1,-0.3,48,0,1890,1.2,4174,2,4556,1.8,7049,2.2,15720,4,57245,7.6
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,12998,4.1,-0.3,48,0,1890,1.2,4174,2,4556,1.8,7049,2.2,15720,4,57245,7.6
1,教養娯楽,31721,10.1,3.7,7274,7.2,12551,7.7,17304,8.4,27169,10.7,30518,9.7,38104,9.7,88594,11.7
2,基礎的支出,6104,1.9,-8.1,2963,2.9,4720,2.9,4740,2.3,6051,2.4,6578,2.1,6535,1.7,11081,1.5
3,選択的支出,25617,8.2,7,4311,4.3,7831,4.8,12565,6.1,21118,8.3,23940,7.6,31569,8,77512,10.3
1,その他の消費支出,61231,19.5,23.2,10881,10.8,25472,15.6,31398,15.2,46283,18.2,54906,17.5,75723,19.2,182835,24.2
2,基礎的支出,35984,11.5,58.9,5910,5.8,12941,7.9,16569,8,23456,9.2,30648,9.8,32145,8.2,129640,17.1
3,選択的支出,25247,8.1,-6.7,4971,4.9,12531,7.7,14830,7.2,22826,9,24258,7.7,43578,11.1,53195,7
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 4年 1月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
