1,"東京都生計分析調査　令和 4年10月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",333,-,-,50,-,45,-,48,-,52,-,48,-,47,-,43,-
7,"0","0","世帯人員",3.21,-,-,2.80,-,2.80,-,3.37,-,3.31,-,3.30,-,3.41,-,3.49,-
8,"0","0","有業人員",1.71,-,-,1.58,-,1.60,-,1.53,-,1.82,-,1.67,-,1.71,-,2.07,-
9,"0","0","世帯主平均年齢",50.7,-,-,59.2,-,49.8,-,51.6,-,47.7,-,49.8,-,47.8,-,49.0,-
10,"0","0","消費支出",367059,-,0.9,269216,-,296260,-,316623,-,361756,-,334464,-,360850,-,624583,-
11,"0","0","公共的料金",112707,30.7,1.3,94191,35.0,99770,33.7,91316,28.8,109209,30.2,88699,26.5,90724,25.1,213010,34.1
12,"1","0","公共料金等",72705,19.8,24.9,53094,19.7,52595,17.8,66511,21.0,74299,20.5,55841,16.7,77394,21.4,127969,20.5
13,"1","1","米",1768,0.5,-0.1,1724,0.6,1347,0.5,2064,0.7,1550,0.4,1770,0.5,1777,0.5,2150,0.3
14,"1","1","食塩",29,0.0,-21.6,22,0.0,20,0.0,34,0.0,30,0.0,23,0.0,32,0.0,40,0.0
15,"1","1","学校給食",1650,0.4,9.9,712,0.3,473,0.2,1299,0.4,2087,0.6,2902,0.9,2537,0.7,1540,0.2
16,"1","1","公営家賃",9755,2.7,625.8,2272,0.8,7902,2.7,4005,1.3,-,-,-,-,5279,1.5,48162,7.7
17,"1","1","電気代",13763,3.7,45.7,10555,3.9,10960,3.7,14003,4.4,16467,4.6,14224,4.3,14597,4.0,15435,2.5
18,"1","1","都市ガス",4051,1.1,21.6,3276,1.2,2869,1.0,4443,1.4,4172,1.2,4291,1.3,4101,1.1,5195,0.8
19,"1","1","上下水道料",5392,1.5,-18.0,4532,1.7,4325,1.5,5119,1.6,7653,2.1,4207,1.3,5396,1.5,6433,1.0
20,"1","1","医科診療代",3388,0.9,14.2,5615,2.1,4034,1.4,2903,0.9,3205,0.9,2481,0.7,2154,0.6,3358,0.5
21,"1","1","歯科診療代",2787,0.8,-29.3,1025,0.4,1931,0.7,4422,1.4,4919,1.4,743,0.2,4166,1.2,2232,0.4
22,"1","1","出産入院料",139,0.0,...,-,-,958,0.3,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",1629,0.4,102.9,3429,1.3,-,-,152,0.0,-,-,-,-,6269,1.7,1606,0.3
24,"1","1","鉄道運賃",3910,1.1,31.7,2769,1.0,1523,0.5,6994,2.2,5039,1.4,2084,0.6,2905,0.8,6033,1.0
25,"1","1","鉄道通学定期代",2340,0.6,134.5,577,0.2,324,0.1,855,0.3,4150,1.1,1485,0.4,3871,1.1,5009,0.8
26,"1","1","鉄道通勤定期代",3515,1.0,16.3,407,0.2,2139,0.7,1673,0.5,4604,1.3,1790,0.5,7606,2.1,6227,1.0
27,"1","1","バス代",274,0.1,2.6,282,0.1,271,0.1,37,0.0,540,0.1,172,0.1,225,0.1,381,0.1
28,"1","1","バス通学定期代",87,0.0,-47.6,-,-,62,0.0,-,-,534,0.1,-,-,-,-,-,-
29,"1","1","バス通勤定期代",155,0.0,-49.2,330,0.1,-,-,-,-,-,-,-,-,-,-,752,0.1
30,"1","1","タクシー代",433,0.1,-12.9,339,0.1,385,0.1,584,0.2,512,0.1,112,0.0,262,0.1,826,0.1
31,"1","1","航空運賃",852,0.2,-23.5,1912,0.7,-,-,-,-,-,-,959,0.3,522,0.1,2594,0.4
32,"1","1","郵便料",104,0.0,-31.6,175,0.1,75,0.0,88,0.0,148,0.0,151,0.0,56,0.0,40,0.0
33,"1","1","固定電話通信料",1058,0.3,-4.5,921,0.3,1036,0.3,1323,0.4,654,0.2,1107,0.3,1216,0.3,1155,0.2
34,"1","1","携帯電話通信料",10513,2.9,-0.1,8230,3.1,7534,2.5,11161,3.5,11126,3.1,11155,3.3,10091,2.8,14237,2.3
35,"1","1","ＮＨＫ放送受信料",1463,0.4,20.9,1053,0.4,1307,0.4,2229,0.7,1473,0.4,603,0.2,1124,0.3,2427,0.4
36,"1","1","ケーブルテレビ放送受信料",937,0.3,9.0,704,0.3,920,0.3,1076,0.3,1050,0.3,1154,0.3,799,0.2,857,0.1
37,"1","1","他の放送受信料",167,0.0,-4.0,185,0.1,59,0.0,341,0.1,22,0.0,368,0.1,208,0.1,-,-
38,"1","1","国公立小学校",436,0.1,3.6,29,0.0,362,0.1,407,0.1,303,0.1,1382,0.4,474,0.1,104,0.0
39,"1","1","国公立中学校",627,0.2,27.2,1129,0.4,990,0.3,128,0.0,809,0.2,934,0.3,412,0.1,-,-
40,"1","1","国公立高校",255,0.1,218.8,439,0.2,-,-,217,0.1,-,-,740,0.2,280,0.1,127,0.0
41,"1","1","国公立大学",37,0.0,-97.4,-,-,253,0.1,-,-,-,-,-,-,-,-,-,-
42,"1","1","たばこ",1190,0.3,65.5,451,0.2,533,0.2,955,0.3,3252,0.9,1002,0.3,1035,0.3,1050,0.2
43,"2","0","準公共料金等",40003,10.9,-24.6,41097,15.3,47176,15.9,24805,7.8,34911,9.7,32858,9.8,13329,3.7,85041,13.6
44,"2","1","牛乳",1385,0.4,-1.0,1175,0.4,1360,0.5,1097,0.3,1255,0.3,1509,0.5,1497,0.4,1792,0.3
45,"2","1","灯油",60,0.0,252.9,193,0.1,121,0.0,59,0.0,49,0.0,-,-,-,-,-,-
46,"2","1","プロパンガス",265,0.1,47.2,482,0.2,194,0.1,188,0.1,614,0.2,159,0.0,91,0.0,126,0.0
47,"2","1","理髪料",384,0.1,-35.4,133,0.0,596,0.2,208,0.1,152,0.0,201,0.1,412,0.1,970,0.2
48,"2","1","パーマネント代",158,0.0,42.3,652,0.2,216,0.1,-,-,-,-,-,-,252,0.1,-,-
49,"2","1","洗濯代",626,0.2,-8.2,640,0.2,453,0.2,170,0.1,633,0.2,529,0.2,951,0.3,998,0.2
50,"2","1","新聞",1602,0.4,10.8,1540,0.6,1210,0.4,1042,0.3,1029,0.3,2192,0.7,2293,0.6,1918,0.3
51,"2","1","私立小学校",720,0.2,-11.5,-,-,-,-,-,-,-,-,1959,0.6,-,-,3059,0.5
52,"2","1","私立中学校",691,0.2,-60.1,-,-,-,-,-,-,2034,0.6,-,-,-,-,2728,0.4
53,"2","1","私立高校",4240,1.2,-4.2,114,0.0,-,-,1719,0.5,4861,1.3,3196,1.0,-,-,19503,3.1
54,"2","1","私立大学",15277,4.2,-32.8,27311,10.1,15208,5.1,993,0.3,8470,2.3,7225,2.2,-,-,47483,7.6
55,"2","1","幼児教育費用",1300,0.4,-43.6,1105,0.4,1109,0.4,995,0.3,594,0.2,722,0.2,3480,1.0,1093,0.2
56,"2","1","民営家賃",12915,3.5,-20.2,6785,2.5,26710,9.0,17600,5.6,15218,4.2,15166,4.5,3360,0.9,5371,0.9
57,"2","1","地代",380,0.1,-8.2,968,0.4,-,-,732,0.2,-,-,-,-,992,0.3,-,-
