1,"東京都生計分析調査　令和 4年12月","","","","","","","","","","","","","","",""
2,"","","","","","","第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,6793,-,1525,-,661,-,1020,-
7,"0","0","0","0","0","調査世帯数",332,-,234,-,49,-,20,-,29,-
8,"0","0","0","0","0","世帯人員",3.22,-,3.31,-,2.82,-,2.94,-,3.41,-
9,"0","0","0","0","0","有業人員",1.75,-,1.79,-,1.83,-,1.60,-,1.41,-
10,"0","0","0","0","0","世帯主平均年齢",50.8,-,52.6,-,45.1,-,56.1,-,43.4,-
11,"1","0","0","0","0","受取",2150724,-,2191948,-,1850435,-,1733732,-,2595198,-
12,"1","1","0","0","0","実収入",1307926,100.0,1333443,100.0,1139927,100.0,695273,100.0,1786060,100.0
13,"1","2","0","0","0","経常収入",1277503,97.7,1300689,97.5,1108029,97.2,668245,96.1,1771159,99.2
14,"1","3","0","0","0","勤め先収入",1217738,93.1,1230147,92.3,1084692,95.2,543279,78.1,1770955,99.2
15,"1","4","0","0","0","世帯主収入",1004033,76.8,986915,74.0,898000,78.8,478398,68.8,1617022,90.5
16,"1","6","0","0","0","うち男",969902,74.2,956409,71.7,840132,73.7,418161,60.1,1611155,90.2
17,"1","5","0","0","0","定期収入",448374,34.3,458696,34.4,385540,33.8,319544,46.0,557026,31.2
18,"1","5","0","0","0","臨時収入",6840,0.5,4654,0.3,18548,1.6,906,0.1,7741,0.4
19,"1","5","0","0","0","賞与",548819,42.0,523565,39.3,493912,43.3,157948,22.7,1052255,58.9
20,"1","4","0","0","0","世帯主の配偶者の収入",198886,15.2,233428,17.5,146614,12.9,33918,4.9,153932,8.6
21,"1","6","0","0","0","うち女",190848,14.6,221596,16.6,146614,12.9,33918,4.9,153932,8.6
22,"1","4","0","0","0","他の世帯員収入",14819,1.1,9804,0.7,40079,3.5,30962,4.5,-,-
23,"1","3","0","0","0","事業・内職収入",7636,0.6,8602,0.6,4521,0.4,16670,2.4,-,-
24,"1","4","0","0","0","家賃収入",4360,0.3,6285,0.5,592,0.1,-,-,-,-
25,"1","4","0","0","0","他の事業収入",1440,0.1,-,-,2214,0.2,16670,2.4,-,-
26,"1","4","0","0","0","内職収入",1836,0.1,2317,0.2,1715,0.2,-,-,-,-
27,"1","3","0","0","0","他の経常収入",52129,4.0,61940,4.6,18816,1.7,108296,15.6,204,0.0
28,"1","4","0","0","0","財産収入",2281,0.2,2345,0.2,4509,0.4,-,-,5,0.0
29,"1","4","0","0","0","社会保障給付",49764,3.8,59471,4.5,14308,1.3,108296,15.6,199,0.0
30,"1","5","0","0","0","公的年金給付",47423,3.6,56807,4.3,13375,1.2,102717,14.8,-,-
31,"1","5","0","0","0","他の社会保障給付",2341,0.2,2664,0.2,933,0.1,5580,0.8,199,0.0
32,"1","4","0","0","0","仕送り金",84,0.0,123,0.0,-,-,-,-,-,-
33,"1","2","0","0","0","特別収入",30423,2.3,32754,2.5,31898,2.8,27028,3.9,14901,0.8
34,"1","3","0","0","0","受贈金",1418,0.1,1949,0.1,-,-,-,-,919,0.1
35,"1","3","0","0","0","他の特別収入",29005,2.2,30805,2.3,31898,2.8,27028,3.9,13982,0.8
36,"1","1","0","0","0","実収入以外の受取(繰入金を除く)",606686,-,592872,-,537594,-,958030,-,574252,-
37,"1","2","0","0","0","預貯金引出",437488,-,407948,-,401348,-,885790,-,397682,-
38,"1","2","0","0","0","保険金",8291,-,9353,-,8638,-,105,-,6009,-
39,"1","3","0","0","0","個人・企業年金保険金",6974,-,9353,-,-,-,105,-,6009,-
40,"1","3","0","0","0","他の保険金",1317,-,-,-,8638,-,-,-,-,-
41,"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-
42,"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
43,"1","2","0","0","0","他の借入金",2051,-,3018,-,-,-,-,-,-,-
44,"1","2","0","0","0","クレジット購入借入金",157490,-,170844,-,127293,-,70927,-,169798,-
45,"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
46,"1","2","0","0","0","実収入以外の受取のその他",1367,-,1709,-,315,-,1207,-,764,-
47,"1","1","0","0","0","繰入金",236112,-,265633,-,172914,-,80430,-,234887,-
48,"2","0","0","0","0","支払",2150724,-,2191948,-,1850435,-,1733732,-,2595198,-
49,"2","1","0","0","0","実支出",642216,-,648686,-,610053,-,443073,-,776239,-
50,"2","2","0","0","0","生計支出",404181,-,411784,-,384608,-,325189,-,433994,-
51,"2","3","0","0","0","消費支出",404181,100.0,411784,100.0,384608,100.0,325189,100.0,433994,100.0
52,"2","4","1","0","0","食料",112890,27.9,118979,28.9,102048,26.5,93765,28.8,100940,23.3
53,"2","5","1","1","0","穀類",7959,2.0,8314,2.0,7251,1.9,5929,1.8,7972,1.8
54,"2","6","1","1","1","米類",1328,0.3,1347,0.3,1241,0.3,648,0.2,1770,0.4
55,"2","6","1","1","2","パン",3423,0.8,3647,0.9,2939,0.8,3277,1.0,2747,0.6
56,"2","6","1","1","3","麺類",2073,0.5,2121,0.5,1902,0.5,1076,0.3,2653,0.6
57,"2","6","1","1","4","他の穀類",1136,0.3,1199,0.3,1168,0.3,928,0.3,802,0.2
58,"2","5","1","2","0","魚介類",8387,2.1,9642,2.3,5916,1.5,6740,2.1,4792,1.1
59,"2","6","1","2","1","生鮮魚介",4564,1.1,5396,1.3,2881,0.7,3439,1.1,2273,0.5
60,"2","6","1","2","2","塩干魚介",1200,0.3,1402,0.3,659,0.2,1027,0.3,778,0.2
61,"2","6","1","2","3","魚肉練製品",1318,0.3,1478,0.4,1007,0.3,1169,0.4,810,0.2
62,"2","6","1","2","4","他の魚介加工品",1305,0.3,1366,0.3,1368,0.4,1105,0.3,931,0.2
63,"2","5","1","3","0","肉類",10912,2.7,12158,3.0,8239,2.1,7739,2.4,8665,2.0
64,"2","6","1","3","1","生鮮肉",9071,2.2,10171,2.5,6785,1.8,6100,1.9,7083,1.6
65,"2","6","1","3","2","加工肉",1841,0.5,1986,0.5,1454,0.4,1639,0.5,1582,0.4
66,"2","5","1","4","0","乳卵類",4813,1.2,5171,1.3,4026,1.0,3102,1.0,4714,1.1
67,"2","6","1","4","1","牛乳",1429,0.4,1538,0.4,1017,0.3,841,0.3,1705,0.4
68,"2","6","1","4","2","乳製品",2491,0.6,2654,0.6,2363,0.6,1499,0.5,2240,0.5
69,"2","6","1","4","3","卵",893,0.2,979,0.2,646,0.2,762,0.2,769,0.2
70,"2","5","1","5","0","野菜・海藻",9331,2.3,10159,2.5,6879,1.8,9003,2.8,7695,1.8
71,"2","6","1","5","1","生鮮野菜",6418,1.6,6984,1.7,4680,1.2,6393,2.0,5268,1.2
72,"2","6","1","5","2","乾物・海藻",818,0.2,909,0.2,506,0.1,674,0.2,777,0.2
73,"2","6","1","5","3","大豆加工品",978,0.2,1032,0.3,823,0.2,839,0.3,938,0.2
74,"2","6","1","5","4","他の野菜・海藻加工品",1116,0.3,1234,0.3,869,0.2,1097,0.3,711,0.2
75,"2","5","1","6","0","果物",3550,0.9,3776,0.9,3467,0.9,4374,1.3,1631,0.4
76,"2","6","1","6","1","生鮮果物",3024,0.7,3192,0.8,3060,0.8,3721,1.1,1398,0.3
77,"2","6","1","6","2","果物加工品",526,0.1,584,0.1,408,0.1,653,0.2,233,0.1
78,"2","5","1","7","0","油脂・調味料",4538,1.1,4864,1.2,3710,1.0,4032,1.2,3937,0.9
79,"2","6","1","7","1","油脂",416,0.1,478,0.1,290,0.1,411,0.1,196,0.0
80,"2","6","1","7","2","調味料",4122,1.0,4386,1.1,3420,0.9,3620,1.1,3741,0.9
81,"2","5","1","8","0","菓子類",9834,2.4,9839,2.4,9622,2.5,8493,2.6,10988,2.5
82,"2","5","1","9","0","調理食品",18099,4.5,18207,4.4,20054,5.2,14554,4.5,16764,3.9
83,"2","6","1","9","1","主食的調理食品",7491,1.9,7516,1.8,7683,2.0,7584,2.3,6976,1.6
84,"2","6","1","9","2","他の調理食品",10609,2.6,10691,2.6,12371,3.2,6969,2.1,9788,2.3
85,"2","5","1","10","0","飲料",6096,1.5,6292,1.5,5250,1.4,5996,1.8,6118,1.4
86,"2","6","1","10","1","茶類",1366,0.3,1305,0.3,1424,0.4,1433,0.4,1642,0.4
87,"2","6","1","10","2","コーヒー・ココア",1444,0.4,1530,0.4,1129,0.3,1923,0.6,1036,0.2
88,"2","6","1","10","3","他の飲料",3285,0.8,3457,0.8,2697,0.7,2641,0.8,3440,0.8
89,"2","5","1","11","0","酒類",4473,1.1,4961,1.2,4693,1.2,2510,0.8,2170,0.5
90,"2","5","1","12","0","外食",24898,6.2,25598,6.2,22942,6.0,21293,6.5,25496,5.9
91,"2","6","1","12","1","一般外食",23718,5.9,24288,5.9,22672,5.9,20025,6.2,23880,5.5
92,"2","6","1","12","2","学校給食",1180,0.3,1310,0.3,270,0.1,1268,0.4,1615,0.4
93,"2","4","2","0","0","住居",28829,7.1,9790,2.4,93040,24.2,52908,16.3,44028,10.1
94,"2","5","2","1","0","家賃地代",22958,5.7,1354,0.3,92383,24.0,52341,16.1,44000,10.1
95,"2","5","2","2","0","設備修繕・維持",5872,1.5,8436,2.0,657,0.2,568,0.2,27,0.0
96,"2","6","2","2","1","設備材料",1514,0.4,2033,0.5,657,0.2,455,0.1,27,0.0
97,"2","6","2","2","2","工事その他のサービス",4357,1.1,6403,1.6,-,-,113,0.0,-,-
98,"2","4","3","0","0","光熱・水道",24109,6.0,26101,6.3,19636,5.1,15487,4.8,23116,5.3
99,"2","5","3","1","0","電気代",10865,2.7,11799,2.9,8643,2.2,7948,2.4,9860,2.3
100,"2","5","3","2","0","ガス代",7072,1.7,7648,1.9,5692,1.5,3899,1.2,7352,1.7
101,"2","5","3","3","0","他の光熱",623,0.2,770,0.2,252,0.1,768,0.2,107,0.0
102,"2","5","3","4","0","上下水道料",5549,1.4,5884,1.4,5049,1.3,2872,0.9,5797,1.3
103,"2","4","4","0","0","家具・家事用品",21990,5.4,19257,4.7,20987,5.5,12457,3.8,47858,11.0
104,"2","5","4","1","0","家庭用耐久財",6925,1.7,7223,1.8,9976,2.6,1629,0.5,3813,0.9
105,"2","6","4","1","1","家事用耐久財",3166,0.8,2852,0.7,6897,1.8,120,0.0,1657,0.4
106,"2","6","4","1","2","冷暖房用器具",1941,0.5,2092,0.5,3005,0.8,-,-,602,0.1
107,"2","6","4","1","3","一般家具",1818,0.4,2279,0.6,73,0.0,1509,0.5,1554,0.4
108,"2","5","4","2","0","室内装備・装飾品",4663,1.2,1333,0.3,324,0.1,901,0.3,35756,8.2
109,"2","5","4","3","0","寝具類",1255,0.3,1068,0.3,2640,0.7,1160,0.4,491,0.1
