"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",340,-,-,48,-,48,-,49,-,49,-,49,-,49,-,47,-
"0","0","世帯人員",3.27,-,-,2.90,-,2.83,-,3.28,-,3.35,-,3.52,-,3.46,-,3.52,-
"0","0","有業人員",1.74,-,-,1.67,-,1.60,-,1.62,-,1.74,-,1.75,-,1.84,-,1.95,-
"0","0","世帯主平均年齢",49.7,-,-,56.3,-,52.3,-,47.9,-,47.7,-,47.3,-,47.9,-,48.6,-
"0","0","消費支出",350149,-,-2.0,245103,-,258480,-,297299,-,326647,-,400585,-,400937,-,522599,-
"0","0","公共的料金",98299,28.1,2.4,73173,29.9,81117,31.4,89178,30.0,92211,28.2,105966,26.5,116876,29.2,130106,24.9
"1","0","公共料金等",62411,17.8,9.5,49179,20.1,51461,19.9,59502,20.0,59512,18.2,64884,16.2,76229,19.0,76022,14.5
"1","1","米",1543,0.4,-5.3,1273,0.5,1337,0.5,1392,0.5,1744,0.5,1768,0.4,1612,0.4,1674,0.3
"1","1","食塩",38,0.0,8.6,30,0.0,27,0.0,37,0.0,35,0.0,30,0.0,36,0.0,73,0.0
"1","1","学校給食",1271,0.4,-4.4,551,0.2,408,0.2,1003,0.3,1431,0.4,1924,0.5,1799,0.4,1765,0.3
"1","1","公営家賃",3985,1.1,151.6,4332,1.8,4790,1.9,2920,1.0,3523,1.1,1502,0.4,8155,2.0,2643,0.5
"1","1","電気代",11337,3.2,30.0,9275,3.8,9883,3.8,11702,3.9,11195,3.4,11957,3.0,13042,3.3,12263,2.3
"1","1","都市ガス",5848,1.7,17.5,4740,1.9,5279,2.0,6427,2.2,5550,1.7,6495,1.6,5930,1.5,6479,1.2
"1","1","上下水道料",5132,1.5,-3.8,4123,1.7,4215,1.6,5446,1.8,5210,1.6,5563,1.4,5293,1.3,6027,1.2
"1","1","医科診療代",3770,1.1,6.3,3677,1.5,3082,1.2,3944,1.3,3915,1.2,3550,0.9,3552,0.9,4649,0.9
"1","1","歯科診療代",1906,0.5,-31.5,1385,0.6,922,0.4,1253,0.4,1853,0.6,3431,0.9,2358,0.6,2174,0.4
"1","1","出産入院料",164,0.0,-62.3,-,-,216,0.1,-,-,-,-,-,-,877,0.2,45,0.0
"1","1","他の入院料",1073,0.3,9.8,2501,1.0,2147,0.8,265,0.1,345,0.1,859,0.2,659,0.2,807,0.2
"1","1","鉄道運賃",3536,1.0,31.6,1915,0.8,1444,0.6,3097,1.0,3411,1.0,3865,1.0,4306,1.1,6684,1.3
"1","1","鉄道通学定期代",687,0.2,21.6,130,0.1,270,0.1,689,0.2,503,0.2,1169,0.3,958,0.2,1106,0.2
"1","1","鉄道通勤定期代",2614,0.7,-5.2,1182,0.5,1360,0.5,2266,0.8,2769,0.8,2348,0.6,4023,1.0,4377,0.8
"1","1","バス代",238,0.1,-4.8,145,0.1,131,0.1,141,0.0,219,0.1,259,0.1,374,0.1,390,0.1
"1","1","バス通学定期代",79,0.0,-33.6,12,0.0,46,0.0,70,0.0,135,0.0,100,0.0,126,0.0,66,0.0
"1","1","バス通勤定期代",122,0.0,-31.1,151,0.1,296,0.1,1,0.0,113,0.0,1,0.0,133,0.0,164,0.0
"1","1","タクシー代",518,0.1,23.6,516,0.2,706,0.3,486,0.2,367,0.1,366,0.1,432,0.1,748,0.1
"1","1","航空運賃",1505,0.4,165.9,1550,0.6,85,0.0,1167,0.4,724,0.2,1718,0.4,2712,0.7,2592,0.5
"1","1","郵便料",325,0.1,-17.1,374,0.2,188,0.1,237,0.1,185,0.1,245,0.1,308,0.1,725,0.1
"1","1","固定電話通信料",962,0.3,-16.1,924,0.4,963,0.4,995,0.3,847,0.3,849,0.2,1036,0.3,1115,0.2
"1","1","携帯電話通信料",10260,2.9,-8.2,7495,3.1,9382,3.6,11437,3.8,9167,2.8,10791,2.7,10883,2.7,12693,2.4
"1","1","ＮＨＫ放送受信料",1051,0.3,-0.2,721,0.3,879,0.3,1260,0.4,929,0.3,919,0.2,1186,0.3,1451,0.3
"1","1","ケーブルテレビ放送受信料",888,0.3,-0.6,726,0.3,948,0.4,789,0.3,891,0.3,823,0.2,981,0.2,1056,0.2
"1","1","他の放送受信料",139,0.0,-12.6,143,0.1,178,0.1,171,0.1,108,0.0,143,0.0,130,0.0,104,0.0
"1","1","国公立小学校",446,0.1,16.8,178,0.1,236,0.1,286,0.1,630,0.2,669,0.2,415,0.1,713,0.1
"1","1","国公立中学校",503,0.1,24.8,393,0.2,244,0.1,381,0.1,314,0.1,978,0.2,926,0.2,286,0.1
"1","1","国公立高校",441,0.1,1.1,142,0.1,3,0.0,311,0.1,724,0.2,1378,0.3,95,0.0,445,0.1
"1","1","国公立大学",882,0.3,-2.6,-,-,765,0.3,-,-,751,0.2,414,0.1,2549,0.6,1638,0.3
"1","1","たばこ",1150,0.3,0.3,594,0.2,1030,0.4,1327,0.4,1924,0.6,768,0.2,1344,0.3,1069,0.2
"2","0","準公共料金等",35888,10.2,-8.0,23993,9.8,29656,11.5,29675,10.0,32699,10.0,41082,10.3,40647,10.1,54085,10.3
"2","1","牛乳",1348,0.4,0.1,1108,0.5,1105,0.4,1206,0.4,1474,0.5,1469,0.4,1429,0.4,1641,0.3
"2","1","灯油",219,0.1,58.7,284,0.1,279,0.1,192,0.1,134,0.0,223,0.1,130,0.0,280,0.1
"2","1","プロパンガス",427,0.1,30.6,612,0.2,417,0.2,384,0.1,477,0.1,226,0.1,324,0.1,553,0.1
"2","1","理髪料",411,0.1,-0.2,262,0.1,299,0.1,274,0.1,341,0.1,463,0.1,549,0.1,693,0.1
"2","1","パーマネント代",147,0.0,2.8,191,0.1,95,0.0,47,0.0,142,0.0,71,0.0,258,0.1,213,0.0
"2","1","洗濯代",587,0.2,-0.7,316,0.1,298,0.1,564,0.2,524,0.2,544,0.1,950,0.2,919,0.2
"2","1","新聞",1443,0.4,-4.6,1374,0.6,1325,0.5,1124,0.4,1081,0.3,1443,0.4,1771,0.4,1978,0.4
"2","1","私立小学校",530,0.2,-47.3,-,-,-,-,19,0.0,1181,0.4,377,0.1,3,0.0,2147,0.4
"2","1","私立中学校",1914,0.5,-0.4,53,0.0,-,-,1055,0.4,2429,0.7,1407,0.4,1849,0.5,6673,1.3
"2","1","私立高校",4040,1.2,4.2,1388,0.6,92,0.0,1045,0.4,1829,0.6,5974,1.5,8165,2.0,9857,1.9
"2","1","私立大学",8797,2.5,-13.0,6034,2.5,4890,1.9,5302,1.8,5495,1.7,12404,3.1,9646,2.4,18316,3.5
"2","1","幼児教育費用",1480,0.4,-6.6,318,0.1,1224,0.5,1933,0.7,1074,0.3,1967,0.5,2674,0.7,1136,0.2
"2","1","民営家賃",14304,4.1,-8.2,11423,4.7,19632,7.6,16289,5.5,16516,5.1,14425,3.6,12267,3.1,9589,1.8
"2","1","地代",242,0.1,-46.2,630,0.3,-,-,240,0.1,-,-,90,0.0,631,0.2,89,0.0
"","","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","","","","","","","","","","",""
"第２７表　勤め先収入７分位階層別１世帯当たり年平均１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","","","","",""
