1,"東京都生計分析調査　令和 4年11月","","","","","","","","","","","","","","","","","","",""
2,"","","","","","","第９表　世帯類型別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","夫婦のみの世帯／実数（円）","夫婦のみの世帯／構成比（％）","夫婦と未婚の子供から成る世帯／実数（円）","夫婦と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／実数（円）","一人親と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）","その他／実数（円）","その他／構成比（％）","（再掲）夫婦共働き世帯／実数（円）","（再掲）夫婦共働き世帯／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,3584,-,5106,-,666,-,33,-,644,-,3764,-
7,"0","0","0","0","0","調査世帯数",624,-,231,-,312,-,42,-,2,-,39,-,229,-
8,"0","0","0","0","0","世帯人員",2.95,-,2.00,-,3.67,-,2.23,-,x,-,3.36,-,3.36,-
9,"0","0","0","0","0","有業人員",1.37,-,0.76,-,1.81,-,1.21,-,x,-,1.37,-,2.16,-
10,"0","0","0","0","0","世帯主平均年齢",59.5,-,69.4,-,51.7,-,70.1,-,x,-,56.4,-,50.7,-
11,"2","2","0","0","0","生計支出",346572,-,320329,-,383806,-,238492,-,x,-,309139,-,402222,-
12,"2","3","0","0","0","消費支出",346572,100.0,320329,100.0,383806,100.0,238492,100.0,x,x,309139,100.0,402222,100.0
13,"2","4","1","0","0","食料",92053,26.6,83334,26.0,102328,26.7,60533,25.4,x,x,91698,29.7,100127,24.9
14,"2","5","1","1","0","穀類",6813,2.0,5559,1.7,7789,2.0,5421,2.3,x,x,7497,2.4,6427,1.6
15,"2","6","1","1","1","米類",1592,0.5,1291,0.4,1709,0.4,1348,0.6,-,-,2587,0.8,1196,0.3
16,"2","6","1","1","2","パン",3053,0.9,2390,0.7,3557,0.9,2692,1.1,x,x,3129,1.0,3098,0.8
17,"2","6","1","1","3","麺類",1613,0.5,1401,0.4,1853,0.5,1167,0.5,x,x,1342,0.4,1501,0.4
18,"2","6","1","1","4","他の穀類",555,0.2,477,0.1,669,0.2,213,0.1,x,x,439,0.1,632,0.2
19,"2","5","1","2","0","魚介類",6149,1.8,6848,2.1,6009,1.6,3992,1.7,x,x,5597,1.8,5591,1.4
20,"2","6","1","2","1","生鮮魚介",3370,1.0,3765,1.2,3333,0.9,1901,0.8,x,x,2996,1.0,3173,0.8
21,"2","6","1","2","2","塩干魚介",1131,0.3,1231,0.4,1119,0.3,691,0.3,x,x,1118,0.4,995,0.2
22,"2","6","1","2","3","魚肉練製品",690,0.2,798,0.2,608,0.2,650,0.3,x,x,787,0.3,563,0.1
23,"2","6","1","2","4","他の魚介加工品",958,0.3,1055,0.3,949,0.2,751,0.3,x,x,696,0.2,860,0.2
24,"2","5","1","3","0","肉類",8653,2.5,6477,2.0,10650,2.8,5385,2.3,x,x,8308,2.7,9512,2.4
25,"2","6","1","3","1","生鮮肉",7060,2.0,5200,1.6,8795,2.3,4087,1.7,x,x,6730,2.2,7880,2.0
26,"2","6","1","3","2","加工肉",1593,0.5,1277,0.4,1855,0.5,1297,0.5,x,x,1578,0.5,1632,0.4
27,"2","5","1","4","0","乳卵類",4618,1.3,4152,1.3,5287,1.4,2261,0.9,x,x,4341,1.4,4497,1.1
28,"2","6","1","4","1","牛乳",1404,0.4,1148,0.4,1684,0.4,757,0.3,x,x,1268,0.4,1389,0.3
29,"2","6","1","4","2","乳製品",2328,0.7,2213,0.7,2591,0.7,1009,0.4,x,x,2240,0.7,2233,0.6
30,"2","6","1","4","3","卵",886,0.3,791,0.2,1011,0.3,495,0.2,x,x,833,0.3,875,0.2
31,"2","5","1","5","0","野菜・海藻",9763,2.8,10257,3.2,9920,2.6,6206,2.6,x,x,9443,3.1,8999,2.2
32,"2","6","1","5","1","生鮮野菜",6700,1.9,6907,2.2,6920,1.8,4219,1.8,x,x,6369,2.1,6315,1.6
33,"2","6","1","5","2","乾物・海藻",769,0.2,862,0.3,731,0.2,425,0.2,x,x,912,0.3,661,0.2
34,"2","6","1","5","3","大豆加工品",1100,0.3,1141,0.4,1146,0.3,688,0.3,x,x,934,0.3,1007,0.3
35,"2","6","1","5","4","他の野菜・海藻加工品",1193,0.3,1347,0.4,1123,0.3,873,0.4,x,x,1227,0.4,1017,0.3
36,"2","5","1","6","0","果物",3276,0.9,3555,1.1,3202,0.8,2282,1.0,x,x,3333,1.1,2825,0.7
37,"2","6","1","6","1","生鮮果物",2888,0.8,3187,1.0,2783,0.7,1926,0.8,x,x,3054,1.0,2482,0.6
38,"2","6","1","6","2","果物加工品",388,0.1,368,0.1,419,0.1,356,0.1,-,-,279,0.1,344,0.1
39,"2","5","1","7","0","油脂・調味料",4200,1.2,3746,1.2,4691,1.2,3003,1.3,x,x,4078,1.3,4141,1.0
40,"2","6","1","7","1","油脂",490,0.1,485,0.2,513,0.1,299,0.1,x,x,531,0.2,473,0.1
41,"2","6","1","7","2","調味料",3710,1.1,3261,1.0,4178,1.1,2704,1.1,x,x,3547,1.1,3668,0.9
42,"2","5","1","8","0","菓子類",7458,2.2,5617,1.8,9003,2.3,5073,2.1,x,x,7918,2.6,8799,2.2
43,"2","5","1","9","0","調理食品",13772,4.0,12756,4.0,14671,3.8,10994,4.6,x,x,15175,4.9,14014,3.5
44,"2","6","1","9","1","主食的調理食品",6026,1.7,5525,1.7,6406,1.7,5212,2.2,x,x,6644,2.1,5933,1.5
45,"2","6","1","9","2","他の調理食品",7746,2.2,7231,2.3,8264,2.2,5782,2.4,x,x,8531,2.8,8082,2.0
46,"2","5","1","10","0","飲料",5733,1.7,5068,1.6,6168,1.6,4108,1.7,x,x,7668,2.5,6335,1.6
47,"2","6","1","10","1","茶類",1505,0.4,1486,0.5,1497,0.4,723,0.3,x,x,2488,0.8,1619,0.4
48,"2","6","1","10","2","コーヒー・ココア",1244,0.4,1201,0.4,1322,0.3,716,0.3,x,x,1421,0.5,1440,0.4
49,"2","6","1","10","3","他の飲料",2984,0.9,2381,0.7,3350,0.9,2670,1.1,x,x,3760,1.2,3277,0.8
50,"2","5","1","11","0","酒類",3614,1.0,4424,1.4,3229,0.8,2186,0.9,x,x,3633,1.2,4201,1.0
51,"2","5","1","12","0","外食",18004,5.2,14875,4.6,21709,5.7,9623,4.0,x,x,14706,4.8,24786,6.2
52,"2","6","1","12","1","一般外食",16950,4.9,14875,4.6,19705,5.1,9473,4.0,x,x,14391,4.7,23014,5.7
53,"2","6","1","12","2","学校給食",1053,0.3,-,-,2003,0.5,150,0.1,-,-,315,0.1,1773,0.4
54,"2","4","2","0","0","住居",34602,10.0,46964,14.7,27396,7.1,30185,12.7,x,x,27503,8.9,32794,8.2
55,"2","5","2","1","0","家賃地代",17433,5.0,11958,3.7,18700,4.9,28713,12.0,x,x,26189,8.5,19112,4.8
56,"2","5","2","2","0","設備修繕・維持",17169,5.0,35007,10.9,8696,2.3,1472,0.6,x,x,1313,0.4,13682,3.4
57,"2","6","2","2","1","設備材料",1705,0.5,3446,1.1,743,0.2,333,0.1,x,x,1062,0.3,1017,0.3
58,"2","6","2","2","2","工事その他のサービス",15464,4.5,31560,9.9,7954,2.1,1139,0.5,-,-,251,0.1,12664,3.1
59,"2","4","3","0","0","光熱・水道",21395,6.2,19397,6.1,23254,6.1,18160,7.6,x,x,21111,6.8,21358,5.3
60,"2","5","3","1","0","電気代",10736,3.1,9609,3.0,11676,3.0,9480,4.0,x,x,10853,3.5,10881,2.7
61,"2","5","3","2","0","ガス代",5726,1.7,5099,1.6,6310,1.6,5707,2.4,x,x,4605,1.5,5634,1.4
62,"2","5","3","3","0","他の光熱",342,0.1,616,0.2,204,0.1,80,0.0,x,x,185,0.1,166,0.0
63,"2","5","3","4","0","上下水道料",4591,1.3,4074,1.3,5064,1.3,2893,1.2,x,x,5469,1.8,4677,1.2
64,"2","4","4","0","0","家具・家事用品",15288,4.4,14022,4.4,17742,4.6,7015,2.9,x,x,11431,3.7,17313,4.3
65,"2","5","4","1","0","家庭用耐久財",6549,1.9,6519,2.0,7745,2.0,1003,0.4,-,-,2969,1.0,7636,1.9
66,"2","6","4","1","1","家事用耐久財",1937,0.6,1737,0.5,2125,0.6,1003,0.4,-,-,2534,0.8,785,0.2
67,"2","6","4","1","2","冷暖房用器具",2353,0.7,4719,1.5,1272,0.3,-,-,-,-,189,0.1,1472,0.4
68,"2","6","4","1","3","一般家具",2259,0.7,63,0.0,4348,1.1,-,-,-,-,247,0.1,5379,1.3
69,"2","5","4","2","0","室内装備・装飾品",764,0.2,643,0.2,1015,0.3,36,0.0,-,-,208,0.1,1203,0.3
70,"2","5","4","3","0","寝具類",851,0.2,252,0.1,1148,0.3,2109,0.9,-,-,528,0.2,758,0.2
71,"2","5","4","4","0","家事雑貨",2759,0.8,2403,0.8,3375,0.9,770,0.3,x,x,1910,0.6,3554,0.9
72,"2","5","4","5","0","家事用消耗品",3563,1.0,3240,1.0,3961,1.0,1943,0.8,x,x,3870,1.3,3607,0.9
73,"2","5","4","6","0","家事サービス",802,0.2,965,0.3,497,0.1,1155,0.5,-,-,1945,0.6,555,0.1
74,"2","4","5","0","0","被服及び履物",14049,4.1,10845,3.4,17497,4.6,9700,4.1,x,x,9030,2.9,20205,5.0
75,"2","5","5","1","0","和服",900,0.3,182,0.1,1620,0.4,107,0.0,-,-,-,-,2303,0.6
76,"2","5","5","2","0","洋服",5919,1.7,5253,1.6,7172,1.9,1670,0.7,-,-,4078,1.3,9893,2.5
77,"2","6","5","2","1","男子用洋服",1655,0.5,1460,0.5,2153,0.6,-,-,-,-,509,0.2,3151,0.8
78,"2","6","5","2","2","婦人用洋服",3798,1.1,3793,1.2,4190,1.1,1630,0.7,-,-,2963,1.0,5942,1.5
79,"2","6","5","2","3","子供用洋服",465,0.1,-,-,829,0.2,40,0.0,-,-,606,0.2,800,0.2
80,"2","5","5","3","0","シャツ・セーター類",2350,0.7,1774,0.6,2805,0.7,2792,1.2,-,-,1492,0.5,3164,0.8
81,"2","6","5","3","1","男子用シャツ・セーター類",663,0.2,663,0.2,776,0.2,282,0.1,-,-,168,0.1,866,0.2
82,"2","6","5","3","2","婦人用シャツ・セーター類",1572,0.5,1111,0.3,1813,0.5,2465,1.0,-,-,1298,0.4,2115,0.5
83,"2","6","5","3","3","子供用シャツ・セーター類",115,0.0,-,-,216,0.1,45,0.0,-,-,26,0.0,182,0.0
84,"2","5","5","4","0","下着類",1129,0.3,1127,0.4,1227,0.3,897,0.4,-,-,605,0.2,1239,0.3
85,"2","6","5","4","1","男子用下着類",317,0.1,395,0.1,321,0.1,118,0.0,-,-,61,0.0,261,0.1
86,"2","6","5","4","2","婦人用下着類",717,0.2,733,0.2,725,0.2,744,0.3,-,-,530,0.2,797,0.2
87,"2","6","5","4","3","子供用下着類",96,0.0,-,-,181,0.0,34,0.0,-,-,15,0.0,180,0.0
88,"2","5","5","5","0","生地・糸類",94,0.0,93,0.0,105,0.0,95,0.0,-,-,11,0.0,66,0.0
89,"2","5","5","6","0","他の被服",986,0.3,695,0.2,1001,0.3,2559,1.1,x,x,867,0.3,974,0.2
90,"2","5","5","7","0","履物類",1601,0.5,965,0.3,2100,0.5,930,0.4,-,-,1873,0.6,1902,0.5
91,"2","5","5","8","0","被服関連サービス",1070,0.3,757,0.2,1467,0.4,650,0.3,-,-,104,0.0,666,0.2
92,"2","4","6","0","0","保健医療",18861,5.4,23942,7.5,15953,4.2,10447,4.4,x,x,22354,7.2,20732,5.2
93,"2","5","6","1","0","医薬品",3441,1.0,4585,1.4,2927,0.8,2100,0.9,x,x,2546,0.8,2788,0.7
94,"2","5","6","2","0","健康保持用摂取品",1692,0.5,2712,0.8,1105,0.3,1119,0.5,x,x,1256,0.4,1123,0.3
