区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,623,-,-,82,-,89,-,90,-,95,-,86,-,89,-,92,-
0,0,世帯人員,2.88,-,-,2.59,-,2.71,-,2.59,-,2.81,-,3.03,-,3.14,-,3.31,-
0,0,有業人員,1.26,-,-,1.01,-,1.14,-,1.06,-,1.19,-,1.41,-,1.49,-,1.54,-
0,0,世帯主平均年齢,59.8,-,-,64.7,-,63.4,-,62.2,-,60.2,-,60.2,-,52.7,-,55.2,-
0,0,消費支出,267153,100,-2.7,92451,100,149135,100,181138,100,216521,100,258888,100,328571,100,639636,100
1,0,商品,149810,56.1,-6.6,71533,77.4,107212,71.9,116639,64.4,137399,63.5,161315,62.3,177582,54,275733,43.1
1,1,耐久財,13625,5.1,-25.5,625,0.7,782,0.5,2982,1.6,3616,1.7,7170,2.8,14590,4.4,65095,10.2
1,2,半耐久財,17695,6.6,-16.9,3473,3.8,7378,4.9,8637,4.8,12425,5.7,16021,6.2,25505,7.8,50098,7.8
1,3,非耐久財,118490,44.4,-2,67436,72.9,99052,66.4,105020,58,121358,56,138124,53.4,137488,41.8,160539,25.1
1,0,サービス,117342,43.9,2.8,20918,22.6,41923,28.1,64499,35.6,79122,36.5,97573,37.7,150989,46,363902,56.9
2,0,食料,80094,30,-8.5,45732,49.5,62855,42.1,69889,38.6,79471,36.7,88685,34.3,95361,29,118283,18.5
2,3,非耐久財,69433,26,-6.5,41889,45.3,57366,38.5,62626,34.6,70480,32.6,79572,30.7,78288,23.8,95556,14.9
2,4,サービス,10661,4,-20,3843,4.2,5489,3.7,7263,4,8992,4.2,9113,3.5,17073,5.2,22727,3.6
