1,"東京都生計分析調査　令和 4年 9月","","","","","","","","","","","","","","",""
2,"","","","","","","第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,7880,-,1118,-,637,-,365,-
7,"0","0","0","0","0","調査世帯数",644,-,521,-,67,-,36,-,20,-
8,"0","0","0","0","0","世帯人員",2.88,-,2.92,-,2.80,-,2.51,-,2.94,-
9,"0","0","0","0","0","有業人員",1.34,-,1.34,-,1.51,-,1.05,-,1.29,-
10,"0","0","0","0","0","世帯主平均年齢",59.7,-,61.6,-,49.1,-,64.2,-,43.1,-
11,"2","2","0","0","0","生計支出",326803,-,328742,-,333971,-,279182,-,346055,-
12,"2","3","0","0","0","消費支出",323288,100.0,324281,100.0,333971,100.0,279182,100.0,346055,100.0
13,"2","4","1","0","0","食料",89256,27.6,92598,28.6,78748,23.6,68211,24.4,86030,24.9
14,"2","5","1","1","0","穀類",6442,2.0,6576,2.0,6051,1.8,5594,2.0,6228,1.8
15,"2","6","1","1","1","米類",1566,0.5,1642,0.5,1290,0.4,1257,0.5,1309,0.4
16,"2","6","1","1","2","パン",2809,0.9,2819,0.9,2904,0.9,2549,0.9,2754,0.8
17,"2","6","1","1","3","麺類",1599,0.5,1630,0.5,1469,0.4,1312,0.5,1842,0.5
18,"2","6","1","1","4","他の穀類",469,0.1,486,0.1,388,0.1,477,0.2,323,0.1
19,"2","5","1","2","0","魚介類",5943,1.8,6491,2.0,3991,1.2,4130,1.5,3279,0.9
20,"2","6","1","2","1","生鮮魚介",3290,1.0,3649,1.1,2013,0.6,1965,0.7,1775,0.5
21,"2","6","1","2","2","塩干魚介",1073,0.3,1133,0.3,859,0.3,884,0.3,767,0.2
22,"2","6","1","2","3","魚肉練製品",565,0.2,615,0.2,364,0.1,471,0.2,273,0.1
23,"2","6","1","2","4","他の魚介加工品",1015,0.3,1094,0.3,754,0.2,811,0.3,465,0.1
24,"2","5","1","3","0","肉類",8392,2.6,8947,2.8,6735,2.0,5264,1.9,6961,2.0
25,"2","6","1","3","1","生鮮肉",6850,2.1,7305,2.3,5606,1.7,4072,1.5,5700,1.6
26,"2","6","1","3","2","加工肉",1542,0.5,1642,0.5,1129,0.3,1192,0.4,1260,0.4
27,"2","5","1","4","0","乳卵類",4399,1.4,4513,1.4,3879,1.2,3439,1.2,5204,1.5
28,"2","6","1","4","1","牛乳",1368,0.4,1469,0.5,927,0.3,847,0.3,1459,0.4
29,"2","6","1","4","2","乳製品",2182,0.7,2176,0.7,2151,0.6,1869,0.7,2958,0.9
30,"2","6","1","4","3","卵",849,0.3,869,0.3,801,0.2,723,0.3,787,0.2
31,"2","5","1","5","0","野菜・海藻",10491,3.2,10978,3.4,9074,2.7,8640,3.1,7553,2.2
32,"2","6","1","5","1","生鮮野菜",7508,2.3,7888,2.4,6516,2.0,5791,2.1,5336,1.5
33,"2","6","1","5","2","乾物・海藻",710,0.2,736,0.2,519,0.2,762,0.3,657,0.2
34,"2","6","1","5","3","大豆加工品",1106,0.3,1148,0.4,1009,0.3,894,0.3,872,0.3
35,"2","6","1","5","4","他の野菜・海藻加工品",1167,0.4,1206,0.4,1030,0.3,1194,0.4,689,0.2
36,"2","5","1","6","0","果物",3966,1.2,4185,1.3,3238,1.0,3287,1.2,2644,0.8
37,"2","6","1","6","1","生鮮果物",3591,1.1,3820,1.2,2930,0.9,2706,1.0,2203,0.6
38,"2","6","1","6","2","果物加工品",375,0.1,365,0.1,308,0.1,581,0.2,441,0.1
39,"2","5","1","7","0","油脂・調味料",4212,1.3,4482,1.4,3522,1.1,2833,1.0,2890,0.8
40,"2","6","1","7","1","油脂",517,0.2,551,0.2,459,0.1,296,0.1,363,0.1
41,"2","6","1","7","2","調味料",3694,1.1,3932,1.2,3064,0.9,2536,0.9,2527,0.7
42,"2","5","1","8","0","菓子類",6896,2.1,7017,2.2,6907,2.1,5190,1.9,7213,2.1
43,"2","5","1","9","0","調理食品",13695,4.2,14012,4.3,11847,3.5,14064,5.0,11857,3.4
44,"2","6","1","9","1","主食的調理食品",5853,1.8,5875,1.8,5374,1.6,7478,2.7,4009,1.2
45,"2","6","1","9","2","他の調理食品",7842,2.4,8138,2.5,6473,1.9,6586,2.4,7848,2.3
46,"2","5","1","10","0","飲料",5520,1.7,5541,1.7,5465,1.6,4224,1.5,7514,2.2
47,"2","6","1","10","1","茶類",1199,0.4,1219,0.4,1138,0.3,1032,0.4,1232,0.4
48,"2","6","1","10","2","コーヒー・ココア",1135,0.4,1113,0.3,1219,0.4,924,0.3,1727,0.5
49,"2","6","1","10","3","他の飲料",3187,1.0,3209,1.0,3107,0.9,2268,0.8,4555,1.3
50,"2","5","1","11","0","酒類",4545,1.4,5064,1.6,2598,0.8,1689,0.6,4293,1.2
51,"2","5","1","12","0","外食",14755,4.6,14792,4.6,15440,4.6,9857,3.5,20394,5.9
52,"2","6","1","12","1","一般外食",13947,4.3,13984,4.3,14385,4.3,9672,3.5,19264,5.6
53,"2","6","1","12","2","学校給食",808,0.2,808,0.2,1055,0.3,185,0.1,1129,0.3
54,"2","4","2","0","0","住居",22433,6.9,7459,2.3,99574,29.8,62791,22.5,38891,11.2
55,"2","5","2","1","0","家賃地代",16723,5.2,383,0.1,98899,29.6,61936,22.2,38768,11.2
56,"2","5","2","2","0","設備修繕・維持",5710,1.8,7076,2.2,676,0.2,855,0.3,123,0.0
57,"2","6","2","2","1","設備材料",892,0.3,1121,0.3,26,0.0,18,0.0,123,0.0
58,"2","6","2","2","2","工事その他のサービス",4818,1.5,5955,1.8,650,0.2,837,0.3,-,-
59,"2","4","3","0","0","光熱・水道",21067,6.5,21570,6.7,18874,5.7,18700,6.7,21051,6.1
60,"2","5","3","1","0","電気代",13014,4.0,13360,4.1,12156,3.6,10468,3.7,12622,3.6
61,"2","5","3","2","0","ガス代",3806,1.2,3677,1.1,4342,1.3,4483,1.6,3761,1.1
62,"2","5","3","3","0","他の光熱",40,0.0,48,0.0,21,0.0,3,0.0,-,-
63,"2","5","3","4","0","上下水道料",4206,1.3,4485,1.4,2355,0.7,3746,1.3,4669,1.3
64,"2","4","4","0","0","家具・家事用品",13688,4.2,15341,4.7,7193,2.2,7221,2.6,9185,2.7
65,"2","5","4","1","0","家庭用耐久財",3853,1.2,4696,1.4,146,0.0,1674,0.6,814,0.2
66,"2","6","4","1","1","家事用耐久財",826,0.3,912,0.3,10,0.0,1674,0.6,-,-
67,"2","6","4","1","2","冷暖房用器具",1240,0.4,1573,0.5,-,-,-,-,-,-
68,"2","6","4","1","3","一般家具",1787,0.6,2211,0.7,137,0.0,-,-,814,0.2
69,"2","5","4","2","0","室内装備・装飾品",419,0.1,467,0.1,121,0.0,482,0.2,199,0.1
70,"2","5","4","3","0","寝具類",2016,0.6,2501,0.8,337,0.1,64,0.0,107,0.0
71,"2","5","4","4","0","家事雑貨",2889,0.9,3035,0.9,2530,0.8,1877,0.7,2593,0.7
72,"2","5","4","5","0","家事用消耗品",3804,1.2,3839,1.2,3554,1.1,2880,1.0,5425,1.6
73,"2","5","4","6","0","家事サービス",707,0.2,803,0.2,506,0.2,244,0.1,47,0.0
74,"2","4","5","0","0","被服及び履物",11807,3.7,12138,3.7,8391,2.5,15482,5.5,8708,2.5
75,"2","5","5","1","0","和服",619,0.2,786,0.2,-,-,-,-,-,-
76,"2","5","5","2","0","洋服",4522,1.4,4946,1.5,3388,1.0,2742,1.0,1955,0.6
77,"2","6","5","2","1","男子用洋服",1308,0.4,1527,0.5,418,0.1,836,0.3,112,0.0
78,"2","6","5","2","2","婦人用洋服",2794,0.9,2972,0.9,2680,0.8,1598,0.6,1395,0.4
79,"2","6","5","2","3","子供用洋服",420,0.1,446,0.1,290,0.1,307,0.1,447,0.1
80,"2","5","5","3","0","シャツ・セーター類",2055,0.6,2246,0.7,1766,0.5,794,0.3,1026,0.3
81,"2","6","5","3","1","男子用シャツ・セーター類",833,0.3,944,0.3,515,0.2,429,0.2,117,0.0
82,"2","6","5","3","2","婦人用シャツ・セーター類",1096,0.3,1179,0.4,1022,0.3,323,0.1,890,0.3
83,"2","6","5","3","3","子供用シャツ・セーター類",126,0.0,123,0.0,229,0.1,41,0.0,19,0.0
84,"2","5","5","4","0","下着類",1094,0.3,1018,0.3,838,0.3,1354,0.5,3059,0.9
85,"2","6","5","4","1","男子用下着類",305,0.1,269,0.1,89,0.0,311,0.1,1721,0.5
86,"2","6","5","4","2","婦人用下着類",695,0.2,668,0.2,519,0.2,1025,0.4,1237,0.4
87,"2","6","5","4","3","子供用下着類",94,0.0,81,0.0,231,0.1,18,0.0,101,0.0
88,"2","5","5","5","0","生地・糸類",114,0.0,105,0.0,166,0.0,123,0.0,136,0.0
89,"2","5","5","6","0","他の被服",582,0.2,573,0.2,451,0.1,888,0.3,631,0.2
90,"2","5","5","7","0","履物類",1612,0.5,1703,0.5,1455,0.4,892,0.3,1385,0.4
91,"2","5","5","8","0","被服関連サービス",1208,0.4,761,0.2,327,0.1,8690,3.1,517,0.1
92,"2","4","6","0","0","保健医療",17995,5.6,18960,5.8,12003,3.6,14347,5.1,21890,6.3
93,"2","5","6","1","0","医薬品",2859,0.9,2978,0.9,2676,0.8,2330,0.8,1778,0.5
94,"2","5","6","2","0","健康保持用摂取品",1545,0.5,1706,0.5,238,0.1,2463,0.9,475,0.1
95,"2","5","6","3","0","保健医療用品・器具",3311,1.0,3057,0.9,4711,1.4,4223,1.5,2892,0.8
96,"2","5","6","4","0","保健医療サービス",10280,3.2,11219,3.5,4379,1.3,5331,1.9,16744,4.8
97,"2","4","7","0","0","交通・通信",36364,11.2,39053,12.0,21506,6.4,26253,9.4,41497,12.0
98,"2","5","7","1","0","交通",7788,2.4,7897,2.4,7017,2.1,5821,2.1,11231,3.2
99,"2","5","7","2","0","自動車等関係費",16598,5.1,18507,5.7,7472,2.2,8241,3.0,17935,5.2
100,"2","6","7","2","1","自動車等購入",3804,1.2,4827,1.5,-,-,-,-,-,-
101,"2","6","7","2","2","自転車購入",718,0.2,440,0.1,326,0.1,-,-,9153,2.6
102,"2","6","7","2","3","自動車等維持",12076,3.7,13239,4.1,7146,2.1,8241,3.0,8782,2.5
103,"2","5","7","3","0","通信",11979,3.7,12649,3.9,7017,2.1,12191,4.4,12332,3.6
104,"2","4","8","0","0","教育",27443,8.5,29871,9.2,15126,4.5,3450,1.2,54607,15.8
105,"2","5","8","1","0","授業料等",22710,7.0,24816,7.7,10502,3.1,1774,0.6,51173,14.8
106,"2","5","8","2","0","教科書・学習参考教材",394,0.1,475,0.1,153,0.0,-,-,57,0.0
107,"2","5","8","3","0","補習教育",4339,1.3,4580,1.4,4471,1.3,1677,0.6,3377,1.0
108,"2","4","9","0","0","教養娯楽",35461,11.0,37541,11.6,32071,9.6,20266,7.3,27451,7.9
109,"2","5","9","1","0","教養娯楽用耐久財",4400,1.4,5197,1.6,1054,0.3,2935,1.1,-,-
110,"2","5","9","2","0","教養娯楽用品",8801,2.7,8946,2.8,12162,3.6,4150,1.5,3488,1.0
111,"2","5","9","3","0","書籍・他の印刷物",3190,1.0,3426,1.1,1885,0.6,2913,1.0,2557,0.7
112,"2","5","9","4","0","教養娯楽サービス",19071,5.9,19973,6.2,16970,5.1,10268,3.7,21405,6.2
113,"2","6","9","4","1","宿泊料",2167,0.7,2356,0.7,2776,0.8,-,-,-,-
114,"2","6","9","4","2","パック旅行費",2140,0.7,2225,0.7,1786,0.5,1138,0.4,3140,0.9
115,"2","6","9","4","3","月謝類",4091,1.3,3960,1.2,3165,0.9,3346,1.2,11046,3.2
116,"2","6","9","4","4","他の教養娯楽サービス",10674,3.3,11432,3.5,9243,2.8,5784,2.1,7220,2.1
117,"2","4","10","0","0","その他の消費支出",47775,14.8,49751,15.3,40485,12.1,42461,15.2,36743,10.6
118,"2","5","10","1","0","諸雑費",23841,7.4,24905,7.7,19467,5.8,22171,7.9,17190,5.0
119,"2","6","10","1","1","理美容サービス",3778,1.2,3995,1.2,3100,0.9,2760,1.0,2934,0.8
120,"2","6","10","1","2","理美容用品",5436,1.7,5588,1.7,3982,1.2,5900,2.1,5794,1.7
121,"2","6","10","1","3","身の回り用品",2485,0.8,2747,0.8,2036,0.6,1027,0.4,760,0.2
122,"2","6","10","1","4","たばこ",901,0.3,687,0.2,2238,0.7,880,0.3,1474,0.4
123,"2","6","10","1","5","他の諸雑費",11241,3.5,11888,3.7,8111,2.4,11604,4.2,6228,1.8
124,"2","5","10","2","0","こづかい",6284,1.9,7108,2.2,1404,0.4,3956,1.4,7497,2.2
125,"2","5","10","3","0","交際費",15698,4.9,15725,4.8,18591,5.6,16334,5.9,5159,1.5
126,"2","6","10","3","0","食料",3723,1.2,4323,1.3,1199,0.4,2443,0.9,758,0.2
127,"2","6","10","3","0","家具・家事用品",146,0.0,135,0.0,85,0.0,173,0.1,506,0.1
128,"2","6","10","3","0","被服及び履物",230,0.1,232,0.1,202,0.1,284,0.1,162,0.0
129,"2","6","10","3","0","教養娯楽",1034,0.3,1108,0.3,94,0.0,2006,0.7,611,0.2
130,"2","6","10","3","0","他の物品サービス",829,0.3,417,0.1,258,0.1,7255,2.6,252,0.1
131,"2","6","10","3","6","贈与金",5533,1.7,4574,1.4,15522,4.6,2409,0.9,1089,0.3
132,"2","6","10","3","7","他の交際費",4204,1.3,4936,1.5,1231,0.4,1764,0.6,1781,0.5
133,"2","5","10","4","0","仕送り金",1952,0.6,2012,0.6,1023,0.3,-,-,6898,2.0
134,"2","3","0","0","0","土地家屋購入",3515,-,4461,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",30267,9.4,33029,10.2,16689,5.0,3914,1.4,58219,16.8
136,"2","3","0","0","0","（再掲）教養娯楽関係費",39814,12.3,41348,12.8,36519,10.9,31060,11.1,32071,9.3
