項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8912,-,2309,-,1945,-,7691,-,6967,-,1088,-
0,0,0,0,0,調査世帯数,214,-,-,192,-,48,-,40,-,166,-,152,-,22,-
0,0,0,0,0,世帯人員,2.27,-,-,2.29,-,2.23,-,2.27,-,2.28,-,2.29,-,2.12,-
0,0,0,0,0,有業人員,0.38,-,-,0.4,-,0.29,-,0.32,-,0.41,-,0.42,-,0.24,-
0,0,0,0,0,世帯主平均年齢,75.4,-,-,75.4,-,78.5,-,78.6,-,74.5,-,74.5,-,75.3,-
1,0,0,0,0,受取,551608,-,6.9,573361,-,276044,-,264592,-,634315,-,659566,-,373342,-
1,1,0,0,0,実収入,59047,100,2.7,58037,100,21280,100,12833,100,70382,100,70657,100,67322,100
1,2,0,0,0,経常収入,35822,60.7,-30.1,34626,59.7,8740,41.1,6386,49.8,43950,62.4,42510,60.2,45624,67.8
1,3,0,0,0,勤め先収入,14447,24.5,-56.3,13547,23.3,-,-,-,-,18783,26.7,17329,24.5,21826,32.4
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,5277,8.9,-56,5921,10.2,-,-,-,-,6860,9.7,7574,10.7,-,-
1,6,0,0,0,うち女,5277,8.9,-51.4,5921,10.2,-,-,-,-,6860,9.7,7574,10.7,-,-
1,4,0,0,0,他の世帯員収入,9171,15.5,-56.5,7626,13.1,-,-,-,-,11923,16.9,9756,13.8,21826,32.4
1,3,0,0,0,事業・内職収入,8169,13.8,71.9,9166,15.8,1453,6.8,1725,13.4,10185,14.5,11244,15.9,-,-
1,4,0,0,0,家賃収入,1980,3.4,-27.9,2221,3.8,1453,6.8,1725,13.4,2138,3,2360,3.3,-,-
1,4,0,0,0,他の事業収入,518,0.9,...,581,1,-,-,-,-,674,1,744,1.1,-,-
1,4,0,0,0,内職収入,5671,9.6,183,6363,11,-,-,-,-,7373,10.5,8140,11.5,-,-
1,3,0,0,0,他の経常収入,13205,22.4,-1.6,11913,20.5,7286,34.2,4661,36.3,14982,21.3,13937,19.7,23798,35.3
1,4,0,0,0,財産収入,4032,6.8,89.7,4524,7.8,0,0,0,0,5242,7.4,5787,8.2,-,-
1,4,0,0,0,社会保障給付,9170,15.5,-6.3,7389,12.7,7286,34.2,4661,36.3,9735,13.8,8151,11.5,23761,35.3
1,5,0,0,0,公的年金給付,4166,7.1,-5.7,3759,6.5,3927,18.5,4661,36.3,4238,6,3507,5,7501,11.1
1,5,0,0,0,他の社会保障給付,5004,8.5,-6.8,3630,6.3,3359,15.8,-,-,5497,7.8,4643,6.6,16260,24.2
1,4,0,0,0,仕送り金,4,0,-99.7,-,-,-,-,-,-,5,0,-,-,37,0.1
1,2,0,0,0,特別収入,23225,39.3,273.1,23411,40.3,12541,58.9,6447,50.2,26431,37.6,28147,39.8,21699,32.2
1,3,0,0,0,受贈金,773,1.3,189.5,568,1,722,3.4,857,6.7,788,1.1,487,0.7,2454,3.6
1,3,0,0,0,他の特別収入,22451,38,276.8,22843,39.4,11818,55.5,5590,43.6,25643,36.4,27659,39.1,19245,28.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),389381,-,6.2,407089,-,191784,-,186235,-,448687,-,468750,-,244257,-
1,2,0,0,0,預貯金引出,290173,-,5.4,298811,-,174694,-,169410,-,324833,-,334938,-,219389,-
1,2,0,0,0,保険金,34545,-,167.4,38760,-,-,-,-,-,44913,-,49582,-,-,-
1,3,0,0,0,個人・企業年金保険金,33838,-,161.9,37967,-,-,-,-,-,43994,-,48567,-,-,-
1,3,0,0,0,他の保険金,707,-,...,793,-,-,-,-,-,919,-,1015,-,-,-
1,2,0,0,0,有価証券売却,1040,-,...,1166,-,-,-,-,-,1352,-,1492,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,62346,-,-19.4,66920,-,15671,-,15141,-,76356,-,81376,-,24868,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,1277,-,25.3,1432,-,1419,-,1684,-,1234,-,1362,-,-,-
1,1,0,0,0,繰入金,103181,-,12.3,108235,-,62980,-,65525,-,115247,-,120159,-,61762,-
2,0,0,0,0,支払,551608,-,6.9,573361,-,276044,-,264592,-,634315,-,659566,-,373342,-
2,1,0,0,0,実支出,331493,-,3,342251,-,189693,-,189358,-,374053,-,384937,-,243335,-
2,2,0,0,0,生計支出,315781,-,8.1,325740,-,185817,-,185884,-,354788,-,364787,-,234166,-
2,3,0,0,0,消費支出,265216,100,-9.2,269005,100,185817,100,185884,100,289047,100,292212,100,234166,100
2,4,1,0,0,食料,80086,30.2,-2.6,81156,30.2,63520,34.2,65575,35.3,85058,29.4,85506,29.3,71318,30.5
2,5,1,1,0,穀類,6709,2.5,-3.2,6795,2.5,5711,3.1,5867,3.2,7009,2.4,7054,2.4,6003,2.6
2,6,1,1,1,米類,1826,0.7,-9.2,1843,0.7,1735,0.9,1889,1,1853,0.6,1830,0.6,1686,0.7
2,6,1,1,2,パン,3047,1.1,4,3084,1.1,2376,1.3,2339,1.3,3249,1.1,3292,1.1,2744,1.2
2,6,1,1,3,麺類,1456,0.5,-3.1,1457,0.5,1370,0.7,1388,0.7,1481,0.5,1477,0.5,1440,0.6
2,6,1,1,4,他の穀類,380,0.1,-22,410,0.2,231,0.1,250,0.1,425,0.1,455,0.2,134,0.1
2,5,1,2,0,魚介類,8010,3,-0.9,8185,3,6402,3.4,6811,3.7,8493,2.9,8569,2.9,6576,2.8
2,6,1,2,1,生鮮魚介,4636,1.7,-7.3,4776,1.8,3934,2.1,4269,2.3,4847,1.7,4918,1.7,3487,1.5
2,6,1,2,2,塩干魚介,1376,0.5,7.4,1358,0.5,917,0.5,969,0.5,1513,0.5,1467,0.5,1517,0.6
2,6,1,2,3,魚肉練製品,827,0.3,22.9,827,0.3,582,0.3,541,0.3,900,0.3,907,0.3,821,0.4
