1,"東京都生計分析調査　令和 4年 9月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",644,-,-,86,-,94,-,96,-,95,-,97,-,87,-,89,-
7,"0","0","世帯人員",2.88,-,-,2.70,-,2.59,-,2.70,-,2.85,-,2.90,-,3.21,-,3.20,-
8,"0","0","有業人員",1.34,-,-,1.32,-,1.00,-,1.19,-,1.36,-,1.30,-,1.56,-,1.62,-
9,"0","0","世帯主平均年齢",59.7,-,-,62.5,-,65.4,-,59.1,-,59.0,-,59.3,-,55.7,-,57.2,-
10,"0","0","消費支出",323288,-,4.3,101692,-,159164,-,212757,-,263469,-,322812,-,412014,-,787527,-
11,"0","0","公共的料金",94642,29.3,9.9,27143,26.7,45773,28.8,62487,29.4,79194,30.1,81387,25.2,109163,26.5,256194,32.5
12,"1","0","公共料金等",59048,18.3,9.5,23427,23.0,39351,24.7,46820,22.0,62712,23.8,65120,20.2,69688,16.9,105731,13.4
13,"1","1","米",1578,0.5,-25.2,1376,1.4,1159,0.7,1124,0.5,1609,0.6,1750,0.5,2169,0.5,1861,0.2
14,"1","1","食塩",43,0.0,-17.3,32,0.0,31,0.0,48,0.0,18,0.0,38,0.0,57,0.0,76,0.0
15,"1","1","学校給食",808,0.2,-10.1,204,0.2,249,0.2,571,0.3,1019,0.4,1184,0.4,1255,0.3,1164,0.1
16,"1","1","公営家賃",3944,1.2,140.2,636,0.6,1942,1.2,6299,3.0,6445,2.4,4238,1.3,3725,0.9,4255,0.5
17,"1","1","電気代",13014,4.0,33.9,8049,7.9,11522,7.2,11125,5.2,13761,5.2,13933,4.3,16050,3.9,16604,2.1
18,"1","1","都市ガス",3517,1.1,8.9,2443,2.4,3403,2.1,2820,1.3,3800,1.4,4020,1.2,3495,0.8,4631,0.6
19,"1","1","上下水道料",4206,1.3,-7.3,2600,2.6,4588,2.9,2935,1.4,5387,2.0,4127,1.3,4248,1.0,5555,0.7
20,"1","1","医科診療代",4140,1.3,-7.1,1378,1.4,3770,2.4,2548,1.2,4860,1.8,5055,1.6,4642,1.1,6710,0.9
21,"1","1","歯科診療代",2689,0.8,-9.8,435,0.4,671,0.4,923,0.4,2048,0.8,1644,0.5,1975,0.5,11091,1.4
22,"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",1674,0.5,-34.8,-,-,55,0.0,426,0.2,2758,1.0,1512,0.5,3056,0.7,3893,0.5
24,"1","1","鉄道運賃",2588,0.8,56.7,122,0.1,273,0.2,1455,0.7,2206,0.8,2231,0.7,5242,1.3,6540,0.8
25,"1","1","鉄道通学定期代",994,0.3,220.6,-,-,-,-,-,-,686,0.3,749,0.2,787,0.2,4720,0.6
26,"1","1","鉄道通勤定期代",1827,0.6,-30.9,321,0.3,637,0.4,1496,0.7,1084,0.4,3630,1.1,994,0.2,4604,0.6
