1,"東京都生計分析調査　令和 4年12月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",616,-,-,83,-,91,-,87,-,94,-,84,-,88,-,89,-
7,"0","0","世帯人員",2.94,-,-,2.55,-,2.79,-,2.86,-,2.73,-,2.94,-,3.15,-,3.52,-
8,"0","0","有業人員",1.40,-,-,1.13,-,1.17,-,1.22,-,1.41,-,1.46,-,1.59,-,1.79,-
9,"0","0","世帯主平均年齢",59.4,-,-,64.5,-,62.2,-,62.4,-,61.2,-,56.2,-,55.4,-,54.1,-
10,"0","0","消費支出",378014,-,1.2,128310,-,202196,-,260582,-,320940,-,393416,-,475428,-,861903,-
11,"0","0","公共的料金",92162,24.4,12.6,34454,26.9,53021,26.2,66965,25.7,77348,24.1,106523,27.1,113829,23.9,192369,22.3
12,"1","0","公共料金等",63647,16.8,17.5,27025,21.1,42914,21.2,50276,19.3,57799,18.0,71624,18.2,79836,16.8,115656,13.4
13,"1","1","米",1485,0.4,-2.8,1215,0.9,1427,0.7,1098,0.4,1497,0.5,1526,0.4,2034,0.4,1588,0.2
14,"1","1","食塩",40,0.0,8.1,34,0.0,47,0.0,30,0.0,38,0.0,50,0.0,29,0.0,51,0.0
15,"1","1","学校給食",786,0.2,-11.8,190,0.1,360,0.2,723,0.3,299,0.1,881,0.2,1650,0.3,1399,0.2
16,"1","1","公営家賃",3549,0.9,164.3,1793,1.4,3235,1.6,2978,1.1,5098,1.6,1984,0.5,4078,0.9,5626,0.7
17,"1","1","電気代",10775,2.9,37.9,5507,4.3,9153,4.5,10018,3.8,11248,3.5,12796,3.3,12593,2.6,14068,1.6
18,"1","1","都市ガス",6692,1.8,24.4,4034,3.1,4956,2.5,6392,2.5,7287,2.3,7158,1.8,8631,1.8,8357,1.0
19,"1","1","上下水道料",5826,1.5,-2.3,2825,2.2,4623,2.3,5680,2.2,6926,2.2,4326,1.1,7289,1.5,9060,1.1
20,"1","1","医科診療代",5433,1.4,58.2,1769,1.4,4217,2.1,4494,1.7,2981,0.9,10511,2.7,7929,1.7,6150,0.7
21,"1","1","歯科診療代",2389,0.6,-26.7,645,0.5,537,0.3,464,0.2,1321,0.4,2821,0.7,1678,0.4,9224,1.1
22,"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",770,0.2,-37.7,-,-,-,-,1078,0.4,705,0.2,1622,0.4,100,0.0,1888,0.2
24,"1","1","鉄道運賃",4761,1.3,30.5,1174,0.9,2042,1.0,2081,0.8,1602,0.5,6832,1.7,7330,1.5,12239,1.4
25,"1","1","鉄道通学定期代",44,0.0,-61.1,-,-,-,-,-,-,26,0.0,91,0.0,152,0.0,38,0.0
26,"1","1","鉄道通勤定期代",1294,0.3,2.7,165,0.1,231,0.1,480,0.2,821,0.3,257,0.1,1031,0.2,6046,0.7
