項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,645,-,-,81,-,93,-,92,-,97,-,96,-,95,-,91,-
0,0,0,0,0,世帯人員,2.9,-,-,2.75,-,2.65,-,2.73,-,2.88,-,2.87,-,3.15,-,3.29,-
0,0,0,0,0,有業人員,1.28,-,-,1.19,-,0.97,-,1.16,-,1.24,-,1.28,-,1.51,-,1.62,-
0,0,0,0,0,世帯主平均年齢,59.1,-,-,61,-,62.8,-,61.7,-,61.3,-,59.8,-,53.6,-,53.6,-
2,2,0,0,0,生計支出,353503,-,-3,98678,-,157348,-,202758,-,250092,-,313217,-,423299,-,1026281,-
2,3,0,0,0,消費支出,345729,100,-5.2,98678,100,157348,100,202758,100,250092,100,313217,100,423299,100,971957,100
2,4,1,0,0,食料,81558,23.6,-7.2,46989,47.6,63696,40.5,70624,34.8,80537,32.2,94477,30.2,101366,23.9,112876,11.6
2,5,1,1,0,穀類,6589,1.9,-6.9,4584,4.6,5271,3.3,5881,2.9,6594,2.6,7437,2.4,8347,2,7990,0.8
2,6,1,1,1,米類,1737,0.5,-8.1,1234,1.3,1558,1,1629,0.8,1429,0.6,1880,0.6,2233,0.5,2198,0.2
2,6,1,1,2,パン,2975,0.9,-3,1910,1.9,2388,1.5,2567,1.3,3068,1.2,3623,1.2,3683,0.9,3574,0.4
2,6,1,1,3,麺類,1432,0.4,-11.9,1139,1.2,1108,0.7,1348,0.7,1687,0.7,1362,0.4,1674,0.4,1698,0.2
2,6,1,1,4,他の穀類,445,0.1,-9.4,301,0.3,217,0.1,338,0.2,410,0.2,573,0.2,758,0.2,520,0.1
2,5,1,2,0,魚介類,5906,1.7,-6,3736,3.8,5488,3.5,5946,2.9,5963,2.4,7160,2.3,6220,1.5,6812,0.7
2,6,1,2,1,生鮮魚介,3445,1,-10.1,2174,2.2,3059,1.9,3275,1.6,3501,1.4,3876,1.2,3661,0.9,4559,0.5
2,6,1,2,2,塩干魚介,1012,0.3,-3.8,639,0.6,1007,0.6,1175,0.6,944,0.4,1413,0.5,963,0.2,942,0.1
2,6,1,2,3,魚肉練製品,552,0.2,0.7,433,0.4,658,0.4,546,0.3,538,0.2,632,0.2,622,0.1,438,0
