1,"東京都生計分析調査　令和 4年10月","","","","","","","","","","","","","","",""
2,"","","","","","","第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,2901,-,3164,-,2964,-,971,-
7,"0","0","0","0","0","調査世帯数",333,-,94,-,104,-,99,-,36,-
8,"0","0","0","0","0","世帯人員",3.21,-,2.00,-,3.00,-,4.00,-,5.13,-
9,"0","0","0","0","0","有業人員",1.71,-,1.51,-,1.82,-,1.70,-,1.98,-
10,"0","0","0","0","0","世帯主平均年齢",50.7,-,55.0,-,51.4,-,46.9,-,46.8,-
11,"1","0","0","0","0","受取",1362864,-,1131122,-,1451999,-,1507679,-,1322754,-
12,"1","1","0","0","0","実収入",618349,100.0,496219,100.0,670054,100.0,673798,100.0,645527,100.0
13,"1","2","0","0","0","経常収入",613702,99.2,492985,99.3,664225,99.1,668640,99.2,642063,99.5
14,"1","3","0","0","0","勤め先収入",554268,89.6,398471,80.3,612254,91.4,634928,94.2,584620,90.6
15,"1","4","0","0","0","世帯主収入",443716,71.8,342134,68.9,483159,72.1,504304,74.8,433752,67.2
16,"1","6","0","0","0","うち男",420789,68.1,297067,59.9,463097,69.1,495918,73.6,423260,65.6
17,"1","5","0","0","0","定期収入",437130,70.7,338257,68.2,475271,70.9,495161,73.5,431123,66.8
18,"1","5","0","0","0","臨時収入",4454,0.7,2669,0.5,7243,1.1,3822,0.6,2629,0.4
19,"1","5","0","0","0","賞与",2132,0.3,1208,0.2,645,0.1,5321,0.8,-,-
20,"1","4","0","0","0","世帯主の配偶者の収入",97739,15.8,52730,10.6,112842,16.8,122142,18.1,108521,16.8
