"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",637,-,-,85,-,91,-,94,-,92,-,94,-,91,-,91,-
"0","0","0","0","0","世帯人員",2.90,-,-,2.64,-,2.66,-,2.75,-,2.89,-,2.95,-,3.13,-,3.32,-
"0","0","0","0","0","有業人員",1.32,-,-,1.16,-,1.07,-,1.16,-,1.31,-,1.40,-,1.52,-,1.61,-
"0","0","0","0","0","世帯主平均年齢",59.6,-,-,63.2,-,63.0,-,61.4,-,59.4,-,58.8,-,55.5,-,55.7,-
"2","2","0","0","0","生計支出",329608,-,-3.2,101739,-,164395,-,211982,-,261413,-,322358,-,413097,-,831015,-
"2","3","0","0","0","消費支出",324667,100.0,0.6,101739,100.0,164395,100.0,211982,100.0,261413,100.0,322358,100.0,413097,100.0,796905,100.0
"2","4","1","0","0","食料",88881,27.4,-1.7,50630,49.8,68006,41.4,77118,36.4,86746,33.2,98756,30.6,111291,26.9,129320,16.2
"2","5","1","1","0","穀類",6719,2.1,-1.9,4568,4.5,5736,3.5,6215,2.9,6928,2.7,7176,2.2,8108,2.0,8266,1.0
"2","6","1","1","1","米類",1647,0.5,-4.7,1249,1.2,1499,0.9,1524,0.7,1647,0.6,1739,0.5,1924,0.5,1946,0.2
"2","6","1","1","2","パン",2932,0.9,0.3,1884,1.9,2370,1.4,2781,1.3,3080,1.2,3211,1.0,3541,0.9,3640,0.5
"2","6","1","1","3","麺類",1608,0.5,-2.2,1136,1.1,1438,0.9,1488,0.7,1622,0.6,1673,0.5,1924,0.5,1972,0.2
"2","6","1","1","4","他の穀類",531,0.2,-3.8,298,0.3,429,0.3,422,0.2,579,0.2,552,0.2,717,0.2,708,0.1
"2","5","1","2","0","魚介類",6327,1.9,-7.5,4226,4.2,5527,3.4,6355,3.0,6395,2.4,7006,2.2,7098,1.7,7607,1.0
"2","6","1","2","1","生鮮魚介",3566,1.1,-12.9,2367,2.3,3061,1.9,3531,1.7,3499,1.3,3878,1.2,4032,1.0,4559,0.6
"2","6","1","2","2","塩干魚介",1088,0.3,-1.0,733,0.7,994,0.6,1191,0.6,1150,0.4,1224,0.4,1159,0.3,1155,0.1
"2","6","1","2","3","魚肉練製品",694,0.2,4.8,517,0.5,673,0.4,714,0.3,678,0.3,763,0.2,746,0.2,745,0.1
"2","6","1","2","4","他の魚介加工品",980,0.3,-0.7,609,0.6,799,0.5,920,0.4,1068,0.4,1140,0.4,1160,0.3,1148,0.1
"2","5","1","3","0","肉類",8337,2.6,-6.3,5148,5.1,6498,4.0,7248,3.4,8274,3.2,9231,2.9,10146,2.5,11766,1.5
"2","6","1","3","1","生鮮肉",6768,2.1,-7.1,4134,4.1,5256,3.2,5856,2.8,6724,2.6,7528,2.3,8210,2.0,9627,1.2
"2","6","1","3","2","加工肉",1569,0.5,-2.5,1014,1.0,1242,0.8,1393,0.7,1550,0.6,1704,0.5,1935,0.5,2139,0.3
"2","5","1","4","0","乳卵類",4418,1.4,-4.0,2865,2.8,3699,2.3,3959,1.9,4306,1.6,4899,1.5,5473,1.3,5713,0.7
"2","6","1","4","1","牛乳",1361,0.4,-1.4,911,0.9,1197,0.7,1264,0.6,1375,0.5,1482,0.5,1617,0.4,1674,0.2
"2","6","1","4","2","乳製品",2208,0.7,-6.2,1330,1.3,1754,1.1,1931,0.9,2129,0.8,2526,0.8,2838,0.7,2938,0.4
"2","6","1","4","3","卵",850,0.3,-2.0,624,0.6,748,0.5,764,0.4,802,0.3,892,0.3,1017,0.2,1101,0.1
"2","5","1","5","0","野菜・海藻",10261,3.2,-3.9,7195,7.1,9300,5.7,10076,4.8,10402,4.0,11027,3.4,11528,2.8,12305,1.5
"2","6","1","5","1","生鮮野菜",7215,2.2,-3.2,5060,5.0,6472,3.9,7027,3.3,7274,2.8,7700,2.4,8186,2.0,8805,1.1
"2","6","1","5","2","乾物・海藻",740,0.2,-7.8,491,0.5,643,0.4,709,0.3,740,0.3,855,0.3,828,0.2,905,0.1
"2","6","1","5","3","大豆加工品",1116,0.3,-5.3,796,0.8,1063,0.6,1096,0.5,1110,0.4,1192,0.4,1237,0.3,1318,0.2
"2","6","1","5","4","他の野菜・海藻加工品",1190,0.4,-4.3,849,0.8,1123,0.7,1244,0.6,1278,0.5,1280,0.4,1278,0.3,1277,0.2
"2","5","1","6","0","果物",3534,1.1,-6.3,2220,2.2,3112,1.9,3455,1.6,3707,1.4,3959,1.2,3928,1.0,4363,0.5
"2","6","1","6","1","生鮮果物",3143,1.0,-6.3,2040,2.0,2857,1.7,3146,1.5,3288,1.3,3451,1.1,3396,0.8,3830,0.5
"2","6","1","6","2","果物加工品",391,0.1,-6.7,180,0.2,255,0.2,309,0.1,420,0.2,508,0.2,532,0.1,532,0.1
"2","5","1","7","0","油脂・調味料",4054,1.2,-3.5,2552,2.5,3271,2.0,3677,1.7,4049,1.5,4586,1.4,4953,1.2,5275,0.7
"2","6","1","7","1","油脂",467,0.1,0.2,292,0.3,384,0.2,416,0.2,462,0.2,543,0.2,585,0.1,589,0.1
"2","6","1","7","2","調味料",3587,1.1,-3.9,2261,2.2,2887,1.8,3261,1.5,3587,1.4,4042,1.3,4368,1.1,4686,0.6
"2","5","1","8","0","菓子類",7267,2.2,0.4,3842,3.8,5674,3.5,6332,3.0,7326,2.8,8328,2.6,9278,2.2,10045,1.3
"2","5","1","9","0","調理食品",13550,4.2,-2.5,8355,8.2,10788,6.6,12075,5.7,13770,5.3,14963,4.6,16863,4.1,17960,2.3
"2","6","1","9","1","主食的調理食品",5817,1.8,-1.9,3518,3.5,4487,2.7,5268,2.5,5927,2.3,6397,2.0,7404,1.8,7689,1.0
"2","6","1","9","2","他の調理食品",7733,2.4,-2.9,4837,4.8,6301,3.8,6807,3.2,7843,3.0,8566,2.7,9459,2.3,10271,1.3
"2","5","1","10","0","飲料",5387,1.7,-4.5,2778,2.7,4085,2.5,4691,2.2,5172,2.0,6183,1.9,7152,1.7,7664,1.0
"2","6","1","10","1","茶類",1269,0.4,-2.0,657,0.6,976,0.6,1094,0.5,1237,0.5,1456,0.5,1704,0.4,1754,0.2
"2","6","1","10","2","コーヒー・ココア",1127,0.3,-3.2,580,0.6,806,0.5,957,0.5,1060,0.4,1326,0.4,1559,0.4,1598,0.2
"2","6","1","10","3","他の飲料",2991,0.9,-6.1,1541,1.5,2303,1.4,2640,1.2,2875,1.1,3401,1.1,3890,0.9,4312,0.5
"2","5","1","11","0","酒類",3843,1.2,-17.0,2152,2.1,2779,1.7,3108,1.5,4014,1.5,4651,1.4,4504,1.1,5700,0.7
"2","5","1","12","0","外食",15184,4.7,14.9,4728,4.6,7536,4.6,9926,4.7,12401,4.7,16747,5.2,22262,5.4,32657,4.1
"2","6","1","12","1","一般外食",14409,4.4,16.0,4525,4.4,7248,4.4,9380,4.4,11576,4.4,15851,4.9,20936,5.1,31322,3.9
"2","6","1","12","2","学校給食",775,0.2,-1.6,203,0.2,288,0.2,546,0.3,825,0.3,896,0.3,1326,0.3,1335,0.2
"2","4","2","0","0","住居",26865,8.3,1.0,2846,2.8,7086,4.3,14247,6.7,19148,7.3,22806,7.1,37438,9.1,84220,10.6
"2","5","2","1","0","家賃地代",16814,5.2,15.9,2382,2.3,6260,3.8,13030,6.1,17265,6.6,19291,6.0,31556,7.6,27836,3.5
