1,"東京都生計分析調査　令和 4年11月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",330,-,-,49,-,48,-,50,-,49,-,47,-,46,-,41,-
7,"0","0","世帯人員",3.27,-,-,2.89,-,3.10,-,3.27,-,3.22,-,3.49,-,3.41,-,3.49,-
8,"0","0","有業人員",1.71,-,-,1.56,-,1.54,-,1.61,-,1.72,-,1.75,-,1.75,-,2.01,-
9,"0","0","世帯主平均年齢",50.5,-,-,58.7,-,49.9,-,51.6,-,48.6,-,48.4,-,47.8,-,48.6,-
10,"0","0","消費支出",363251,-,6.1,244712,-,301948,-,302644,-,359786,-,421504,-,393246,-,517073,-
11,"0","0","公共的料金",94403,26.0,14.4,61269,25.0,77131,25.5,85215,28.2,85370,23.7,142109,33.7,102965,26.2,107441,20.8
12,"1","0","公共料金等",64907,17.9,16.2,45820,18.7,50369,16.7,68682,22.7,60519,16.8,70823,16.8,77627,19.7,80103,15.5
13,"1","1","米",1310,0.4,4.3,1036,0.4,1494,0.5,1454,0.5,1340,0.4,1227,0.3,1890,0.5,720,0.1
14,"1","1","食塩",41,0.0,46.4,16,0.0,62,0.0,50,0.0,9,0.0,9,0.0,39,0.0,103,0.0
15,"1","1","学校給食",1676,0.5,-13.9,1026,0.4,926,0.3,1481,0.5,1820,0.5,1900,0.5,2646,0.7,1917,0.4
16,"1","1","公営家賃",3677,1.0,91.5,7118,2.9,2434,0.8,5188,1.7,5673,1.6,-,-,-,-,5295,1.0
17,"1","1","電気代",11335,3.1,48.1,8682,3.5,9929,3.3,10707,3.5,12212,3.4,13605,3.2,11449,2.9,12777,2.5
18,"1","1","都市ガス",5557,1.5,36.0,5567,2.3,4660,1.5,5883,1.9,4958,1.4,6014,1.4,5173,1.3,6654,1.3
19,"1","1","上下水道料",5144,1.4,19.2,3828,1.6,4670,1.5,8204,2.7,3658,1.0,4747,1.1,4486,1.1,6383,1.2
20,"1","1","医科診療代",3994,1.1,17.8,2823,1.2,2938,1.0,4767,1.6,2276,0.6,6623,1.6,4453,1.1,4131,0.8
21,"1","1","歯科診療代",1204,0.3,-60.0,586,0.2,479,0.2,146,0.0,1562,0.4,1005,0.2,1208,0.3,3404,0.7
22,"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",436,0.1,...,1231,0.5,-,-,-,-,-,-,-,-,101,0.0,1709,0.3
24,"1","1","鉄道運賃",4147,1.1,2.7,2105,0.9,3458,1.1,4211,1.4,3382,0.9,3115,0.7,7144,1.8,5503,1.1
25,"1","1","鉄道通学定期代",579,0.2,69.3,-,-,-,-,-,-,1521,0.4,254,0.1,477,0.1,1774,0.3
26,"1","1","鉄道通勤定期代",3541,1.0,72.4,7,0.0,1031,0.3,3977,1.3,4031,1.1,9492,2.3,5081,1.3,1290,0.2
27,"1","1","バス代",413,0.1,5.4,431,0.2,254,0.1,201,0.1,275,0.1,769,0.2,611,0.2,360,0.1
28,"1","1","バス通学定期代",68,0.0,-43.3,-,-,64,0.0,87,0.0,326,0.1,-,-,-,-,-,-
29,"1","1","バス通勤定期代",41,0.0,-88.5,289,0.1,-,-,-,-,-,-,-,-,-,-,-,-
30,"1","1","タクシー代",524,0.1,8.0,417,0.2,642,0.2,525,0.2,466,0.1,827,0.2,204,0.1,595,0.1
31,"1","1","航空運賃",588,0.2,75.5,-,-,-,-,777,0.3,-,-,853,0.2,1439,0.4,1031,0.2
32,"1","1","郵便料",546,0.2,31.3,616,0.3,774,0.3,266,0.1,413,0.1,541,0.1,348,0.1,864,0.2
33,"1","1","固定電話通信料",1038,0.3,-11.2,1064,0.4,964,0.3,997,0.3,980,0.3,1217,0.3,1227,0.3,823,0.2
34,"1","1","携帯電話通信料",10693,2.9,-7.0,6661,2.7,7642,2.5,13076,4.3,9634,2.7,14032,3.3,10409,2.6,13414,2.6
35,"1","1","ＮＨＫ放送受信料",717,0.2,-1.2,681,0.3,502,0.2,1090,0.4,691,0.2,316,0.1,553,0.1,1172,0.2
36,"1","1","ケーブルテレビ放送受信料",873,0.2,-14.8,859,0.4,1027,0.3,1008,0.3,835,0.2,984,0.2,1088,0.3,317,0.1
37,"1","1","他の放送受信料",152,0.0,-0.7,32,0.0,134,0.0,156,0.1,100,0.0,509,0.1,105,0.0,36,0.0
38,"1","1","国公立小学校",438,0.1,35.6,29,0.0,783,0.3,344,0.1,381,0.1,691,0.2,562,0.1,279,0.1
39,"1","1","国公立中学校",624,0.2,46.1,283,0.1,341,0.1,1462,0.5,530,0.1,538,0.1,1137,0.3,68,0.0
40,"1","1","国公立高校",435,0.1,-23.4,-,-,-,-,-,-,1752,0.5,-,-,-,-,1274,0.2
41,"1","1","国公立大学",3916,1.1,46.5,-,-,4752,1.6,-,-,-,-,-,-,14801,3.8,7525,1.5
42,"1","1","たばこ",1199,0.3,2.3,430,0.2,412,0.1,2626,0.9,1694,0.5,1555,0.4,998,0.3,683,0.1
43,"2","0","準公共料金等",29495,8.1,10.6,15449,6.3,26762,8.9,16533,5.5,24851,6.9,71286,16.9,25338,6.4,27338,5.3
44,"2","1","牛乳",1399,0.4,9.1,1385,0.6,1455,0.5,1340,0.4,1343,0.4,1151,0.3,1570,0.4,1541,0.3
45,"2","1","灯油",196,0.1,63.3,534,0.2,219,0.1,298,0.1,152,0.0,51,0.0,45,0.0,75,0.0
46,"2","1","プロパンガス",388,0.1,43.2,756,0.3,71,0.0,260,0.1,506,0.1,396,0.1,359,0.1,373,0.1
47,"2","1","理髪料",403,0.1,7.8,537,0.2,450,0.1,199,0.1,556,0.2,124,0.0,610,0.2,337,0.1
48,"2","1","パーマネント代",88,0.0,-3.3,-,-,-,-,-,-,361,0.1,-,-,-,-,248,0.0
49,"2","1","洗濯代",864,0.2,44.0,145,0.1,148,0.0,211,0.1,561,0.2,1269,0.3,3121,0.8,570,0.1
50,"2","1","新聞",1439,0.4,-3.7,1304,0.5,936,0.3,1573,0.5,1092,0.3,1748,0.4,1688,0.4,1734,0.3
51,"2","1","私立小学校",276,0.1,68.3,-,-,-,-,-,-,-,-,-,-,-,-,1910,0.4
52,"2","1","私立中学校",112,0.0,-69.5,-,-,-,-,-,-,-,-,-,-,-,-,772,0.1
53,"2","1","私立高校",1656,0.5,95.5,1610,0.7,37,0.0,-,-,-,-,5184,1.2,-,-,4848,0.9
54,"2","1","私立大学",6364,1.8,264.7,29,0.0,-,-,-,-,-,-,31209,7.4,6220,1.6,7708,1.5
55,"2","1","幼児教育費用",2851,0.8,32.4,121,0.0,1175,0.4,2073,0.7,65,0.0,8251,2.0,8351,2.1,-,-
56,"2","1","民営家賃",13316,3.7,-21.1,9029,3.7,22271,7.4,10578,3.5,20216,5.6,21904,5.2,2381,0.6,7221,1.4
57,"2","1","地代",144,0.0,-50.3,-,-,-,-,-,-,-,-,-,-,992,0.3,-,-
