年次・月次コード,年次・月次,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成27年平均,29.6,30,33.2,32,32.2,29,28.3,26.1
nen,平成28年平均,29.9,27.8,29.9,33.8,30.2,30.7,31.9,26.5
nen,平成29年平均,28.7,28.9,27.9,27.8,27.7,31.4,29.4,27.8
nen,平成30年平均,30.1,25.6,32.7,33.4,30.9,30.7,30.5,27.3
nen,平成31年・令和元年平均,29.2,27,29.3,32.8,32.4,31.6,26.5,26.6
nen,令和 2年平均,29,29.3,31.6,32,28.8,29.3,28.6,25.8
nen,令和 3年平均,26.9,25.9,30.5,30.3,29.6,28.6,26,21.5
tuki,令和 3年 1月,27,21.9,24.2,30.7,27.9,33.2,27.7,23.8
tuki,令和 3年 2月,29.1,31.1,29.9,32.5,23.8,35.3,21.3,29.9
tuki,令和 3年 3月,26.9,20.2,30.8,32.1,23.3,39.2,19.3,24.4
tuki,令和 3年 4月,33.8,31.1,42,35.2,41,33.1,27.4,32.3
tuki,令和 3年 5月,23.5,13.9,29.9,31.8,29.3,20.6,27.5,19.6
tuki,令和 3年 6月,25.1,22.8,34.3,29.7,27.5,24.1,23.2,19.3
tuki,令和 3年 7月,23.3,25.4,26.8,25.8,20.1,23.8,23.4,20.6
tuki,令和 3年 8月,24.9,34.8,30.5,30.1,27.9,22.9,17.7,20.4
tuki,令和 3年 9月,29.7,24.8,32,37.5,33.3,36.2,28.7,21.2
tuki,令和 3年10月,30.6,33.1,24.1,33.8,34.8,32.3,35,23.8
tuki,令和 3年11月,24.1,26.7,24.7,21.7,27.1,28.5,19.3,22.9
tuki,令和 3年12月,23.7,26,29.4,28.5,26.8,17.5,18.5,25.6
tuki,令和 4年 1月,24.9,25.9,34.8,26.9,24.1,27.2,17,24.5
,,,,,,,,,
東京都生計分析調査　令和 4年 1月,,,,,,,,,
主　　要　　指　　標　　　５　　―　勤労者世帯，勤め先収入７分位階層別　―,,,,,,,,,
公共的料金負担率　　　〔＝（公共的料金÷消費支出） ×１００〕,,,,,,,,,
