1,"東京都生計分析調査　令和 4年 7月","","","","","","","","","","","","","","",""
2,"","","","","","","第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,7901,-,1168,-,578,-,353,-
7,"0","0","0","0","0","調査世帯数",632,-,514,-,68,-,32,-,18,-
8,"0","0","0","0","0","世帯人員",2.88,-,2.91,-,2.79,-,2.43,-,3.18,-
9,"0","0","0","0","0","有業人員",1.31,-,1.29,-,1.55,-,1.17,-,1.27,-
10,"0","0","0","0","0","世帯主平均年齢",60.1,-,61.8,-,50.2,-,67.3,-,44.2,-
11,"2","2","0","0","0","生計支出",315107,-,315933,-,308469,-,246703,-,430721,-
12,"2","3","0","0","0","消費支出",315107,100.0,315933,100.0,308469,100.0,246703,100.0,430721,100.0
13,"2","4","1","0","0","食料",89449,28.4,92168,29.2,81425,26.4,66412,26.9,92868,21.6
14,"2","5","1","1","0","穀類",6508,2.1,6598,2.1,6192,2.0,5681,2.3,6905,1.6
15,"2","6","1","1","1","米類",1607,0.5,1647,0.5,1424,0.5,1775,0.7,1040,0.2
16,"2","6","1","1","2","パン",2839,0.9,2886,0.9,2685,0.9,2284,0.9,3198,0.7
17,"2","6","1","1","3","麺類",1647,0.5,1637,0.5,1667,0.5,1376,0.6,2239,0.5
18,"2","6","1","1","4","他の穀類",416,0.1,428,0.1,417,0.1,245,0.1,428,0.1
19,"2","5","1","2","0","魚介類",5628,1.8,6032,1.9,3932,1.3,4284,1.7,4394,1.0
20,"2","6","1","2","1","生鮮魚介",3088,1.0,3363,1.1,2076,0.7,1816,0.7,2378,0.6
21,"2","6","1","2","2","塩干魚介",1030,0.3,1061,0.3,711,0.2,1313,0.5,921,0.2
22,"2","6","1","2","3","魚肉練製品",566,0.2,615,0.2,341,0.1,509,0.2,312,0.1
23,"2","6","1","2","4","他の魚介加工品",944,0.3,993,0.3,804,0.3,646,0.3,783,0.2
24,"2","5","1","3","0","肉類",8083,2.6,8535,2.7,6429,2.1,5318,2.2,7981,1.9
25,"2","6","1","3","1","生鮮肉",6396,2.0,6739,2.1,5223,1.7,4171,1.7,6242,1.4
26,"2","6","1","3","2","加工肉",1687,0.5,1796,0.6,1206,0.4,1147,0.5,1739,0.4
27,"2","5","1","4","0","乳卵類",4486,1.4,4579,1.4,3986,1.3,3421,1.4,5816,1.4
28,"2","6","1","4","1","牛乳",1429,0.5,1511,0.5,1164,0.4,938,0.4,1277,0.3
29,"2","6","1","4","2","乳製品",2217,0.7,2227,0.7,2053,0.7,1572,0.6,3594,0.8
30,"2","6","1","4","3","卵",841,0.3,842,0.3,769,0.2,912,0.4,945,0.2
31,"2","5","1","5","0","野菜・海藻",10360,3.3,10792,3.4,8273,2.7,9875,4.0,8387,1.9
32,"2","6","1","5","1","生鮮野菜",7452,2.4,7831,2.5,5802,1.9,6660,2.7,5709,1.3
33,"2","6","1","5","2","乾物・海藻",647,0.2,669,0.2,464,0.2,620,0.3,814,0.2
34,"2","6","1","5","3","大豆加工品",1089,0.3,1126,0.4,841,0.3,1143,0.5,998,0.2
35,"2","6","1","5","4","他の野菜・海藻加工品",1172,0.4,1166,0.4,1166,0.4,1453,0.6,866,0.2
36,"2","5","1","6","0","果物",3657,1.2,3755,1.2,3776,1.2,2625,1.1,2759,0.6
37,"2","6","1","6","1","生鮮果物",3316,1.1,3400,1.1,3532,1.1,2479,1.0,2079,0.5
38,"2","6","1","6","2","果物加工品",341,0.1,355,0.1,244,0.1,146,0.1,680,0.2
39,"2","5","1","7","0","油脂・調味料",3988,1.3,4137,1.3,3185,1.0,3396,1.4,4271,1.0
40,"2","6","1","7","1","油脂",512,0.2,533,0.2,420,0.1,426,0.2,507,0.1
41,"2","6","1","7","2","調味料",3475,1.1,3604,1.1,2765,0.9,2971,1.2,3764,0.9
42,"2","5","1","8","0","菓子類",7112,2.3,7250,2.3,7054,2.3,5219,2.1,7333,1.7
43,"2","5","1","9","0","調理食品",13614,4.3,13974,4.4,12157,3.9,12025,4.9,12979,3.0
44,"2","6","1","9","1","主食的調理食品",5734,1.8,5842,1.8,5154,1.7,5768,2.3,5173,1.2
45,"2","6","1","9","2","他の調理食品",7880,2.5,8132,2.6,7004,2.3,6257,2.5,7806,1.8
46,"2","5","1","10","0","飲料",6077,1.9,6069,1.9,6284,2.0,5276,2.1,6870,1.6
47,"2","6","1","10","1","茶類",1281,0.4,1302,0.4,1137,0.4,1195,0.5,1422,0.3
48,"2","6","1","10","2","コーヒー・ココア",1066,0.3,1049,0.3,1419,0.5,678,0.3,909,0.2
49,"2","6","1","10","3","他の飲料",3731,1.2,3719,1.2,3728,1.2,3403,1.4,4539,1.1
50,"2","5","1","11","0","酒類",3764,1.2,4032,1.3,2578,0.8,2901,1.2,3103,0.7
51,"2","5","1","12","0","外食",16170,5.1,16414,5.2,17578,5.7,6392,2.6,22069,5.1
52,"2","6","1","12","1","一般外食",15457,4.9,15789,5.0,16433,5.3,6207,2.5,19955,4.6
53,"2","6","1","12","2","学校給食",713,0.2,625,0.2,1146,0.4,185,0.1,2114,0.5
54,"2","4","2","0","0","住居",23954,7.6,9314,2.9,89402,29.0,58677,23.8,78153,18.1
55,"2","5","2","1","0","家賃地代",16666,5.3,554,0.2,88479,28.7,58418,23.7,71211,16.5
56,"2","5","2","2","0","設備修繕・維持",7288,2.3,8760,2.8,923,0.3,260,0.1,6942,1.6
57,"2","6","2","2","1","設備材料",3776,1.2,4476,1.4,73,0.0,50,0.0,6479,1.5
58,"2","6","2","2","2","工事その他のサービス",3512,1.1,4284,1.4,850,0.3,210,0.1,462,0.1
59,"2","4","3","0","0","光熱・水道",18270,5.8,18553,5.9,17599,5.7,14792,6.0,19863,4.6
60,"2","5","3","1","0","電気代",9141,2.9,9370,3.0,8830,2.9,6040,2.4,10109,2.3
61,"2","5","3","2","0","ガス代",4846,1.5,4840,1.5,4931,1.6,4558,1.8,5174,1.2
62,"2","5","3","3","0","他の光熱",41,0.0,50,0.0,7,0.0,3,0.0,17,0.0
63,"2","5","3","4","0","上下水道料",4242,1.3,4292,1.4,3831,1.2,4191,1.7,4563,1.1
64,"2","4","4","0","0","家具・家事用品",12362,3.9,13049,4.1,9407,3.0,8029,3.3,13872,3.2
65,"2","5","4","1","0","家庭用耐久財",4485,1.4,5221,1.7,935,0.3,3401,1.4,1530,0.4
66,"2","6","4","1","1","家事用耐久財",1638,0.5,1971,0.6,256,0.1,414,0.2,747,0.2
67,"2","6","4","1","2","冷暖房用器具",2667,0.8,3059,1.0,424,0.1,2987,1.2,782,0.2
68,"2","6","4","1","3","一般家具",180,0.1,190,0.1,255,0.1,-,-,-,-
69,"2","5","4","2","0","室内装備・装飾品",752,0.2,667,0.2,804,0.3,281,0.1,3260,0.8
70,"2","5","4","3","0","寝具類",534,0.2,532,0.2,668,0.2,68,0.0,903,0.2
71,"2","5","4","4","0","家事雑貨",2430,0.8,2520,0.8,2397,0.8,1632,0.7,1845,0.4
72,"2","5","4","5","0","家事用消耗品",3623,1.1,3545,1.1,4310,1.4,2366,1.0,5162,1.2
73,"2","5","4","6","0","家事サービス",538,0.2,565,0.2,293,0.1,281,0.1,1173,0.3
74,"2","4","5","0","0","被服及び履物",11194,3.6,11083,3.5,9944,3.2,13606,5.5,13875,3.2
75,"2","5","5","1","0","和服",69,0.0,62,0.0,161,0.1,27,0.0,-,-
76,"2","5","5","2","0","洋服",4017,1.3,3996,1.3,3939,1.3,3678,1.5,5290,1.2
77,"2","6","5","2","1","男子用洋服",1158,0.4,1181,0.4,1498,0.5,607,0.2,415,0.1
78,"2","6","5","2","2","婦人用洋服",2520,0.8,2494,0.8,2225,0.7,2709,1.1,3769,0.9
79,"2","6","5","2","3","子供用洋服",339,0.1,321,0.1,215,0.1,363,0.1,1106,0.3
80,"2","5","5","3","0","シャツ・セーター類",2877,0.9,2785,0.9,1992,0.6,5192,2.1,4087,0.9
81,"2","6","5","3","1","男子用シャツ・セーター類",1039,0.3,1013,0.3,739,0.2,926,0.4,2802,0.7
82,"2","6","5","3","2","婦人用シャツ・セーター類",1685,0.5,1641,0.5,996,0.3,4229,1.7,799,0.2
83,"2","6","5","3","3","子供用シャツ・セーター類",153,0.0,131,0.0,257,0.1,37,0.0,486,0.1
84,"2","5","5","4","0","下着類",1104,0.4,1135,0.4,580,0.2,2059,0.8,587,0.1
85,"2","6","5","4","1","男子用下着類",378,0.1,416,0.1,158,0.1,457,0.2,142,0.0
86,"2","6","5","4","2","婦人用下着類",680,0.2,670,0.2,395,0.1,1552,0.6,409,0.1
87,"2","6","5","4","3","子供用下着類",46,0.0,49,0.0,27,0.0,50,0.0,36,0.0
88,"2","5","5","5","0","生地・糸類",94,0.0,90,0.0,155,0.1,94,0.0,-,-
89,"2","5","5","6","0","他の被服",675,0.2,630,0.2,886,0.3,535,0.2,1230,0.3
90,"2","5","5","7","0","履物類",1876,0.6,1906,0.6,1703,0.6,1623,0.7,2182,0.5
91,"2","5","5","8","0","被服関連サービス",481,0.2,479,0.2,528,0.2,399,0.2,498,0.1
92,"2","4","6","0","0","保健医療",17721,5.6,18360,5.8,13744,4.5,10783,4.4,27953,6.5
93,"2","5","6","1","0","医薬品",2893,0.9,2951,0.9,2641,0.9,3021,1.2,2214,0.5
94,"2","5","6","2","0","健康保持用摂取品",1507,0.5,1777,0.6,540,0.2,426,0.2,437,0.1
95,"2","5","6","3","0","保健医療用品・器具",3008,1.0,2843,0.9,3514,1.1,2231,0.9,6305,1.5
96,"2","5","6","4","0","保健医療サービス",10312,3.3,10788,3.4,7049,2.3,5105,2.1,18997,4.4
97,"2","4","7","0","0","交通・通信",32208,10.2,34376,10.9,18405,6.0,26035,10.6,39485,9.2
98,"2","5","7","1","0","交通",8962,2.8,9447,3.0,5287,1.7,6842,2.8,13746,3.2
99,"2","5","7","2","0","自動車等関係費",12220,3.9,13590,4.3,5131,1.7,9361,3.8,9707,2.3
100,"2","6","7","2","1","自動車等購入",2546,0.8,3222,1.0,-,-,-,-,-,-
101,"2","6","7","2","2","自転車購入",346,0.1,437,0.1,-,-,-,-,-,-
102,"2","6","7","2","3","自動車等維持",9329,3.0,9930,3.1,5131,1.7,9361,3.8,9707,2.3
103,"2","5","7","3","0","通信",11026,3.5,11339,3.6,7987,2.6,9831,4.0,16032,3.7
104,"2","4","8","0","0","教育",17084,5.4,17667,5.6,6218,2.0,6265,2.5,57771,13.4
105,"2","5","8","1","0","授業料等",7848,2.5,8111,2.6,3844,1.2,657,0.3,27012,6.3
106,"2","5","8","2","0","教科書・学習参考教材",87,0.0,84,0.0,147,0.0,17,0.0,50,0.0
107,"2","5","8","3","0","補習教育",9150,2.9,9472,3.0,2227,0.7,5592,2.3,30710,7.1
108,"2","4","9","0","0","教養娯楽",41933,13.3,46525,14.7,26802,8.7,15109,6.1,33184,7.7
109,"2","5","9","1","0","教養娯楽用耐久財",2252,0.7,2671,0.8,435,0.1,61,0.0,2477,0.6
110,"2","5","9","2","0","教養娯楽用品",7149,2.3,7375,2.3,7049,2.3,2924,1.2,9353,2.2
111,"2","5","9","3","0","書籍・他の印刷物",3349,1.1,3695,1.2,1800,0.6,2227,0.9,2551,0.6
112,"2","5","9","4","0","教養娯楽サービス",29183,9.3,32784,10.4,17517,5.7,9897,4.0,18803,4.4
113,"2","6","9","4","1","宿泊料",3787,1.2,3405,1.1,7127,2.3,3898,1.6,1104,0.3
114,"2","6","9","4","2","パック旅行費",9687,3.1,12210,3.9,23,0.0,645,0.3,-,-
115,"2","6","9","4","3","月謝類",3889,1.2,4122,1.3,2368,0.8,479,0.2,9283,2.2
116,"2","6","9","4","4","他の教養娯楽サービス",11821,3.8,13046,4.1,7999,2.6,4874,2.0,8415,2.0
117,"2","4","10","0","0","その他の消費支出",50932,16.2,54839,17.4,35522,11.5,26995,10.9,53697,12.5
118,"2","5","10","1","0","諸雑費",29135,9.2,31578,10.0,21649,7.0,14102,5.7,23865,5.5
119,"2","6","10","1","1","理美容サービス",3999,1.3,4007,1.3,4768,1.5,2839,1.2,3174,0.7
120,"2","6","10","1","2","理美容用品",5215,1.7,5109,1.6,7036,2.3,2689,1.1,5697,1.3
121,"2","6","10","1","3","身の回り用品",2663,0.8,2853,0.9,1440,0.5,729,0.3,5641,1.3
122,"2","6","10","1","4","たばこ",991,0.3,890,0.3,1953,0.6,501,0.2,865,0.2
123,"2","6","10","1","5","他の諸雑費",16267,5.2,18719,5.9,6452,2.1,7345,3.0,8487,2.0
124,"2","5","10","2","0","こづかい",6174,2.0,6178,2.0,4988,1.6,5624,2.3,10910,2.5
125,"2","5","10","3","0","交際費",14494,4.6,16122,5.1,7881,2.6,7269,2.9,11780,2.7
126,"2","6","10","3","0","食料",4296,1.4,4848,1.5,2254,0.7,1489,0.6,3286,0.8
127,"2","6","10","3","0","家具・家事用品",157,0.0,126,0.0,436,0.1,62,0.0,71,0.0
128,"2","6","10","3","0","被服及び履物",488,0.2,563,0.2,170,0.1,273,0.1,201,0.0
129,"2","6","10","3","0","教養娯楽",1002,0.3,1156,0.4,298,0.1,-,-,1525,0.4
130,"2","6","10","3","0","他の物品サービス",317,0.1,259,0.1,409,0.1,1092,0.4,34,0.0
131,"2","6","10","3","6","贈与金",4744,1.5,5199,1.6,3018,1.0,2339,0.9,4217,1.0
132,"2","6","10","3","7","他の交際費",3491,1.1,3970,1.3,1295,0.4,2015,0.8,2445,0.6
133,"2","5","10","4","0","仕送り金",1129,0.4,962,0.3,1005,0.3,-,-,7142,1.7
134,"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",18848,6.0,19366,6.1,8311,2.7,6619,2.7,62188,14.4
