1,"東京都生計分析調査　令和 4年12月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4424,-,2645,-,2230,-,701,-
7,"0","0","0","0","0","調査世帯数",616,-,281,-,157,-,133,-,45,-
8,"0","0","0","0","0","世帯人員",2.94,-,2.00,-,3.00,-,4.00,-,5.20,-
9,"0","0","0","0","0","有業人員",1.40,-,0.83,-,1.78,-,1.90,-,1.92,-
10,"0","0","0","0","0","世帯主平均年齢",59.4,-,67.8,-,56.9,-,49.4,-,47.9,-
11,"2","2","0","0","0","生計支出",378014,-,299834,-,414404,-,444468,-,522635,-
12,"2","3","0","0","0","消費支出",378014,100.0,299834,100.0,414404,100.0,444468,100.0,522635,100.0
13,"2","4","1","0","0","食料",109827,29.1,95680,31.9,116611,28.1,120423,27.1,139796,26.7
14,"2","5","1","1","0","穀類",7903,2.1,6622,2.2,8043,1.9,9315,2.1,10970,2.1
15,"2","6","1","1","1","米類",1469,0.4,1295,0.4,1372,0.3,1678,0.4,2274,0.4
16,"2","6","1","1","2","パン",3203,0.8,2518,0.8,3433,0.8,3995,0.9,4131,0.8
17,"2","6","1","1","3","麺類",2002,0.5,1667,0.6,2032,0.5,2372,0.5,2833,0.5
18,"2","6","1","1","4","他の穀類",1229,0.3,1142,0.4,1207,0.3,1270,0.3,1732,0.3
19,"2","5","1","2","0","魚介類",10158,2.7,10676,3.6,10376,2.5,8770,2.0,10479,2.0
20,"2","6","1","2","1","生鮮魚介",5346,1.4,5409,1.8,5586,1.3,4865,1.1,5578,1.1
21,"2","6","1","2","2","塩干魚介",1462,0.4,1530,0.5,1476,0.4,1270,0.3,1589,0.3
22,"2","6","1","2","3","魚肉練製品",1724,0.5,1944,0.6,1755,0.4,1262,0.3,1683,0.3
23,"2","6","1","2","4","他の魚介加工品",1626,0.4,1793,0.6,1559,0.4,1373,0.3,1629,0.3
24,"2","5","1","3","0","肉類",10669,2.8,8168,2.7,11356,2.7,13393,3.0,15189,2.9
25,"2","6","1","3","1","生鮮肉",8824,2.3,6689,2.2,9221,2.2,11323,2.5,12847,2.5
26,"2","6","1","3","2","加工肉",1845,0.5,1479,0.5,2135,0.5,2069,0.5,2342,0.4
27,"2","5","1","4","0","乳卵類",4834,1.3,4019,1.3,4968,1.2,5915,1.3,6031,1.2
28,"2","6","1","4","1","牛乳",1417,0.4,1064,0.4,1494,0.4,1898,0.4,1826,0.3
29,"2","6","1","4","2","乳製品",2453,0.6,2077,0.7,2537,0.6,2964,0.7,2883,0.6
30,"2","6","1","4","3","卵",964,0.3,879,0.3,937,0.2,1054,0.2,1323,0.3
31,"2","5","1","5","0","野菜・海藻",10620,2.8,10506,3.5,11066,2.7,10001,2.3,11632,2.2
32,"2","6","1","5","1","生鮮野菜",7188,1.9,6921,2.3,7500,1.8,6946,1.6,8466,1.6
33,"2","6","1","5","2","乾物・海藻",960,0.3,982,0.3,1010,0.2,900,0.2,823,0.2
34,"2","6","1","5","3","大豆加工品",1100,0.3,1113,0.4,1116,0.3,1021,0.2,1207,0.2
35,"2","6","1","5","4","他の野菜・海藻加工品",1372,0.4,1489,0.5,1441,0.3,1134,0.3,1137,0.2
36,"2","5","1","6","0","果物",3874,1.0,4030,1.3,4050,1.0,3369,0.8,3838,0.7
37,"2","6","1","6","1","生鮮果物",3316,0.9,3390,1.1,3504,0.8,2868,0.6,3557,0.7
38,"2","6","1","6","2","果物加工品",559,0.1,640,0.2,546,0.1,500,0.1,281,0.1
39,"2","5","1","7","0","油脂・調味料",4752,1.3,4274,1.4,4948,1.2,5181,1.2,5664,1.1
40,"2","6","1","7","1","油脂",511,0.1,500,0.2,486,0.1,572,0.1,481,0.1
41,"2","6","1","7","2","調味料",4241,1.1,3774,1.3,4462,1.1,4610,1.0,5183,1.0
42,"2","5","1","8","0","菓子類",8931,2.4,6758,2.3,10093,2.4,10559,2.4,13084,2.5
43,"2","5","1","9","0","調理食品",18024,4.8,15578,5.2,21573,5.2,17325,3.9,22292,4.3
44,"2","6","1","9","1","主食的調理食品",6997,1.9,5754,1.9,8776,2.1,6919,1.6,8379,1.6
45,"2","6","1","9","2","他の調理食品",11026,2.9,9823,3.3,12797,3.1,10406,2.3,13912,2.7
