"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,4650,-,2444,-,2245,-,660,-
"0","0","0","0","0","調査世帯数",637,-,297,-,152,-,145,-,44,-
"0","0","0","0","0","世帯人員",2.90,-,2.00,-,3.00,-,4.00,-,5.21,-
"0","0","0","0","0","有業人員",1.32,-,0.82,-,1.66,-,1.79,-,1.95,-
"0","0","0","0","0","世帯主平均年齢",59.6,-,67.7,-,57.4,-,48.6,-,47.9,-
"2","2","0","0","0","生計支出",329608,-,286226,-,340473,-,371229,-,451431,-
"2","3","0","0","0","消費支出",324667,100.0,280953,100.0,340473,100.0,368365,100.0,421911,100.0
"2","4","1","0","0","食料",88881,27.4,77316,27.5,96074,28.2,98655,26.8,110368,26.2
"2","5","1","1","0","穀類",6719,2.1,5609,2.0,7024,2.1,7890,2.1,9430,2.2
"2","6","1","1","1","米類",1647,0.5,1339,0.5,1668,0.5,2010,0.5,2538,0.6
"2","6","1","1","2","パン",2932,0.9,2498,0.9,3103,0.9,3431,0.9,3609,0.9
"2","6","1","1","3","麺類",1608,0.5,1326,0.5,1723,0.5,1817,0.5,2490,0.6
"2","6","1","1","4","他の穀類",531,0.2,446,0.2,531,0.2,632,0.2,793,0.2
"2","5","1","2","0","魚介類",6327,1.9,6441,2.3,6693,2.0,5736,1.6,6208,1.5
"2","6","1","2","1","生鮮魚介",3566,1.1,3584,1.3,3757,1.1,3332,0.9,3536,0.8
"2","6","1","2","2","塩干魚介",1088,0.3,1094,0.4,1145,0.3,1005,0.3,1111,0.3
"2","6","1","2","3","魚肉練製品",694,0.2,769,0.3,712,0.2,528,0.1,672,0.2
"2","6","1","2","4","他の魚介加工品",980,0.3,995,0.4,1079,0.3,870,0.2,888,0.2
"2","5","1","3","0","肉類",8337,2.6,6178,2.2,9001,2.6,10625,2.9,13340,3.2
"2","6","1","3","1","生鮮肉",6768,2.1,4931,1.8,7280,2.1,8776,2.4,11028,2.6
"2","6","1","3","2","加工肉",1569,0.5,1247,0.4,1722,0.5,1850,0.5,2312,0.5
"2","5","1","4","0","乳卵類",4418,1.4,3753,1.3,4570,1.3,5255,1.4,5683,1.3
"2","6","1","4","1","牛乳",1361,0.4,1102,0.4,1321,0.4,1754,0.5,1977,0.5
"2","6","1","4","2","乳製品",2208,0.7,1921,0.7,2379,0.7,2556,0.7,2408,0.6
"2","6","1","4","3","卵",850,0.3,730,0.3,871,0.3,945,0.3,1298,0.3
"2","5","1","5","0","野菜・海藻",10261,3.2,10138,3.6,10727,3.2,9857,2.7,10803,2.6
"2","6","1","5","1","生鮮野菜",7215,2.2,7059,2.5,7489,2.2,7095,1.9,7714,1.8
"2","6","1","5","2","乾物・海藻",740,0.2,731,0.3,750,0.2,733,0.2,787,0.2
"2","6","1","5","3","大豆加工品",1116,0.3,1091,0.4,1216,0.4,1051,0.3,1154,0.3
"2","6","1","5","4","他の野菜・海藻加工品",1190,0.4,1258,0.4,1272,0.4,978,0.3,1148,0.3
"2","5","1","6","0","果物",3534,1.1,3856,1.4,3464,1.0,3117,0.8,2888,0.7
"2","6","1","6","1","生鮮果物",3143,1.0,3451,1.2,3037,0.9,2786,0.8,2528,0.6
"2","6","1","6","2","果物加工品",391,0.1,405,0.1,428,0.1,332,0.1,359,0.1
"2","5","1","7","0","油脂・調味料",4054,1.2,3523,1.3,4532,1.3,4364,1.2,4999,1.2
"2","6","1","7","1","油脂",467,0.1,429,0.2,494,0.1,502,0.1,529,0.1
"2","6","1","7","2","調味料",3587,1.1,3094,1.1,4038,1.2,3862,1.0,4470,1.1
"2","5","1","8","0","菓子類",7267,2.2,5673,2.0,8031,2.4,8832,2.4,10259,2.4
"2","5","1","9","0","調理食品",13550,4.2,12192,4.3,15416,4.5,13820,3.8,15144,3.6
"2","6","1","9","1","主食的調理食品",5817,1.8,5214,1.9,6619,1.9,5982,1.6,6438,1.5
"2","6","1","9","2","他の調理食品",7733,2.4,6977,2.5,8796,2.6,7838,2.1,8707,2.1
"2","5","1","10","0","飲料",5387,1.7,4708,1.7,5946,1.7,6029,1.6,5940,1.4
"2","6","1","10","1","茶類",1269,0.4,1157,0.4,1418,0.4,1344,0.4,1277,0.3
"2","6","1","10","2","コーヒー・ココア",1127,0.3,1063,0.4,1241,0.4,1140,0.3,1114,0.3
"2","6","1","10","3","他の飲料",2991,0.9,2488,0.9,3287,1.0,3545,1.0,3549,0.8
"2","5","1","11","0","酒類",3843,1.2,3975,1.4,3965,1.2,3335,0.9,4213,1.0
"2","5","1","12","0","外食",15184,4.7,11271,4.0,16705,4.9,19796,5.4,21459,5.1
"2","6","1","12","1","一般外食",14409,4.4,11257,4.0,16166,4.7,17909,4.9,18230,4.3
"2","6","1","12","2","学校給食",775,0.2,14,0.0,539,0.2,1887,0.5,3229,0.8
"2","4","2","0","0","住居",26865,8.3,28461,10.1,29581,8.7,23270,6.3,17564,4.2
"2","5","2","1","0","家賃地代",16814,5.2,16812,6.0,19345,5.7,14109,3.8,15737,3.7
"2","5","2","2","0","設備修繕・維持",10051,3.1,11649,4.1,10236,3.0,9160,2.5,1827,0.4
"2","6","2","2","1","設備材料",2897,0.9,3455,1.2,2414,0.7,2951,0.8,656,0.2
"2","6","2","2","2","工事その他のサービス",7154,2.2,8194,2.9,7822,2.3,6209,1.7,1171,0.3
"2","4","3","0","0","光熱・水道",23328,7.2,21313,7.6,24194,7.1,24501,6.7,30317,7.2
"2","5","3","1","0","電気代",11444,3.5,10497,3.7,12207,3.6,11666,3.2,14550,3.4
"2","5","3","2","0","ガス代",6429,2.0,6177,2.2,6299,1.9,6729,1.8,7602,1.8
"2","5","3","3","0","他の光熱",386,0.1,468,0.2,367,0.1,237,0.1,386,0.1
"2","5","3","4","0","上下水道料",5069,1.6,4169,1.5,5321,1.6,5869,1.6,7778,1.8
"2","4","4","0","0","家具・家事用品",12768,3.9,11069,3.9,13101,3.8,14887,4.0,15748,3.7
"2","5","4","1","0","家庭用耐久財",4275,1.3,4079,1.5,4284,1.3,4046,1.1,5968,1.4
"2","6","4","1","1","家事用耐久財",1752,0.5,1694,0.6,1668,0.5,1675,0.5,2573,0.6
"2","6","4","1","2","冷暖房用器具",1607,0.5,1863,0.7,1368,0.4,1398,0.4,1429,0.3
"2","6","4","1","3","一般家具",917,0.3,521,0.2,1249,0.4,973,0.3,1967,0.5
"2","5","4","2","0","室内装備・装飾品",803,0.2,600,0.2,821,0.2,1281,0.3,562,0.1
"2","5","4","3","0","寝具類",993,0.3,826,0.3,843,0.2,1479,0.4,896,0.2
"2","5","4","4","0","家事雑貨",2603,0.8,2024,0.7,2836,0.8,3293,0.9,3477,0.8
"2","5","4","5","0","家事用消耗品",3429,1.1,2832,1.0,3689,1.1,4129,1.1,4282,1.0
"2","5","4","6","0","家事サービス",664,0.2,708,0.3,629,0.2,659,0.2,563,0.1
"2","4","5","0","0","被服及び履物",11756,3.6,8590,3.1,12429,3.7,16466,4.5,15387,3.6
"2","5","5","1","0","和服",235,0.1,112,0.0,376,0.1,353,0.1,120,0.0
"2","5","5","2","0","洋服",4834,1.5,3154,1.1,5578,1.6,7024,1.9,6354,1.5
"2","6","5","2","1","男子用洋服",1462,0.5,948,0.3,1560,0.5,2274,0.6,1905,0.5
"2","6","5","2","2","婦人用洋服",2920,0.9,2204,0.8,3454,1.0,3703,1.0,3301,0.8
"2","6","5","2","3","子供用洋服",451,0.1,2,0.0,564,0.2,1047,0.3,1148,0.3
"2","5","5","3","0","シャツ・セーター類",2241,0.7,1759,0.6,2256,0.7,3064,0.8,2773,0.7
"2","6","5","3","1","男子用シャツ・セーター類",760,0.2,588,0.2,788,0.2,989,0.3,1090,0.3
"2","6","5","3","2","婦人用シャツ・セーター類",1348,0.4,1167,0.4,1320,0.4,1772,0.5,1283,0.3
"2","6","5","3","3","子供用シャツ・セーター類",133,0.0,4,0.0,147,0.0,304,0.1,400,0.1
"2","5","5","4","0","下着類",959,0.3,851,0.3,943,0.3,1099,0.3,1308,0.3
"2","6","5","4","1","男子用下着類",291,0.1,274,0.1,284,0.1,303,0.1,393,0.1
"2","6","5","4","2","婦人用下着類",570,0.2,577,0.2,562,0.2,561,0.2,589,0.1
"2","6","5","4","3","子供用下着類",98,0.0,-,-,96,0.0,235,0.1,326,0.1
"2","5","5","5","0","生地・糸類",124,0.0,150,0.1,113,0.0,84,0.0,110,0.0
"2","5","5","6","0","他の被服",843,0.3,636,0.2,894,0.3,1088,0.3,1277,0.3
"2","5","5","7","0","履物類",1664,0.5,1240,0.4,1574,0.5,2458,0.7,2305,0.5
"2","5","5","8","0","被服関連サービス",857,0.3,690,0.2,695,0.2,1297,0.4,1141,0.3
"2","4","6","0","0","保健医療",17369,5.3,18311,6.5,18496,5.4,14831,4.0,15309,3.6
"2","5","6","1","0","医薬品",2937,0.9,3222,1.1,2990,0.9,2391,0.6,2560,0.6
"2","5","6","2","0","健康保持用摂取品",1371,0.4,1785,0.6,1407,0.4,668,0.2,704,0.2
"2","5","6","3","0","保健医療用品・器具",3097,1.0,2440,0.9,3266,1.0,4035,1.1,3848,0.9
"2","5","6","4","0","保健医療サービス",9965,3.1,10864,3.9,10833,3.2,7738,2.1,8198,1.9
"2","4","7","0","0","交通・通信",34883,10.7,28819,10.3,38998,11.5,39850,10.8,45915,10.9
