1,"東京都生計分析調査　令和 4年 9月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4723,-,2480,-,2240,-,556,-
7,"0","0","0","0","0","調査世帯数",644,-,306,-,156,-,143,-,39,-
8,"0","0","0","0","0","世帯人員",2.88,-,2.00,-,3.00,-,4.00,-,5.26,-
9,"0","0","0","0","0","有業人員",1.34,-,0.83,-,1.74,-,1.76,-,2.15,-
10,"0","0","0","0","0","世帯主平均年齢",59.7,-,67.4,-,57.2,-,49.1,-,48.2,-
11,"2","2","0","0","0","生計支出",326803,-,271297,-,341451,-,412405,-,388032,-
12,"2","3","0","0","0","消費支出",323288,100.0,271297,100.0,341451,100.0,396716,100.0,388032,100.0
13,"2","4","1","0","0","食料",89256,27.6,78369,28.9,96893,28.4,97528,24.6,114336,29.5
14,"2","5","1","1","0","穀類",6442,2.0,5408,2.0,6725,2.0,7368,1.9,10235,2.6
15,"2","6","1","1","1","米類",1566,0.5,1357,0.5,1530,0.4,1641,0.4,3195,0.8
16,"2","6","1","1","2","パン",2809,0.9,2356,0.9,3109,0.9,3342,0.8,3160,0.8
17,"2","6","1","1","3","麺類",1599,0.5,1296,0.5,1648,0.5,1794,0.5,3167,0.8
18,"2","6","1","1","4","他の穀類",469,0.1,398,0.1,438,0.1,590,0.1,713,0.2
19,"2","5","1","2","0","魚介類",5943,1.8,6131,2.3,6350,1.9,5163,1.3,5679,1.5
20,"2","6","1","2","1","生鮮魚介",3290,1.0,3322,1.2,3487,1.0,2989,0.8,3362,0.9
21,"2","6","1","2","2","塩干魚介",1073,0.3,1106,0.4,1138,0.3,927,0.2,1088,0.3
22,"2","6","1","2","3","魚肉練製品",565,0.2,627,0.2,621,0.2,395,0.1,476,0.1
23,"2","6","1","2","4","他の魚介加工品",1015,0.3,1076,0.4,1105,0.3,851,0.2,754,0.2
24,"2","5","1","3","0","肉類",8392,2.6,6245,2.3,8963,2.6,10751,2.7,14584,3.8
25,"2","6","1","3","1","生鮮肉",6850,2.1,5039,1.9,7227,2.1,8823,2.2,12601,3.2
26,"2","6","1","3","2","加工肉",1542,0.5,1205,0.4,1737,0.5,1928,0.5,1982,0.5
27,"2","5","1","4","0","乳卵類",4399,1.4,3780,1.4,4623,1.4,5088,1.3,5883,1.5
28,"2","6","1","4","1","牛乳",1368,0.4,1115,0.4,1370,0.4,1752,0.4,1963,0.5
29,"2","6","1","4","2","乳製品",2182,0.7,1917,0.7,2386,0.7,2434,0.6,2514,0.6
30,"2","6","1","4","3","卵",849,0.3,748,0.3,867,0.3,902,0.2,1406,0.4
31,"2","5","1","5","0","野菜・海藻",10491,3.2,10417,3.8,10565,3.1,10274,2.6,11656,3.0
32,"2","6","1","5","1","生鮮野菜",7508,2.3,7429,2.7,7374,2.2,7561,1.9,8557,2.2
33,"2","6","1","5","2","乾物・海藻",710,0.2,718,0.3,723,0.2,701,0.2,624,0.2
34,"2","6","1","5","3","大豆加工品",1106,0.3,1085,0.4,1187,0.3,1050,0.3,1146,0.3
35,"2","6","1","5","4","他の野菜・海藻加工品",1167,0.4,1185,0.4,1281,0.4,961,0.2,1330,0.3
36,"2","5","1","6","0","果物",3966,1.2,4362,1.6,4099,1.2,3187,0.8,3143,0.8
37,"2","6","1","6","1","生鮮果物",3591,1.1,3969,1.5,3686,1.1,2844,0.7,2961,0.8
38,"2","6","1","6","2","果物加工品",375,0.1,393,0.1,413,0.1,344,0.1,182,0.0
39,"2","5","1","7","0","油脂・調味料",4212,1.3,3647,1.3,4888,1.4,4409,1.1,5199,1.3
40,"2","6","1","7","1","油脂",517,0.2,524,0.2,534,0.2,487,0.1,505,0.1
41,"2","6","1","7","2","調味料",3694,1.1,3122,1.2,4355,1.3,3922,1.0,4694,1.2
42,"2","5","1","8","0","菓子類",6896,2.1,5365,2.0,7710,2.3,8651,2.2,9201,2.4
43,"2","5","1","9","0","調理食品",13695,4.2,12430,4.6,16194,4.7,13010,3.3,16043,4.1
44,"2","6","1","9","1","主食的調理食品",5853,1.8,5266,1.9,7005,2.1,5770,1.5,6031,1.6
45,"2","6","1","9","2","他の調理食品",7842,2.4,7165,2.6,9189,2.7,7240,1.8,10012,2.6
46,"2","5","1","10","0","飲料",5520,1.7,4857,1.8,5851,1.7,6281,1.6,6614,1.7
