1,"東京都生計分析調査　令和 4年 9月","","","","","","","","",""
2,"","","主　　要　　指　　標　　　４　　―　全世帯，生計支出７分位階層別　―","","","","","","",""
3,"","","選択的支出係数　　　〔＝（選択的支出÷消費支出） ×１００〕","","","","","","",""
4,"年次・月次コード","年次・月次","都平均","第1階層","第2階層","第3階層","第4階層","第5階層","第6階層","第7階層"
1,13100,蛹ｺ驛ｨ,1,D,00,蟒ｺ險ｭ讌ｭ,20171,33866,451393,24447473,18319,18319,116351,2575462,1852,15547,335042,21872011,2944,2948,6808,39108,2939,2939,6779,x,5,9,29,x,17205,30892,444445,24392417,15361,15361,109461,x,1844,15531,334984,x,22,26,140,15948,19,19,111,x,3,7,29,x
1,13100,蛹ｺ驛ｨ,2,D,06,邱丞粋蟾･莠区･ｭ,6146,13328,210231,16088988,5586,5586,34666,946011,560,7742,175565,15142977,802,802,1889,12594,802,802,1889,12594,-,-,-,-,5333,12512,208251,16072728,4774,4774,32707,x,559,7738,175544,x,11,14,91,3666,10,10,70,x,1,4,21,x
1,13100,蛹ｺ驛ｨ,2,D,07,閨ｷ蛻･蟾･莠区･ｭ�郁ｨｭ蛯吝ｷ･莠区･ｭ繧帝勁縺擾ｼ�,7682,9081,72502,2328530,7120,7120,43055,941917,562,1961,29447,1386614,1516,1519,3550,x,1513,1513,3529,x,3,6,21,x,6157,7552,68912,2297558,5600,5600,39494,911174,557,1952,29418,1386384,9,10,40,x,7,7,32,x,2,3,8,x
1,13100,蛹ｺ驛ｨ,2,D,08,險ｭ蛯吝ｷ･莠区･ｭ,6343,11457,168660,6029955,5613,5613,38630,687534,730,5844,130030,5342421,626,627,1369,x,624,624,1361,x,2,3,8,x,5715,10828,167282,6022131,4987,4987,37260,x,728,5841,130022,x,2,2,9,x,2,2,9,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,1,E,00,陬ｽ騾�讌ｭ,31922,59293,1984875,140071339,26114,26114,147406,2444136,5808,33179,1837469,137627204,7530,7560,15793,58064,7502,7502,15614,x,28,58,179,x,24358,51684,1964327,139937943,18580,18580,131207,2378223,5778,33104,1833120,137559721,34,49,4755,75332,32,32,585,x,2,17,4170,x
1,13100,蛹ｺ驛ｨ,2,E,09,鬟滓侭蜩∬｣ｽ騾�讌ｭ,1332,5036,190055,9362042,922,922,7916,121397,410,4114,182139,9240645,201,204,559,2352,199,199,540,x,2,5,19,x,1121,4822,189266,9354462,713,713,7146,x,408,4109,182120,x,10,10,230,5229,10,10,230,5229,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,10,鬟ｲ譁吶�縺溘�縺薙�鬟ｼ譁呵｣ｽ騾�讌ｭ,125,904,40061,5403456,59,59,328,x,66,845,39733,x,7,7,18,x,7,7,18,x,-,-,-,-,117,896,40042,x,51,51,309,10078,66,845,39733,x,1,1,1,x,1,1,1,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,11,郢顔ｶｭ蟾･讌ｭ,2469,3069,44338,1408918,2239,2239,9483,134326,230,830,34855,1274593,1010,1016,2184,5139,1006,1006,2139,5020,4,10,45,119,1456,2050,42139,1403764,1230,1230,7329,129291,226,820,34810,1274474,3,3,15,15,3,3,15,15,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,12,譛ｨ譚舌�譛ｨ陬ｽ蜩∬｣ｽ騾�讌ｭ�亥ｮｶ蜈ｷ繧帝勁縺擾ｼ�,287,432,4176,131940,237,237,1137,15913,50,195,3039,116027,110,110,220,803,110,110,220,803,-,-,-,-,177,322,3956,131137,127,127,917,15110,50,195,3039,116027,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,13,螳ｶ蜈ｷ繝ｻ陬�ｙ蜩∬｣ｽ騾�讌ｭ,931,1675,16494,418519,826,826,3160,x,105,849,13334,x,313,315,648,3327,311,311,641,x,2,4,7,x,618,1360,15846,415192,515,515,2519,x,103,845,13327,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,14,繝代Ν繝励�邏吶�邏吝刈蟾･蜩∬｣ｽ騾�讌ｭ,1205,2066,49256,3033275,987,987,5134,67504,218,1079,44122,2965771,285,286,713,2409,284,284,691,x,1,2,22,x,916,1776,48532,x,699,699,4432,x,217,1077,44100,x,4,4,11,x,4,4,11,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,15,蜊ｰ蛻ｷ繝ｻ蜷碁未騾｣讌ｭ,5297,6445,111932,3624665,4778,4778,33200,454725,519,1667,78732,3169940,816,819,1748,x,812,812,1734,6321,4,7,14,x,4474,5605,105756,3549367,3960,3960,31192,x,514,1645,74564,x,7,21,4428,x,6,6,274,x,1,15,4154,x
1,13100,蛹ｺ驛ｨ,2,E,16,蛹門ｭｦ蟾･讌ｭ,897,5076,260475,20335417,306,306,3163,111538,591,4770,257312,20223878,17,18,33,x,16,16,29,x,1,2,4,x,877,5055,260420,20335105,287,287,3112,x,590,4768,257308,x,3,3,22,x,3,3,22,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,17,遏ｳ豐ｹ陬ｽ蜩√�遏ｳ轤ｭ陬ｽ蜩∬｣ｽ騾�讌ｭ,35,317,24457,x,8,8,106,x,27,309,24351,21784847,1,1,4,x,1,1,4,x,-,-,-,-,34,316,24453,x,7,7,102,x,27,309,24351,21784847,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,18,繝励Λ繧ｹ繝√ャ繧ｯ陬ｽ蜩∬｣ｽ騾�讌ｭ�亥挨謗ｲ繧帝勁縺擾ｼ�,1571,2703,77695,3241585,1193,1193,6299,121300,378,1510,71396,3120285,336,337,751,2989,335,335,748,x,1,2,3,x,1235,2366,76944,3238596,858,858,5551,x,377,1508,71393,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,19,繧ｴ繝�陬ｽ蜩∬｣ｽ騾�讌ｭ,626,1076,38970,x,506,506,2660,x,120,570,36310,x,167,167,335,x,167,167,335,x,-,-,-,-,459,909,38635,2046795,339,339,2325,x,120,570,36310,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,20,縺ｪ繧√＠髱ｩ繝ｻ蜷瑚｣ｽ蜩√�豈帷坩陬ｽ騾�讌ｭ,1510,1623,8856,169265,1440,1440,6089,x,70,183,2767,x,801,801,1693,4406,800,800,1689,x,1,1,4,x,708,821,7160,x,639,639,4397,x,69,182,2763,x,1,1,3,x,1,1,3,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,21,遯ｯ讌ｭ繝ｻ蝨溽浹陬ｽ蜩∬｣ｽ騾�讌ｭ,551,1622,42543,2499253,370,370,2536,70887,181,1252,40007,2428366,121,121,246,x,121,121,246,x,-,-,-,-,429,1500,42296,2498456,248,248,2289,70090,181,1252,40007,2428366,1,1,1,x,1,1,1,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,22,驩�蕎讌ｭ,390,1044,91070,9061797,272,272,1494,31730,118,772,89576,9030067,81,81,166,731,81,81,166,731,-,-,-,-,309,963,90904,9061066,191,191,1328,30999,118,772,89576,9030067,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,23,髱樣延驥大ｱ櫁｣ｽ騾�讌ｭ,431,923,45558,5000711,311,311,1557,42812,120,612,44001,4957899,107,107,189,630,107,107,189,630,-,-,-,-,324,816,45369,5000081,204,204,1368,42182,120,612,44001,4957899,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,24,驥大ｱ櫁｣ｽ蜩∬｣ｽ騾�讌ｭ,4264,7036,108188,4094937,3657,3657,17206,224709,607,3379,90982,3870228,1180,1182,2291,8834,1178,1178,2275,x,2,4,16,x,3084,5854,105897,4086102,2479,2479,14931,x,605,3375,90966,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,25,縺ｯ繧鍋畑讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,1134,2244,69792,2459478,897,897,4216,55553,237,1347,65576,2403926,243,243,451,x,243,243,451,x,-,-,-,-,890,2000,69332,2457489,653,653,3756,53564,237,1347,65576,2403926,1,1,9,x,1,1,9,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,26,逕溽肇逕ｨ讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,2351,3644,71142,3334898,1936,1936,9523,133259,415,1708,61619,3201639,421,424,842,3649,418,418,830,x,3,6,12,x,1930,3220,70300,3331249,1518,1518,8693,x,412,1702,61607,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,27,讌ｭ蜍咏畑讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,1215,2755,117684,6899731,905,905,7277,179705,310,1850,110407,6720026,197,197,397,x,197,197,397,x,-,-,-,-,1017,2557,117269,6897832,707,707,6862,177805,310,1850,110407,6720026,1,1,18,x,1,1,18,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,28,髮ｻ蟄宣Κ蜩√�繝�ヰ繧､繧ｹ繝ｻ髮ｻ蟄仙屓霍ｯ陬ｽ騾�讌ｭ,512,1152,107926,7060885,343,343,2711,86337,169,809,105215,6974548,55,57,121,456,54,54,117,x,1,3,4,x,456,1093,107789,x,289,289,2594,x,167,804,105195,x,1,2,16,x,-,-,-,-,1,2,16,x
1,13100,蛹ｺ驛ｨ,2,E,29,髮ｻ豌玲ｩ滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,1219,2583,175716,9871847,927,927,6000,98530,292,1656,169716,9773317,143,144,311,1387,142,142,304,x,1,2,7,x,1076,2439,175405,9870460,785,785,5696,x,291,1654,169709,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,30,諠��ｱ騾壻ｿ｡讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,286,988,103810,7095869,180,180,1431,44109,106,808,102379,7051760,21,21,49,174,21,21,49,174,-,-,-,-,265,967,103761,7095694,159,159,1382,43935,106,808,102379,7051760,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,31,霈ｸ騾∫畑讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,580,1259,142518,10374148,415,415,2674,36955,165,844,139844,10337193,96,96,226,751,96,96,226,751,-,-,-,-,484,1163,142292,10373398,319,319,2448,36204,165,844,139844,10337193,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,E,32,縺昴�莉悶�陬ｽ騾�讌ｭ,2704,3621,42163,1350276,2400,2400,12106,230437,304,1221,30057,1119839,801,806,1598,x,796,796,1576,x,5,10,22,100,1902,2814,40564,1342814,1603,1603,10529,223076,299,1211,30035,1119739,1,1,1,x,1,1,1,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,1,F,00,髮ｻ豌励�繧ｬ繧ｹ繝ｻ辭ｱ萓帷ｵｦ繝ｻ豌ｴ驕捺･ｭ,97,921,56643,x,46,46,397,x,51,875,56246,x,-,-,-,-,-,-,-,-,-,-,-,-,97,921,56643,x,46,46,397,x,51,875,56246,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,F,33,髮ｻ豌玲･ｭ,44,508,42097,x,23,23,236,x,21,485,41861,7510968,-,-,-,-,-,-,-,-,-,-,-,-,44,508,42097,x,23,23,236,x,21,485,41861,7510968,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,F,34,繧ｬ繧ｹ讌ｭ,6,75,9970,x,-,-,-,-,6,75,9970,x,-,-,-,-,-,-,-,-,-,-,-,-,6,75,9970,x,-,-,-,-,6,75,9970,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,F,35,辭ｱ萓帷ｵｦ讌ｭ,30,95,890,x,18,18,107,x,12,77,783,127410,-,-,-,-,-,-,-,-,-,-,-,-,30,95,890,x,18,18,107,x,12,77,783,127410,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,F,36,豌ｴ驕捺･ｭ,17,243,3686,61313,5,5,54,x,12,238,3632,x,-,-,-,-,-,-,-,-,-,-,-,-,17,243,3686,61313,5,5,54,x,12,238,3632,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,1,G,00,諠��ｱ騾壻ｿ｡讌ｭ,12637,20202,806199,36581994,10631,10631,182409,4018332,2006,9571,623790,32563662,174,175,349,x,173,173,335,x,1,2,14,x,12306,19514,784489,35752501,10330,10330,179480,x,1976,9184,605009,x,157,513,21361,x,128,128,2594,58173,29,385,18767,x
1,13100,蛹ｺ驛ｨ,2,G,37,騾壻ｿ｡讌ｭ,217,911,88928,15379762,147,147,3154,x,70,764,85774,x,-,-,-,-,-,-,-,-,-,-,-,-,212,896,88749,x,144,144,3126,x,68,752,85623,x,5,15,179,x,3,3,28,x,2,12,151,x
1,13100,蛹ｺ驛ｨ,2,G,38,謾ｾ騾∵･ｭ,81,639,32064,2080419,53,53,1446,x,28,586,30618,x,-,-,-,-,-,-,-,-,-,-,-,-,79,470,18078,x,52,52,1410,x,27,418,16668,x,2,169,13986,x,1,1,36,x,1,168,13950,x
1,13100,蛹ｺ驛ｨ,2,G,39,諠��ｱ繧ｵ繝ｼ繝薙せ讌ｭ,6269,10237,507703,12928051,5034,5034,111670,1726285,1235,5203,396033,11201766,35,35,61,268,35,35,61,268,-,-,-,-,6173,10040,504117,12839221,4956,4956,109949,1687913,1217,5084,394168,11151308,61,162,3525,88562,43,43,1660,38104,18,119,1865,50458
1,13100,蛹ｺ驛ｨ,2,G,40,繧､繝ｳ繧ｿ繝ｼ繝阪ャ繝磯刋髫上し繝ｼ繝薙せ讌ｭ,1160,1460,52450,1829230,1002,1002,17479,x,158,458,34971,x,9,9,13,x,9,9,13,x,-,-,-,-,1138,1438,52290,1824521,980,980,17319,x,158,458,34971,x,13,13,147,x,13,13,147,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,G,41,譏�蜒上�髻ｳ螢ｰ繝ｻ譁�ｭ玲ュ蝣ｱ蛻ｶ菴懈･ｭ,4910,6955,125054,4364533,4395,4395,48660,1238897,515,2560,76394,3125636,130,131,275,x,129,129,261,x,1,2,14,x,4704,6670,121255,4297126,4198,4198,47676,1226481,506,2472,73579,3070645,76,154,3524,x,68,68,723,x,8,86,2801,x
1,13100,蛹ｺ驛ｨ,1,H,00,驕玖ｼｸ讌ｭ�碁Ψ萓ｿ讌ｭ,7101,22753,720421,23216226,5754,5754,64562,1085852,1347,16999,655859,22130374,3423,3425,4333,x,3421,3421,4325,x,2,4,8,x,3622,19040,712288,21269957,2285,2285,59827,1062387,1337,16755,652461,20207570,56,288,3800,x,48,48,410,x,8,240,3390,x
1,13100,蛹ｺ驛ｨ,2,H,42,驩�％讌ｭ,13,1778,105260,3337573,-,-,-,-,13,1778,105260,3337573,-,-,-,-,-,-,-,-,-,-,-,-,13,1778,105260,3337573,-,-,-,-,13,1778,105260,3337573,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,H,43,驕楢ｷｯ譌�ｮ｢驕矩�∵･ｭ,3599,3815,60229,440266,3518,3518,32570,177987,81,297,27659,262280,3244,3244,3944,15590,3244,3244,3944,15590,-,-,-,-,332,548,56075,422114,251,251,28416,159835,81,297,27659,262280,23,23,210,2561,23,23,210,2561,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,H,44,驕楢ｷｯ雋ｨ迚ｩ驕矩�∵･ｭ,2289,12117,407513,6044109,1567,1567,22483,261911,722,10550,385030,5782197,160,162,316,x,158,158,308,x,2,4,8,x,2119,11932,407070,x,1400,1400,22116,x,719,10532,384954,x,10,23,127,4025,9,9,59,x,1,14,68,x
1,13100,蛹ｺ驛ｨ,2,H,45,豌ｴ驕区･ｭ,196,394,11535,x,135,135,2349,x,61,259,9186,x,6,6,31,x,6,6,31,x,-,-,-,-,190,388,11504,x,129,129,2318,x,61,259,9186,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,H,46,闊ｪ遨ｺ驕玖ｼｸ讌ｭ,30,278,26881,x,8,8,911,x,22,270,25970,x,-,-,-,-,-,-,-,-,-,-,-,-,30,278,26881,x,8,8,911,x,22,270,25970,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,H,47,蛟牙ｺｫ讌ｭ,240,1348,35647,1059013,98,98,1490,51135,142,1250,34157,1007877,2,2,15,x,2,2,15,x,-,-,-,-,232,1338,35503,1057758,91,91,1443,x,141,1247,34060,x,6,8,129,x,5,5,32,x,1,3,97,x
1,13100,蛹ｺ驛ｨ,2,H,48,驕玖ｼｸ縺ｫ髯�ｸｯ縺吶ｋ繧ｵ繝ｼ繝薙せ讌ｭ,730,3019,73317,4911492,424,424,4720,118827,306,2595,68597,4792666,11,11,27,x,11,11,27,x,-,-,-,-,702,2774,69956,2990048,402,402,4584,x,300,2372,65372,x,17,234,3334,x,11,11,109,x,6,223,3225,x
1,13100,蛹ｺ驛ｨ,2,H,49,驛ｵ萓ｿ讌ｭ�井ｿ｡譖ｸ萓ｿ莠区･ｭ繧貞性繧���,4,4,39,x,4,4,39,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,39,x,4,4,39,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,1,I,00,蜊ｸ螢ｲ讌ｭ�悟ｰ丞｣ｲ讌ｭ,64215,148809,1910118,190785203,54694,54694,281370,14386593,9521,94115,1628748,176398609,19573,19766,56420,456977,19373,19373,54792,440317,200,393,1628,16660,44288,127499,1831266,183069733,35037,35037,224545,13344685,9251,92462,1606721,169725048,354,1544,22432,7258492,284,284,2033,601591,70,1260,20399,6656902
1,13100,蛹ｺ驛ｨ,2,I,50,蜷�ｨｮ蝠�刀蜊ｸ螢ｲ讌ｭ,99,186,13140,15691604,77,77,617,x,22,109,12523,x,5,5,18,x,5,5,18,x,-,-,-,-,93,180,13118,15689863,71,71,595,x,22,109,12523,x,1,1,4,x,1,1,4,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,I,51,郢顔ｶｭ繝ｻ陦｣譛咲ｭ牙査螢ｲ讌ｭ,3408,6957,79941,3373337,2823,2823,18155,733050,585,4134,61786,2640287,239,240,519,5649,237,237,507,x,2,3,12,x,3157,6705,79394,x,2574,2574,17620,726903,583,4131,61774,x,12,12,28,x,12,12,28,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,I,52,鬟ｲ鬟滓侭蜩∝査螢ｲ讌ｭ,4625,9333,133565,26623674,3917,3917,28982,3549139,708,5416,104583,23074535,547,549,1454,15199,545,545,1446,x,2,4,8,x,4024,7976,120993,20283065,3329,3329,27307,3096673,695,4647,93686,17186392,54,808,11118,6325409,43,43,229,x,11,765,10889,x
1,13100,蛹ｺ驛ｨ,2,I,53,蟒ｺ遽画攝譁呻ｼ碁桶迚ｩ繝ｻ驥大ｱ樊攝譁咏ｭ牙査螢ｲ讌ｭ,5431,12981,164664,63088927,4039,4039,22078,3348291,1392,8942,142586,59740635,536,541,1300,29285,531,531,1280,28743,5,10,20,542,4843,12331,162176,62864992,3464,3464,20541,3273144,1379,8867,141635,59591848,52,109,1188,194649,44,44,257,46404,8,65,931,148245
1,13100,蛹ｺ驛ｨ,2,I,54,讖滓｢ｰ蝎ｨ蜈ｷ蜊ｸ螢ｲ讌ｭ,6392,18791,308858,29081735,4556,4556,30468,2213347,1836,14235,278390,26868388,192,193,417,x,190,190,413,x,2,3,4,x,6175,18561,308030,29057654,4345,4345,29949,2198943,1830,14216,278081,26858711,25,37,411,x,21,21,106,x,4,16,305,x
1,13100,蛹ｺ驛ｨ,2,I,55,縺昴�莉悶�蜊ｸ螢ｲ讌ｭ,6984,14090,222309,21561660,5695,5695,35373,2131032,1289,8395,186936,19430628,571,574,1421,18157,567,567,1404,x,4,7,17,x,6332,13409,219900,21265168,5053,5053,33516,2019189,1279,8356,186384,19245978,81,107,988,278336,75,75,453,x,6,32,535,x
1,13100,蛹ｺ驛ｨ,2,I,56,蜷�ｨｮ蝠�刀蟆丞｣ｲ讌ｭ,26,1143,144838,6150566,9,9,28,x,17,1134,144810,x,3,3,4,x,3,3,4,x,-,-,-,-,23,1140,144834,x,6,6,24,x,17,1134,144810,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,I,57,郢皮黄繝ｻ陦｣譛阪�霄ｫ縺ｮ蝗槭ｊ蜩∝ｰ丞｣ｲ讌ｭ,5535,19807,132382,3653029,4797,4797,14151,132732,738,15010,118231,3520297,2771,2818,5242,x,2721,2721,5036,x,50,97,206,x,2763,16988,127139,x,2075,2075,9114,110850,688,14913,118025,x,1,1,1,x,1,1,1,x,-,-,-,-
1,13100,蛹ｺ驛ｨ,2,I,58,鬟ｲ鬟滓侭蜩∝ｰ丞｣ｲ讌ｭ,12283,21462,314030,5572976,11439,11439,64275,698623,844,10023,249755,4874353,6684,6731,27603,240834,6635,6635,26838,231520,49,96,765,9315,5565,14563,284320,5313006,4779,4779,37209,x,786,9784,247111,x,34,168,2107,19135,25,25,228,x,9,143,1879,x
1,13100,蛹ｺ驛ｨ,2,I,59,讖滓｢ｰ蝎ｨ蜈ｷ蟆丞｣ｲ讌ｭ,3592,7
