1,"東京都生計分析調査　令和 4年11月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4326,-,2630,-,2333,-,711,-
7,"0","0","0","0","0","調査世帯数",624,-,277,-,162,-,138,-,47,-
8,"0","0","0","0","0","世帯人員",2.95,-,2.00,-,3.00,-,4.00,-,5.17,-
9,"0","0","0","0","0","有業人員",1.37,-,0.80,-,1.75,-,1.85,-,1.80,-
10,"0","0","0","0","0","世帯主平均年齢",59.5,-,69.0,-,56.4,-,48.9,-,48.3,-
11,"2","2","0","0","0","生計支出",346572,-,299318,-,372088,-,382916,-,420462,-
12,"2","3","0","0","0","消費支出",346572,100.0,299318,100.0,372088,100.0,382916,100.0,420462,100.0
13,"2","4","1","0","0","食料",92053,26.6,79163,26.4,96753,26.0,102042,26.6,120324,28.6
14,"2","5","1","1","0","穀類",6813,2.0,5490,1.8,7104,1.9,7970,2.1,9999,2.4
15,"2","6","1","1","1","米類",1592,0.5,1334,0.4,1503,0.4,1684,0.4,3189,0.8
16,"2","6","1","1","2","パン",3053,0.9,2355,0.8,3407,0.9,3724,1.0,3793,0.9
17,"2","6","1","1","3","麺類",1613,0.5,1353,0.5,1684,0.5,1789,0.5,2354,0.6
18,"2","6","1","1","4","他の穀類",555,0.2,448,0.1,510,0.1,772,0.2,663,0.2
19,"2","5","1","2","0","魚介類",6149,1.8,6381,2.1,5858,1.6,5914,1.5,6587,1.6
20,"2","6","1","2","1","生鮮魚介",3370,1.0,3422,1.1,3217,0.9,3393,0.9,3552,0.8
21,"2","6","1","2","2","塩干魚介",1131,0.3,1154,0.4,1072,0.3,1077,0.3,1383,0.3
22,"2","6","1","2","3","魚肉練製品",690,0.2,799,0.3,629,0.2,537,0.1,764,0.2
23,"2","6","1","2","4","他の魚介加工品",958,0.3,1007,0.3,940,0.3,907,0.2,888,0.2
24,"2","5","1","3","0","肉類",8653,2.5,6258,2.1,9139,2.5,10855,2.8,14204,3.4
25,"2","6","1","3","1","生鮮肉",7060,2.0,4998,1.7,7405,2.0,9043,2.4,11826,2.8
26,"2","6","1","3","2","加工肉",1593,0.5,1260,0.4,1734,0.5,1812,0.5,2378,0.6
27,"2","5","1","4","0","乳卵類",4618,1.3,3852,1.3,4721,1.3,5417,1.4,6270,1.5
28,"2","6","1","4","1","牛乳",1404,0.4,1065,0.4,1502,0.4,1792,0.5,1823,0.4
29,"2","6","1","4","2","乳製品",2328,0.7,2040,0.7,2360,0.6,2629,0.7,2972,0.7
30,"2","6","1","4","3","卵",886,0.3,747,0.2,859,0.2,996,0.3,1475,0.4
31,"2","5","1","5","0","野菜・海藻",9763,2.8,9709,3.2,9792,2.6,9511,2.5,10808,2.6
32,"2","6","1","5","1","生鮮野菜",6700,1.9,6514,2.2,6634,1.8,6816,1.8,7696,1.8
33,"2","6","1","5","2","乾物・海藻",769,0.2,812,0.3,715,0.2,736,0.2,818,0.2
34,"2","6","1","5","3","大豆加工品",1100,0.3,1066,0.4,1204,0.3,1039,0.3,1121,0.3
35,"2","6","1","5","4","他の野菜・海藻加工品",1193,0.3,1317,0.4,1239,0.3,919,0.2,1172,0.3
36,"2","5","1","6","0","果物",3276,0.9,3383,1.1,3449,0.9,2874,0.8,3303,0.8
37,"2","6","1","6","1","生鮮果物",2888,0.8,3022,1.0,2928,0.8,2545,0.7,3054,0.7
38,"2","6","1","6","2","果物加工品",388,0.1,361,0.1,521,0.1,329,0.1,249,0.1
39,"2","5","1","7","0","油脂・調味料",4200,1.2,3649,1.2,4241,1.1,4837,1.3,5312,1.3
40,"2","6","1","7","1","油脂",490,0.1,467,0.2,432,0.1,564,0.1,600,0.1
41,"2","6","1","7","2","調味料",3710,1.1,3183,1.1,3808,1.0,4274,1.1,4712,1.1
42,"2","5","1","8","0","菓子類",7458,2.2,5423,1.8,8554,2.3,9122,2.4,10325,2.5
43,"2","5","1","9","0","調理食品",13772,4.0,12403,4.1,15794,4.2,13449,3.5,15682,3.7
44,"2","6","1","9","1","主食的調理食品",6026,1.7,5406,1.8,7222,1.9,5415,1.4,7379,1.8
45,"2","6","1","9","2","他の調理食品",7746,2.2,6997,2.3,8571,2.3,8034,2.1,8303,2.0
46,"2","5","1","10","0","飲料",5733,1.7,4952,1.7,6185,1.7,6097,1.6,7625,1.8
