"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","400万円未満／実数（円）","400万円未満／構成比（％）","400万円以上600万円未満／実数（円）","400万円以上600万円未満／構成比（％）","600万円以上800万円未満／実数（円）","600万円以上800万円未満／構成比（％）","800万円以上1000万円未満／実数（円）","800万円以上1000万円未満／構成比（％）","1000万円以上／実数（円）","1000万円以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,2405,-,2331,-,1764,-,1521,-,1981,-
"0","0","0","0","0","調査世帯数",637,-,-,154,-,147,-,113,-,98,-,125,-
"0","0","0","0","0","世帯人員",2.90,-,-,2.36,-,2.69,-,3.06,-,3.33,-,3.36,-
"0","0","0","0","0","有業人員",1.32,-,-,0.63,-,1.07,-,1.68,-,1.68,-,1.85,-
"0","0","0","0","0","世帯主平均年齢",59.6,-,-,71.0,-,63.4,-,55.0,-,51.7,-,51.3,-
"0","0","0","0","0","平均年間収入(万円)",730,-,-,294,-,492,-,690,-,891,-,1455,-
"2","2","0","0","0","生計支出",329608,-,-3.2,217577,-,290353,-,307011,-,393818,-,482439,-
"2","3","0","0","0","消費支出",324667,100.0,0.6,217577,100.0,284888,100.0,304618,100.0,378373,100.0,477385,100.0
"2","4","1","0","0","食料",88881,27.4,-1.7,70771,32.5,83844,29.4,85009,27.9,96115,25.4,114658,24.0
"2","5","1","1","0","穀類",6719,2.1,-1.9,6101,2.8,6679,2.3,6460,2.1,7254,1.9,7353,1.5
"2","6","1","1","1","米類",1647,0.5,-4.7,1620,0.7,1710,0.6,1663,0.5,1608,0.4,1619,0.3
"2","6","1","1","2","パン",2932,0.9,0.3,2572,1.2,2856,1.0,2720,0.9,3305,0.9,3366,0.7
"2","6","1","1","3","麺類",1608,0.5,-2.2,1463,0.7,1597,0.6,1560,0.5,1736,0.5,1752,0.4
"2","6","1","1","4","他の穀類",531,0.2,-3.8,446,0.2,516,0.2,518,0.2,604,0.2,615,0.1
"2","5","1","2","0","魚介類",6327,1.9,-7.5,6650,3.1,6675,2.3,5855,1.9,5824,1.5,6409,1.3
"2","6","1","2","1","生鮮魚介",3566,1.1,-12.9,3547,1.6,3763,1.3,3242,1.1,3445,0.9,3774,0.8
"2","6","1","2","2","塩干魚介",1088,0.3,-1.0,1209,0.6,1164,0.4,1058,0.3,940,0.2,1014,0.2
"2","6","1","2","3","魚肉練製品",694,0.2,4.8,835,0.4,736,0.3,602,0.2,589,0.2,638,0.1
"2","6","1","2","4","他の魚介加工品",980,0.3,-0.7,1059,0.5,1011,0.4,954,0.3,850,0.2,982,0.2
"2","5","1","3","0","肉類",8337,2.6,-6.3,6259,2.9,7826,2.7,8140,2.7,9900,2.6,10476,2.2
"2","6","1","3","1","生鮮肉",6768,2.1,-7.1,4943,2.3,6338,2.2,6557,2.2,8129,2.1,8673,1.8
"2","6","1","3","2","加工肉",1569,0.5,-2.5,1316,0.6,1488,0.5,1583,0.5,1771,0.5,1804,0.4
"2","5","1","4","0","乳卵類",4418,1.4,-4.0,3764,1.7,4280,1.5,4166,1.4,4851,1.3,5313,1.1
"2","6","1","4","1","牛乳",1361,0.4,-1.4,1162,0.5,1372,0.5,1334,0.4,1499,0.4,1525,0.3
"2","6","1","4","2","乳製品",2208,0.7,-6.2,1847,0.8,2070,0.7,2015,0.7,2436,0.6,2819,0.6
"2","6","1","4","3","卵",850,0.3,-2.0,755,0.3,838,0.3,816,0.3,916,0.2,968,0.2
"2","5","1","5","0","野菜・海藻",10261,3.2,-3.9,10260,4.7,10505,3.7,9382,3.1,9940,2.6,11063,2.3
"2","6","1","5","1","生鮮野菜",7215,2.2,-3.2,6971,3.2,7431,2.6,6497,2.1,7238,1.9,7910,1.7
"2","6","1","5","2","乾物・海藻",740,0.2,-7.8,741,0.3,761,0.3,702,0.2,657,0.2,818,0.2
"2","6","1","5","3","大豆加工品",1116,0.3,-5.3,1136,0.5,1109,0.4,1072,0.4,1039,0.3,1202,0.3
"2","6","1","5","4","他の野菜・海藻加工品",1190,0.4,-4.3,1413,0.6,1204,0.4,1111,0.4,1006,0.3,1133,0.2
"2","5","1","6","0","果物",3534,1.1,-6.3,3597,1.7,3853,1.4,2967,1.0,3340,0.9,3754,0.8
"2","6","1","6","1","生鮮果物",3143,1.0,-6.3,3301,1.5,3419,1.2,2608,0.9,2959,0.8,3252,0.7
"2","6","1","6","2","果物加工品",391,0.1,-6.7,295,0.1,434,0.2,359,0.1,381,0.1,502,0.1
"2","5","1","7","0","油脂・調味料",4054,1.2,-3.5,3575,1.6,4126,1.4,3835,1.3,4210,1.1,4670,1.0
"2","6","1","7","1","油脂",467,0.1,0.2,422,0.2,516,0.2,434,0.1,442,0.1,523,0.1
"2","6","1","7","2","調味料",3587,1.1,-3.9,3154,1.4,3610,1.3,3402,1.1,3767,1.0,4146,0.9
"2","5","1","8","0","菓子類",7267,2.2,0.4,5530,2.5,7078,2.5,6927,2.3,8011,2.1,9339,2.0
"2","5","1","9","0","調理食品",13550,4.2,-2.5,11424,5.3,13262,4.7,13335,4.4,14447,3.8,16004,3.4
"2","6","1","9","1","主食的調理食品",5817,1.8,-1.9,4855,2.2,5746,2.0,5670,1.9,6370,1.7,6766,1.4
"2","6","1","9","2","他の調理食品",7733,2.4,-2.9,6569,3.0,7516,2.6,7665,2.5,8078,2.1,9239,1.9
"2","5","1","10","0","飲料",5387,1.7,-4.5,4438,2.0,5092,1.8,5094,1.7,5524,1.5,7086,1.5
"2","6","1","10","1","茶類",1269,0.4,-2.0,1187,0.5,1257,0.4,1107,0.4,1198,0.3,1592,0.3
"2","6","1","10","2","コーヒー・ココア",1127,0.3,-3.2,829,0.4,1057,0.4,1094,0.4,1151,0.3,1592,0.3
"2","6","1","10","3","他の飲料",2991,0.9,-6.1,2422,1.1,2778,1.0,2893,0.9,3175,0.8,3903,0.8
"2","5","1","11","0","酒類",3843,1.2,-17.0,3112,1.4,3784,1.3,4064,1.3,3758,1.0,4687,1.0
"2","5","1","12","0","外食",15184,4.7,14.9,6062,2.8,10684,3.8,14785,4.9,19056,5.0,28503,6.0
"2","6","1","12","1","一般外食",14409,4.4,16.0,5935,2.7,10223,3.6,14010,4.6,17611,4.7,27092,5.7
"2","6","1","12","2","学校給食",775,0.2,-1.6,128,0.1,461,0.2,774,0.3,1445,0.4,1412,0.3
"2","4","2","0","0","住居",26865,8.3,1.0,23173,10.7,24630,8.6,22919,7.5,29996,7.9,35639,7.5
"2","5","2","1","0","家賃地代",16814,5.2,15.9,14432,6.6,14508,5.1,16870,5.5,20887,5.5,18927,4.0
"2","5","2","2","0","設備修繕・維持",10051,3.1,-16.9,8741,4.0,10122,3.6,6049,2.0,9109,2.4,16712,3.5
"2","6","2","2","1","設備材料",2897,0.9,-20.9,2351,1.1,3875,1.4,2118,0.7,2425,0.6,3459,0.7
"2","6","2","2","2","工事その他のサービス",7154,2.2,-15.2,6390,2.9,6246,2.2,3930,1.3,6684,1.8,13253,2.8
"2","4","3","0","0","光熱・水道",23328,7.2,15.5,20524,9.4,23702,8.3,22669,7.4,24356,6.4,26044,5.5
"2","5","3","1","0","電気代",11444,3.5,24.7,10092,4.6,11662,4.1,10968,3.6,11768,3.1,12961,2.7
"2","5","3","2","0","ガス代",6429,2.0,18.1,5613,2.6,6532,2.3,6270,2.1,6758,1.8,7156,1.5
"2","5","3","3","0","他の光熱",386,0.1,45.7,587,0.3,390,0.1,345,0.1,254,0.1,291,0.1
"2","5","3","4","0","上下水道料",5069,1.6,-4.6,4233,1.9,5118,1.8,5086,1.7,5575,1.5,5636,1.2
"2","4","4","0","0","家具・家事用品",12768,3.9,-7.0,8856,4.1,12420,4.4,11361,3.7,13367,3.5,18350,3.8
"2","5","4","1","0","家庭用耐久財",4275,1.3,-7.6,2962,1.4,4507,1.6,3479,1.1,4333,1.1,5931,1.2
"2","6","4","1","1","家事用耐久財",1752,0.5,-24.4,1238,0.6,1891,0.7,1628,0.5,2569,0.7,1650,0.3
"2","6","4","1","2","冷暖房用器具",1607,0.5,-5.9,1409,0.6,1486,0.5,1296,0.4,1364,0.4,2367,0.5
"2","6","4","1","3","一般家具",917,0.3,53.1,315,0.1,1130,0.4,555,0.2,400,0.1,1914,0.4
"2","5","4","2","0","室内装備・装飾品",803,0.2,-18.4,482,0.2,594,0.2,517,0.2,767,0.2,1568,0.3
"2","5","4","3","0","寝具類",993,0.3,-6.6,579,0.3,888,0.3,999,0.3,787,0.2,1889,0.4
"2","5","4","4","0","家事雑貨",2603,0.8,-6.2,1586,0.7,2379,0.8,2510,0.8,3027,0.8,3831,0.8
"2","5","4","5","0","家事用消耗品",3429,1.1,-0.3,2809,1.3,3304,1.2,3344,1.1,3724,1.0,4182,0.9
"2","5","4","6","0","家事サービス",664,0.2,-22.0,439,0.2,748,0.3,512,0.2,729,0.2,949,0.2
"2","4","5","0","0","被服及び履物",11756,3.6,6.8,5435,2.5,7949,2.8,9546,3.1,15397,4.1,22812,4.8
"2","5","5","1","0","和服",235,0.1,50.6,22,0.0,38,0.0,253,0.1,796,0.2,218,0.0
"2","5","5","2","0","洋服",4834,1.5,7.7,1842,0.8,2881,1.0,3876,1.3,6223,1.6,10347,2.2
