"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,7834,-,1169,-,608,-,389,-
"0","0","0","0","0","調査世帯数",637,-,511,-,70,-,35,-,21,-
"0","0","0","0","0","世帯人員",2.90,-,2.94,-,2.83,-,2.51,-,3.10,-
"0","0","0","0","0","有業人員",1.32,-,1.30,-,1.56,-,1.03,-,1.52,-
"0","0","0","0","0","世帯主平均年齢",59.6,-,61.5,-,49.7,-,65.1,-,41.5,-
"2","2","0","0","0","生計支出",329608,-,327854,-,331547,-,269059,-,458169,-
"2","3","0","0","0","消費支出",324667,100.0,322333,100.0,331547,100.0,266192,100.0,448065,100.0
"2","4","1","0","0","食料",88881,27.4,91752,28.5,79524,24.0,71035,26.7,87918,19.6
"2","5","1","1","0","穀類",6719,2.1,6882,2.1,6072,1.8,5939,2.2,6436,1.4
"2","6","1","1","1","米類",1647,0.5,1699,0.5,1410,0.4,1565,0.6,1396,0.3
"2","6","1","1","2","パン",2932,0.9,3003,0.9,2653,0.8,2583,1.0,2757,0.6
"2","6","1","1","3","麺類",1608,0.5,1634,0.5,1534,0.5,1300,0.5,1778,0.4
"2","6","1","1","4","他の穀類",531,0.2,546,0.2,476,0.1,492,0.2,506,0.1
"2","5","1","2","0","魚介類",6327,1.9,6879,2.1,4283,1.3,4999,1.9,3782,0.8
"2","6","1","2","1","生鮮魚介",3566,1.1,3919,1.2,2333,0.7,2486,0.9,2039,0.5
"2","6","1","2","2","塩干魚介",1088,0.3,1156,0.4,758,0.2,1115,0.4,702,0.2
"2","6","1","2","3","魚肉練製品",694,0.2,751,0.2,464,0.1,657,0.2,359,0.1
"2","6","1","2","4","他の魚介加工品",980,0.3,1053,0.3,730,0.2,740,0.3,681,0.2
"2","5","1","3","0","肉類",8337,2.6,8798,2.7,6987,2.1,5759,2.2,7315,1.6
"2","6","1","3","1","生鮮肉",6768,2.1,7152,2.2,5748,1.7,4368,1.6,5989,1.3
"2","6","1","3","2","加工肉",1569,0.5,1646,0.5,1238,0.4,1391,0.5,1326,0.3
"2","5","1","4","0","乳卵類",4418,1.4,4563,1.4,3859,1.2,3568,1.3,4562,1.0
"2","6","1","4","1","牛乳",1361,0.4,1434,0.4,1076,0.3,1008,0.4,1272,0.3
"2","6","1","4","2","乳製品",2208,0.7,2254,0.7,2048,0.6,1788,0.7,2462,0.5
"2","6","1","4","3","卵",850,0.3,876,0.3,735,0.2,772,0.3,827,0.2
"2","5","1","5","0","野菜・海藻",10261,3.2,10781,3.3,8115,2.4,9177,3.4,8006,1.8
"2","6","1","5","1","生鮮野菜",7215,2.2,7609,2.4,5676,1.7,6160,2.3,5573,1.2
"2","6","1","5","2","乾物・海藻",740,0.2,775,0.2,550,0.2,681,0.3,716,0.2
"2","6","1","5","3","大豆加工品",1116,0.3,1167,0.4,893,0.3,1013,0.4,909,0.2
"2","6","1","5","4","他の野菜・海藻加工品",1190,0.4,1230,0.4,996,0.3,1323,0.5,808,0.2
"2","5","1","6","0","果物",3534,1.1,3694,1.1,2984,0.9,3131,1.2,2596,0.6
"2","6","1","6","1","生鮮果物",3143,1.0,3283,1.0,2726,0.8,2746,1.0,2150,0.5
"2","6","1","6","2","果物加工品",391,0.1,410,0.1,258,0.1,385,0.1,446,0.1
"2","5","1","7","0","油脂・調味料",4054,1.2,4216,1.3,3399,1.0,3395,1.3,3828,0.9
"2","6","1","7","1","油脂",467,0.1,488,0.2,380,0.1,400,0.2,433,0.1
"2","6","1","7","2","調味料",3587,1.1,3728,1.2,3018,0.9,2994,1.1,3395,0.8
"2","5","1","8","0","菓子類",7267,2.2,7402,2.3,6941,2.1,5608,2.1,7978,1.8
"2","5","1","9","0","調理食品",13550,4.2,13786,4.3,12746,3.8,12624,4.7,12530,2.8
