1,"東京都生計分析調査　令和 4年 7月","","","","","","","","","","","","","","",""
2,"","","","","","","第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,3125,-,2576,-,3235,-,1065,-
7,"0","0","0","0","0","調査世帯数",335,-,99,-,85,-,113,-,38,-
8,"0","0","0","0","0","世帯人員",3.25,-,2.00,-,3.00,-,4.00,-,5.21,-
9,"0","0","0","0","0","有業人員",1.72,-,1.51,-,1.91,-,1.68,-,2.04,-
10,"0","0","0","0","0","世帯主平均年齢",50.3,-,54.7,-,51.2,-,46.1,-,48.3,-
11,"1","0","0","0","0","受取",1422026,-,1277356,-,1386455,-,1456924,-,1826438,-
12,"1","1","0","0","0","実収入",705659,100.0,530552,100.0,681383,100.0,805445,100.0,974988,100.0
13,"1","2","0","0","0","経常収入",693583,98.3,521212,98.2,660174,96.9,796056,98.8,968813,99.4
14,"1","3","0","0","0","勤め先収入",683612,96.9,505887,95.4,649067,95.3,793059,98.5,956115,98.1
15,"1","4","0","0","0","世帯主収入",571383,81.0,424401,80.0,563495,82.7,658935,81.8,755734,77.5
16,"1","6","0","0","0","うち男",543239,77.0,364687,68.7,535537,78.6,654089,81.2,748999,76.8
17,"1","5","0","0","0","定期収入",425151,60.2,337222,63.6,411903,60.5,485820,60.3,530874,54.4
18,"1","5","0","0","0","臨時収入",2903,0.4,4258,0.8,3263,0.5,2200,0.3,193,0.0
19,"1","5","0","0","0","賞与",143329,20.3,82922,15.6,148330,21.8,170914,21.2,224666,23.0
20,"1","4","0","0","0","世帯主の配偶者の収入",94904,13.4,64129,12.1,77182,11.3,116288,14.4,163091,16.7
