1,"東京都生計分析調査　令和 4年 6月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",344,-,-,49,-,48,-,50,-,45,-,54,-,50,-,48,-
7,"0","0","世帯人員",3.30,-,-,2.80,-,2.92,-,3.43,-,3.51,-,3.29,-,3.46,-,3.67,-
8,"0","0","有業人員",1.75,-,-,1.70,-,1.52,-,1.82,-,1.89,-,1.85,-,1.64,-,1.87,-
9,"0","0","世帯主平均年齢",49.4,-,-,54.0,-,52.2,-,49.5,-,48.1,-,49.1,-,44.9,-,48.1,-
10,"0","0","消費支出",303272,-,-1.0,208837,-,192820,-,272730,-,322795,-,340470,-,338515,-,445897,-
11,"0","0","公共的料金",87003,28.7,13.0,59884,28.7,63640,33.0,98416,36.1,85538,26.5,95123,27.9,74161,21.9,131812,29.6
12,"1","0","公共料金等",59584,19.6,16.9,42342,20.3,43405,22.5,74036,27.1,64745,20.1,64504,18.9,53080,15.7,74792,16.8
13,"1","1","米",1584,0.5,-7.0,980,0.5,1616,0.8,1458,0.5,1881,0.6,1507,0.4,1419,0.4,2214,0.5
14,"1","1","食塩",71,0.0,97.2,48,0.0,52,0.0,46,0.0,48,0.0,51,0.0,47,0.0,208,0.0
15,"1","1","学校給食",1844,0.6,13.7,386,0.2,299,0.2,1411,0.5,2399,0.7,2957,0.9,2748,0.8,2694,0.6
16,"1","1","公営家賃",2957,1.0,71.3,5680,2.7,2956,1.5,4740,1.7,-,-,-,-,-,-,7361,1.7
17,"1","1","電気代",8369,2.8,14.4,5770,2.8,6595,3.4,8295,3.0,9074,2.8,9979,2.9,8669,2.6,10160,2.3
18,"1","1","都市ガス",5285,1.7,18.7,4003,1.9,4000,2.1,5745,2.1,5925,1.8,5238,1.5,5439,1.6,6634,1.5
19,"1","1","上下水道料",5619,1.9,-10.8,4443,2.1,4784,2.5,6190,2.3,7626,2.4,5449,1.6,5034,1.5,5821,1.3
20,"1","1","医科診療代",3625,1.2,51.4,3052,1.5,3069,1.6,3538,1.3,2322,0.7,3845,1.1,2411,0.7,7109,1.6
21,"1","1","歯科診療代",3270,1.1,52.9,1057,0.5,171,0.1,694,0.3,12784,4.0,2403,0.7,415,0.1,5501,1.2
22,"1","1","出産入院料",78,0.0,...,-,-,-,-,-,-,-,-,-,-,542,0.2,-,-
23,"1","1","他の入院料",737,0.2,54.5,2181,1.0,2980,1.5,-,-,-,-,-,-,-,-,-,-
24,"1","1","鉄道運賃",2660,0.9,21.6,1344,0.6,924,0.5,2815,1.0,3386,1.0,1856,0.5,3208,0.9,5089,1.1
25,"1","1","鉄道通学定期代",331,0.1,35.1,153,0.1,-,-,436,0.2,-,-,920,0.3,-,-,800,0.2
26,"1","1","鉄道通勤定期代",2377,0.8,-8.9,2754,1.3,2237,1.2,1975,0.7,739,0.2,4973,1.5,1185,0.4,2756,0.6
27,"1","1","バス代",182,0.1,-3.2,24,0.0,64,0.0,399,0.1,68,0.0,505,0.1,63,0.0,147,0.0
28,"1","1","バス通学定期代",63,0.0,110.0,-,-,61,0.0,-,-,-,-,-,-,379,0.1,-,-
29,"1","1","バス通勤定期代",41,0.0,-71.9,181,0.1,112,0.1,-,-,-,-,-,-,-,-,-,-
30,"1","1","タクシー代",332,0.1,0.3,578,0.3,327,0.2,931,0.3,130,0.0,76,0.0,199,0.1,88,0.0
31,"1","1","航空運賃",3834,1.3,620.7,-,-,-,-,11114,4.1,2462,0.8,4301,1.3,6185,1.8,2691,0.6
32,"1","1","郵便料",142,0.0,-37.2,317,0.2,206,0.1,156,0.1,44,0.0,74,0.0,129,0.0,68,0.0
33,"1","1","固定電話通信料",932,0.3,-15.4,614,0.3,1239,0.6,1119,0.4,814,0.3,1128,0.3,927,0.3,664,0.1
34,"1","1","携帯電話通信料",9037,3.0,-9.7,6778,3.2,7654,4.0,12592,4.6,7655,2.4,11353,3.3,8368,2.5,8787,2.0
35,"1","1","ＮＨＫ放送受信料",1250,0.4,10.8,431,0.2,902,0.5,2466,0.9,1437,0.4,957,0.3,1826,0.5,718,0.2
36,"1","1","ケーブルテレビ放送受信料",950,0.3,13.0,436,0.2,1132,0.6,890,0.3,1075,0.3,1104,0.3,1031,0.3,966,0.2
37,"1","1","他の放送受信料",200,0.1,29.0,192,0.1,552,0.3,172,0.1,71,0.0,185,0.1,90,0.0,130,0.0
38,"1","1","国公立小学校",1058,0.3,13.9,161,0.1,512,0.3,824,0.3,1786,0.6,1112,0.3,2162,0.6,842,0.2
39,"1","1","国公立中学校",686,0.2,32.9,22,0.0,-,-,520,0.2,1685,0.5,1209,0.4,275,0.1,1094,0.2
40,"1","1","国公立高校",943,0.3,43.3,-,-,-,-,4281,1.6,264,0.1,1487,0.4,191,0.1,355,0.1
41,"1","1","国公立大学",14,0.0,...,-,-,-,-,-,-,-,-,-,-,-,-,101,0.0
42,"1","1","たばこ",1113,0.4,13.3,757,0.4,962,0.5,1229,0.5,1068,0.3,1833,0.5,138,0.0,1794,0.4
43,"2","0","準公共料金等",27419,9.0,5.3,17541,8.4,20235,10.5,24380,8.9,20793,6.4,30619,9.0,21081,6.2,57020,12.8
44,"2","1","牛乳",1279,0.4,-4.3,833,0.4,1154,0.6,1113,0.4,1510,0.5,1067,0.3,1868,0.6,1402,0.3
45,"2","1","灯油",7,0.0,-74.1,-,-,-,-,-,-,-,-,-,-,50,0.0,-,-
46,"2","1","プロパンガス",553,0.2,104.8,604,0.3,227,0.1,671,0.2,255,0.1,591,0.2,820,0.2,705,0.2
47,"2","1","理髪料",415,0.1,26.5,356,0.2,253,0.1,34,0.0,221,0.1,530,0.2,705,0.2,804,0.2
48,"2","1","パーマネント代",122,0.0,-28.2,459,0.2,-,-,-,-,-,-,-,-,-,-,406,0.1
49,"2","1","洗濯代",708,0.2,30.1,501,0.2,119,0.1,756,0.3,406,0.1,920,0.3,821,0.2,1430,0.3
50,"2","1","新聞",1355,0.4,-14.2,814,0.4,1154,0.6,995,0.4,799,0.2,1888,0.6,1037,0.3,2775,0.6
51,"2","1","私立小学校",143,0.0,-87.0,-,-,-,-,55,0.0,879,0.3,-,-,-,-,74,0.0
52,"2","1","私立中学校",739,0.2,288.9,-,-,-,-,-,-,-,-,-,-,-,-,5153,1.2
53,"2","1","私立高校",3227,1.1,23.5,246,0.1,-,-,2820,1.0,-,-,415,0.1,2272,0.7,16759,3.8
54,"2","1","私立大学",4169,1.4,22.8,-,-,-,-,4202,1.5,-,-,-,-,421,0.1,24456,5.5
55,"2","1","幼児教育費用",1097,0.4,-27.1,-,-,2598,1.3,1554,0.6,477,0.1,308,0.1,1317,0.4,1368,0.3
56,"2","1","民営家賃",13332,4.4,7.5,12773,6.1,14730,7.6,12180,4.5,16247,5.0,23923,7.0,11768,3.5,1687,0.4
57,"2","1","地代",273,0.1,-52.5,955,0.5,-,-,-,-,-,-,975,0.3,-,-,-,-
