区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,628,-,-,82,-,91,-,90,-,89,-,90,-,94,-,92,-
0,0,世帯人員,2.94,-,-,2.69,-,2.79,-,2.7,-,2.87,-,2.99,-,3.1,-,3.41,-
0,0,有業人員,1.31,-,-,1.23,-,1.08,-,1.2,-,1.2,-,1.37,-,1.56,-,1.56,-
0,0,世帯主平均年齢,59.1,-,-,60.3,-,64.4,-,61.9,-,58.1,-,59,-,55.3,-,54.4,-
0,0,消費支出,299960,100,-9.5,94396,100,161666,100,207542,100,250072,100,295365,100,370834,100,715046,100
1,0,商品,163468,54.5,-15.1,72789,77.1,115137,71.2,137272,66.1,149279,59.7,176296,59.7,194446,52.4,297331,41.6
1,1,耐久財,13390,4.5,-57.5,784,0.8,3023,1.9,3646,1.8,4585,1.8,9511,3.2,12888,3.5,58807,8.2
1,2,半耐久財,23537,7.8,-20.8,6263,6.6,8584,5.3,14063,6.8,22055,8.8,23943,8.1,32416,8.7,57066,8
1,3,非耐久財,126541,42.2,-3.6,65742,69.6,103530,64,119563,57.6,122640,49,142841,48.4,149142,40.2,181458,25.4
1,0,サービス,136492,45.5,-1.7,21607,22.9,46529,28.8,70271,33.9,100793,40.3,119069,40.3,176387,47.6,417715,58.4
2,0,食料,89123,29.7,-6.5,47364,50.2,68966,42.7,79626,38.4,84150,33.7,99746,33.8,102688,27.7,140602,19.7
2,3,非耐久財,74645,24.9,-5.8,41652,44.1,63152,39.1,70808,34.1,70021,28,84333,28.6,84052,22.7,107975,15.1
2,4,サービス,14479,4.8,-9.9,5712,6.1,5815,3.6,8819,4.2,14129,5.6,15413,5.2,18636,5,32627,4.6
2,0,住居,24102,8,-15.2,1888,2,6227,3.9,12791,6.2,23925,9.6,18117,6.1,45504,12.3,59902,8.4
2,1,耐久財,2315,0.8,-28.4,-,-,-,-,145,0.1,-,-,370,0.1,-,-,15545,2.2
2,2,半耐久財,265,0.1,-44.6,57,0.1,93,0.1,240,0.1,188,0.1,252,0.1,821,0.2,209,0
2,4,サービス,21522,7.2,-12.9,1830,1.9,6134,3.8,12406,6,23738,9.5,17495,5.9,44683,12,44149,6.2
2,0,光熱・水道（非耐久財）,28663,9.6,10.5,14355,15.2,23356,14.4,30071,14.5,31130,12.4,30248,10.2,35796,9.7,35538,5
2,0,家具・家事用品,10346,3.4,-32.3,3654,3.9,7326,4.5,5770,2.8,6855,2.7,10498,3.6,11323,3.1,26810,3.7
2,1,耐久財,3554,1.2,-50.8,554,0.6,2314,1.4,977,0.5,1025,0.4,2362,0.8,3271,0.9,14257,2
2,2,半耐久財,2866,1,-31.4,957,1,2281,1.4,1820,0.9,2593,1,3503,1.2,3681,1,5192,0.7
2,3,非耐久財,3204,1.1,-6,1929,2,2527,1.6,2452,1.2,2960,1.2,3822,1.3,3864,1,4850,0.7
2,4,サービス,723,0.2,49.1,214,0.2,203,0.1,522,0.3,277,0.1,810,0.3,506,0.1,2511,0.4
2,0,被服及び履物,12625,4.2,-5.2,3029,3.2,3762,2.3,7649,3.7,13132,5.3,11285,3.8,17123,4.6,32177,4.5
2,2,半耐久財,11469,3.8,-8.6,2978,3.2,3540,2.2,7109,3.4,12638,5.1,9907,3.4,16707,4.5,27232,3.8
2,4,サービス,1156,0.4,49.9,52,0.1,222,0.1,540,0.3,494,0.2,1379,0.5,416,0.1,4945,0.7
2,0,保健医療,18725,6.2,-8.9,5354,5.7,9605,5.9,11805,5.7,12737,5.1,21683,7.3,22214,6,47345,6.6
2,1,耐久財,954,0.3,-34.6,198,0.2,368,0.2,887,0.4,562,0.2,1059,0.4,1884,0.5,1712,0.2
2,2,半耐久財,328,0.1,-62.5,42,0,317,0.2,395,0.2,588,0.2,215,0.1,452,0.1,283,0
2,3,非耐久財,5813,1.9,-11.2,2795,3,4282,2.6,4247,2,6151,2.5,7045,2.4,7030,1.9,9094,1.3
2,4,サービス,11631,3.9,-0.4,2320,2.5,4638,2.9,6276,3,5437,2.2,13364,4.5,12849,3.5,36256,5.1
2,0,交通・通信,31327,10.4,-32.2,4740,5,13824,8.6,22549,10.9,24334,9.7,34558,11.7,46445,12.5,72359,10.1
2,1,耐久財,3035,1,-77.6,1,0,3,0,723,0.3,1170,0.5,433,0.1,2710,0.7,16070,2.2
2,2,半耐久財,1800,0.6,-34.6,17,0,323,0.2,449,0.2,1646,0.7,3824,1.3,1976,0.5,4332,0.6
2,3,非耐久財,2338,0.8,4.4,162,0.2,1507,0.9,2651,1.3,1910,0.8,2505,0.8,4040,1.1,3571,0.5
2,4,サービス,24154,8.1,-12.7,4561,4.8,11990,7.4,18725,9,19608,7.8,27798,9.4,37720,10.2,48386,6.8
2,0,教育,15101,5,-22.7,19,0,1484,0.9,1667,0.8,5863,2.3,4451,1.5,8172,2.2,83321,11.7
2,3,非耐久財,568,0.2,-20.1,19,0,149,0.1,117,0.1,177,0.1,923,0.3,1094,0.3,1491,0.2
2,4,サービス,14532,4.8,-22.8,-,-,1334,0.8,1550,0.7,5686,2.3,3528,1.2,7078,1.9,81830,11.4
2,0,教養娯楽,34269,11.4,-2.2,7009,7.4,14095,8.7,19225,9.3,28683,11.5,33599,11.4,48148,13,88526,12.4
2,1,耐久財,3064,1,-34,2,0,96,0.1,704,0.3,1541,0.6,4264,1.4,4055,1.1,10700,1.5
2,2,半耐久財,4498,1.5,-8.3,1727,1.8,1440,0.9,3001,1.4,3072,1.2,3583,1.2,6975,1.9,11620,1.6
2,3,非耐久財,5902,2,-10.2,2271,2.4,5041,3.1,5671,2.7,6052,2.4,6904,2.3,7153,1.9,8178,1.1
