1,"東京都生計分析調査　令和 4年 8月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4741,-,2370,-,2228,-,660,-
7,"0","0","0","0","0","調査世帯数",656,-,308,-,153,-,150,-,45,-
8,"0","0","0","0","0","世帯人員",2.90,-,2.00,-,3.00,-,4.00,-,5.30,-
9,"0","0","0","0","0","有業人員",1.33,-,0.83,-,1.73,-,1.77,-,1.97,-
10,"0","0","0","0","0","世帯主平均年齢",59.8,-,67.9,-,56.9,-,49.2,-,48.4,-
11,"2","2","0","0","0","生計支出",328143,-,289564,-,346940,-,364864,-,413734,-
12,"2","3","0","0","0","消費支出",328143,100.0,289564,100.0,346940,100.0,364864,100.0,413734,100.0
13,"2","4","1","0","0","食料",90549,27.6,79841,27.6,97100,28.0,100102,27.4,111668,27.0
14,"2","5","1","1","0","穀類",6503,2.0,5344,1.8,6746,1.9,7805,2.1,9553,2.3
15,"2","6","1","1","1","米類",1593,0.5,1258,0.4,1574,0.5,1900,0.5,3026,0.7
16,"2","6","1","1","2","パン",2789,0.8,2362,0.8,2926,0.8,3373,0.9,3397,0.8
17,"2","6","1","1","3","麺類",1644,0.5,1349,0.5,1779,0.5,1852,0.5,2577,0.6
18,"2","6","1","1","4","他の穀類",476,0.1,375,0.1,466,0.1,680,0.2,553,0.1
19,"2","5","1","2","0","魚介類",5746,1.8,6047,2.1,5789,1.7,5384,1.5,4650,1.1
20,"2","6","1","2","1","生鮮魚介",3166,1.0,3323,1.1,3053,0.9,3087,0.8,2713,0.7
21,"2","6","1","2","2","塩干魚介",1077,0.3,1118,0.4,1069,0.3,1022,0.3,996,0.2
22,"2","6","1","2","3","魚肉練製品",555,0.2,639,0.2,573,0.2,398,0.1,410,0.1
23,"2","6","1","2","4","他の魚介加工品",948,0.3,966,0.3,1094,0.3,878,0.2,532,0.1
24,"2","5","1","3","0","肉類",8246,2.5,6182,2.1,8519,2.5,10895,3.0,13149,3.2
25,"2","6","1","3","1","生鮮肉",6626,2.0,4922,1.7,6805,2.0,8892,2.4,10562,2.6
26,"2","6","1","3","2","加工肉",1620,0.5,1259,0.4,1714,0.5,2003,0.5,2587,0.6
27,"2","5","1","4","0","乳卵類",4401,1.3,3765,1.3,4690,1.4,5151,1.4,5397,1.3
28,"2","6","1","4","1","牛乳",1446,0.4,1181,0.4,1502,0.4,1832,0.5,1837,0.4
29,"2","6","1","4","2","乳製品",2120,0.6,1833,0.6,2340,0.7,2430,0.7,2342,0.6
30,"2","6","1","4","3","卵",836,0.3,751,0.3,848,0.2,889,0.2,1218,0.3
31,"2","5","1","5","0","野菜・海藻",10663,3.2,10715,3.7,10709,3.1,10379,2.8,11084,2.7
32,"2","6","1","5","1","生鮮野菜",7590,2.3,7565,2.6,7608,2.2,7511,2.1,7974,1.9
33,"2","6","1","5","2","乾物・海藻",712,0.2,682,0.2,716,0.2,778,0.2,689,0.2
34,"2","6","1","5","3","大豆加工品",1134,0.3,1107,0.4,1199,0.3,1090,0.3,1238,0.3
35,"2","6","1","5","4","他の野菜・海藻加工品",1227,0.4,1361,0.5,1186,0.3,1001,0.3,1182,0.3
36,"2","5","1","6","0","果物",4281,1.3,4867,1.7,4031,1.2,3712,1.0,2890,0.7
37,"2","6","1","6","1","生鮮果物",3873,1.2,4412,1.5,3614,1.0,3375,0.9,2611,0.6
38,"2","6","1","6","2","果物加工品",408,0.1,455,0.2,417,0.1,337,0.1,278,0.1
39,"2","5","1","7","0","油脂・調味料",3982,1.2,3405,1.2,4684,1.4,4249,1.2,4702,1.1
40,"2","6","1","7","1","油脂",458,0.1,394,0.1,539,0.2,468,0.1,593,0.1
41,"2","6","1","7","2","調味料",3524,1.1,3011,1.0,4145,1.2,3781,1.0,4109,1.0
42,"2","5","1","8","0","菓子類",7229,2.2,5840,2.0,7778,2.2,8897,2.4,9608,2.3
43,"2","5","1","9","0","調理食品",13474,4.1,12373,4.3,15568,4.5,13493,3.7,13795,3.3
44,"2","6","1","9","1","主食的調理食品",5783,1.8,5278,1.8,6083,1.8,6230,1.7,6820,1.6
45,"2","6","1","9","2","他の調理食品",7691,2.3,7094,2.4,9485,2.7,7263,2.0,6976,1.7
46,"2","5","1","10","0","飲料",6238,1.9,5815,2.0,6551,1.9,6647,1.8,6771,1.6
