1,"東京都生計分析調査　令和 4年 9月","","","","","","","","","","","","","","",""
2,"","","","","","","第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,3095,-,2921,-,3177,-,807,-
7,"0","0","0","0","0","調査世帯数",342,-,102,-,99,-,109,-,32,-
8,"0","0","0","0","0","世帯人員",3.19,-,2.00,-,3.00,-,4.00,-,5.20,-
9,"0","0","0","0","0","有業人員",1.72,-,1.49,-,1.89,-,1.67,-,2.24,-
10,"0","0","0","0","0","世帯主平均年齢",50.1,-,53.7,-,51.1,-,46.3,-,48.3,-
11,"1","0","0","0","0","受取",1320252,-,1119271,-,1305976,-,1513215,-,1383170,-
12,"1","1","0","0","0","実収入",578467,100.0,494678,100.0,589104,100.0,638136,100.0,626443,100.0
13,"1","2","0","0","0","経常収入",567701,98.1,470298,95.1,584850,99.3,633940,99.3,618459,98.7
14,"1","3","0","0","0","勤め先収入",555377,96.0,462204,93.4,561718,95.4,628190,98.4,603144,96.3
15,"1","4","0","0","0","世帯主収入",454195,78.5,370974,75.0,467211,79.3,520262,81.5,466195,74.4
16,"1","6","0","0","0","うち男",427565,73.9,322212,65.1,445283,75.6,509366,79.8,445499,71.1
17,"1","5","0","0","0","定期収入",441065,76.2,359961,72.8,462239,78.5,494353,77.5,465728,74.3
18,"1","5","0","0","0","臨時収入",3874,0.7,4136,0.8,4419,0.8,3983,0.6,467,0.1
19,"1","5","0","0","0","賞与",9255,1.6,6876,1.4,554,0.1,21926,3.4,-,-
20,"1","4","0","0","0","世帯主の配偶者の収入",89347,15.4,80731,16.3,82050,13.9,99193,15.5,110037,17.6
