1,"東京都生計分析調査　令和 4年12月","","","","","","","","","","","","","","",""
2,"","","","","","","第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,7324,-,1301,-,754,-,621,-
7,"0","0","0","0","0","調査世帯数",616,-,463,-,77,-,44,-,32,-
8,"0","0","0","0","0","世帯人員",2.94,-,2.96,-,2.77,-,2.55,-,3.47,-
9,"0","0","0","0","0","有業人員",1.40,-,1.39,-,1.59,-,0.97,-,1.54,-
10,"0","0","0","0","0","世帯主平均年齢",59.4,-,61.5,-,51.6,-,65.0,-,44.6,-
11,"2","2","0","0","0","生計支出",378014,-,379108,-,386118,-,279327,-,467935,-
12,"2","3","0","0","0","消費支出",378014,100.0,379108,100.0,386118,100.0,279327,100.0,467935,100.0
13,"2","4","1","0","0","食料",109827,29.1,115008,30.3,99704,25.8,81579,29.2,104215,22.3
14,"2","5","1","1","0","穀類",7903,2.1,8120,2.1,7594,2.0,6253,2.2,7998,1.7
15,"2","6","1","1","1","米類",1469,0.4,1508,0.4,1478,0.4,928,0.3,1648,0.4
16,"2","6","1","1","2","パン",3203,0.8,3258,0.9,3106,0.8,2971,1.1,3028,0.6
17,"2","6","1","1","3","麺類",2002,0.5,2047,0.5,1851,0.5,1376,0.5,2553,0.5
18,"2","6","1","1","4","他の穀類",1229,0.3,1306,0.3,1160,0.3,978,0.4,768,0.2
19,"2","5","1","2","0","魚介類",10158,2.7,11396,3.0,6760,1.8,8016,2.9,5265,1.1
20,"2","6","1","2","1","生鮮魚介",5346,1.4,6062,1.6,3364,0.9,3928,1.4,2776,0.6
21,"2","6","1","2","2","塩干魚介",1462,0.4,1644,0.4,918,0.2,1161,0.4,817,0.2
22,"2","6","1","2","3","魚肉練製品",1724,0.5,1931,0.5,1068,0.3,1604,0.6,798,0.2
23,"2","6","1","2","4","他の魚介加工品",1626,0.4,1759,0.5,1410,0.4,1322,0.5,875,0.2
24,"2","5","1","3","0","肉類",10669,2.8,11488,3.0,8797,2.3,6681,2.4,9766,2.1
25,"2","6","1","3","1","生鮮肉",8824,2.3,9542,2.5,7248,1.9,5018,1.8,8279,1.8
26,"2","6","1","3","2","加工肉",1845,0.5,1946,0.5,1549,0.4,1663,0.6,1487,0.3
27,"2","5","1","4","0","乳卵類",4834,1.3,5114,1.3,4110,1.1,3447,1.2,4736,1.0
28,"2","6","1","4","1","牛乳",1417,0.4,1523,0.4,981,0.3,946,0.3,1659,0.4
29,"2","6","1","4","2","乳製品",2453,0.6,2561,0.7,2370,0.6,1684,0.6,2289,0.5
30,"2","6","1","4","3","卵",964,0.3,1031,0.3,759,0.2,817,0.3,788,0.2
31,"2","5","1","5","0","野菜・海藻",10620,2.8,11443,3.0,7928,2.1,9157,3.3,8331,1.8
32,"2","6","1","5","1","生鮮野菜",7188,1.9,7743,2.0,5233,1.4,6351,2.3,5759,1.2
33,"2","6","1","5","2","乾物・海藻",960,0.3,1057,0.3,662,0.2,634,0.2,831,0.2
34,"2","6","1","5","3","大豆加工品",1100,0.3,1169,0.3,892,0.2,923,0.3,929,0.2
35,"2","6","1","5","4","他の野菜・海藻加工品",1372,0.4,1474,0.4,1141,0.3,1249,0.4,811,0.2
36,"2","5","1","6","0","果物",3874,1.0,4131,1.1,3314,0.9,4161,1.5,1669,0.4
37,"2","6","1","6","1","生鮮果物",3316,0.9,3501,0.9,2949,0.8,3752,1.3,1371,0.3
38,"2","6","1","6","2","果物加工品",559,0.1,631,0.2,365,0.1,409,0.1,298,0.1
39,"2","5","1","7","0","油脂・調味料",4752,1.3,5004,1.3,4152,1.1,3781,1.4,4221,0.9
40,"2","6","1","7","1","油脂",511,0.1,563,0.1,401,0.1,399,0.1,268,0.1
41,"2","6","1","7","2","調味料",4241,1.1,4441,1.2,3750,1.0,3381,1.2,3954,0.8
42,"2","5","1","8","0","菓子類",8931,2.4,8992,2.4,8877,2.3,6626,2.4,11129,2.4
43,"2","5","1","9","0","調理食品",18024,4.8,18400,4.9,19017,4.9,13682,4.9,16773,3.6
44,"2","6","1","9","1","主食的調理食品",6997,1.9,7122,1.9,6769,1.8,6349,2.3,6793,1.5
45,"2","6","1","9","2","他の調理食品",11026,2.9,11278,3.0,12248,3.2,7333,2.6,9980,2.1
46,"2","5","1","10","0","飲料",5864,1.6,6114,1.6,4972,1.3,4630,1.7,6285,1.3
47,"2","6","1","10","1","茶類",1431,0.4,1440,0.4,1498,0.4,1057,0.4,1645,0.4
48,"2","6","1","10","2","コーヒー・ココア",1362,0.4,1451,0.4,1014,0.3,1378,0.5,1022,0.2
49,"2","6","1","10","3","他の飲料",3071,0.8,3223,0.9,2460,0.6,2196,0.8,3618,0.8
50,"2","5","1","11","0","酒類",4903,1.3,5497,1.4,4319,1.1,2313,0.8,2258,0.5
51,"2","5","1","12","0","外食",19294,5.1,19308,5.1,19864,5.1,12833,4.6,25783,5.5
52,"2","6","1","12","1","一般外食",18508,4.9,18450,4.9,19691,5.1,12227,4.4,24338,5.2
53,"2","6","1","12","2","学校給食",786,0.2,858,0.2,173,0.0,606,0.2,1446,0.3
54,"2","4","2","0","0","住居",27994,7.4,12531,3.3,92944,24.1,50425,18.1,47105,10.1
55,"2","5","2","1","0","家賃地代",18910,5.0,684,0.2,90159,23.4,49852,17.8,47081,10.1
56,"2","5","2","2","0","設備修繕・維持",9084,2.4,11847,3.1,2785,0.7,573,0.2,24,0.0
57,"2","6","2","2","1","設備材料",3798,1.0,5077,1.3,436,0.1,282,0.1,24,0.0
58,"2","6","2","2","2","工事その他のサービス",5286,1.4,6770,1.8,2348,0.6,290,0.1,-,-
59,"2","4","3","0","0","光熱・水道",24640,6.5,26489,7.0,19475,5.0,17073,6.1,22839,4.9
60,"2","5","3","1","0","電気代",10775,2.9,11610,3.1,8434,2.2,7830,2.8,9412,2.0
61,"2","5","3","2","0","ガス代",7128,1.9,7588,2.0,5473,1.4,5266,1.9,7429,1.6
62,"2","5","3","3","0","他の光熱",911,0.2,1059,0.3,531,0.1,794,0.3,96,0.0
63,"2","5","3","4","0","上下水道料",5826,1.5,6232,1.6,5036,1.3,3184,1.1,5903,1.3
64,"2","4","4","0","0","家具・家事用品",18491,4.9,15451,4.1,27961,7.2,9980,3.6,44830,9.6
65,"2","5","4","1","0","家庭用耐久財",6263,1.7,5040,1.3,17410,4.5,1028,0.4,3692,0.8
66,"2","6","4","1","1","家事用耐久財",2587,0.7,2463,0.6,5000,1.3,307,0.1,1763,0.4
67,"2","6","4","1","2","冷暖房用器具",1297,0.3,1384,0.4,1925,0.5,-,-,539,0.1
68,"2","6","4","1","3","一般家具",2378,0.6,1193,0.3,10486,2.7,721,0.3,1391,0.3
69,"2","5","4","2","0","室内装備・装飾品",2987,0.8,1217,0.3,319,0.1,885,0.3,32001,6.8
70,"2","5","4","3","0","寝具類",914,0.2,777,0.2,1786,0.5,1137,0.4,439,0.1
71,"2","5","4","4","0","家事雑貨",3670,1.0,3697,1.0,3738,1.0,3165,1.1,3815,0.8
72,"2","5","4","5","0","家事用消耗品",4251,1.1,4267,1.1,4397,1.1,3338,1.2,4856,1.0
73,"2","5","4","6","0","家事サービス",406,0.1,453,0.1,311,0.1,428,0.2,26,0.0
74,"2","4","5","0","0","被服及び履物",14504,3.8,14831,3.9,13746,3.6,5805,2.1,22789,4.9
75,"2","5","5","1","0","和服",923,0.2,1133,0.3,51,0.0,-,-,1400,0.3
76,"2","5","5","2","0","洋服",6202,1.6,6184,1.6,6418,1.7,1720,0.6,11405,2.4
77,"2","6","5","2","1","男子用洋服",2157,0.6,2073,0.5,1529,0.4,281,0.1,6733,1.4
78,"2","6","5","2","2","婦人用洋服",3418,0.9,3448,0.9,4340,1.1,1305,0.5,3694,0.8
79,"2","6","5","2","3","子供用洋服",628,0.2,663,0.2,549,0.1,134,0.0,978,0.2
80,"2","5","5","3","0","シャツ・セーター類",2371,0.6,2474,0.7,2414,0.6,912,0.3,2835,0.6
81,"2","6","5","3","1","男子用シャツ・セーター類",737,0.2,665,0.2,1048,0.3,59,0.0,1764,0.4
82,"2","6","5","3","2","婦人用シャツ・セーター類",1497,0.4,1689,0.4,1074,0.3,790,0.3,986,0.2
83,"2","6","5","3","3","子供用シャツ・セーター類",136,0.0,121,0.0,292,0.1,64,0.0,85,0.0
84,"2","5","5","4","0","下着類",1096,0.3,1182,0.3,696,0.2,578,0.2,1545,0.3
85,"2","6","5","4","1","男子用下着類",432,0.1,481,0.1,230,0.1,278,0.1,468,0.1
86,"2","6","5","4","2","婦人用下着類",545,0.1,606,0.2,387,0.1,207,0.1,570,0.1
87,"2","6","5","4","3","子供用下着類",118,0.0,95,0.0,79,0.0,94,0.0,506,0.1
88,"2","5","5","5","0","生地・糸類",84,0.0,79,0.0,92,0.0,44,0.0,166,0.0
89,"2","5","5","6","0","他の被服",1446,0.4,1541,0.4,705,0.2,1538,0.6,1769,0.4
90,"2","5","5","7","0","履物類",1830,0.5,1678,0.4,2894,0.7,681,0.2,2798,0.6
91,"2","5","5","8","0","被服関連サービス",552,0.1,561,0.1,476,0.1,331,0.1,871,0.2
92,"2","4","6","0","0","保健医療",18769,5.0,19700,5.2,15949,4.1,16818,6.0,16058,3.4
93,"2","5","6","1","0","医薬品",3644,1.0,3786,1.0,3180,0.8,3408,1.2,3231,0.7
94,"2","5","6","2","0","健康保持用摂取品",1397,0.4,1445,0.4,1161,0.3,673,0.2,2215,0.5
95,"2","5","6","3","0","保健医療用品・器具",3387,0.9,3490,0.9,3022,0.8,2181,0.8,4410,0.9
96,"2","5","6","4","0","保健医療サービス",10340,2.7,10981,2.9,8586,2.2,10556,3.8,6201,1.3
97,"2","4","7","0","0","交通・通信",36955,9.8,38153,10.1,38202,9.9,28417,10.2,30568,6.5
98,"2","5","7","1","0","交通",8770,2.3,7958,2.1,13537,3.5,5777,2.1,11998,2.6
99,"2","5","7","2","0","自動車等関係費",14774,3.9,17278,4.6,6133,1.6,10528,3.8,8490,1.8
100,"2","6","7","2","1","自動車等購入",2789,0.7,3808,1.0,-,-,-,-,-,-
101,"2","6","7","2","2","自転車購入",613,0.2,448,0.1,-,-,3768,1.3,-,-
102,"2","6","7","2","3","自動車等維持",11373,3.0,13022,3.4,6133,1.6,6760,2.4,8490,1.8
103,"2","5","7","3","0","通信",13410,3.5,12917,3.4,18532,4.8,12112,4.3,10080,2.2
104,"2","4","8","0","0","教育",20239,5.4,21328,5.6,6176,1.6,6327,2.3,53740,11.5
105,"2","5","8","1","0","授業料等",12806,3.4,13110,3.5,2600,0.7,2809,1.0,42741,9.1
106,"2","5","8","2","0","教科書・学習参考教材",168,0.0,119,0.0,518,0.1,143,0.1,45,0.0
107,"2","5","8","3","0","補習教育",7264,1.9,8099,2.1,3058,0.8,3375,1.2,10954,2.3
108,"2","4","9","0","0","教養娯楽",40076,10.6,44150,11.6,29965,7.8,17794,6.4,40266,8.6
109,"2","5","9","1","0","教養娯楽用耐久財",3440,0.9,3880,1.0,1634,0.4,364,0.1,5762,1.2
110,"2","5","9","2","0","教養娯楽用品",10147,2.7,11509,3.0,7295,1.9,4581,1.6,6822,1.5
111,"2","5","9","3","0","書籍・他の印刷物",3950,1.0,4005,1.1,3388,0.9,3549,1.3,4968,1.1
112,"2","5","9","4","0","教養娯楽サービス",22539,6.0,24756,6.5,17648,4.6,9300,3.3,22715,4.9
113,"2","6","9","4","1","宿泊料",2755,0.7,3273,0.9,1417,0.4,531,0.2,2158,0.5
114,"2","6","9","4","2","パック旅行費",1928,0.5,2095,0.6,2839,0.7,-,-,396,0.1
115,"2","6","9","4","3","月謝類",4755,1.3,5396,1.4,2520,0.7,905,0.3,6548,1.4
116,"2","6","9","4","4","他の教養娯楽サービス",13101,3.5,13993,3.7,10872,2.8,7863,2.8,13613,2.9
117,"2","4","10","0","0","その他の消費支出",66520,17.6,71467,18.9,41996,10.9,45109,16.1,85525,18.3
118,"2","5","10","1","0","諸雑費",35312,9.3,37322,9.8,24347,6.3,24890,8.9,47213,10.1
119,"2","6","10","1","1","理美容サービス",4565,1.2,4829,1.3,2933,0.8,3462,1.2,6214,1.3
120,"2","6","10","1","2","理美容用品",6901,1.8,7435,2.0,5434,1.4,4966,1.8,6017,1.3
121,"2","6","10","1","3","身の回り用品",1607,0.4,1643,0.4,1086,0.3,820,0.3,3227,0.7
122,"2","6","10","1","4","たばこ",1015,0.3,891,0.2,1433,0.4,1682,0.6,800,0.2
123,"2","6","10","1","5","他の諸雑費",21223,5.6,22524,5.9,13461,3.5,13959,5.0,30955,6.6
124,"2","5","10","2","0","こづかい",8160,2.2,8293,2.2,3492,0.9,4379,1.6,20958,4.5
125,"2","5","10","3","0","交際費",21783,5.8,24739,6.5,12725,3.3,15779,5.6,13179,2.8
126,"2","6","10","3","0","食料",6972,1.8,7755,2.0,4020,1.0,6135,2.2,4941,1.1
127,"2","6","10","3","0","家具・家事用品",862,0.2,1152,0.3,116,0.0,-,-,46,0.0
128,"2","6","10","3","0","被服及び履物",365,0.1,371,0.1,128,0.0,284,0.1,891,0.2
129,"2","6","10","3","0","教養娯楽",602,0.2,635,0.2,586,0.2,419,0.2,472,0.1
130,"2","6","10","3","0","他の物品サービス",532,0.1,561,0.1,587,0.2,275,0.1,387,0.1
131,"2","6","10","3","6","贈与金",8224,2.2,9236,2.4,5609,1.5,7427,2.7,2736,0.6
132,"2","6","10","3","7","他の交際費",4225,1.1,5029,1.3,1680,0.4,1240,0.4,3706,0.8
133,"2","5","10","4","0","仕送り金",1265,0.3,1112,0.3,1432,0.4,61,0.0,4175,0.9
134,"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",22239,5.9,23549,6.2,6793,1.8,7280,2.6,57295,12.2
