"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,2933,-,2709,-,3306,-,1051,-
"0","0","0","0","0","調査世帯数",340,-,96,-,90,-,116,-,38,-
"0","0","0","0","0","世帯人員",3.27,-,2.00,-,3.00,-,4.00,-,5.19,-
"0","0","0","0","0","有業人員",1.74,-,1.52,-,1.89,-,1.73,-,1.98,-
"0","0","0","0","0","世帯主平均年齢",49.7,-,54.1,-,50.7,-,46.0,-,47.1,-
"1","0","0","0","0","受取",1445626,-,1356149,-,1376102,-,1533149,-,1586586,-
"1","1","0","0","0","実収入",684038,100.0,562830,100.0,669376,100.0,765168,100.0,786399,100.0
"1","2","0","0","0","経常収入",669443,97.9,546132,97.0,654267,97.7,752083,98.3,772614,98.2
"1","3","0","0","0","勤め先収入",634811,92.8,494014,87.8,615348,91.9,734078,95.9,745684,94.8
"1","4","0","0","0","世帯主収入",523887,76.6,410296,72.9,507550,75.8,605460,79.1,608862,77.4
"1","6","0","0","0","うち男",496403,72.6,355425,63.1,489525,73.1,590012,77.1,597493,76.0
"1","5","0","0","0","定期収入",421077,61.6,339664,60.3,408775,61.1,472426,61.7,505853,64.3
"1","5","0","0","0","臨時収入",4075,0.6,5090,0.9,4061,0.6,3773,0.5,2390,0.3
"1","5","0","0","0","賞与",98735,14.4,65541,11.6,94714,14.1,129261,16.9,100619,12.8
"1","4","0","0","0","世帯主の配偶者の収入",98590,14.4,71789,12.8,97977,14.6,115351,15.1,120428,15.3
"1","6","0","0","0","うち女",95099,13.9,71220,12.7,97909,14.6,107012,14.0,114302,14.5
"1","4","0","0","0","他の世帯員収入",12334,1.8,11929,2.1,9822,1.5,13267,1.7,16394,2.1
"1","3","0","0","0","事業・内職収入",7580,1.1,10429,1.9,7354,1.1,3589,0.5,11838,1.5
"1","4","0","0","0","家賃収入",3529,0.5,3979,0.7,3998,0.6,2098,0.3,4705,0.6
"1","4","0","0","0","他の事業収入",2728,0.4,5745,1.0,1658,0.2,760,0.1,3449,0.4
"1","4","0","0","0","内職収入",1323,0.2,705,0.1,1698,0.3,731,0.1,3685,0.5
"1","3","0","0","0","他の経常収入",27052,4.0,41689,7.4,31565,4.7,14416,1.9,15092,1.9
"1","4","0","0","0","財産収入",1543,0.2,756,0.1,3341,0.5,908,0.1,1577,0.2
"1","4","0","0","0","社会保障給付",24705,3.6,40331,7.2,26270,3.9,13160,1.7,13415,1.7
"1","5","0","0","0","公的年金給付",17438,2.5,37514,6.7,17604,2.6,4129,0.5,3168,0.4
"1","5","0","0","0","他の社会保障給付",7267,1.1,2817,0.5,8666,1.3,9031,1.2,10247,1.3
"1","4","0","0","0","仕送り金",804,0.1,602,0.1,1954,0.3,348,0.0,100,0.0
"1","2","0","0","0","特別収入",14595,2.1,16699,3.0,15109,2.3,13085,1.7,13785,1.8
"1","3","0","0","0","受贈金",4591,0.7,8352,1.5,4168,0.6,3051,0.4,1514,0.2
"1","3","0","0","0","他の特別収入",10004,1.5,8347,1.5,10941,1.6,10034,1.3,12271,1.6
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",509717,-,447421,-,486273,-,532633,-,667647,-
"1","2","0","0","0","預貯金引出",373790,-,333447,-,347167,-,389372,-,500835,-
"1","2","0","0","0","保険金",6437,-,12834,-,6359,-,1956,-,3300,-
"1","3","0","0","0","個人・企業年金保険金",6199,-,12446,-,6142,-,1761,-,3300,-
"1","3","0","0","0","他の保険金",238,-,388,-,217,-,195,-,-,-
"1","2","0","0","0","有価証券売却",1087,-,3231,-,283,-,126,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",719,-,335,-,164,-,260,-,4715,-
"1","2","0","0","0","クレジット購入借入金",127276,-,97120,-,131889,-,140468,-,158698,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",408,-,453,-,411,-,451,-,98,-
"1","1","0","0","0","繰入金",251871,-,345899,-,220453,-,235348,-,132541,-
"2","0","0","0","0","支払",1445626,-,1356149,-,1376102,-,1533149,-,1586586,-
"2","1","0","0","0","実支出",489039,-,415641,-,473217,-,522870,-,616688,-
"2","2","0","0","0","生計支出",355980,-,313380,-,342855,-,370248,-,458613,-
"2","3","0","0","0","消費支出",350149,100.0,309563,100.0,342855,100.0,366664,100.0,426248,100.0
"2","4","1","0","0","食料",91862,26.2,77117,24.9,93063,27.1,98026,26.7,110781,26.0
"2","5","1","1","0","穀類",6795,1.9,4971,1.6,6773,2.0,7648,2.1,9227,2.2
"2","6","1","1","1","米類",1534,0.4,1008,0.3,1443,0.4,1811,0.5,2358,0.6
"2","6","1","1","2","パン",3035,0.9,2334,0.8,3077,0.9,3416,0.9,3619,0.8
"2","6","1","1","3","麺類",1668,0.5,1203,0.4,1737,0.5,1780,0.5,2459,0.6
"2","6","1","1","4","他の穀類",558,0.2,426,0.1,516,0.2,641,0.2,792,0.2
"2","5","1","2","0","魚介類",5333,1.5,4824,1.6,5582,1.6,5379,1.5,5957,1.4
"2","6","1","2","1","生鮮魚介",3078,0.9,2689,0.9,3238,0.9,3195,0.9,3396,0.8
"2","6","1","2","2","塩干魚介",907,0.3,783,0.3,925,0.3,941,0.3,1104,0.3
"2","6","1","2","3","魚肉練製品",526,0.2,551,0.2,544,0.2,450,0.1,633,0.1
"2","6","1","2","4","他の魚介加工品",822,0.2,802,0.3,875,0.3,793,0.2,823,0.2
"2","5","1","3","0","肉類",8873,2.5,5743,1.9,8739,2.5,10456,2.9,13094,3.1
"2","6","1","3","1","生鮮肉",7300,2.1,4696,1.5,7132,2.1,8669,2.4,10826,2.5
"2","6","1","3","2","加工肉",1574,0.4,1047,0.3,1608,0.5,1786,0.5,2268,0.5
"2","5","1","4","0","乳卵類",4419,1.3,3342,1.1,4240,1.2,5188,1.4,5465,1.3
"2","6","1","4","1","牛乳",1348,0.4,868,0.3,1191,0.3,1731,0.5,1889,0.4
"2","6","1","4","2","乳製品",2240,0.6,1872,0.6,2245,0.7,2548,0.7,2281,0.5
