項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,628,-,-,82,-,91,-,90,-,89,-,90,-,94,-,92,-
0,0,世帯人員,2.94,-,-,2.69,-,2.79,-,2.7,-,2.87,-,2.99,-,3.1,-,3.41,-
0,0,有業人員,1.31,-,-,1.23,-,1.08,-,1.2,-,1.2,-,1.37,-,1.56,-,1.56,-
0,0,世帯主平均年齢,59.1,-,-,60.3,-,64.4,-,61.9,-,58.1,-,59,-,55.3,-,54.4,-
0,0,消費支出,317354,-,-12.5,97124,-,166967,-,218471,-,261978,-,315924,-,393999,-,761881,-
0,0,公共的料金,86676,27.3,-6.2,26657,27.4,50875,30.5,71709,32.8,81585,31.1,85955,27.2,110604,28.1,178202,23.4
1,0,公共料金等,63401,20,1.7,22803,23.5,41652,24.9,54296,24.9,59457,22.7,66353,21,82084,20.8,116477,15.3
1,1,米,1811,0.6,-5.1,1112,1.1,1585,0.9,2123,1,1627,0.6,2097,0.7,2085,0.5,2042,0.3
1,1,食塩,33,0,-5.7,15,0,43,0,35,0,14,0,69,0,32,0,21,0
1,1,学校給食,432,0.1,-10.6,177,0.2,261,0.2,202,0.1,527,0.2,680,0.2,617,0.2,559,0.1
1,1,公営家賃,3481,1.1,932.9,129,0.1,1568,0.9,454,0.2,6270,2.4,2781,0.9,11257,2.9,1941,0.3
1,1,電気代,14461,4.6,17.4,6924,7.1,12921,7.7,15388,7,15311,5.8,16310,5.2,17439,4.4,16864,2.2
1,1,都市ガス,8314,2.6,9.2,4544,4.7,7251,4.3,9170,4.2,8827,3.4,7469,2.4,10574,2.7,10324,1.4
1,1,上下水道料,4587,1.4,-9.9,2052,2.1,2132,1.3,4090,1.9,5685,2.2,4692,1.5,6270,1.6,7154,0.9
1,1,医科診療代,4629,1.5,-6.8,1477,1.5,2326,1.4,3541,1.6,3227,1.2,7946,2.5,4294,1.1,9519,1.2
1,1,歯科診療代,2294,0.7,-39.7,807,0.8,499,0.3,1200,0.5,1103,0.4,1201,0.4,2736,0.7,8451,1.1
1,1,出産入院料,818,0.3,212.2,-,-,-,-,-,-,-,-,-,-,-,-,5674,0.7
1,1,他の入院料,2244,0.7,78.9,-,-,460,0.3,1159,0.5,-,-,3163,1,2795,0.7,8066,1.1
1,1,鉄道運賃,2274,0.7,-8.3,215,0.2,486,0.3,1492,0.7,2325,0.9,2634,0.8,2232,0.6,6482,0.9
1,1,鉄道通学定期代,335,0.1,-3.5,-,-,41,0,-,-,-,-,895,0.3,121,0,1277,0.2
1,1,鉄道通勤定期代,1465,0.5,-20.6,-,-,688,0.4,1482,0.7,113,0,58,0,3235,0.8,4651,0.6
1,1,バス代,211,0.1,-18.2,22,0,96,0.1,92,0,121,0,144,0,234,0.1,764,0.1
1,1,バス通学定期代,134,0,346.7,-,-,-,-,-,-,322,0.1,-,-,621,0.2,-,-
1,1,バス通勤定期代,62,0,-37.4,-,-,-,-,420,0.2,15,0,-,-,-,-,-,-
1,1,タクシー代,635,0.2,2.3,917,0.9,553,0.3,114,0.1,767,0.3,305,0.1,370,0.1,1415,0.2
1,1,航空運賃,762,0.2,151.5,-,-,-,-,-,-,613,0.2,-,-,-,-,4677,0.6
1,1,郵便料,155,0,-33.5,47,0,151,0.1,282,0.1,133,0.1,132,0,78,0,261,0
1,1,固定電話通信料,1279,0.4,-25,516,0.5,1420,0.9,1603,0.7,1034,0.4,1513,0.5,1419,0.4,1440,0.2
1,1,携帯電話通信料,8688,2.7,-21.2,2323,2.4,6187,3.7,8487,3.9,8222,3.1,11177,3.5,11435,2.9,12908,1.7
1,1,ＮＨＫ放送受信料,874,0.3,-16,244,0.3,794,0.5,889,0.4,1010,0.4,639,0.2,1335,0.3,1202,0.2
1,1,ケーブルテレビ放送受信料,1067,0.3,-17.8,690,0.7,1009,0.6,1317,0.6,1056,0.4,1081,0.3,935,0.2,1376,0.2
1,1,他の放送受信料,161,0.1,-31.8,-,-,123,0.1,141,0.1,246,0.1,145,0,74,0,393,0.1
1,1,国公立小学校,81,0,68.8,-,-,39,0,2,0,83,0,-,-,123,0,319,0
1,1,国公立中学校,57,0,-70,-,-,43,0,-,-,-,-,259,0.1,99,0,-,-
1,1,国公立高校,78,0,-71.6,-,-,-,-,-,-,-,-,-,-,528,0.1,19,0
1,1,国公立大学,1030,0.3,-4.9,-,-,-,-,-,-,-,-,-,-,-,-,7148,0.9
1,1,たばこ,947,0.3,-16.6,592,0.6,973,0.6,613,0.3,806,0.3,963,0.3,1147,0.3,1531,0.2
2,0,準公共料金等,23274,7.3,-22.6,3855,4,9223,5.5,17413,8,22128,8.4,19603,6.2,28520,7.2,61725,8.1
2,1,牛乳,1345,0.4,1.9,783,0.8,1012,0.6,1452,0.7,1380,0.5,1464,0.5,1651,0.4,1669,0.2
2,1,灯油,522,0.2,80.6,226,0.2,526,0.3,897,0.4,671,0.3,325,0.1,686,0.2,323,0
2,1,プロパンガス,729,0.2,19.7,609,0.6,526,0.3,493,0.2,533,0.2,1360,0.4,752,0.2,829,0.1
2,1,理髪料,441,0.1,-14.2,124,0.1,346,0.2,379,0.2,241,0.1,577,0.2,696,0.2,722,0.1
2,1,パーマネント代,369,0.1,43,91,0.1,93,0.1,120,0.1,607,0.2,117,0,802,0.2,751,0.1
2,1,洗濯代,490,0.2,-15.1,52,0.1,218,0.1,467,0.2,392,0.1,982,0.3,343,0.1,970,0.1
2,1,新聞,2145,0.7,-16.1,869,0.9,2113,1.3,2477,1.1,2314,0.9,2582,0.8,2050,0.5,2592,0.3
2,1,私立小学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
