区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,648,-,-,83,-,92,-,95,-,99,-,94,-,94,-,91,-
0,0,世帯人員,2.87,-,-,2.59,-,2.61,-,2.81,-,2.77,-,2.88,-,3.22,-,3.21,-
0,0,有業人員,1.3,-,-,1.1,-,1.06,-,1.25,-,1.2,-,1.29,-,1.58,-,1.59,-
0,0,世帯主平均年齢,59.7,-,-,62.4,-,63.4,-,61.1,-,59.8,-,60.2,-,56.8,-,54.3,-
0,0,消費支出,285695,100,5.6,96761,100,150402,100,192590,100,228063,100,285484,100,350402,100,692146,100
1,0,商品,155352,54.4,-1.5,70943,73.3,102693,68.3,125441,65.1,140152,61.5,167306,58.6,190842,54.5,288364,41.7
1,1,耐久財,15261,5.3,8.9,463,0.5,1163,0.8,5524,2.9,6632,2.9,10283,3.6,17991,5.1,64436,9.3
1,2,半耐久財,24080,8.4,8.8,4243,4.4,9720,6.5,13932,7.2,18636,8.2,22454,7.9,29229,8.3,69924,10.1
1,3,非耐久財,116011,40.6,-4.6,66237,68.5,91810,61,105986,55,114883,50.4,134569,47.1,143622,41,154004,22.3
1,0,サービス,130343,45.6,15.5,25818,26.7,47709,31.7,67149,34.9,87912,38.5,118178,41.4,159560,45.5,403782,58.3
2,0,食料,85357,29.9,-3.1,46287,47.8,65933,43.8,74182,38.5,80477,35.3,96608,33.8,109976,31.4,123221,17.8
2,3,非耐久財,71448,25,-5.3,41984,43.4,57778,38.4,64873,33.7,68648,30.1,81980,28.7,87961,25.1,96332,13.9
2,4,サービス,13909,4.9,10,4303,4.4,8155,5.4,9310,4.8,11828,5.2,14627,5.1,22015,6.3,26889,3.9
2,0,住居,24399,8.5,11,3512,3.6,4326,2.9,12521,6.5,14314,6.3,21087,7.4,31417,9,83152,12
2,1,耐久財,1563,0.5,148.9,27,0,-,-,364,0.2,-,-,560,0.2,4023,1.1,5911,0.9
2,2,半耐久財,226,0.1,33.7,106,0.1,105,0.1,101,0.1,247,0.1,355,0.1,254,0.1,412,0.1
2,4,サービス,22610,7.9,6.7,3380,3.5,4222,2.8,12056,6.3,14067,6.2,20172,7.1,27140,7.7,76829,11.1
2,0,光熱・水道（非耐久財）,22963,8,1.1,14051,14.5,19022,12.6,21382,11.1,24958,10.9,27807,9.7,27477,7.8,25881,3.7
2,0,家具・家事用品,12294,4.3,-12.4,3663,3.8,4577,3,9383,4.9,9413,4.1,13880,4.9,13916,4,31070,4.5
2,1,耐久財,4713,1.6,-23.5,274,0.3,422,0.3,3250,1.7,3347,1.5,6117,2.1,4701,1.3,14814,2.1
2,2,半耐久財,3738,1.3,-9.8,1189,1.2,1843,1.2,2532,1.3,3036,1.3,3620,1.3,3425,1,10478,1.5
2,3,非耐久財,2981,1,-7.3,2128,2.2,2083,1.4,2665,1.4,2620,1.1,2919,1,4233,1.2,4197,0.6
2,4,サービス,861,0.3,65.3,71,0.1,228,0.2,937,0.5,409,0.2,1224,0.4,1558,0.4,1581,0.2
2,0,被服及び履物,11985,4.2,12.5,1955,2,5226,3.5,6434,3.3,8957,3.9,11088,3.9,16178,4.6,33832,4.9
2,2,半耐久財,11492,4,13,1951,2,4849,3.2,6304,3.3,8764,3.8,10609,3.7,15122,4.3,32631,4.7
2,4,サービス,494,0.2,2.3,3,0,377,0.3,130,0.1,194,0.1,479,0.2,1056,0.3,1201,0.2
2,0,保健医療,14764,5.2,-19.6,5488,5.7,10574,7,10214,5.3,12133,5.3,16002,5.6,20167,5.8,28561,4.1
2,1,耐久財,709,0.2,-55.7,-,-,328,0.2,499,0.3,673,0.3,1345,0.5,1389,0.4,716,0.1
2,2,半耐久財,363,0.1,-36.2,201,0.2,129,0.1,552,0.3,149,0.1,428,0.1,235,0.1,850,0.1
2,3,非耐久財,5720,2,-6.4,3029,3.1,4834,3.2,5860,3,5804,2.5,5944,2.1,6548,1.9,7973,1.2
2,4,サービス,7971,2.8,-21,2258,2.3,5283,3.5,3303,1.7,5507,2.4,8286,2.9,11995,3.4,19022,2.7
2,0,交通・通信,35523,12.4,33.6,8007,8.3,13757,9.1,19134,9.9,25536,11.2,34360,12,45482,13,101774,14.7
2,1,耐久財,5534,1.9,443.6,-,-,168,0.1,740,0.4,485,0.2,742,0.3,6617,1.9,29842,4.3
2,2,半耐久財,2128,0.7,78.4,41,0,687,0.5,720,0.4,263,0.1,2991,1,1024,0.3,9144,1.3
