1,"東京都生計分析調査　令和 4年 6月","","","","","","","","","","","","","","",""
2,"","","","","","","第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,7993,-,1115,-,609,-,283,-
7,"0","0","0","0","0","調査世帯数",643,-,528,-,67,-,33,-,15,-
8,"0","0","0","0","0","世帯人員",2.91,-,2.97,-,2.79,-,2.40,-,2.78,-
9,"0","0","0","0","0","有業人員",1.30,-,1.29,-,1.50,-,1.03,-,1.56,-
10,"0","0","0","0","0","世帯主平均年齢",59.5,-,61.0,-,49.7,-,67.9,-,40.1,-
11,"2","2","0","0","0","生計支出",294679,-,292649,-,322010,-,250314,-,339714,-
12,"2","3","0","0","0","消費支出",287718,100.0,286559,100.0,322010,100.0,215918,100.0,339714,100.0
13,"2","4","1","0","0","食料",84703,29.4,86926,30.3,79701,24.8,67017,31.0,79667,23.5
14,"2","5","1","1","0","穀類",6444,2.2,6609,2.3,5913,1.8,5640,2.6,5621,1.7
15,"2","6","1","1","1","米類",1603,0.6,1618,0.6,1529,0.5,1629,0.8,1414,0.4
16,"2","6","1","1","2","パン",2855,1.0,2995,1.0,2373,0.7,2347,1.1,1894,0.6
17,"2","6","1","1","3","麺類",1601,0.6,1604,0.6,1672,0.5,1308,0.6,1869,0.6
18,"2","6","1","1","4","他の穀類",385,0.1,391,0.1,338,0.1,357,0.2,444,0.1
19,"2","5","1","2","0","魚介類",5855,2.0,6223,2.2,4314,1.3,4947,2.3,3482,1.0
20,"2","6","1","2","1","生鮮魚介",3366,1.2,3638,1.3,2537,0.8,2098,1.0,1690,0.5
21,"2","6","1","2","2","塩干魚介",1019,0.4,1034,0.4,719,0.2,1475,0.7,796,0.2
22,"2","6","1","2","3","魚肉練製品",583,0.2,619,0.2,327,0.1,657,0.3,411,0.1
23,"2","6","1","2","4","他の魚介加工品",887,0.3,933,0.3,730,0.2,718,0.3,585,0.2
24,"2","5","1","3","0","肉類",7588,2.6,7920,2.8,6745,2.1,5131,2.4,6793,2.0
25,"2","6","1","3","1","生鮮肉",6074,2.1,6313,2.2,5665,1.8,4004,1.9,5374,1.6
26,"2","6","1","3","2","加工肉",1514,0.5,1607,0.6,1080,0.3,1127,0.5,1419,0.4
27,"2","5","1","4","0","乳卵類",4229,1.5,4364,1.5,3527,1.1,3691,1.7,4343,1.3
28,"2","6","1","4","1","牛乳",1330,0.5,1409,0.5,1021,0.3,1057,0.5,880,0.3
29,"2","6","1","4","2","乳製品",2084,0.7,2134,0.7,1714,0.5,1793,0.8,2729,0.8
30,"2","6","1","4","3","卵",816,0.3,820,0.3,792,0.2,841,0.4,733,0.2
31,"2","5","1","5","0","野菜・海藻",10503,3.7,10951,3.8,8414,2.6,9651,4.5,7933,2.3
32,"2","6","1","5","1","生鮮野菜",7535,2.6,7909,2.8,5915,1.8,6488,3.0,5609,1.7
33,"2","6","1","5","2","乾物・海藻",689,0.2,719,0.3,513,0.2,689,0.3,529,0.2
34,"2","6","1","5","3","大豆加工品",1085,0.4,1131,0.4,873,0.3,999,0.5,822,0.2
35,"2","6","1","5","4","他の野菜・海藻加工品",1194,0.4,1192,0.4,1112,0.3,1476,0.7,974,0.3
36,"2","5","1","6","0","果物",3217,1.1,3302,1.2,3426,1.1,1994,0.9,2602,0.8
37,"2","6","1","6","1","生鮮果物",2850,1.0,2906,1.0,3235,1.0,1723,0.8,2179,0.6
38,"2","6","1","6","2","果物加工品",367,0.1,396,0.1,191,0.1,271,0.1,424,0.1
39,"2","5","1","7","0","油脂・調味料",3855,1.3,3958,1.4,3498,1.1,3455,1.6,3187,0.9
40,"2","6","1","7","1","油脂",452,0.2,461,0.2,400,0.1,421,0.2,473,0.1
41,"2","6","1","7","2","調味料",3402,1.2,3497,1.2,3098,1.0,3035,1.4,2714,0.8
42,"2","5","1","8","0","菓子類",6873,2.4,7033,2.5,6795,2.1,4552,2.1,7660,2.3
43,"2","5","1","9","0","調理食品",12417,4.3,12539,4.4,11983,3.7,12807,5.9,9869,2.9
44,"2","6","1","9","1","主食的調理食品",5457,1.9,5530,1.9,5749,1.8,4702,2.2,3884,1.1
45,"2","6","1","9","2","他の調理食品",6960,2.4,7009,2.4,6234,1.9,8105,3.8,5985,1.8
46,"2","5","1","10","0","飲料",5512,1.9,5539,1.9,5934,1.8,4441,2.1,5396,1.6
47,"2","6","1","10","1","茶類",1240,0.4,1297,0.5,1013,0.3,1027,0.5,979,0.3
48,"2","6","1","10","2","コーヒー・ココア",1054,0.4,1034,0.4,1275,0.4,825,0.4,1256,0.4
49,"2","6","1","10","3","他の飲料",3218,1.1,3208,1.1,3647,1.1,2589,1.2,3161,0.9
50,"2","5","1","11","0","酒類",3590,1.2,3782,1.3,2738,0.9,3191,1.5,2409,0.7
51,"2","5","1","12","0","外食",14619,5.1,14706,5.1,16415,5.1,7517,3.5,20372,6.0
52,"2","6","1","12","1","一般外食",13505,4.7,13607,4.7,14796,4.6,7275,3.4,18939,5.6
53,"2","6","1","12","2","学校給食",1114,0.4,1099,0.4,1619,0.5,242,0.1,1432,0.4
54,"2","4","2","0","0","住居",22231,7.7,9340,3.3,94499,29.3,49183,22.8,43583,12.8
55,"2","5","2","1","0","家賃地代",15540,5.4,1020,0.4,94450,29.3,48612,22.5,43535,12.8
56,"2","5","2","2","0","設備修繕・維持",6692,2.3,8320,2.9,49,0.0,571,0.3,48,0.0
57,"2","6","2","2","1","設備材料",2872,1.0,3560,1.2,49,0.0,323,0.1,48,0.0
58,"2","6","2","2","2","工事その他のサービス",3820,1.3,4760,1.7,-,-,248,0.1,-,-
59,"2","4","3","0","0","光熱・水道",20323,7.1,21086,7.4,17796,5.5,18240,8.4,13221,3.9
60,"2","5","3","1","0","電気代",8690,3.0,9282,3.2,7095,2.2,6226,2.9,3585,1.1
61,"2","5","3","2","0","ガス代",5769,2.0,5826,2.0,5452,1.7,6116,2.8,4682,1.4
62,"2","5","3","3","0","他の光熱",46,0.0,56,0.0,4,0.0,5,0.0,-,-
63,"2","5","3","4","0","上下水道料",5818,2.0,5923,2.1,5245,1.6,5892,2.7,4955,1.5
64,"2","4","4","0","0","家具・家事用品",12765,4.4,13575,4.7,8354,2.6,7746,3.6,18050,5.3
65,"2","5","4","1","0","家庭用耐久財",4625,1.6,5352,1.9,1377,0.4,3047,1.4,294,0.1
66,"2","6","4","1","1","家事用耐久財",2018,0.7,2477,0.9,338,0.1,-,-,-,-
67,"2","6","4","1","2","冷暖房用器具",2403,0.8,2757,1.0,124,0.0,3047,1.4,-,-
68,"2","6","4","1","3","一般家具",205,0.1,118,0.0,915,0.3,-,-,294,0.1
69,"2","5","4","2","0","室内装備・装飾品",695,0.2,709,0.2,627,0.2,-,-,2073,0.6
70,"2","5","4","3","0","寝具類",1051,0.4,915,0.3,685,0.2,85,0.0,8388,2.5
71,"2","5","4","4","0","家事雑貨",2347,0.8,2507,0.9,1669,0.5,1614,0.7,2065,0.6
72,"2","5","4","5","0","家事用消耗品",3482,1.2,3502,1.2,3722,1.2,2801,1.3,3461,1.0
73,"2","5","4","6","0","家事サービス",564,0.2,590,0.2,274,0.1,199,0.1,1770,0.5
74,"2","4","5","0","0","被服及び履物",10735,3.7,11150,3.9,10889,3.4,3830,1.8,13263,3.9
75,"2","5","5","1","0","和服",18,0.0,10,0.0,89,0.0,-,-,-,-
76,"2","5","5","2","0","洋服",3840,1.3,4100,1.4,3144,1.0,1136,0.5,5063,1.5
77,"2","6","5","2","1","男子用洋服",1133,0.4,1105,0.4,852,0.3,218,0.1,4990,1.5
78,"2","6","5","2","2","婦人用洋服",2417,0.8,2690,0.9,1873,0.6,918,0.4,73,0.0
79,"2","6","5","2","3","子供用洋服",291,0.1,305,0.1,418,0.1,-,-,-,-
80,"2","5","5","3","0","シャツ・セーター類",2377,0.8,2447,0.9,2181,0.7,750,0.3,4675,1.4
81,"2","6","5","3","1","男子用シャツ・セーター類",826,0.3,820,0.3,801,0.2,238,0.1,2339,0.7
82,"2","6","5","3","2","婦人用シャツ・セーター類",1401,0.5,1468,0.5,1192,0.4,475,0.2,2336,0.7
83,"2","6","5","3","3","子供用シャツ・セーター類",150,0.1,159,0.1,189,0.1,38,0.0,-,-
84,"2","5","5","4","0","下着類",1030,0.4,1025,0.4,1112,0.3,816,0.4,1313,0.4
85,"2","6","5","4","1","男子用下着類",283,0.1,312,0.1,202,0.1,141,0.1,93,0.0
86,"2","6","5","4","2","婦人用下着類",664,0.2,639,0.2,840,0.3,539,0.2,932,0.3
87,"2","6","5","4","3","子供用下着類",84,0.0,74,0.0,70,0.0,137,0.1,288,0.1
88,"2","5","5","5","0","生地・糸類",128,0.0,146,0.1,23,0.0,16,0.0,306,0.1
89,"2","5","5","6","0","他の被服",702,0.2,736,0.3,749,0.2,154,0.1,737,0.2
90,"2","5","5","7","0","履物類",1677,0.6,1862,0.6,942,0.3,894,0.4,1058,0.3
91,"2","5","5","8","0","被服関連サービス",961,0.3,824,0.3,2648,0.8,64,0.0,111,0.0
92,"2","4","6","0","0","保健医療",16029,5.6,16318,5.7,14857,4.6,13573,6.3,17775,5.2
93,"2","5","6","1","0","医薬品",2579,0.9,2701,0.9,1908,0.6,2472,1.1,2001,0.6
94,"2","5","6","2","0","健康保持用摂取品",1171,0.4,1230,0.4,1170,0.4,405,0.2,1179,0.3
95,"2","5","6","3","0","保健医療用品・器具",2766,1.0,2776,1.0,2843,0.9,1862,0.9,4108,1.2
96,"2","5","6","4","0","保健医療サービス",9513,3.3,9611,3.4,8936,2.8,8833,4.1,10486,3.1
97,"2","4","7","0","0","交通・通信",33805,11.7,35157,12.3,29739,9.2,15627,7.2,50713,14.9
98,"2","5","7","1","0","交通",7674,2.7,7218,2.5,9836,3.1,2650,1.2,22816,6.7
99,"2","5","7","2","0","自動車等関係費",15722,5.5,16970,5.9,12283,3.8,4825,2.2,17463,5.1
100,"2","6","7","2","1","自動車等購入",6361,2.2,7706,2.7,-,-,-,-,7114,2.1
101,"2","6","7","2","2","自転車購入",1037,0.4,497,0.2,3873,1.2,-,-,7340,2.2
102,"2","6","7","2","3","自動車等維持",8324,2.9,8767,3.1,8410,2.6,4825,2.2,3009,0.9
103,"2","5","7","3","0","通信",10409,3.6,10969,3.8,7619,2.4,8153,3.8,10435,3.1
104,"2","4","8","0","0","教育",12972,4.5,13681,4.8,12571,3.9,466,0.2,21427,6.3
105,"2","5","8","1","0","授業料等",8087,2.8,9083,3.2,3672,1.1,466,0.2,13759,4.1
106,"2","5","8","2","0","教科書・学習参考教材",72,0.0,84,0.0,28,0.0,-,-,54,0.0
107,"2","5","8","3","0","補習教育",4813,1.7,4514,1.6,8871,2.8,-,-,7615,2.2
108,"2","4","9","0","0","教養娯楽",29310,10.2,31511,11.0,21353,6.6,12108,5.6,35510,10.5
109,"2","5","9","1","0","教養娯楽用耐久財",1336,0.5,1470,0.5,1430,0.4,-,-,58,0.0
110,"2","5","9","2","0","教養娯楽用品",6233,2.2,6646,2.3,4996,1.6,2152,1.0,8194,2.4
111,"2","5","9","3","0","書籍・他の印刷物",3226,1.1,3469,1.2,1889,0.6,3464,1.6,1133,0.3
112,"2","5","9","4","0","教養娯楽サービス",18515,6.4,19925,7.0,13039,4.0,6492,3.0,26125,7.7
113,"2","6","9","4","1","宿泊料",1763,0.6,1634,0.6,2088,0.6,-,-,7920,2.3
114,"2","6","9","4","2","パック旅行費",1439,0.5,1768,0.6,24,0.0,371,0.2,-,-
115,"2","6","9","4","3","月謝類",4906,1.7,5591,2.0,2938,0.9,339,0.2,3145,0.9
116,"2","6","9","4","4","他の教養娯楽サービス",10407,3.6,10932,3.8,7989,2.5,5781,2.7,15060,4.4
117,"2","4","10","0","0","その他の消費支出",44844,15.6,47815,16.7,32251,10.0,28128,13.0,46504,13.7
118,"2","5","10","1","0","諸雑費",24308,8.4,25609,8.9,19854,6.2,17630,8.2,19466,5.7
119,"2","6","10","1","1","理美容サービス",3702,1.3,3811,1.3,3568,1.1,2195,1.0,4381,1.3
120,"2","6","10","1","2","理美容用品",5009,1.7,5274,1.8,4573,1.4,2698,1.2,4212,1.2
121,"2","6","10","1","3","身の回り用品",2198,0.8,2403,0.8,1907,0.6,739,0.3,688,0.2
122,"2","6","10","1","4","たばこ",1016,0.4,858,0.3,2188,0.7,737,0.3,1449,0.4
123,"2","6","10","1","5","他の諸雑費",12383,4.3,13263,4.6,7618,2.4,11262,5.2,8736,2.6
124,"2","5","10","2","0","こづかい",5729,2.0,6159,2.1,4325,1.3,4718,2.2,1292,0.4
125,"2","5","10","3","0","交際費",14102,4.9,15684,5.5,6875,2.1,5366,2.5,16712,4.9
126,"2","6","10","3","0","食料",3693,1.3,3880,1.4,3034,0.9,1652,0.8,5402,1.6
127,"2","6","10","3","0","家具・家事用品",230,0.1,217,0.1,73,0.0,776,0.4,46,0.0
128,"2","6","10","3","0","被服及び履物",279,0.1,329,0.1,146,0.0,-,-,-,-
129,"2","6","10","3","0","教養娯楽",713,0.2,751,0.3,434,0.1,1032,0.5,39,0.0
130,"2","6","10","3","0","他の物品サービス",581,0.2,496,0.2,442,0.1,-,-,4780,1.4
131,"2","6","10","3","6","贈与金",4199,1.5,4922,1.7,1301,0.4,910,0.4,2298,0.7
132,"2","6","10","3","7","他の交際費",4407,1.5,5089,1.8,1446,0.4,996,0.5,4147,1.2
133,"2","5","10","4","0","仕送り金",705,0.2,363,0.1,1197,0.4,414,0.2,9033,2.7
134,"2","3","0","0","0","土地家屋購入",6962,-,6090,-,-,-,34396,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",15194,5.3,15860,5.5,16233,5.0,820,0.4,23199,6.8
136,"2","3","0","0","0","（再掲）教養娯楽関係費",33920,11.8,35343,12.3,27482,8.5,13787,6.4,62362,18.4
