項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,329,-,-,43,-,49,-,48,-,47,-,47,-,48,-,47,-
0,0,0,0,0,世帯人員,3.29,-,-,2.96,-,2.66,-,3.18,-,3.55,-,3.39,-,3.65,-,3.64,-
0,0,0,0,0,有業人員,1.72,-,-,1.65,-,1.71,-,1.48,-,1.72,-,1.9,-,1.75,-,1.81,-
0,0,0,0,0,世帯主平均年齢,49.2,-,-,55.5,-,55.3,-,45.7,-,46,-,45.5,-,48.1,-,48.8,-
1,0,0,0,0,受取,1308723,-,-6.4,537749,-,788799,-,1153537,-,1472713,-,1216477,-,1507916,-,2476720,-
1,1,0,0,0,実収入,562563,100,-11.3,180165,100,367342,100,466977,100,527798,100,604606,100,741281,100,1045771,100
1,2,0,0,0,経常収入,554855,98.6,-11.3,180046,99.9,357981,97.5,461278,98.8,523998,99.3,589424,97.5,726684,98,1040677,99.5
1,3,0,0,0,勤め先収入,488666,86.9,-13.9,71504,39.7,237568,64.7,375630,80.4,471890,89.4,565813,93.6,678072,91.5,1014889,97
1,4,0,0,0,世帯主収入,410939,73,-10,68767,38.2,214094,58.3,362106,77.5,429786,81.4,444569,73.5,585570,79,767844,73.4
1,6,0,0,0,うち男,394411,70.1,-8.9,46659,25.9,193188,52.6,329070,70.5,409524,77.6,436306,72.2,574267,77.5,767844,73.4
1,5,0,0,0,定期収入,406408,72.2,-8.2,68396,38,211953,57.7,361356,77.4,424189,80.4,443201,73.3,580295,78.3,751623,71.9
1,5,0,0,0,臨時収入,2370,0.4,-62.4,370,0.2,2140,0.6,750,0.2,5597,1.1,1368,0.2,5276,0.7,1095,0.1
1,5,0,0,0,賞与,2161,0.4,-70.1,-,-,-,-,-,-,-,-,-,-,-,-,15127,1.4
1,4,0,0,0,世帯主の配偶者の収入,71752,12.8,-27.5,2738,1.5,21924,6,6641,1.4,41240,7.8,105411,17.4,86800,11.7,236263,22.6
1,6,0,0,0,うち女,70632,12.6,-26.9,2738,1.5,21924,6,6641,1.4,41240,7.8,105411,17.4,78964,10.7,236263,22.6
1,4,0,0,0,他の世帯員収入,5975,1.1,-51.9,-,-,1551,0.4,6882,1.5,864,0.2,15833,2.6,5702,0.8,10782,1
1,3,0,0,0,事業・内職収入,8316,1.5,61.7,2022,1.1,12672,3.4,7268,1.6,19059,3.6,2797,0.5,11588,1.6,2924,0.3
1,4,0,0,0,家賃収入,3407,0.6,20.7,-,-,5586,1.5,4547,1,-,-,1642,0.3,9193,1.2,2924,0.3
1,4,0,0,0,他の事業収入,3793,0.7,151.7,-,-,3439,0.9,2721,0.6,18879,3.6,1,0,1554,0.2,-,-
1,4,0,0,0,内職収入,1115,0.2,37,2022,1.1,3647,1,-,-,180,0,1154,0.2,841,0.1,-,-
1,3,0,0,0,他の経常収入,57873,10.3,10,106520,59.1,107741,29.3,78380,16.8,33049,6.3,20814,3.4,37024,5,22864,2.2
1,4,0,0,0,財産収入,2693,0.5,69.1,-,-,3016,0.8,9701,2.1,63,0,5778,1,115,0,127,0
