1,"東京都生計分析調査　令和 4年 8月","","","","","","","","","","","","","","",""
2,"","","","","","","第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,3000,-,2751,-,3239,-,1010,-
7,"0","0","0","0","0","調査世帯数",347,-,99,-,94,-,116,-,38,-
8,"0","0","0","0","0","世帯人員",3.25,-,2.00,-,3.00,-,4.00,-,5.25,-
9,"0","0","0","0","0","有業人員",1.72,-,1.51,-,1.87,-,1.68,-,2.06,-
10,"0","0","0","0","0","世帯主平均年齢",50.1,-,54.5,-,50.3,-,46.4,-,48.1,-
11,"1","0","0","0","0","受取",1392345,-,1243153,-,1393067,-,1508872,-,1459859,-
12,"1","1","0","0","0","実収入",609379,100.0,480223,100.0,634059,100.0,685403,100.0,682014,100.0
13,"1","2","0","0","0","経常収入",596502,97.9,474079,98.7,621095,98.0,667572,97.4,665263,97.5
14,"1","3","0","0","0","勤め先収入",552149,90.6,407813,84.9,556932,87.8,650574,94.9,652229,95.6
15,"1","4","0","0","0","世帯主収入",456153,74.9,346565,72.2,461566,72.8,540195,78.8,497419,72.9
16,"1","6","0","0","0","うち男",427302,70.1,286926,59.7,437148,68.9,529203,77.2,490685,71.9
17,"1","5","0","0","0","定期収入",424665,69.7,340907,71.0,440819,69.5,468402,68.3,489214,71.7
18,"1","5","0","0","0","臨時収入",1896,0.3,1137,0.2,2200,0.3,2443,0.4,1569,0.2
19,"1","5","0","0","0","賞与",29591,4.9,4521,0.9,18547,2.9,69350,10.1,6636,1.0
20,"1","4","0","0","0","世帯主の配偶者の収入",80409,13.2,51217,10.7,81427,12.8,94775,13.8,118280,17.3
