1,"東京都生計分析調査　令和 4年 9月","","","","","","","","",""
2,"","","主　　要　　指　　標　　　５　　―　勤労者世帯，勤め先収入７分位階層別　―","","","","","","",""
3,"","","公共的料金負担率　　　〔＝（公共的料金÷消費支出） ×１００〕","","","","","","",""
4,"年次・月次コード","年次・月次","都平均","第1階層","第2階層","第3階層","第4階層","第5階層","第6階層","第7階層"
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,12,譛ｨ譚舌�譛ｨ陬ｽ蜩∬｣ｽ騾�讌ｭ�亥ｮｶ蜈ｷ繧帝勁縺擾ｼ�,34,77,1077,41918,30,30,60,254,4,47,1017,41664,16,16,25,67,16,16,25,67,-,-,-,-,18,61,1052,41851,14,14,35,187,4,47,1017,41664,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,13,螳ｶ蜈ｷ繝ｻ陬�ｙ蜩∬｣ｽ騾�讌ｭ,69,81,521,7460,65,65,222,2608,4,16,299,4853,20,20,35,102,20,20,35,102,-,-,-,-,49,61,486,7358,45,45,187,2505,4,16,299,4853,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,14,繝代Ν繝励�邏吶�邏吝刈蟾･蜩∬｣ｽ騾�讌ｭ,144,212,1784,40948,118,118,450,8067,26,94,1334,32881,40,40,82,313,40,40,82,313,-,-,-,-,104,172,1702,40635,78,78,368,7754,26,94,1334,32881,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,15,蜊ｰ蛻ｷ繝ｻ蜷碁未騾｣讌ｭ,376,476,8451,158629,342,342,2628,37461,34,134,5823,121168,82,82,169,512,82,82,169,512,-,-,-,-,294,394,8282,158117,260,260,2459,36949,34,134,5823,121168,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,16,蛹門ｭｦ蟾･讌ｭ,33,143,5068,267877,9,9,89,2051,24,134,4979,265827,1,1,2,x,1,1,2,x,-,-,-,-,32,142,5066,x,8,8,87,x,24,134,4979,265827,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,17,遏ｳ豐ｹ陬ｽ蜩√�遏ｳ轤ｭ陬ｽ蜩∬｣ｽ騾�讌ｭ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,18,繝励Λ繧ｹ繝√ャ繧ｯ陬ｽ蜩∬｣ｽ騾�讌ｭ�亥挨謗ｲ繧帝勁縺擾ｼ�,77,178,3921,124629,45,45,142,2265,32,133,3779,122364,16,16,27,143,16,16,27,143,-,-,-,-,61,162,3894,124486,29,29,115,2123,32,133,3779,122364,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,19,繧ｴ繝�陬ｽ蜩∬｣ｽ騾�讌ｭ,32,40,293,3074,27,27,118,1224,5,13,175,1850,11,11,18,70,11,11,18,70,-,-,-,-,21,29,275,3004,16,16,100,1154,5,13,175,1850,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,20,縺ｪ繧√＠髱ｩ繝ｻ蜷瑚｣ｽ蜩√�豈帷坩陬ｽ騾�讌ｭ,430,451,2015,48527,414,414,1702,37506,16,37,313,11020,196,196,352,x,196,196,352,x,-,-,-,-,233,254,1660,47502,217,217,1347,36482,16,37,313,11020,1,1,3,x,1,1,3,x,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,21,遯ｯ讌ｭ繝ｻ蝨溽浹陬ｽ蜩∬｣ｽ騾�讌ｭ,26,79,2023,71713,16,16,53,287,10,63,1970,71426,8,8,20,49,8,8,20,49,-,-,-,-,18,71,2003,71664,8,8,33,238,10,63,1970,71426,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,22,驩�蕎讌ｭ,10,26,504,34192,4,4,12,280,6,22,492,33912,1,1,2,x,1,1,2,x,-,-,-,-,9,25,502,x,3,3,10,x,6,22,492,33912,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,23,髱樣延驥大ｱ櫁｣ｽ騾�讌ｭ,12,19,201,8652,8,8,24,511,4,11,177,8142,1,1,1,x,1,1,1,x,-,-,-,-,11,18,200,x,7,7,23,x,4,11,177,8142,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,24,驥大ｱ櫁｣ｽ蜩∬｣ｽ騾�讌ｭ,198,272,2531,70405,168,168,572,4572,30,104,1959,65833,72,72,135,432,72,72,135,432,-,-,-,-,126,200,2396,69972,96,96,437,4140,30,104,1959,65833,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,25,縺ｯ繧鍋畑讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,16,29,406,8937,8,8,43,1408,8,21,363,7529,-,-,-,-,-,-,-,-,-,-,-,-,16,29,406,8937,8,8,43,1408,8,21,363,7529,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,26,逕溽肇逕ｨ讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,44,106,1570,66831,26,26,121,2145,18,80,1449,64686,6,6,14,64,6,6,14,64,-,-,-,-,38,100,1556,66767,20,20,107,2081,18,80,1449,64686,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,27,讌ｭ蜍咏畑讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,47,104,2213,136898,32,32,141,2702,15,72,2072,134195,5,5,11,37,5,5,11,37,-,-,-,-,42,99,2202,136861,27,27,130,2666,15,72,2072,134195,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,28,髮ｻ蟄宣Κ蜩√�繝�ヰ繧､繧ｹ繝ｻ髮ｻ蟄仙屓霍ｯ陬ｽ騾�讌ｭ,17,41,3453,197230,13,13,68,1606,4,28,3385,195624,3,3,3,8,3,3,3,8,-,-,-,-,14,38,3450,197222,10,10,65,1597,4,28,3385,195624,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,29,髮ｻ豌玲ｩ滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,30,107,2894,65184,16,16,84,1657,14,91,2810,63527,-,-,-,-,-,-,-,-,-,-,-,-,30,107,2894,65184,16,16,84,1657,14,91,2810,63527,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,30,諠��ｱ騾壻ｿ｡讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,8,10,116,5158,4,4,67,2002,4,6,49,3155,-,-,-,-,-,-,-,-,-,-,-,-,8,10,116,5158,4,4,67,2002,4,6,49,3155,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,31,霈ｸ騾∫畑讖滓｢ｰ蝎ｨ蜈ｷ陬ｽ騾�讌ｭ,8,13,120,1858,6,6,26,x,2,7,94,x,2,2,12,x,2,2,12,x,-,-,-,-,6,11,108,x,4,4,14,x,2,7,94,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,E,32,縺昴�莉悶�陬ｽ騾�讌ｭ,470,658,6578,292943,417,417,1743,28243,53,241,4835,264700,149,151,275,1391,147,147,263,x,2,4,12,x,321,507,6303,291552,270,270,1480,x,51,237,4823,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,1,F,00,髮ｻ豌励�繧ｬ繧ｹ繝ｻ辭ｱ萓帷ｵｦ繝ｻ豌ｴ驕捺･ｭ,2,10,255,x,1,1,2,x,1,9,253,x,-,-,-,-,-,-,-,-,-,-,-,-,2,10,255,x,1,1,2,x,1,9,253,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,F,33,髮ｻ豌玲･ｭ,2,10,255,x,1,1,2,x,1,9,253,x,-,-,-,-,-,-,-,-,-,-,-,-,2,10,255,x,1,1,2,x,1,9,253,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,F,34,繧ｬ繧ｹ讌ｭ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,F,35,辭ｱ萓帷ｵｦ讌ｭ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,F,36,豌ｴ驕捺･ｭ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,1,G,00,諠��ｱ騾壻ｿ｡讌ｭ,416,570,10625,147510,349,349,5312,x,67,221,5313,x,4,4,7,x,4,4,7,x,-,-,-,-,410,564,10580,x,343,343,5267,x,67,221,5313,x,2,2,38,x,2,2,38,x,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,G,37,騾壻ｿ｡讌ｭ,7,7,36,735,7,7,36,735,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,36,735,7,7,36,735,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,G,38,謾ｾ騾∵･ｭ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,G,39,諠��ｱ繧ｵ繝ｼ繝薙せ讌ｭ,281,375,8483,108441,231,231,4429,45623,50,144,4054,62819,2,2,4,x,2,2,4,x,-,-,-,-,277,371,8441,108167,227,227,4387,45348,50,144,4054,62819,2,2,38,x,2,2,38,x,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,G,40,繧､繝ｳ繧ｿ繝ｼ繝阪ャ繝磯刋髫上し繝ｼ繝薙せ讌ｭ,27,28,227,2720,26,26,185,x,1,2,42,x,1,1,1,x,1,1,1,x,-,-,-,-,26,27,226,x,25,25,184,x,1,2,42,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,G,41,譏�蜒上�髻ｳ螢ｰ繝ｻ譁�ｭ玲ュ蝣ｱ蛻ｶ菴懈･ｭ,101,160,1879,35614,85,85,662,x,16,75,1217,x,1,1,2,x,1,1,2,x,-,-,-,-,100,159,1877,x,84,84,660,x,16,75,1217,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,1,H,00,驕玖ｼｸ讌ｭ�碁Ψ萓ｿ讌ｭ,100,337,17668,945482,72,72,534,x,28,265,17134,x,33,33,56,189,33,33,56,x,-,-,-,-,64,288,17537,943170,37,37,471,7826,27,251,17066,x,3,16,75,2123,2,2,7,x,1,14,68,x
4,13106,蜿ｰ譚ｱ蛹ｺ,2,H,42,驩�％讌ｭ,2,130,11795,x,-,-,-,-,2,130,11795,x,-,-,-,-,-,-,-,-,-,-,-,-,2,130,11795,x,-,-,-,-,2,130,11795,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,H,43,驕楢ｷｯ譌�ｮ｢驕矩�∵･ｭ,36,40,744,4060,33,33,87,329,3,7,657,3731,29,29,40,x,29,29,40,x,-,-,-,-,6,10,699,3894,3,3,42,163,3,7,657,3731,1,1,5,x,1,1,5,x,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,H,44,驕楢ｷｯ雋ｨ迚ｩ驕矩�∵･ｭ,35,111,4452,491261,23,23,206,x,12,88,4246,x,3,3,15,x,3,3,15,x,-,-,-,-,30,93,4367,489116,19,19,189,1415,11,74,4178,487701,2,15,70,x,1,1,2,x,1,14,68,x
4,13106,蜿ｰ譚ｱ蛹ｺ,2,H,45,豌ｴ驕区･ｭ,5,5,188,x,5,5,188,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,188,x,5,5,188,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,H,46,闊ｪ遨ｺ驕玖ｼｸ讌ｭ,1,1,9,x,1,1,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,9,x,1,1,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,H,47,蛟牙ｺｫ讌ｭ,5,18,139,5380,1,1,1,x,4,17,138,x,-,-,-,-,-,-,-,-,-,-,-,-,5,18,139,5380,1,1,1,x,4,17,138,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,H,48,驕玖ｼｸ縺ｫ髯�ｸｯ縺吶ｋ繧ｵ繝ｼ繝薙せ讌ｭ,16,32,341,6935,9,9,43,2283,7,23,298,4652,1,1,1,x,1,1,1,x,-,-,-,-,15,31,340,x,8,8,42,x,7,23,298,4652,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,H,49,驛ｵ萓ｿ讌ｭ�井ｿ｡譖ｸ萓ｿ莠区･ｭ繧貞性繧���,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,1,I,00,蜊ｸ螢ｲ讌ｭ�悟ｰ丞｣ｲ讌ｭ,5041,8798,109722,4950917,4314,4314,22069,849082,727,4484,87653,4101836,1149,1165,3006,24250,1129,1129,2926,23157,20,36,80,1094,3853,7581,106426,4916603,3149,3149,18986,818309,704,4432,87440,4098294,39,52,290,10064,36,36,157,7616,3,16,133,2447
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,50,蜷�ｨｮ蝠�刀蜊ｸ螢ｲ讌ｭ,8,9,49,x,7,7,44,x,1,2,5,x,-,-,-,-,-,-,-,-,-,-,-,-,7,8,45,x,6,6,40,x,1,2,5,x,1,1,4,x,1,1,4,x,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,51,郢顔ｶｭ繝ｻ陦｣譛咲ｭ牙査螢ｲ讌ｭ,670,895,8733,328671,579,579,3877,136004,91,316,4856,192667,55,56,132,1484,53,53,120,x,2,3,12,x,611,835,8592,x,522,522,3748,x,89,313,4844,x,4,4,9,x,4,4,9,x,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,52,鬟ｲ鬟滓侭蜩∝査螢ｲ讌ｭ,236,506,4501,312683,196,196,1053,57262,40,310,3448,255421,42,42,109,1362,42,42,109,1362,-,-,-,-,191,461,4386,311273,151,151,938,55852,40,310,3448,255421,3,3,6,48,3,3,6,48,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,53,蟒ｺ遽画攝譁呻ｼ碁桶迚ｩ繝ｻ驥大ｱ樊攝譁咏ｭ牙査螢ｲ讌ｭ,329,614,5525,763450,248,248,1237,157575,81,366,4288,605875,27,29,60,x,25,25,53,x,2,4,7,x,301,584,5461,761385,222,222,1180,x,79,362,4281,x,1,1,4,x,1,1,4,x,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,54,讖滓｢ｰ蝎ｨ蜈ｷ蜊ｸ螢ｲ讌ｭ,503,1237,15847,1287128,378,378,2496,139938,125,859,13351,1147190,17,18,38,412,16,16,36,x,1,2,2,x,482,1209,15735,1284800,359,359,2452,x,123,850,13283,x,4,10,74,1917,3,3,8,x,1,7,66,x
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,55,縺昴�莉悶�蜊ｸ螢ｲ讌ｭ,1067,1632,15005,1011235,910,910,5199,236486,157,722,9806,774748,93,94,210,1883,92,92,208,x,1,2,2,x,958,1522,14749,1005416,802,802,4945,x,156,720,9804,x,16,16,46,3936,16,16,46,3936,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,56,蜷�ｨｮ蝠�刀蟆丞｣ｲ讌ｭ,1,2,707,x,-,-,-,-,1,2,707,x,-,-,-,-,-,-,-,-,-,-,-,-,1,2,707,x,-,-,-,-,1,2,707,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,57,郢皮黄繝ｻ陦｣譛阪�霄ｫ縺ｮ蝗槭ｊ蜩∝ｰ丞｣ｲ讌ｭ,475,732,3081,46695,417,417,1281,11606,58,315,1800,35088,208,211,381,1941,203,203,368,1839,5,8,13,103,267,521,2700,44753,214,214,913,9768,53,307,1787,34986,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,58,鬟ｲ鬟滓侭蜩∝ｰ丞｣ｲ讌ｭ,575,997,40647,630434,526,526,2884,32675,49,471,37763,597758,272,273,1093,9476,271,271,1089,x,1,2,4,x,302,720,39510,x,255,255,1795,x,47,465,37715,x,1,4,44,x,-,-,-,-,1,4,44,x
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,59,讖滓｢ｰ蝎ｨ蜈ｷ蟆丞｣ｲ讌ｭ,163,266,1539,90331,148,148,610,18559,15,118,929,71772,52,53,115,471,50,50,107,x,2,3,8,x,111,213,1424,89860,98,98,503,x,13,115,921,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,60,縺昴�莉悶�蟆丞｣ｲ讌ｭ,907,1730,12404,271227,808,808,2955,42679,99,922,9449,228548,372,378,850,x,366,366,818,6087,6,12,32,x,528,1341,11458,263752,436,436,2064,x,92,905,9394,x,7,11,96,x,6,6,73,x,1,5,23,x
4,13106,蜿ｰ譚ｱ蛹ｺ,2,I,61,辟｡蠎苓�蟆丞｣ｲ讌ｭ,107,178,1684,178058,97,97,433,x,10,81,1251,x,11,11,18,x,11,11,18,x,-,-,-,-,94,165,1659,x,84,84,408,x,10,81,1251,x,2,2,7,x,2,2,7,x,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,1,J,00,驥題檮讌ｭ�御ｿ晞匱讌ｭ,101,127,1598,41886,91,91,443,7799,10,36,1155,34087,8,8,13,x,8,8,13,x,-,-,-,-,91,114,1541,41102,82,82,428,x,9,32,1113,x,2,5,44,x,1,1,2,x,1,4,42,x
4,13106,蜿ｰ譚ｱ蛹ｺ,2,J,62,驫�陦梧･ｭ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,J,63,蜊泌酔邨�ｹ秘≡陞肴･ｭ,1,4,42,x,-,-,-,-,1,4,42,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,42,x,-,-,-,-,1,4,42,x
4,13106,蜿ｰ譚ｱ蛹ｺ,2,J,64,雋ｸ驥第･ｭ�後け繝ｬ繧ｸ繝�ヨ繧ｫ繝ｼ繝画･ｭ遲蛾撼鬆宣≡菫｡逕ｨ讖滄未,27,28,125,2050,26,26,122,x,1,2,3,x,5,5,9,x,5,5,9,x,-,-,-,-,21,22,114,1922,20,20,111,x,1,2,3,x,1,1,2,x,1,1,2,x,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,J,65,驥題檮蝠�刀蜿門ｼ墓･ｭ�悟膚蜩∝�迚ｩ蜿門ｼ墓･ｭ,8,9,39,979,7,7,26,x,1,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-,8,9,39,979,7,7,26,x,1,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,J,66,陬懷勧逧�≡陞肴･ｭ遲�,3,4,37,x,2,2,20,x,1,2,17,x,-,-,-,-,-,-,-,-,-,-,-,-,3,4,37,x,2,2,20,x,1,2,17,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,J,67,菫晞匱讌ｭ�井ｿ晞匱蟐剃ｻ倶ｻ｣逅�･ｭ�御ｿ晞匱繧ｵ繝ｼ繝薙せ讌ｭ繧貞性繧���,62,82,1355,36695,56,56,275,3520,6,26,1080,33175,3,3,4,x,3,3,4,x,-,-,-,-,59,79,1351,x,53,53,271,x,6,26,1080,33175,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,1,K,00,荳榊虚逕｣讌ｭ�檎黄蜩∬ｳ�ｲｸ讌ｭ,1433,1597,7034,198971,1393,1393,3819,40837,40,204,3215,158134,554,555,841,3766,553,553,837,x,1,2,4,x,863,1026,6125,194059,824,824,2914,x,39,202,3211,x,16,16,68,1145,16,16,68,1145,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,K,68,荳榊虚逕｣蜿門ｼ墓･ｭ,180,186,627,7408,174,174,554,6508,6,12,73,900,25,25,55,210,25,25,55,210,-,-,-,-,155,161,572,7198,149,149,499,6298,6,12,73,900,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,蜿ｰ譚ｱ蛹ｺ,2,K,69,荳榊虚逕｣雉�ｲｸ讌ｭ繝ｻ邂｡逅�･ｭ,1223,1306,5108,141614,1199,1199,3191,32721,24,107,1917,108893,526,527,779,3525,525,525,775,x,1,2,4,x,682,764,4263,x,659,659,2350,28138,23,105,1913,x,15,15,66,x,15,15,66,x,-,-,-,-
