1,"東京都生計分析調査　令和 4年11月","","","","","","","","","","","","","","",""
2,"","","","","","","第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,6959,-,1431,-,714,-,896,-
7,"0","0","0","0","0","調査世帯数",330,-,237,-,47,-,21,-,25,-
8,"0","0","0","0","0","世帯人員",3.27,-,3.33,-,2.92,-,2.94,-,3.57,-
9,"0","0","0","0","0","有業人員",1.71,-,1.74,-,1.71,-,1.63,-,1.48,-
10,"0","0","0","0","0","世帯主平均年齢",50.5,-,52.1,-,45.6,-,55.1,-,42.0,-
11,"1","0","0","0","0","受取",1317084,-,1373072,-,1034523,-,970562,-,1609596,-
12,"1","1","0","0","0","実収入",577708,100.0,584233,100.0,501638,100.0,531544,100.0,685292,100.0
13,"1","2","0","0","0","経常収入",568383,98.4,576432,98.7,480952,95.9,522881,98.4,681750,99.5
14,"1","3","0","0","0","勤め先収入",551731,95.5,560577,96.0,454212,90.5,501031,94.3,679154,99.1
15,"1","4","0","0","0","世帯主収入",438979,76.0,435294,74.5,375147,74.8,438632,82.5,569800,83.1
16,"1","6","0","0","0","うち男",419263,72.6,419566,71.8,334739,66.7,396772,74.6,569800,83.1
17,"1","5","0","0","0","定期収入",429360,74.3,432298,74.0,372643,74.3,343906,64.7,565178,82.5
18,"1","5","0","0","0","臨時収入",2885,0.5,2996,0.5,2505,0.5,386,0.1,4621,0.7
19,"1","5","0","0","0","賞与",6734,1.2,-,-,-,-,94340,17.7,-,-
20,"1","4","0","0","0","世帯主の配偶者の収入",102192,17.7,117696,20.1,49792,9.9,47131,8.9,109354,16.0
21,"1","6","0","0","0","うち女",99537,17.2,113879,19.5,49792,9.9,47131,8.9,109354,16.0
22,"1","4","0","0","0","他の世帯員収入",10560,1.8,7588,1.3,29273,5.8,15268,2.9,-,-
23,"1","3","0","0","0","事業・内職収入",9179,1.6,10636,1.8,2967,0.6,15721,3.0,2579,0.4
24,"1","4","0","0","0","家賃収入",6469,1.1,8687,1.5,2967,0.6,-,-,-,-
25,"1","4","0","0","0","他の事業収入",1627,0.3,725,0.1,-,-,15721,3.0,-,-
26,"1","4","0","0","0","内職収入",1083,0.2,1225,0.2,-,-,-,-,2579,0.4
27,"1","3","0","0","0","他の経常収入",7473,1.3,5218,0.9,23773,4.7,6129,1.2,18,0.0
28,"1","4","0","0","0","財産収入",167,0.0,240,0.0,-,-,-,-,2,0.0
29,"1","4","0","0","0","社会保障給付",7228,1.3,4867,0.8,23773,4.7,6129,1.2,16,0.0
30,"1","5","0","0","0","公的年金給付",1123,0.2,1613,0.3,-,-,-,-,-,-
31,"1","5","0","0","0","他の社会保障給付",6106,1.1,3254,0.6,23773,4.7,6129,1.2,16,0.0
32,"1","4","0","0","0","仕送り金",77,0.0,111,0.0,-,-,-,-,-,-
33,"1","2","0","0","0","特別収入",9325,1.6,7801,1.3,20686,4.1,8664,1.6,3542,0.5
34,"1","3","0","0","0","受贈金",3977,0.7,2095,0.4,16184,3.2,569,0.1,1814,0.3
35,"1","3","0","0","0","他の特別収入",5348,0.9,5707,1.0,4502,0.9,8094,1.5,1728,0.3
36,"1","1","0","0","0","実収入以外の受取(繰入金を除く)",509726,-,529875,-,417409,-,342431,-,633945,-
37,"1","2","0","0","0","預貯金引出",373898,-,385819,-,324762,-,252976,-,456110,-
38,"1","2","0","0","0","保険金",1420,-,1575,-,2264,-,-,-,-,-
39,"1","3","0","0","0","個人・企業年金保険金",875,-,792,-,2264,-,-,-,-,-
40,"1","3","0","0","0","他の保険金",545,-,784,-,-,-,-,-,-,-
41,"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-
42,"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
43,"1","2","0","0","0","他の借入金",819,-,736,-,1420,-,1449,-,-,-
44,"1","2","0","0","0","クレジット購入借入金",133477,-,141679,-,88964,-,87313,-,177647,-
45,"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
46,"1","2","0","0","0","実収入以外の受取のその他",112,-,66,-,-,-,692,-,189,-
47,"1","1","0","0","0","繰入金",229649,-,258963,-,115476,-,96587,-,290358,-
48,"2","0","0","0","0","支払",1317084,-,1373072,-,1034523,-,970562,-,1609596,-
49,"2","1","0","0","0","実支出",474409,-,462592,-,440777,-,422642,-,661082,-
50,"2","2","0","0","0","生計支出",363251,-,351722,-,359145,-,318070,-,495289,-
51,"2","3","0","0","0","消費支出",363251,100.0,351722,100.0,359145,100.0,318070,100.0,495289,100.0
52,"2","4","1","0","0","食料",96589,26.6,98692,28.1,87181,24.3,84135,26.5,105206,21.2
53,"2","5","1","1","0","穀類",6881,1.9,7019,2.0,6027,1.7,6364,2.0,7590,1.5
54,"2","6","1","1","1","米類",1310,0.4,1253,0.4,1322,0.4,1243,0.4,1784,0.4
55,"2","6","1","1","2","パン",3262,0.9,3377,1.0,2734,0.8,3388,1.1,3105,0.6
56,"2","6","1","1","3","麺類",1700,0.5,1755,0.5,1461,0.4,1201,0.4,2058,0.4
57,"2","6","1","1","4","他の穀類",610,0.2,634,0.2,510,0.1,531,0.2,644,0.1
58,"2","5","1","2","0","魚介類",5318,1.5,5987,1.7,3678,1.0,3763,1.2,3987,0.8
59,"2","6","1","2","1","生鮮魚介",2998,0.8,3499,1.0,1851,0.5,1672,0.5,1997,0.4
60,"2","6","1","2","2","塩干魚介",952,0.3,1038,0.3,644,0.2,942,0.3,791,0.2
61,"2","6","1","2","3","魚肉練製品",575,0.2,616,0.2,474,0.1,603,0.2,401,0.1
62,"2","6","1","2","4","他の魚介加工品",792,0.2,834,0.2,708,0.2,546,0.2,798,0.2
63,"2","5","1","3","0","肉類",9182,2.5,10040,2.9,7117,2.0,6946,2.2,7608,1.5
64,"2","6","1","3","1","生鮮肉",7565,2.1,8290,2.4,5653,1.6,5744,1.8,6445,1.3
65,"2","6","1","3","2","加工肉",1617,0.4,1749,0.5,1464,0.4,1202,0.4,1163,0.2
66,"2","5","1","4","0","乳卵類",4690,1.3,4898,1.4,3886,1.1,3771,1.2,5090,1.0
67,"2","6","1","4","1","牛乳",1399,0.4,1473,0.4,1127,0.3,910,0.3,1658,0.3
68,"2","6","1","4","2","乳製品",2431,0.7,2535,0.7,2025,0.6,2078,0.7,2557,0.5
69,"2","6","1","4","3","卵",859,0.2,891,0.3,733,0.2,783,0.2,875,0.2
70,"2","5","1","5","0","野菜・海藻",8825,2.4,9206,2.6,7420,2.1,8665,2.7,8244,1.7
71,"2","6","1","5","1","生鮮野菜",6150,1.7,6408,1.8,5166,1.4,6197,1.9,5689,1.1
72,"2","6","1","5","2","乾物・海藻",663,0.2,706,0.2,515,0.1,519,0.2,682,0.1
73,"2","6","1","5","3","大豆加工品",1013,0.3,1034,0.3,896,0.2,987,0.3,1059,0.2
74,"2","6","1","5","4","他の野菜・海藻加工品",999,0.3,1059,0.3,844,0.2,962,0.3,814,0.2
75,"2","5","1","6","0","果物",2765,0.8,2789,0.8,2226,0.6,4420,1.4,2120,0.4
76,"2","6","1","6","1","生鮮果物",2450,0.7,2459,0.7,1929,0.5,4167,1.3,1852,0.4
77,"2","6","1","6","2","果物加工品",314,0.1,330,0.1,297,0.1,253,0.1,268,0.1
78,"2","5","1","7","0","油脂・調味料",4351,1.2,4590,1.3,3492,1.0,4328,1.4,3883,0.8
79,"2","6","1","7","1","油脂",482,0.1,510,0.1,298,0.1,658,0.2,417,0.1
80,"2","6","1","7","2","調味料",3869,1.1,4080,1.2,3194,0.9,3670,1.2,3466,0.7
81,"2","5","1","8","0","菓子類",8357,2.3,8286,2.4,8101,2.3,6598,2.1,10723,2.2
82,"2","5","1","9","0","調理食品",13859,3.8,13367,3.8,15676,4.4,12493,3.9,15870,3.2
83,"2","6","1","9","1","主食的調理食品",6190,1.7,6333,1.8,5352,1.5,6132,1.9,6464,1.3
84,"2","6","1","9","2","他の調理食品",7669,2.1,7033,2.0,10324,2.9,6361,2.0,9405,1.9
85,"2","5","1","10","0","飲料",6421,1.8,6415,1.8,5944,1.7,5190,1.6,8208,1.7
86,"2","6","1","10","1","茶類",1738,0.5,1795,0.5,1612,0.4,1355,0.4,1799,0.4
87,"2","6","1","10","2","コーヒー・ココア",1463,0.4,1497,0.4,1554,0.4,1348,0.4,1145,0.2
88,"2","6","1","10","3","他の飲料",3220,0.9,3123,0.9,2779,0.8,2487,0.8,5264,1.1
89,"2","5","1","11","0","酒類",3592,1.0,4156,1.2,2766,0.8,1599,0.5,2126,0.4
90,"2","5","1","12","0","外食",22346,6.2,21940,6.2,20848,5.8,19998,6.3,29757,6.0
91,"2","6","1","12","1","一般外食",20670,5.7,20083,5.7,19913,5.5,19428,6.1,27419,5.5
92,"2","6","1","12","2","学校給食",1676,0.5,1857,0.5,935,0.3,569,0.2,2339,0.5
93,"2","4","2","0","0","住居",23647,6.5,4593,1.3,93116,25.9,52114,16.4,37968,7.7
94,"2","5","2","1","0","家賃地代",20550,5.7,240,0.1,93031,25.9,51511,16.2,37830,7.6
95,"2","5","2","2","0","設備修繕・維持",3097,0.9,4353,1.2,84,0.0,603,0.2,139,0.0
96,"2","6","2","2","1","設備材料",370,0.1,475,0.1,84,0.0,212,0.1,139,0.0
97,"2","6","2","2","2","工事その他のサービス",2727,0.8,3878,1.1,-,-,391,0.1,-,-
98,"2","4","3","0","0","光熱・水道",22659,6.2,23479,6.7,20954,5.8,18390,5.8,22413,4.5
99,"2","5","3","1","0","電気代",11335,3.1,11688,3.3,10561,2.9,10606,3.3,10412,2.1
100,"2","5","3","2","0","ガス代",5945,1.6,6037,1.7,6268,1.7,4030,1.3,6243,1.3
101,"2","5","3","3","0","他の光熱",234,0.1,269,0.1,188,0.1,240,0.1,27,0.0
102,"2","5","3","4","0","上下水道料",5144,1.4,5484,1.6,3937,1.1,3514,1.1,5731,1.2
103,"2","4","4","0","0","家具・家事用品",16586,4.6,18474,5.3,8767,2.4,20949,6.6,10932,2.2
104,"2","5","4","1","0","家庭用耐久財",7190,2.0,8843,2.5,862,0.2,11541,3.6,996,0.2
105,"2","6","4","1","1","家事用耐久財",1789,0.5,2173,0.6,331,0.1,2420,0.8,628,0.1
106,"2","6","4","1","2","冷暖房用器具",1254,0.3,1689,0.5,318,0.1,-,-,368,0.1
107,"2","6","4","1","3","一般家具",4147,1.1,4980,1.4,213,0.1,9121,2.9,-,-
108,"2","5","4","2","0","室内装備・装飾品",909,0.3,1067,0.3,209,0.1,1465,0.5,367,0.1
109,"2","5","4","3","0","寝具類",841,0.2,838,0.2,399,0.1,2677,0.8,107,0.0
110,"2","5","4","4","0","家事雑貨",3038,0.8,2838,0.8,3291,0.9,2196,0.7,4861,1.0
