"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,7305,-,1498,-,530,-,668,-
"0","0","0","0","0","調査世帯数",340,-,257,-,49,-,15,-,19,-
"0","0","0","0","0","世帯人員",3.27,-,3.37,-,2.96,-,2.82,-,3.11,-
"0","0","0","0","0","有業人員",1.74,-,1.76,-,1.74,-,1.74,-,1.53,-
"0","0","0","0","0","世帯主平均年齢",49.7,-,51.2,-,44.2,-,55.5,-,41.1,-
"1","0","0","0","0","受取",1445626,-,1458485,-,1261338,-,1047587,-,2093314,-
"1","1","0","0","0","実収入",684038,100.0,706278,100.0,575506,100.0,503169,100.0,814397,100.0
"1","2","0","0","0","経常収入",669443,97.9,692489,98.0,563124,97.8,495452,98.5,777007,95.4
"1","3","0","0","0","勤め先収入",634811,92.8,657407,93.1,529172,91.9,439817,87.4,761116,93.5
"1","4","0","0","0","世帯主収入",523887,76.6,539095,76.3,440738,76.6,329833,65.6,670979,82.4
"1","6","0","0","0","うち男",496403,72.6,514752,72.9,399587,69.4,280177,55.7,657527,80.7
"1","5","0","0","0","定期収入",421077,61.6,434699,61.5,355248,61.7,297612,59.1,511578,62.8
"1","5","0","0","0","臨時収入",4075,0.6,3816,0.5,5623,1.0,1741,0.3,4896,0.6
"1","5","0","0","0","賞与",98735,14.4,100581,14.2,79867,13.9,30480,6.1,154506,19.0
"1","4","0","0","0","世帯主の配偶者の収入",98590,14.4,109951,15.6,70191,12.2,41055,8.2,90136,11.1
"1","6","0","0","0","うち女",95099,13.9,105353,14.9,69309,12.0,40711,8.1,90136,11.1
"1","4","0","0","0","他の世帯員収入",12334,1.8,8361,1.2,18243,3.2,68929,13.7,-,-
"1","3","0","0","0","事業・内職収入",7580,1.1,6590,0.9,15530,2.7,5821,1.2,857,0.1
"1","4","0","0","0","家賃収入",3529,0.5,4234,0.6,2899,0.5,-,-,643,0.1
"1","4","0","0","0","他の事業収入",2728,0.4,1056,0.1,10871,1.9,3754,0.7,-,-
"1","4","0","0","0","内職収入",1323,0.2,1301,0.2,1760,0.3,2067,0.4,215,0.0
"1","3","0","0","0","他の経常収入",27052,4.0,28492,4.0,18422,3.2,49814,9.9,15034,1.8
"1","4","0","0","0","財産収入",1543,0.2,1899,0.3,497,0.1,1460,0.3,35,0.0
"1","4","0","0","0","社会保障給付",24705,3.6,25760,3.6,16884,2.9,47516,9.4,14999,1.8
"1","5","0","0","0","公的年金給付",17438,2.5,19160,2.7,8051,1.4,42883,8.5,1463,0.2
"1","5","0","0","0","他の社会保障給付",7267,1.1,6599,0.9,8834,1.5,4634,0.9,13536,1.7
"1","4","0","0","0","仕送り金",804,0.1,833,0.1,1041,0.2,838,0.2,-,-
"1","2","0","0","0","特別収入",14595,2.1,13789,2.0,12382,2.2,7717,1.5,37390,4.6
"1","3","0","0","0","受贈金",4591,0.7,3948,0.6,1645,0.3,143,0.0,23803,2.9
"1","3","0","0","0","他の特別収入",10004,1.5,9841,1.4,10737,1.9,7574,1.5,13586,1.7
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",509717,-,527588,-,424029,-,407723,-,581228,-
"1","2","0","0","0","預貯金引出",373790,-,384781,-,313162,-,331249,-,417264,-
"1","2","0","0","0","保険金",6437,-,8490,-,1014,-,9,-,501,-
"1","3","0","0","0","個人・企業年金保険金",6199,-,8308,-,294,-,9,-,501,-
"1","3","0","0","0","他の保険金",238,-,182,-,720,-,-,-,-,-
"1","2","0","0","0","有価証券売却",1087,-,1439,-,166,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",719,-,816,-,563,-,1216,-,-,-
"1","2","0","0","0","クレジット購入借入金",127276,-,131669,-,108832,-,74486,-,162717,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",408,-,393,-,292,-,762,-,746,-
"1","1","0","0","0","繰入金",251871,-,224618,-,261803,-,136695,-,697690,-
"2","0","0","0","0","支払",1445626,-,1458485,-,1261338,-,1047587,-,2093314,-
"2","1","0","0","0","実支出",489039,-,493726,-,437008,-,398385,-,621824,-
"2","2","0","0","0","生計支出",355980,-,352852,-,343941,-,311154,-,458945,-
"2","3","0","0","0","消費支出",350149,100.0,346265,100.0,343941,100.0,304502,100.0,448201,100.0
"2","4","1","0","0","食料",91862,26.2,95726,27.6,80440,23.4,75265,24.7,87928,19.6
"2","5","1","1","0","穀類",6795,1.9,7069,2.0,5968,1.7,5677,1.9,6412,1.4
"2","6","1","1","1","米類",1534,0.4,1576,0.5,1424,0.4,1305,0.4,1450,0.3
"2","6","1","1","2","パン",3035,0.9,3207,0.9,2480,0.7,2527,0.8,2727,0.6
"2","6","1","1","3","麺類",1668,0.5,1713,0.5,1576,0.5,1233,0.4,1716,0.4
"2","6","1","1","4","他の穀類",558,0.2,575,0.2,487,0.1,612,0.2,520,0.1
"2","5","1","2","0","魚介類",5333,1.5,5895,1.7,3835,1.1,4038,1.3,3753,0.8
"2","6","1","2","1","生鮮魚介",3078,0.9,3471,1.0,2056,0.6,2031,0.7,2013,0.4
"2","6","1","2","2","塩干魚介",907,0.3,970,0.3,715,0.2,903,0.3,673,0.2
"2","6","1","2","3","魚肉練製品",526,0.2,569,0.2,416,0.1,489,0.2,370,0.1
"2","6","1","2","4","他の魚介加工品",822,0.2,885,0.3,648,0.2,615,0.2,697,0.2
"2","5","1","3","0","肉類",8873,2.5,9652,2.8,6974,2.0,5821,1.9,7014,1.6
"2","6","1","3","1","生鮮肉",7300,2.1,7957,2.3,5734,1.7,4612,1.5,5737,1.3
"2","6","1","3","2","加工肉",1574,0.4,1695,0.5,1239,0.4,1209,0.4,1277,0.3
"2","5","1","4","0","乳卵類",4419,1.3,4591,1.3,3727,1.1,3790,1.2,4652,1.0
"2","6","1","4","1","牛乳",1348,0.4,1433,0.4,1017,0.3,1114,0.4,1318,0.3
"2","6","1","4","2","乳製品",2240,0.6,2297,0.7,2007,0.6,1859,0.6,2501,0.6
"2","6","1","4","3","卵",831,0.2,861,0.2,703,0.2,817,0.3,833,0.2
"2","5","1","5","0","野菜・海藻",9171,2.6,9704,2.8,7372,2.1,8615,2.8,7838,1.7
"2","6","1","5","1","生鮮野菜",6524,1.9,6942,2.0,5211,1.5,5860,1.9,5397,1.2
"2","6","1","5","2","乾物・海藻",677,0.2,713,0.2,479,0.1,702,0.2,726,0.2
"2","6","1","5","3","大豆加工品",988,0.3,1028,0.3,823,0.2,1026,0.3,903,0.2
"2","6","1","5","4","他の野菜・海藻加工品",982,0.3,1022,0.3,858,0.2,1028,0.3,812,0.2
"2","5","1","6","0","果物",2908,0.8,3065,0.9,2247,0.7,3018,1.0,2593,0.6
"2","6","1","6","1","生鮮果物",2532,0.7,2672,0.8,1970,0.6,2651,0.9,2131,0.5
"2","6","1","6","2","果物加工品",377,0.1,392,0.1,278,0.1,367,0.1,462,0.1
"2","5","1","7","0","油脂・調味料",4012,1.1,4225,1.2,3279,1.0,3549,1.2,3715,0.8
"2","6","1","7","1","油脂",447,0.1,473,0.1,351,0.1,408,0.1,422,0.1
"2","6","1","7","2","調味料",3565,1.0,3752,1.1,2928,0.9,3141,1.0,3293,0.7
"2","5","1","8","0","菓子類",7957,2.3,8249,2.4,7054,2.1,6105,2.0,8187,1.8
"2","5","1","9","0","調理食品",13586,3.9,13837,4.0,12809,3.7,13269,4.4,12738,2.8
"2","6","1","9","1","主食的調理食品",6031,1.7,6214,1.8,5485,1.6,5958,2.0,5018,1.1
"2","6","1","9","2","他の調理食品",7555,2.2,7623,2.2,7324,2.1,7311,2.4,7720,1.7
"2","5","1","10","0","飲料",5733,1.6,5810,1.7,5346,1.6,4908,1.6,6325,1.4
"2","6","1","10","1","茶類",1277,0.4,1319,0.4,1095,0.3,1058,0.3,1368,0.3
"2","6","1","10","2","コーヒー・ココア",1242,0.4,1241,0.4,1340,0.4,1024,0.3,1302,0.3
