1,"東京都生計分析調査　令和 4年 8月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",656,-,-,85,-,100,-,96,-,91,-,95,-,96,-,93,-
7,"0","0","世帯人員",2.90,-,-,2.69,-,2.54,-,2.79,-,2.69,-,3.07,-,3.21,-,3.30,-
8,"0","0","有業人員",1.33,-,-,1.29,-,1.04,-,1.19,-,1.25,-,1.40,-,1.52,-,1.59,-
9,"0","0","世帯主平均年齢",59.8,-,-,61.9,-,63.0,-,63.5,-,59.0,-,59.1,-,57.4,-,55.2,-
10,"0","0","消費支出",328143,-,11.2,97947,-,165352,-,210201,-,260392,-,318057,-,422924,-,814700,-
11,"0","0","公共的料金",85266,26.0,15.7,23458,23.9,47747,28.9,62427,29.7,71042,27.3,84483,26.6,107999,25.5,197919,24.3
12,"1","0","公共料金等",61263,18.7,17.4,20506,20.9,38176,23.1,49592,23.6,57469,22.1,64473,20.3,71249,16.8,126319,15.5
13,"1","1","米",1594,0.5,4.5,1248,1.3,1560,0.9,1622,0.8,1153,0.4,1497,0.5,2358,0.6,1711,0.2
14,"1","1","食塩",52,0.0,26.8,27,0.0,43,0.0,28,0.0,24,0.0,54,0.0,65,0.0,123,0.0
15,"1","1","学校給食",445,0.1,-27.8,-,-,295,0.2,161,0.1,261,0.1,581,0.2,1167,0.3,641,0.1
16,"1","1","公営家賃",3493,1.1,92.8,912,0.9,2541,1.5,4021,1.9,5701,2.2,4343,1.4,2919,0.7,3992,0.5
17,"1","1","電気代",11033,3.4,32.3,5287,5.4,9203,5.6,9719,4.6,10557,4.1,14528,4.6,13227,3.1,14614,1.8
18,"1","1","都市ガス",3823,1.2,12.4,2398,2.4,3089,1.9,3713,1.8,3366,1.3,3960,1.2,4653,1.1,5551,0.7
19,"1","1","上下水道料",6071,1.9,3.7,2394,2.4,5029,3.0,5532,2.6,6535,2.5,8697,2.7,7031,1.7,7230,0.9
20,"1","1","医科診療代",5176,1.6,36.5,1425,1.5,2739,1.7,4882,2.3,5373,2.1,3366,1.1,6027,1.4,12314,1.5
21,"1","1","歯科診療代",3419,1.0,17.6,474,0.5,619,0.4,1292,0.6,1444,0.6,3176,1.0,2231,0.5,14564,1.8
22,"1","1","出産入院料",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",3408,1.0,80.3,-,-,123,0.1,-,-,-,-,144,0.0,1058,0.3,22305,2.7
24,"1","1","鉄道運賃",3266,1.0,46.2,285,0.3,665,0.4,696,0.3,1798,0.7,2862,0.9,3178,0.8,13248,1.6
25,"1","1","鉄道通学定期代",110,0.0,161.9,-,-,-,-,145,0.1,-,-,-,-,254,0.1,365,0.0
26,"1","1","鉄道通勤定期代",1572,0.5,41.4,250,0.3,633,0.4,1023,0.5,3280,1.3,408,0.1,3293,0.8,2085,0.3
27,"1","1","バス代",410,0.1,90.7,108,0.1,100,0.1,669,0.3,105,0.0,195,0.1,369,0.1,1319,0.2
28,"1","1","バス通学定期代",28,0.0,33.3,-,-,32,0.0,-,-,-,-,-,-,-,-,163,0.0
29,"1","1","バス通勤定期代",304,0.1,4.8,350,0.4,323,0.2,493,0.2,508,0.2,36,0.0,185,0.0,234,0.0
30,"1","1","タクシー代",889,0.3,80.3,247,0.3,640,0.4,489,0.2,871,0.3,298,0.1,1033,0.2,2614,0.3
31,"1","1","航空運賃",490,0.1,70.1,-,-,-,-,-,-,-,-,482,0.2,963,0.2,1967,0.2
32,"1","1","郵便料",157,0.0,-22.3,19,0.0,108,0.1,73,0.0,296,0.1,172,0.1,139,0.0,288,0.0
33,"1","1","固定電話通信料",1419,0.4,-16.0,1033,1.1,1097,0.7,1301,0.6,1458,0.6,1490,0.5,1790,0.4,1753,0.2
34,"1","1","携帯電話通信料",9907,3.0,3.0,2981,3.0,6556,4.0,9528,4.5,10524,4.0,13459,4.2,12617,3.0,13596,1.7
35,"1","1","ＮＨＫ放送受信料",1510,0.5,-22.8,574,0.6,1074,0.6,1356,0.6,1611,0.6,1125,0.4,2544,0.6,2267,0.3
36,"1","1","ケーブルテレビ放送受信料",1240,0.4,-2.5,294,0.3,1006,0.6,1626,0.8,1452,0.6,1821,0.6,1356,0.3,1120,0.1
37,"1","1","他の放送受信料",193,0.1,-6.3,4,0.0,-,-,237,0.1,201,0.1,172,0.1,262,0.1,473,0.1
38,"1","1","国公立小学校",115,0.0,-5.0,-,-,33,0.0,-,-,-,-,481,0.2,163,0.0,130,0.0
39,"1","1","国公立中学校",166,0.1,-31.1,-,-,122,0.1,-,-,-,-,285,0.1,242,0.1,510,0.1
40,"1","1","国公立高校",112,0.0,-39.8,-,-,-,-,311,0.1,80,0.0,7,0.0,209,0.0,181,0.0
41,"1","1","国公立大学",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,"1","1","たばこ",859,0.3,-4.0,196,0.2,547,0.3,676,0.3,869,0.3,833,0.3,1918,0.5,962,0.1
43,"2","0","準公共料金等",24004,7.3,11.7,2952,3.0,9571,5.8,12834,6.1,13573,5.2,20011,6.3,36749,8.7,71600,8.8
44,"2","1","牛乳",1446,0.4,-5.5,1024,1.0,1004,0.6,1752,0.8,1265,0.5,1630,0.5,1635,0.4,1810,0.2
45,"2","1","灯油",21,0.0,110.0,27,0.0,-,-,-,-,-,-,46,0.0,74,0.0,-,-
46,"2","1","プロパンガス",372,0.1,1.9,263,0.3,385,0.2,445,0.2,524,0.2,287,0.1,205,0.0,489,0.1
47,"2","1","理髪料",348,0.1,-8.2,213,0.2,43,0.0,315,0.1,310,0.1,512,0.2,553,0.1,488,0.1
48,"2","1","パーマネント代",180,0.1,23.3,-,-,277,0.2,233,0.1,129,0.0,158,0.0,346,0.1,112,0.0
49,"2","1","洗濯代",353,0.1,18.9,30,0.0,141,0.1,316,0.2,235,0.1,583,0.2,591,0.1,572,0.1
50,"2","1","新聞",2182,0.7,-3.2,1217,1.2,2128,1.3,2526,1.2,1945,0.7,2658,0.8,2109,0.5,2680,0.3
51,"2","1","私立小学校",447,0.1,684.2,-,-,-,-,-,-,-,-,-,-,972,0.2,2130,0.3
52,"2","1","私立中学校",842,0.3,-1.6,-,-,-,-,32,0.0,-,-,93,0.0,1216,0.3,4502,0.6
53,"2","1","私立高校",1438,0.4,69.0,-,-,-,-,516,0.2,-,-,-,-,4147,1.0,5342,0.7
54,"2","1","私立大学",4263,1.3,121.7,-,-,-,-,-,-,-,-,1857,0.6,-,-,27714,3.4
55,"2","1","幼児教育費用",560,0.2,-27.0,177,0.2,318,0.2,554,0.3,443,0.2,894,0.3,623,0.1,909,0.1
56,"2","1","民営家賃",11325,3.5,11.0,-,-,4919,3.0,5657,2.7,8723,3.3,10537,3.3,24278,5.7,24851,3.1
57,"2","1","地代",228,0.1,-87.7,-,-,357,0.2,488,0.2,-,-,756,0.2,-,-,-,-
1,"2","5","1","1","0","穀類",7515,2.6,-3.1,7521,2.4,7118,3.5,7107,3.3,7699,2.3,7667,2.3,7491,3.3
54,"2","6","1","1","1","米類",1533,0.5,-6.6,1570,0.5,1588,0.8,1735,0.8,1508,0.5,1513,0.4,1395,0.6
55,"2","6","1","1","2","パン",2728,0.9,-3.5,2631,0.9,2691,1.3,2387,1.1,2744,0.8,2717,0.8,3087,1.4
56,"2","6","1","1","3","麺類",1867,0.6,6.8,1892,0.6,1622,0.8,1689,0.8,1980,0.6,1964,0.6,1772,0.8
57,"2","6","1","1","4","他の穀類",1387,0.5,-9.8,1428,0.5,1217,0.6,1296,0.6,1466,0.4,1474,0.4,1237,0.5
58,"2","5","1","2","0","魚介類",13287,4.6,2.6,14464,4.7,10995,5.3,12255,5.7,14351,4.4,15242,4.5,8925,3.9
59,"2","6","1","2","1","生鮮魚介",6638,2.3,-0.6,7261,2.4,5218,2.5,6028,2.8,7297,2.2,7696,2.3,4326,1.9
60,"2","6","1","2","2","塩干魚介",2089,0.7,14.1,2288,0.7,1808,0.9,1990,0.9,2219,0.7,2393,0.7,1350,0.6
61,"2","6","1","2","3","魚肉練製品",2402,0.8,6.7,2552,0.8,2154,1.0,2217,1.0,2518,0.8,2670,0.8,1847,0.8
62,"2","6","1","2","4","他の魚介加工品",2159,0.7,-1.6,2363,0.8,1816,0.9,2021,0.9,2318,0.7,2483,0.7,1402,0.6
63,"2","5","1","3","0","肉類",9290,3.2,1.5,9909,3.2,7636,3.7,8845,4.1,10058,3.1,10284,3.0,6994,3.1
64,"2","6","1","3","1","生鮮肉",7448,2.6,-1.5,8038,2.6,5946,2.9,7006,3.2,8144,2.5,8401,2.5,5258,2.3
65,"2","6","1","3","2","加工肉",1843,0.6,15.7,1871,0.6,1690,0.8,1839,0.9,1914,0.6,1883,0.6,1736,0.8
66,"2","5","1","4","0","乳卵類",4392,1.5,-2.9,4493,1.5,4253,2.1,4532,2.1,4457,1.4,4479,1.3,4018,1.8
67,"2","6","1","4","1","牛乳",1248,0.4,-5.0,1332,0.4,1447,0.7,1574,0.7,1156,0.4,1247,0.4,939,0.4
68,"2","6","1","4","2","乳製品",2120,0.7,-7.9,2103,0.7,1891,0.9,1976,0.9,2226,0.7,2148,0.6,2185,1.0
69,"2","6","1","4","3","卵",1023,0.4,12.7,1058,0.3,915,0.4,982,0.5,1074,0.3,1085,0.3,895,0.4
70,"2","5","1","5","0","野菜・海藻",12372,4.3,-9.0,12996,4.2,10793,5.2,12013,5.6,13104,4.0,13343,3.9,10056,4.4
71,"2","6","1","5","1","生鮮野菜",8139,2.8,-8.6,8587,2.8,7305,3.5,8044,3.7,8526,2.6,8778,2.6,6479,2.9
72,"2","6","1","5","2","乾物・海藻",1191,0.4,-10.1,1286,0.4,797,0.4,901,0.4,1373,0.4,1422,0.4,836,0.4
73,"2","6","1","5","3","大豆加工品",1313,0.5,-5.1,1365,0.4,1213,0.6,1386,0.6,1360,0.4,1358,0.4,1121,0.5
74,"2","6","1","5","4","他の野菜・海藻加工品",1729,0.6,-12.5,1758,0.6,1478,0.7,1681,0.8,1845,0.6,1785,0.5,1619,0.7
75,"2","5","1","6","0","果物",4721,1.6,-11.6,4967,1.6,3759,1.8,3667,1.7,5168,1.6,5425,1.6,3811,1.7
76,"2","6","1","6","1","生鮮果物",4124,1.4,-12.5,4271,1.4,3415,1.7,3208,1.5,4453,1.4,4645,1.4,3580,1.6
77,"2","6","1","6","2","果物加工品",597,0.2,-4.3,696,0.2,344,0.2,459,0.2,715,0.2,780,0.2,230,0.1
78,"2","5","1","7","0","油脂・調味料",4969,1.7,-2.4,5112,1.7,3954,1.9,4278,2.0,5440,1.7,5405,1.6,4439,2.0
79,"2","6","1","7","1","油脂",626,0.2,-15.3,657,0.2,443,0.2,475,0.2,710,0.2,721,0.2,509,0.2
80,"2","6","1","7","2","調味料",4343,1.5,-0.2,4455,1.4,3510,1.7,3803,1.8,4730,1.4,4684,1.4,3930,1.7
81,"2","5","1","8","0","菓子類",6957,2.4,0.8,7233,2.4,6086,3.0,6639,3.1,7362,2.2,7443,2.2,5933,2.6
82,"2","5","1","9","0","調理食品",16815,5.8,-7.1,17407,5.7,13498,6.6,13652,6.3,18354,5.6,18730,5.5,14617,6.5
83,"2","6","1","9","1","主食的調理食品",6059,2.1,4.8,6179,2.0,5022,2.4,5423,2.5,6540,2.0,6446,1.9,5612,2.5
84,"2","6","1","9","2","他の調理食品",10756,3.7,-12.7,11228,3.6,8475,4.1,8229,3.8,11814,3.6,12284,3.6,9005,4.0
85,"2","5","1","10","0","飲料",4897,1.7,-0.2,5173,1.7,3628,1.8,3360,1.6,5486,1.7,5812,1.7,3872,1.7
86,"2","6","1","10","1","茶類",1372,0.5,-3.4,1407,0.5,1080,0.5,847,0.4,1507,0.5,1604,0.5,1242,0.5
87,"2","6","1","10","2","コーヒー・ココア",1177,0.4,10.8,1266,0.4,900,0.4,979,0.5,1305,0.4,1368,0.4,845,0.4
88,"2","6","1","10","3","他の飲料",2348,0.8,-3.1,2500,0.8,1648,0.8,1534,0.7,2673,0.8,2840,0.8,1785,0.8
89,"2","5","1","11","0","酒類",5274,1.8,16.4,6087,2.0,2377,1.2,2477,1.1,6619,2.0,7359,2.2,2260,1.0
90,"2","5","1","12","0","外食",8716,3.0,-18.5,9847,3.2,4895,2.4,5479,2.5,10490,3.2,11386,3.3,4523,2.0
91,"2","6","1","12","1","一般外食",8623,3.0,-19.4,9728,3.2,4895,2.4,5479,2.5,10353,3.1,11225,3.3,4523,2.0
92,"2","6","1","12","2","学校給食",93,0.0,...,119,0.0,-,-,-,-,137,0.0,160,0.0,-,-
93,"2","4","2","0","0","住居",20090,6.9,-10.2,13030,4.2,12968,6.3,5180,2.4,23395,7.1,15795,4.6,46279,20.5
94,"2","5","2","1","0","家賃地代",9732,3.4,44.0,-,-,9350,4.5,-,-,9909,3.0,-,-,45833,20.3
95,"2","5","2","2","0","設備修繕・維持",10358,3.6,-33.7,13030,4.2,3618,1.8,5180,2.4,13486,4.1,15795,4.6,446,0.2
96,"2","6","2","2","1","設備材料",3152,1.1,52.6,3987,1.3,424,0.2,648,0.3,4418,1.3,5163,1.5,57,0.0
97,"2","6","2","2","2","工事その他のサービス",7206,2.5,-46.9,9043,2.9,3194,1.6,4532,2.1,9067,2.8,10633,3.1,389,0.2
98,"2","4","3","0","0","光熱・水道",24376,8.4,20.1,26225,8.5,19778,9.6,21952,10.2,26509,8.0,27730,8.2,17517,7.7
99,"2","5","3","1","0","電気代",10374,3.6,39.6,11290,3.7,7701,3.7,8578,4.0,11614,3.5,12245,3.6,6976,3.1
100,"2","5","3","2","0","ガス代",7185,2.5,24.7,7702,2.5,5697,2.8,6370,2.9,7876,2.4,8171,2.4,5268,2.3
101,"2","5","3","3","0","他の光熱",1501,0.5,24.3,1667,0.5,1858,0.9,2274,1.1,1336,0.4,1453,0.4,888,0.4
102,"2","5","3","4","0","上下水道料",5316,1.8,-9.7,5567,1.8,4523,2.2,4729,2.2,5684,1.7,5862,1.7,4385,1.9
103,"2","4","4","0","0","家具・家事用品",9355,3.2,-39.5,9911,3.2,6909,3.4,6179,2.9,10490,3.2,11226,3.3,7293,3.2
104,"2","5","4","1","0","家庭用耐久財",1701,0.6,-72.8,2075,0.7,243,0.1,162,0.1,2377,0.7,2749,0.8,313,0.1
