"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","夫婦のみの世帯／実数（円）","夫婦のみの世帯／構成比（％）","夫婦と未婚の子供から成る世帯／実数（円）","夫婦と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／実数（円）","一人親と未婚の子供から成る世帯／構成比（％）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）","一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）","その他／実数（円）","その他／構成比（％）","（再掲）夫婦共働き世帯／実数（円）","（再掲）夫婦共働き世帯／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,2269,-,6521,-,505,-,133,-,705,-,5222,-
"0","0","0","0","0","調査世帯数",340,-,75,-,224,-,17,-,4,-,23,-,177,-
"0","0","0","0","0","世帯人員",3.27,-,2.00,-,3.78,-,2.36,-,2.25,-,3.26,-,3.39,-
"0","0","0","0","0","有業人員",1.74,-,1.56,-,1.81,-,1.51,-,1.07,-,1.85,-,2.18,-
"0","0","0","0","0","世帯主平均年齢",49.7,-,55.9,-,47.4,-,52.6,-,46.2,-,49.2,-,49.0,-
"1","0","0","0","0","受取",1445626,-,1485625,-,1495151,-,985573,-,947507,-,1183148,-,1624460,-
"1","1","0","0","0","実収入",684038,100.0,599953,100.0,750301,100.0,410202,100.0,380887,100.0,547621,100.0,795552,100.0
"1","2","0","0","0","経常収入",669443,97.9,580250,96.7,736371,98.1,403548,98.4,371637,97.6,537987,98.2,780487,98.1
"1","3","0","0","0","勤め先収入",634811,92.8,522319,87.1,712362,94.9,363813,88.7,336039,88.2,483836,88.4,753380,94.7
"1","4","0","0","0","世帯主収入",523887,76.6,429984,71.7,588064,78.4,320168,78.1,336039,88.2,380316,69.4,555598,69.8
"1","6","0","0","0","うち男",496403,72.6,417500,69.6,576547,76.8,94502,23.0,-,-,303542,55.4,541220,68.0
"1","5","0","0","0","定期収入",421077,61.6,357051,59.5,466994,62.2,258245,63.0,253277,66.5,321480,58.7,440382,55.4
"1","5","0","0","0","臨時収入",4075,0.6,6082,1.0,3618,0.5,1903,0.5,87,0.0,2986,0.5,5137,0.6
"1","5","0","0","0","賞与",98735,14.4,66850,11.1,117451,15.7,60019,14.6,82674,21.7,55850,10.2,110079,13.8
"1","4","0","0","0","世帯主の配偶者の収入",98590,14.4,92335,15.4,114490,15.3,-,-,-,-,44326,8.1,188097,23.6
"1","6","0","0","0","うち女",95099,13.9,91614,15.3,109380,14.6,-,-,-,-,44326,8.1,181443,22.8
"1","4","0","0","0","他の世帯員収入",12334,1.8,-,-,9808,1.3,43646,10.6,-,-,59194,10.8,9685,1.2
"1","3","0","0","0","事業・内職収入",7580,1.1,13370,2.2,5784,0.8,6431,1.6,3382,0.9,7421,1.4,10259,1.3
"1","4","0","0","0","家賃収入",3529,0.5,5165,0.9,3249,0.4,-,-,-,-,3612,0.7,4791,0.6
"1","4","0","0","0","他の事業収入",2728,0.4,7545,1.3,1139,0.2,3860,0.9,-,-,1809,0.3,4782,0.6
"1","4","0","0","0","内職収入",1323,0.2,660,0.1,1396,0.2,2571,0.6,3382,0.9,1999,0.4,686,0.1
"1","3","0","0","0","他の経常収入",27052,4.0,44561,7.4,18225,2.4,33305,8.1,32216,8.5,46730,8.5,16848,2.1
"1","4","0","0","0","財産収入",1543,0.2,803,0.1,1991,0.3,915,0.2,-,-,217,0.0,1991,0.3
"1","4","0","0","0","社会保障給付",24705,3.6,43689,7.3,16094,2.1,21162,5.2,22548,5.9,45715,8.3,14691,1.8
"1","5","0","0","0","公的年金給付",17438,2.5,41068,6.8,6739,0.9,12625,3.1,9620,2.5,43709,8.0,10084,1.3
"1","5","0","0","0","他の社会保障給付",7267,1.1,2621,0.4,9356,1.2,8537,2.1,12928,3.4,2006,0.4,4606,0.6
"1","4","0","0","0","仕送り金",804,0.1,69,0.0,140,0.0,11227,2.7,9668,2.5,799,0.1,167,0.0
"1","2","0","0","0","特別収入",14595,2.1,19704,3.3,13931,1.9,6654,1.6,9251,2.4,9634,1.8,15065,1.9
"1","3","0","0","0","受贈金",4591,0.7,10300,1.7,3312,0.4,190,0.0,-,-,1052,0.2,5471,0.7
"1","3","0","0","0","他の特別収入",10004,1.5,9404,1.6,10618,1.4,6464,1.6,9251,2.4,8582,1.6,9594,1.2
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",509717,-,483266,-,543888,-,422099,-,300263,-,363700,-,552835,-
"1","2","0","0","0","預貯金引出",373790,-,354345,-,396271,-,352076,-,236301,-,256890,-,402443,-
"1","2","0","0","0","保険金",6437,-,16331,-,2333,-,3023,-,-,-,21867,-,5432,-
"1","3","0","0","0","個人・企業年金保険金",6199,-,16331,-,2139,-,142,-,-,-,21867,-,5268,-
"1","3","0","0","0","他の保険金",238,-,-,-,194,-,2881,-,-,-,-,-,165,-
"1","2","0","0","0","有価証券売却",1087,-,4306,-,152,-,432,-,-,-,-,-,1924,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",719,-,427,-,583,-,791,-,-,-,2751,-,717,-
"1","2","0","0","0","クレジット購入借入金",127276,-,107295,-,144157,-,65413,-,63911,-,82145,-,141915,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",408,-,562,-,393,-,364,-,51,-,47,-,403,-
"1","1","0","0","0","繰入金",251871,-,402405,-,200962,-,153272,-,266356,-,271828,-,276073,-
"2","0","0","0","0","支払",1445626,-,1485625,-,1495151,-,985573,-,947507,-,1183148,-,1624460,-
"2","1","0","0","0","実支出",489039,-,453067,-,527799,-,321584,-,283794,-,369866,-,538197,-
"2","2","0","0","0","生計支出",355980,-,339368,-,377016,-,262354,-,249275,-,282791,-,379054,-
"2","3","0","0","0","消費支出",350149,100.0,334322,100.0,369916,100.0,262354,100.0,249275,100.0,282791,100.0,377203,100.0
"2","4","1","0","0","食料",91862,26.2,83032,24.8,98255,26.6,57233,21.8,58384,23.4,86734,30.7,97893,26.0
"2","5","1","1","0","穀類",6795,1.9,5313,1.6,7550,2.0,4700,1.8,4489,1.8,6084,2.2,7028,1.9
"2","6","1","1","1","米類",1534,0.4,1074,0.3,1737,0.5,1001,0.4,723,0.3,1505,0.5,1632,0.4
"2","6","1","1","2","パン",3035,0.9,2525,0.8,3349,0.9,2149,0.8,1906,0.8,2425,0.9,3127,0.8
"2","6","1","1","3","麺類",1668,0.5,1277,0.4,1853,0.5,1149,0.4,1227,0.5,1597,0.6,1686,0.4
"2","6","1","1","4","他の穀類",558,0.2,437,0.1,611,0.2,400,0.2,633,0.3,557,0.2,583,0.2
"2","5","1","2","0","魚介類",5333,1.5,5448,1.6,5460,1.5,3277,1.2,3441,1.4,5227,1.8,5345,1.4
"2","6","1","2","1","生鮮魚介",3078,0.9,3045,0.9,3188,0.9,2000,0.8,2194,0.9,2939,1.0,3125,0.8
"2","6","1","2","2","塩干魚介",907,0.3,884,0.3,944,0.3,452,0.2,475,0.2,942,0.3,924,0.2
"2","6","1","2","3","魚肉練製品",526,0.2,609,0.2,503,0.1,319,0.1,269,0.1,622,0.2,504,0.1
"2","6","1","2","4","他の魚介加工品",822,0.2,911,0.3,825,0.2,506,0.2,503,0.2,725,0.3,792,0.2
"2","5","1","3","0","肉類",8873,2.5,6166,1.8,10167,2.7,5745,2.2,5870,2.4,7834,2.8,9485,2.5
"2","6","1","3","1","生鮮肉",7300,2.1,5095,1.5,8378,2.3,4476,1.7,4944,2.0,6373,2.3,7830,2.1
"2","6","1","3","2","加工肉",1574,0.4,1070,0.3,1788,0.5,1270,0.5,926,0.4,1461,0.5,1654,0.4
"2","5","1","4","0","乳卵類",4419,1.3,3663,1.1,4891,1.3,2193,0.8,2373,1.0,4006,1.4,4384,1.2
"2","6","1","4","1","牛乳",1348,0.4,932,0.3,1540,0.4,711,0.3,815,0.3,1307,0.5,1373,0.4
"2","6","1","4","2","乳製品",2240,0.6,2075,0.6,2427,0.7,1017,0.4,1122,0.5,1909,0.7,2150,0.6
"2","6","1","4","3","卵",831,0.2,657,0.2,924,0.2,465,0.2,437,0.2,789,0.3,860,0.2
"2","5","1","5","0","野菜・海藻",9171,2.6,9182,2.7,9499,2.6,5643,2.2,6499,2.6,8637,3.1,9281,2.5
"2","6","1","5","1","生鮮野菜",6524,1.9,6407,1.9,6822,1.8,3966,1.5,4503,1.8,6013,2.1,6655,1.8
"2","6","1","5","2","乾物・海藻",677,0.2,656,0.2,707,0.2,450,0.2,700,0.3,609,0.2,679,0.2
"2","6","1","5","3","大豆加工品",988,0.3,998,0.3,1019,0.3,582,0.2,624,0.3,958,0.3,973,0.3
"2","6","1","5","4","他の野菜・海藻加工品",982,0.3,1122,0.3,950,0.3,645,0.2,673,0.3,1057,0.4,975,0.3
"2","5","1","6","0","果物",2908,0.8,3102,0.9,2950,0.8,1498,0.6,1376,0.6,2877,1.0,2977,0.8
"2","6","1","6","1","生鮮果物",2532,0.7,2599,0.8,2589,0.7,1315,0.5,1283,0.5,2597,0.9,2605,0.7
"2","6","1","6","2","果物加工品",377,0.1,502,0.2,361,0.1,183,0.1,92,0.0,279,0.1,372,0.1
"2","5","1","7","0","油脂・調味料",4012,1.1,3565,1.1,4293,1.2,2640,1.0,2965,1.2,3831,1.4,4189,1.1
"2","6","1","7","1","油脂",447,0.1,423,0.1,463,0.1,298,0.1,443,0.2,476,0.2,446,0.1
"2","6","1","7","2","調味料",3565,1.0,3141,0.9,3830,1.0,2342,0.9,2522,1.0,3355,1.2,3743,1.0
"2","5","1","8","0","菓子類",7957,2.3,5819,1.7,9006,2.4,5392,2.1,5171,2.1,7173,2.5,8288,2.2
"2","5","1","9","0","調理食品",13586,3.9,13498,4.0,13979,3.8,8815,3.4,7929,3.2,13793,4.9,14287,3.8
"2","6","1","9","1","主食的調理食品",6031,1.7,5763,1.7,6288,1.7,4051,1.5,3357,1.3,5884,2.1,6372,1.7
"2","6","1","9","2","他の調理食品",7555,2.2,7735,2.3,7690,2.1,4764,1.8,4572,1.8,7909,2.8,7914,2.1
"2","5","1","10","0","飲料",5733,1.6,5682,1.7,5910,1.6,3851,1.5,4135,1.7,5550,2.0,6022,1.6
"2","6","1","10","1","茶類",1277,0.4,1221,0.4,1303,0.4,773,0.3,687,0.3,1580,0.6,1282,0.3
"2","6","1","10","2","コーヒー・ココア",1242,0.4,1493,0.4,1204,0.3,761,0.3,442,0.2,1083,0.4,1305,0.3
