項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,337,-,-,43,-,50,-,49,-,48,-,50,-,48,-,49,-
0,0,世帯人員,3.34,-,-,3.19,-,2.79,-,3.29,-,3.32,-,3.64,-,3.37,-,3.74,-
0,0,有業人員,1.79,-,-,1.76,-,1.76,-,1.6,-,1.81,-,1.87,-,1.74,-,1.96,-
0,0,世帯主平均年齢,48.7,-,-,52.2,-,54.9,-,45.7,-,47,-,46.2,-,46.5,-,48.6,-
0,0,消費支出,347836,-,-14.4,194228,-,236679,-,240867,-,328241,-,351394,-,512223,-,566702,-
0,0,公共的料金,98610,28.3,-9.7,60324,31.1,73387,31,84323,35,103190,31.4,105670,30.1,131018,25.6,131325,23.2
1,0,公共料金等,67152,19.3,1.3,47308,24.4,52825,22.3,59183,24.6,71201,21.7,66761,19,88203,17.2,84152,14.8
1,1,米,1791,0.5,-0.8,1466,0.8,1568,0.7,1631,0.7,1972,0.6,2220,0.6,1899,0.4,1768,0.3
1,1,食塩,26,0,-18.8,12,0,22,0,57,0,37,0,15,0,26,0,14,0
1,1,学校給食,774,0.2,-9.8,715,0.4,249,0.1,888,0.4,359,0.1,841,0.2,731,0.1,1615,0.3
1,1,公営家賃,3773,1.1,549.4,3149,1.6,3185,1.3,4440,1.8,2344,0.7,4027,1.1,5755,1.1,3539,0.6
1,1,電気代,14194,4.1,22.9,8560,4.4,13386,5.7,15096,6.3,13726,4.2,17174,4.9,15258,3,15981,2.8
1,1,都市ガス,7830,2.3,2.3,4767,2.5,7863,3.3,8351,3.5,8546,2.6,9623,2.7,9233,1.8,6392,1.1
1,1,上下水道料,4699,1.4,-11.7,3794,2,3369,1.4,3558,1.5,5004,1.5,5508,1.6,6333,1.2,5322,0.9
1,1,医科診療代,4840,1.4,12.6,3217,1.7,3502,1.5,3491,1.4,5225,1.6,2464,0.7,5955,1.2,9926,1.8
1,1,歯科診療代,2101,0.6,-20.2,4476,2.3,1774,0.7,459,0.2,1313,0.4,3155,0.9,1700,0.3,1885,0.3
1,1,出産入院料,1510,0.4,210.7,-,-,-,-,-,-,-,-,-,-,10784,2.1,-,-
1,1,他の入院料,1243,0.4,10.3,5979,3.1,1124,0.5,-,-,-,-,678,0.2,1074,0.2,-,-
1,1,鉄道運賃,2958,0.9,-21,1184,0.6,671,0.3,2348,1,4286,1.3,1254,0.4,4054,0.8,6804,1.2
1,1,鉄道通学定期代,452,0.1,-16.9,-,-,-,-,-,-,104,0,220,0.1,1524,0.3,1312,0.2
1,1,鉄道通勤定期代,2436,0.7,-22.2,864,0.4,2685,1.1,3205,1.3,6129,1.9,1002,0.3,1465,0.3,1646,0.3
1,1,バス代,278,0.1,-13.4,6,0,129,0.1,40,0,215,0.1,423,0.1,125,0,987,0.2
1,1,バス通学定期代,248,0.1,350.9,-,-,-,-,590,0.2,-,-,-,-,1164,0.2,-,-
1,1,バス通勤定期代,107,0,-39.5,-,-,-,-,-,-,-,-,743,0.2,-,-,-,-
1,1,タクシー代,555,0.2,-9,114,0.1,318,0.1,500,0.2,557,0.2,375,0.1,420,0.1,1570,0.3
1,1,航空運賃,1407,0.4,150.4,-,-,-,-,-,-,-,-,-,-,2040,0.4,7678,1.4
1,1,郵便料,149,0,-44,222,0.1,149,0.1,89,0,92,0,194,0.1,78,0,222,0
1,1,固定電話通信料,849,0.2,-32.7,740,0.4,1129,0.5,650,0.3,654,0.2,673,0.2,991,0.2,1104,0.2
1,1,携帯電話通信料,9690,2.8,-24.4,6172,3.2,9259,3.9,10904,4.5,8116,2.5,12084,3.4,9633,1.9,11519,2
1,1,ＮＨＫ放送受信料,986,0.3,17,324,0.2,800,0.3,1260,0.5,792,0.2,1414,0.4,1113,0.2,1178,0.2
1,1,ケーブルテレビ放送受信料,788,0.2,-20.6,712,0.4,817,0.3,624,0.3,752,0.2,636,0.2,904,0.2,1068,0.2
1,1,他の放送受信料,124,0,-4.6,197,0.1,23,0,194,0.1,155,0,20,0,88,0,189,0
1,1,国公立小学校,148,0,66.3,-,-,96,0,-,-,-,-,319,0.1,158,0,454,0.1
1,1,国公立中学校,106,0,-68.7,82,0,-,-,90,0,-,-,90,0,147,0,327,0.1
1,1,国公立高校,144,0,-71.8,-,-,-,-,-,-,-,-,613,0.2,-,-,379,0.1
1,1,国公立大学,1902,0.5,-5.3,-,-,-,-,-,-,8531,2.6,-,-,4815,0.9,-,-
1,1,たばこ,1044,0.3,-30.8,556,0.3,706,0.3,718,0.3,2290,0.7,996,0.3,736,0.1,1273,0.2
2,0,準公共料金等,31458,9,-26.8,13016,6.7,20562,8.7,25140,10.4,31989,9.7,38909,11.1,42815,8.4,47173,8.3
2,1,牛乳,1360,0.4,4.7,1078,0.6,1140,0.5,1163,0.5,1608,0.5,1499,0.4,1395,0.3,1622,0.3
2,1,灯油,341,0.1,147.1,349,0.2,426,0.2,397,0.2,610,0.2,197,0.1,120,0,285,0.1
2,1,プロパンガス,605,0.2,40.4,96,0,1449,0.6,549,0.2,591,0.2,-,-,444,0.1,1088,0.2
2,1,理髪料,379,0.1,-32.4,138,0.1,264,0.1,606,0.3,359,0.1,829,0.2,34,0,403,0.1
2,1,パーマネント代,302,0.1,196.1,-,-,-,-,88,0,267,0.1,331,0.1,850,0.2,579,0.1
2,1,洗濯代,501,0.1,-17.2,457,0.2,391,0.2,421,0.2,1063,0.3,236,0.1,350,0.1,582,0.1
2,1,新聞,1316,0.4,-24.9,993,0.5,1330,0.6,1104,0.5,1511,0.5,785,0.2,1391,0.3,2079,0.4
2,1,私立小学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立高校,3250,0.9,-42.1,-,-,-,-,-,-,-,-,-,-,1354,0.3,20964,3.7
