1,"東京都生計分析調査　令和 4年 6月","","","","","","","","","","","","","","",""
2,"","","","","","","第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,7676,-,1353,-,496,-,476,-
7,"0","0","0","0","0","調査世帯数",344,-,273,-,44,-,14,-,13,-
8,"0","0","0","0","0","世帯人員",3.30,-,3.42,-,3.02,-,2.68,-,2.79,-
9,"0","0","0","0","0","有業人員",1.75,-,1.76,-,1.72,-,1.84,-,1.62,-
10,"0","0","0","0","0","世帯主平均年齢",49.4,-,50.6,-,42.9,-,57.5,-,40.2,-
11,"1","0","0","0","0","受取",1776431,-,1773098,-,1537081,-,1153584,-,3160218,-
12,"1","1","0","0","0","実収入",1024322,100.0,1068127,100.0,759540,100.0,674561,100.0,1435010,100.0
13,"1","2","0","0","0","経常収入",1017896,99.4,1062004,99.4,756574,99.6,673859,99.9,1407874,98.1
14,"1","3","0","0","0","勤め先収入",958167,93.5,1002873,93.9,689487,90.8,588689,87.3,1385939,96.6
15,"1","4","0","0","0","世帯主収入",798316,77.9,848889,79.5,562782,74.1,346272,51.3,1123189,78.3
16,"1","6","0","0","0","うち男",747036,72.9,792708,74.2,534747,70.4,279627,41.5,1100905,76.7
17,"1","5","0","0","0","定期収入",417690,40.8,434991,40.7,360007,47.4,268304,39.8,458236,31.9
18,"1","5","0","0","0","臨時収入",3075,0.3,2058,0.2,8563,1.1,858,0.1,6178,0.4
19,"1","5","0","0","0","賞与",377551,36.9,411839,38.6,194213,25.6,77110,11.4,658775,45.9
20,"1","4","0","0","0","世帯主の配偶者の収入",138555,13.5,142006,13.3,114107,15.0,32697,4.8,262749,18.3
21,"1","6","0","0","0","うち女",135892,13.3,138535,13.0,114107,15.0,32697,4.8,262749,18.3
22,"1","4","0","0","0","他の世帯員収入",21295,2.1,11979,1.1,12598,1.7,209720,31.1,-,-
23,"1","3","0","0","0","事業・内職収入",9682,0.9,6710,0.6,31659,4.2,5014,0.7,-,-
24,"1","4","0","0","0","家賃収入",3824,0.4,4002,0.4,5559,0.7,-,-,-,-
25,"1","4","0","0","0","他の事業収入",4046,0.4,1195,0.1,23130,3.0,-,-,-,-
26,"1","4","0","0","0","内職収入",1812,0.2,1514,0.1,2969,0.4,5014,0.7,-,-
27,"1","3","0","0","0","他の経常収入",50047,4.9,52420,4.9,35428,4.7,80156,11.9,21935,1.5
28,"1","4","0","0","0","財産収入",2558,0.2,3192,0.3,106,0.0,1897,0.3,-,-
29,"1","4","0","0","0","社会保障給付",46142,4.5,47592,4.5,35322,4.7,76430,11.3,21935,1.5
30,"1","5","0","0","0","公的年金給付",28203,2.8,28440,2.7,19019,2.5,69632,10.3,7320,0.5
31,"1","5","0","0","0","他の社会保障給付",17939,1.8,19153,1.8,16303,2.1,6798,1.0,14614,1.0
32,"1","4","0","0","0","仕送り金",1347,0.1,1636,0.2,-,-,1829,0.3,-,-
33,"1","2","0","0","0","特別収入",6427,0.6,6123,0.6,2966,0.4,702,0.1,27136,1.9
34,"1","3","0","0","0","受贈金",1515,0.1,295,0.0,745,0.1,-,-,24962,1.7
35,"1","3","0","0","0","他の特別収入",4912,0.5,5828,0.5,2221,0.3,702,0.1,2174,0.2
36,"1","1","0","0","0","実収入以外の受取(繰入金を除く)",485559,-,503113,-,434536,-,405273,-,431053,-
37,"1","2","0","0","0","預貯金引出",363283,-,374701,-,328241,-,344880,-,297861,-
38,"1","2","0","0","0","保険金",6958,-,9065,-,-,-,-,-,-,-
39,"1","3","0","0","0","個人・企業年金保険金",6958,-,9065,-,-,-,-,-,-,-
40,"1","3","0","0","0","他の保険金",-,-,-,-,-,-,-,-,-,-
41,"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-
42,"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
43,"1","2","0","0","0","他の借入金",152,-,197,-,-,-,-,-,-,-
44,"1","2","0","0","0","クレジット購入借入金",115048,-,118996,-,106295,-,60393,-,133192,-
45,"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
46,"1","2","0","0","0","実収入以外の受取のその他",119,-,154,-,-,-,-,-,-,-
47,"1","1","0","0","0","繰入金",266549,-,201858,-,343005,-,73750,-,1294155,-
48,"2","0","0","0","0","支払",1776431,-,1773098,-,1537081,-,1153584,-,3160218,-
49,"2","1","0","0","0","実支出",543572,-,567705,-,419120,-,443092,-,612783,-
50,"2","2","0","0","0","生計支出",311257,-,307470,-,331037,-,311074,-,316313,-
51,"2","3","0","0","0","消費支出",303272,100.0,302222,100.0,331037,100.0,231250,100.0,316313,100.0
52,"2","4","1","0","0","食料",87957,29.0,91802,30.4,76962,23.2,68796,29.7,77147,24.4
53,"2","5","1","1","0","穀類",6444,2.1,6742,2.2,5741,1.7,4744,2.1,5405,1.7
54,"2","6","1","1","1","米類",1577,0.5,1615,0.5,1569,0.5,1126,0.5,1456,0.5
55,"2","6","1","1","2","パン",2852,0.9,3090,1.0,2167,0.7,2020,0.9,1824,0.6
56,"2","6","1","1","3","麺類",1593,0.5,1599,0.5,1678,0.5,1157,0.5,1704,0.5
57,"2","6","1","1","4","他の穀類",423,0.1,438,0.1,326,0.1,441,0.2,421,0.1
58,"2","5","1","2","0","魚介類",4888,1.6,5281,1.7,3686,1.1,3386,1.5,3542,1.1
59,"2","6","1","2","1","生鮮魚介",2877,0.9,3156,1.0,2129,0.6,1583,0.7,1853,0.6
60,"2","6","1","2","2","塩干魚介",882,0.3,913,0.3,720,0.2,950,0.4,770,0.2
61,"2","6","1","2","3","魚肉練製品",415,0.1,447,0.1,281,0.1,269,0.1,432,0.1
62,"2","6","1","2","4","他の魚介加工品",715,0.2,765,0.3,557,0.2,583,0.3,487,0.2
63,"2","5","1","3","0","肉類",8361,2.8,8927,3.0,7145,2.2,5008,2.2,6179,2.0
64,"2","6","1","3","1","生鮮肉",6853,2.3,7283,2.4,6182,1.9,4026,1.7,4779,1.5
65,"2","6","1","3","2","加工肉",1508,0.5,1644,0.5,963,0.3,982,0.4,1400,0.4
66,"2","5","1","4","0","乳卵類",4229,1.4,4373,1.4,3423,1.0,3929,1.7,4522,1.4
67,"2","6","1","4","1","牛乳",1279,0.4,1363,0.5,954,0.3,1140,0.5,975,0.3
68,"2","6","1","4","2","乳製品",2105,0.7,2148,0.7,1696,0.5,1879,0.8,2793,0.9
69,"2","6","1","4","3","卵",846,0.3,861,0.3,773,0.2,909,0.4,754,0.2
70,"2","5","1","5","0","野菜・海藻",9544,3.1,10101,3.3,7267,2.2,8923,3.9,7680,2.4
71,"2","6","1","5","1","生鮮野菜",6895,2.3,7343,2.4,5286,1.6,5796,2.5,5377,1.7
72,"2","6","1","5","2","乾物・海藻",666,0.2,707,0.2,458,0.1,737,0.3,533,0.2
73,"2","6","1","5","3","大豆加工品",988,0.3,1039,0.3,804,0.2,905,0.4,759,0.2
74,"2","6","1","5","4","他の野菜・海藻加工品",996,0.3,1012,0.3,718,0.2,1486,0.6,1012,0.3
75,"2","5","1","6","0","果物",2647,0.9,2842,0.9,1823,0.6,1905,0.8,2624,0.8
76,"2","6","1","6","1","生鮮果物",2271,0.7,2442,0.8,1594,0.5,1606,0.7,2147,0.7
77,"2","6","1","6","2","果物加工品",376,0.1,400,0.1,229,0.1,299,0.1,477,0.2
78,"2","5","1","7","0","油脂・調味料",3930,1.3,4115,1.4,3436,1.0,3310,1.4,2981,0.9
79,"2","6","1","7","1","油脂",457,0.2,481,0.2,391,0.1,284,0.1,436,0.1
80,"2","6","1","7","2","調味料",3473,1.1,3635,1.2,3046,0.9,3026,1.3,2545,0.8
81,"2","5","1","8","0","菓子類",7282,2.4,7529,2.5,6616,2.0,4533,2.0,8054,2.5
82,"2","5","1","9","0","調理食品",12260,4.0,12455,4.1,11582,3.5,13405,5.8,9844,3.1
83,"2","6","1","9","1","主食的調理食品",5522,1.8,5657,1.9,5742,1.7,4743,2.1,3544,1.1
84,"2","6","1","9","2","他の調理食品",6737,2.2,6798,2.2,5840,1.8,8663,3.7,6300,2.0
85,"2","5","1","10","0","飲料",5820,1.9,5995,2.0,5770,1.7,3504,1.5,5563,1.8
86,"2","6","1","10","1","茶類",1193,0.4,1285,0.4,927,0.3,751,0.3,942,0.3
87,"2","6","1","10","2","コーヒー・ココア",1237,0.4,1222,0.4,1480,0.4,698,0.3,1342,0.4
88,"2","6","1","10","3","他の飲料",3390,1.1,3488,1.2,3362,1.0,2055,0.9,3279,1.0
89,"2","5","1","11","0","酒類",3671,1.2,3969,1.3,2318,0.7,3788,1.6,2571,0.8
90,"2","5","1","12","0","外食",18881,6.2,19474,6.4,18154,5.5,12361,5.3,18182,5.7
91,"2","6","1","12","1","一般外食",17037,5.6,17578,5.8,15908,4.8,12199,5.3,16570,5.2
92,"2","6","1","12","2","学校給食",1844,0.6,1896,0.6,2247,0.7,163,0.1,1612,0.5
93,"2","4","2","0","0","住居",20963,6.9,3929,1.3,98638,29.8,59665,25.8,34626,10.9
94,"2","5","2","1","0","家賃地代",18248,6.0,410,0.1,98562,29.8,59646,25.8,34571,10.9
95,"2","5","2","2","0","設備修繕・維持",2715,0.9,3519,1.2,77,0.0,18,0.0,54,0.0
96,"2","6","2","2","1","設備材料",739,0.2,945,0.3,77,0.0,5,0.0,54,0.0
97,"2","6","2","2","2","工事その他のサービス",1976,0.7,2573,0.9,-,-,14,0.0,-,-
98,"2","4","3","0","0","光熱・水道",19847,6.5,21115,7.0,16843,5.1,14525,6.3,13472,4.3
99,"2","5","3","1","0","電気代",8369,2.8,9165,3.0,6927,2.1,4380,1.9,3782,1.2
100,"2","5","3","2","0","ガス代",5838,1.9,6011,2.0,5296,1.6,5667,2.5,4764,1.5
101,"2","5","3","3","0","他の光熱",20,0.0,26,0.0,-,-,12,0.0,-,-
102,"2","5","3","4","0","上下水道料",5619,1.9,5913,2.0,4620,1.4,4466,1.9,4926,1.6
103,"2","4","4","0","0","家具・家事用品",13403,4.4,14420,4.8,8806,2.7,5398,2.3,18392,5.8
104,"2","5","4","1","0","家庭用耐久財",3989,1.3,4925,1.6,1431,0.4,-,-,331,0.1
105,"2","6","4","1","1","家事用耐久財",2610,0.9,3323,1.1,438,0.1,-,-,-,-
106,"2","6","4","1","2","冷暖房用器具",1197,0.4,1525,0.5,193,0.1,-,-,-,-
107,"2","6","4","1","3","一般家具",183,0.1,77,0.0,799,0.2,-,-,331,0.1
108,"2","5","4","2","0","室内装備・装飾品",813,0.3,773,0.3,800,0.2,-,-,2333,0.7
109,"2","5","4","3","0","寝具類",1372,0.5,1056,0.3,769,0.2,175,0.1,9441,3.0
