1,"東京都生計分析調査　令和 4年 8月","","","","","","","","","","","","","","",""
2,"","","","","","","第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,7974,-,1152,-,555,-,318,-
7,"0","0","0","0","0","調査世帯数",656,-,536,-,70,-,32,-,18,-
8,"0","0","0","0","0","世帯人員",2.90,-,2.93,-,2.87,-,2.50,-,3.06,-
9,"0","0","0","0","0","有業人員",1.33,-,1.31,-,1.53,-,1.18,-,1.29,-
10,"0","0","0","0","0","世帯主平均年齢",59.8,-,61.6,-,50.2,-,64.4,-,43.2,-
11,"2","2","0","0","0","生計支出",328143,-,315552,-,337452,-,282253,-,689672,-
12,"2","3","0","0","0","消費支出",328143,100.0,315552,100.0,337452,100.0,282253,100.0,689672,100.0
13,"2","4","1","0","0","食料",90549,27.6,93547,29.6,79756,23.6,70014,24.8,90306,13.1
14,"2","5","1","1","0","穀類",6503,2.0,6665,2.1,5990,1.8,5214,1.8,6538,0.9
15,"2","6","1","1","1","米類",1593,0.5,1639,0.5,1412,0.4,1295,0.5,1603,0.2
16,"2","6","1","1","2","パン",2789,0.8,2846,0.9,2634,0.8,2258,0.8,2863,0.4
17,"2","6","1","1","3","麺類",1644,0.5,1682,0.5,1547,0.5,1271,0.5,1713,0.2
18,"2","6","1","1","4","他の穀類",476,0.1,498,0.2,397,0.1,390,0.1,360,0.1
19,"2","5","1","2","0","魚介類",5746,1.8,6240,2.0,4047,1.2,3865,1.4,2799,0.4
20,"2","6","1","2","1","生鮮魚介",3166,1.0,3459,1.1,2231,0.7,1851,0.7,1517,0.2
21,"2","6","1","2","2","塩干魚介",1077,0.3,1145,0.4,744,0.2,1044,0.4,631,0.1
22,"2","6","1","2","3","魚肉練製品",555,0.2,620,0.2,310,0.1,327,0.1,186,0.0
23,"2","6","1","2","4","他の魚介加工品",948,0.3,1015,0.3,762,0.2,643,0.2,464,0.1
24,"2","5","1","3","0","肉類",8246,2.5,8813,2.8,6723,2.0,4379,1.6,6317,0.9
25,"2","6","1","3","1","生鮮肉",6626,2.0,7083,2.2,5460,1.6,3375,1.2,5051,0.7
26,"2","6","1","3","2","加工肉",1620,0.5,1729,0.5,1263,0.4,1005,0.4,1266,0.2
27,"2","5","1","4","0","乳卵類",4401,1.3,4492,1.4,3747,1.1,3385,1.2,6271,0.9
28,"2","6","1","4","1","牛乳",1446,0.4,1514,0.5,1144,0.3,939,0.3,1695,0.2
29,"2","6","1","4","2","乳製品",2120,0.6,2127,0.7,1836,0.5,1629,0.6,3830,0.6
30,"2","6","1","4","3","卵",836,0.3,850,0.3,768,0.2,817,0.3,745,0.1
31,"2","5","1","5","0","野菜・海藻",10663,3.2,11185,3.5,8523,2.5,9141,3.2,7997,1.2
32,"2","6","1","5","1","生鮮野菜",7590,2.3,7985,2.5,6217,1.8,6007,2.1,5433,0.8
33,"2","6","1","5","2","乾物・海藻",712,0.2,748,0.2,439,0.1,725,0.3,763,0.1
34,"2","6","1","5","3","大豆加工品",1134,0.3,1173,0.4,937,0.3,1090,0.4,942,0.1
35,"2","6","1","5","4","他の野菜・海藻加工品",1227,0.4,1279,0.4,930,0.3,1318,0.5,858,0.1
36,"2","5","1","6","0","果物",4281,1.3,4422,1.4,3828,1.1,4079,1.4,2742,0.4
37,"2","6","1","6","1","生鮮果物",3873,1.2,3983,1.3,3631,1.1,3697,1.3,2287,0.3
38,"2","6","1","6","2","果物加工品",408,0.1,438,0.1,197,0.1,383,0.1,456,0.1
39,"2","5","1","7","0","油脂・調味料",3982,1.2,4170,1.3,3450,1.0,2655,0.9,3511,0.5
40,"2","6","1","7","1","油脂",458,0.1,478,0.2,382,0.1,309,0.1,483,0.1
41,"2","6","1","7","2","調味料",3524,1.1,3692,1.2,3068,0.9,2346,0.8,3028,0.4
42,"2","5","1","8","0","菓子類",7229,2.2,7329,2.3,7612,2.3,4544,1.6,8033,1.2
43,"2","5","1","9","0","調理食品",13474,4.1,13698,4.3,12296,3.6,12455,4.4,13883,2.0
44,"2","6","1","9","1","主食的調理食品",5783,1.8,5914,1.9,5291,1.6,5742,2.0,4363,0.6
45,"2","6","1","9","2","他の調理食品",7691,2.3,7785,2.5,7005,2.1,6713,2.4,9520,1.4
46,"2","5","1","10","0","飲料",6238,1.9,6187,2.0,6294,1.9,6582,2.3,6708,1.0
47,"2","6","1","10","1","茶類",1276,0.4,1300,0.4,1239,0.4,1040,0.4,1237,0.2
48,"2","6","1","10","2","コーヒー・ココア",1076,0.3,1055,0.3,1391,0.4,645,0.2,1187,0.2
49,"2","6","1","10","3","他の飲料",3886,1.2,3832,1.2,3663,1.1,4898,1.7,4284,0.6
50,"2","5","1","11","0","酒類",4010,1.2,4291,1.4,2870,0.9,2573,0.9,3607,0.5
51,"2","5","1","12","0","外食",15776,4.8,16057,5.1,14375,4.3,11142,3.9,21899,3.2
52,"2","6","1","12","1","一般外食",15331,4.7,15578,4.9,14031,4.2,11142,3.9,21138,3.1
53,"2","6","1","12","2","学校給食",445,0.1,478,0.2,344,0.1,-,-,761,0.1
54,"2","4","2","0","0","住居",21080,6.4,5914,1.9,99438,29.5,63662,22.6,43067,6.2
55,"2","5","2","1","0","家賃地代",16526,5.0,307,0.1,98831,29.3,63438,22.5,43034,6.2
56,"2","5","2","2","0","設備修繕・維持",4554,1.4,5607,1.8,606,0.2,224,0.1,33,0.0
57,"2","6","2","2","1","設備材料",1497,0.5,1863,0.6,46,0.0,85,0.0,33,0.0
58,"2","6","2","2","2","工事その他のサービス",3058,0.9,3744,1.2,561,0.2,140,0.0,-,-
59,"2","4","3","0","0","光熱・水道",21342,6.5,21317,6.8,23308,6.9,16152,5.7,23895,3.5
60,"2","5","3","1","0","電気代",11033,3.4,11186,3.5,11343,3.4,6692,2.4,13655,2.0
61,"2","5","3","2","0","ガス代",4194,1.3,4061,1.3,4864,1.4,4483,1.6,4615,0.7
62,"2","5","3","3","0","他の光熱",43,0.0,52,0.0,13,0.0,16,0.0,-,-
63,"2","5","3","4","0","上下水道料",6071,1.9,6019,1.9,7089,2.1,4961,1.8,5625,0.8
64,"2","4","4","0","0","家具・家事用品",13914,4.2,14358,4.6,14103,4.2,9088,3.2,10527,1.5
65,"2","5","4","1","0","家庭用耐久財",4711,1.4,4808,1.5,5388,1.6,3804,1.3,1384,0.2
66,"2","6","4","1","1","家事用耐久財",2319,0.7,2032,0.6,4609,1.4,2464,0.9,968,0.1
67,"2","6","4","1","2","冷暖房用器具",1882,0.6,2138,0.7,779,0.2,1340,0.5,417,0.1
68,"2","6","4","1","3","一般家具",509,0.2,639,0.2,-,-,-,-,-,-
69,"2","5","4","2","0","室内装備・装飾品",808,0.2,603,0.2,2735,0.8,109,0.0,199,0.0
70,"2","5","4","3","0","寝具類",849,0.3,966,0.3,323,0.1,601,0.2,231,0.0
71,"2","5","4","4","0","家事雑貨",2633,0.8,2774,0.9,2138,0.6,1266,0.4,3272,0.5
72,"2","5","4","5","0","家事用消耗品",3553,1.1,3546,1.1,3406,1.0,3033,1.1,5169,0.7
73,"2","5","4","6","0","家事サービス",1360,0.4,1660,0.5,113,0.0,274,0.1,271,0.0
74,"2","4","5","0","0","被服及び履物",8677,2.6,8914,2.8,8328,2.5,5439,1.9,9662,1.4
75,"2","5","5","1","0","和服",107,0.0,124,0.0,-,-,140,0.0,-,-
76,"2","5","5","2","0","洋服",3629,1.1,3754,1.2,4188,1.2,2017,0.7,1277,0.2
77,"2","6","5","2","1","男子用洋服",597,0.2,659,0.2,196,0.1,886,0.3,-,-
78,"2","6","5","2","2","婦人用洋服",2779,0.8,2898,0.9,3507,1.0,743,0.3,706,0.1
79,"2","6","5","2","3","子供用洋服",252,0.1,197,0.1,484,0.1,388,0.1,571,0.1
80,"2","5","5","3","0","シャツ・セーター類",1590,0.5,1510,0.5,1607,0.5,1018,0.4,4514,0.7
81,"2","6","5","3","1","男子用シャツ・セーター類",631,0.2,563,0.2,714,0.2,200,0.1,2788,0.4
82,"2","6","5","3","2","婦人用シャツ・セーター類",871,0.3,872,0.3,865,0.3,663,0.2,1225,0.2
83,"2","6","5","3","3","子供用シャツ・セーター類",88,0.0,76,0.0,28,0.0,155,0.1,501,0.1
84,"2","5","5","4","0","下着類",802,0.2,876,0.3,446,0.1,473,0.2,820,0.1
85,"2","6","5","4","1","男子用下着類",227,0.1,259,0.1,72,0.0,200,0.1,18,0.0
86,"2","6","5","4","2","婦人用下着類",481,0.1,533,0.2,216,0.1,242,0.1,558,0.1
87,"2","6","5","4","3","子供用下着類",94,0.0,83,0.0,159,0.0,31,0.0,244,0.0
88,"2","5","5","5","0","生地・糸類",115,0.0,126,0.0,101,0.0,31,0.0,38,0.0
89,"2","5","5","6","0","他の被服",578,0.2,599,0.2,397,0.1,466,0.2,900,0.1
90,"2","5","5","7","0","履物類",1429,0.4,1512,0.5,1082,0.3,1187,0.4,1019,0.1
91,"2","5","5","8","0","被服関連サービス",428,0.1,413,0.1,506,0.1,107,0.0,1094,0.2
92,"2","4","6","0","0","保健医療",22546,6.9,22498,7.1,18819,5.6,23522,8.3,35547,5.2
93,"2","5","6","1","0","医薬品",3399,1.0,3626,1.1,2705,0.8,2347,0.8,2064,0.3
94,"2","5","6","2","0","健康保持用摂取品",1877,0.6,2227,0.7,564,0.2,517,0.2,241,0.0
95,"2","5","6","3","0","保健医療用品・器具",3284,1.0,3269,1.0,3614,1.1,2008,0.7,4677,0.7
96,"2","5","6","4","0","保健医療サービス",13987,4.3,13376,4.2,11935,3.5,18650,6.6,28564,4.1
97,"2","4","7","0","0","交通・通信",34815,10.6,36720,11.6,26449,7.8,21611,7.7,40384,5.9
98,"2","5","7","1","0","交通",8135,2.5,8444,2.7,6666,2.0,4225,1.5,12514,1.8
99,"2","5","7","2","0","自動車等関係費",14209,4.3,15598,4.9,7674,2.3,8318,2.9,13349,1.9
100,"2","6","7","2","1","自動車等購入",2155,0.7,2703,0.9,-,-,-,-,-,-
101,"2","6","7","2","2","自転車購入",522,0.2,655,0.2,-,-,-,-,-,-
102,"2","6","7","2","3","自動車等維持",11532,3.5,12240,3.9,7674,2.3,8318,2.9,13349,1.9
103,"2","5","7","3","0","通信",12471,3.8,12678,4.0,12109,3.6,9068,3.2,14522,2.1
104,"2","4","8","0","0","教育",14003,4.3,14044,4.5,6290,1.9,3808,1.3,58644,8.5
105,"2","5","8","1","0","授業料等",9099,2.8,9021,2.9,1886,0.6,599,0.2,51951,7.5
106,"2","5","8","2","0","教科書・学習参考教材",86,0.0,108,0.0,-,-,-,-,-,-
107,"2","5","8","3","0","補習教育",4817,1.5,4914,1.6,4404,1.3,3209,1.1,6693,1.0
108,"2","4","9","0","0","教養娯楽",41376,12.6,44415,14.1,26803,7.9,13211,4.7,67103,9.7
109,"2","5","9","1","0","教養娯楽用耐久財",2304,0.7,2147,0.7,3063,0.9,121,0.0,7291,1.1
110,"2","5","9","2","0","教養娯楽用品",8374,2.6,9240,2.9,6287,1.9,1285,0.5,6589,1.0
111,"2","5","9","3","0","書籍・他の印刷物",3484,1.1,3731,1.2,2415,0.7,2436,0.9,3014,0.4
112,"2","5","9","4","0","教養娯楽サービス",27214,8.3,29297,9.3,15037,4.5,9369,3.3,50209,7.3
113,"2","6","9","4","1","宿泊料",8002,2.4,9089,2.9,1239,0.4,3020,1.1,13944,2.0
114,"2","6","9","4","2","パック旅行費",2862,0.9,2958,0.9,-,-,424,0.2,15074,2.2
115,"2","6","9","4","3","月謝類",3282,1.0,3463,1.1,2388,0.7,332,0.1,7129,1.0
116,"2","6","9","4","4","他の教養娯楽サービス",13067,4.0,13787,4.4,11410,3.4,5592,2.0,14062,2.0
117,"2","4","10","0","0","その他の消費支出",59841,18.2,53825,17.1,34158,10.1,55745,19.8,310539,45.0
118,"2","5","10","1","0","諸雑費",36766,11.2,28950,9.2,21590,6.4,43057,15.3,276425,40.1
119,"2","6","10","1","1","理美容サービス",3697,1.1,3738,1.2,4305,1.3,1614,0.6,4088,0.6
120,"2","6","10","1","2","理美容用品",5113,1.6,5183,1.6,5216,1.5,3109,1.1,6453,0.9
121,"2","6","10","1","3","身の回り用品",1661,0.5,1719,0.5,1249,0.4,405,0.1,3892,0.6
122,"2","6","10","1","4","たばこ",859,0.3,743,0.2,1897,0.6,349,0.1,905,0.1
123,"2","6","10","1","5","他の諸雑費",25437,7.8,17567,5.6,8924,2.6,37580,13.3,261086,37.9
124,"2","5","10","2","0","こづかい",6343,1.9,6845,2.2,2207,0.7,4469,1.6,12015,1.7
125,"2","5","10","3","0","交際費",14919,4.5,16217,5.1,9650,2.9,8219,2.9,13157,1.9
126,"2","6","10","3","0","食料",4851,1.5,4703,1.5,5202,1.5,5118,1.8,6808,1.0
127,"2","6","10","3","0","家具・家事用品",56,0.0,56,0.0,97,0.0,-,-,-,-
128,"2","6","10","3","0","被服及び履物",239,0.1,250,0.1,291,0.1,111,0.0,-,-
129,"2","6","10","3","0","教養娯楽",1223,0.4,1402,0.4,914,0.3,-,-,-,-
130,"2","6","10","3","0","他の物品サービス",943,0.3,1083,0.3,584,0.2,59,0.0,287,0.0
131,"2","6","10","3","6","贈与金",3465,1.1,3950,1.3,1315,0.4,602,0.2,4095,0.6
132,"2","6","10","3","7","他の交際費",4143,1.3,4775,1.5,1246,0.4,2328,0.8,1968,0.3
133,"2","5","10","4","0","仕送り金",1813,0.6,1813,0.6,711,0.2,-,-,8941,1.3
134,"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",15979,4.9,16243,5.1,7585,2.2,3955,1.4,60713,8.8
136,"2","3","0","0","0","（再掲）教養娯楽関係費",46859,14.3,49879,15.8,33856,10.0,15575,5.5,72820,10.6
