1,"東京都生計分析調査　令和 4年11月","","","","","","","","","","","","","","",""
2,"","","","","","","第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,2637,-,3149,-,3209,-,1005,-
7,"0","0","0","0","0","調査世帯数",330,-,86,-,103,-,104,-,37,-
8,"0","0","0","0","0","世帯人員",3.27,-,2.00,-,3.00,-,4.00,-,5.08,-
9,"0","0","0","0","0","有業人員",1.71,-,1.47,-,1.86,-,1.74,-,1.74,-
10,"0","0","0","0","0","世帯主平均年齢",50.5,-,56.4,-,51.2,-,46.2,-,46.6,-
11,"1","0","0","0","0","受取",1317084,-,1089750,-,1376454,-,1397283,-,1471549,-
12,"1","1","0","0","0","実収入",577708,100.0,439384,100.0,655317,100.0,586640,100.0,669029,100.0
13,"1","2","0","0","0","経常収入",568383,98.4,424732,96.7,648565,99.0,578886,98.7,660601,98.7
14,"1","3","0","0","0","勤め先収入",551731,95.5,413124,94.0,622550,95.0,566292,96.5,647087,96.7
15,"1","4","0","0","0","世帯主収入",438979,76.0,345516,78.6,483190,73.7,449133,76.6,513303,76.7
16,"1","6","0","0","0","うち男",419263,72.6,306700,69.8,463140,70.7,441273,75.2,506899,75.8
17,"1","5","0","0","0","定期収入",429360,74.3,344507,78.4,459616,70.1,443997,75.7,510500,76.3
18,"1","5","0","0","0","臨時収入",2885,0.5,1010,0.2,2187,0.3,5137,0.9,2803,0.4
19,"1","5","0","0","0","賞与",6734,1.2,-,-,21387,3.3,-,-,-,-
20,"1","4","0","0","0","世帯主の配偶者の収入",102192,17.7,58078,13.2,123781,18.9,109916,18.7,125651,18.8
