1,"東京都生計分析調査　令和 4年 9月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",342,-,-,52,-,46,-,50,-,47,-,53,-,48,-,46,-
7,"0","0","世帯人員",3.19,-,-,2.77,-,2.92,-,3.29,-,3.22,-,3.50,-,3.18,-,3.41,-
8,"0","0","有業人員",1.72,-,-,1.65,-,1.53,-,1.68,-,1.71,-,1.69,-,1.79,-,2.00,-
9,"0","0","世帯主平均年齢",50.1,-,-,58.0,-,49.3,-,50.9,-,47.2,-,47.2,-,48.1,-,50.4,-
10,"0","0","消費支出",356323,-,6.1,249865,-,268186,-,298419,-,343781,-,371353,-,397259,-,561753,-
11,"0","0","公共的料金",105556,29.6,5.7,86109,34.5,84431,31.5,87368,29.3,92669,27.0,108055,29.1,100423,25.3,178426,31.8
12,"1","0","公共料金等",59255,16.6,5.2,40249,16.1,52413,19.5,54058,18.1,55814,16.2,62737,16.9,75068,18.9,74152,13.2
13,"1","1","米",1363,0.4,-23.0,1479,0.6,1049,0.4,718,0.2,1427,0.4,1813,0.5,1603,0.4,1452,0.3
14,"1","1","食塩",36,0.0,-26.5,18,0.0,30,0.0,21,0.0,34,0.0,27,0.0,23,0.0,101,0.0
15,"1","1","学校給食",1287,0.4,-14.0,548,0.2,631,0.2,727,0.2,1614,0.5,2135,0.6,2122,0.5,1225,0.2
16,"1","1","公営家賃",3265,0.9,88.9,2801,1.1,3361,1.3,4010,1.3,6353,1.8,-,-,6499,1.6,-,-
17,"1","1","電気代",12804,3.6,32.8,10106,4.0,12479,4.7,13555,4.5,12493,3.6,12470,3.4,11826,3.0,16608,3.0
18,"1","1","都市ガス",3479,1.0,8.7,2023,0.8,4183,1.6,3537,1.2,3809,1.1,3271,0.9,3421,0.9,4092,0.7
19,"1","1","上下水道料",4360,1.2,-6.8,4491,1.8,3330,1.2,4705,1.6,3256,0.9,4099,1.1,5520,1.4,5114,0.9
20,"1","1","医科診療代",3274,0.9,-13.6,2969,1.2,7261,2.7,2153,0.7,2384,0.7,1672,0.5,3282,0.8,3213,0.6
21,"1","1","歯科診療代",1191,0.3,-51.3,682,0.3,1058,0.4,686,0.2,820,0.2,1345,0.4,1457,0.4,2270,0.4
22,"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",1057,0.3,-34.0,-,-,-,-,-,-,-,-,7272,2.0,-,-,-,-
24,"1","1","鉄道運賃",2721,0.8,31.0,2110,0.8,2602,1.0,2019,0.7,2628,0.8,1798,0.5,3934,1.0,3962,0.7
25,"1","1","鉄道通学定期代",1646,0.5,269.1,210,0.1,1399,0.5,2780,0.9,2649,0.8,1404,0.4,881,0.2,2180,0.4
26,"1","1","鉄道通勤定期代",3129,0.9,-25.1,675,0.3,744,0.3,2745,0.9,1989,0.6,429,0.1,7262,1.8,8051,1.4
27,"1","1","バス代",265,0.1,-8.3,60,0.0,78,0.0,396,0.1,263,0.1,277,0.1,242,0.1,533,0.1
28,"1","1","バス通学定期代",78,0.0,-30.4,112,0.0,61,0.0,-,-,380,0.1,-,-,-,-,-,-
29,"1","1","バス通勤定期代",173,0.0,-41.6,-,-,600,0.2,-,-,608,0.2,14,0.0,-,-,-,-
30,"1","1","タクシー代",491,0.1,38.7,281,0.1,1877,0.7,328,0.1,-,-,681,0.2,166,0.0,92,0.0
31,"1","1","航空運賃",1588,0.4,97.5,-,-,-,-,-,-,307,0.1,-,-,6567,1.7,4262,0.8
32,"1","1","郵便料",115,0.0,-45.0,166,0.1,60,0.0,59,0.0,67,0.0,52,0.0,97,0.0,305,0.1
33,"1","1","固定電話通信料",1050,0.3,0.7,1124,0.4,479,0.2,1333,0.4,649,0.2,1127,0.3,1143,0.3,1481,0.3
34,"1","1","携帯電話通信料",10708,3.0,-2.9,7571,3.0,8577,3.2,9838,3.3,10135,2.9,11001,3.0,13186,3.3,14580,2.6
35,"1","1","ＮＨＫ放送受信料",822,0.2,15.3,179,0.1,445,0.2,31,0.0,352,0.1,1854,0.5,2552,0.6,343,0.1
36,"1","1","ケーブルテレビ放送受信料",962,0.3,7.1,1054,0.4,950,0.4,573,0.2,826,0.2,1027,0.3,998,0.3,1301,0.2
37,"1","1","他の放送受信料",122,0.0,-25.2,95,0.0,220,0.1,268,0.1,76,0.0,72,0.0,65,0.0,58,0.0
38,"1","1","国公立小学校",330,0.1,-52.2,56,0.0,194,0.1,539,0.2,666,0.2,459,0.1,402,0.1,-,-
39,"1","1","国公立中学校",639,0.2,6.9,777,0.3,219,0.1,1103,0.4,429,0.1,942,0.3,1011,0.3,-,-
40,"1","1","国公立高校",1013,0.3,14.3,189,0.1,-,-,-,-,-,-,5568,1.5,-,-,1221,0.2
41,"1","1","国公立大学",134,0.0,272.2,-,-,-,-,-,-,-,-,258,0.1,253,0.1,422,0.1
42,"1","1","たばこ",1153,0.3,2.8,472,0.2,527,0.2,1935,0.6,1602,0.5,1672,0.5,555,0.1,1288,0.2
43,"2","0","準公共料金等",46301,13.0,6.5,45860,18.4,32019,11.9,33309,11.2,36855,10.7,45318,12.2,25356,6.4,104274,18.6
44,"2","1","牛乳",1320,0.4,-7.0,1160,0.5,1206,0.4,1133,0.4,1766,0.5,1258,0.3,1198,0.3,1520,0.3
45,"2","1","灯油",12,0.0,-60.0,-,-,87,0.0,-,-,-,-,-,-,-,-,-,-
46,"2","1","プロパンガス",313,0.1,36.7,781,0.3,121,0.0,177,0.1,456,0.1,288,0.1,109,0.0,266,0.0
47,"2","1","理髪料",406,0.1,-12.3,465,0.2,153,0.1,76,0.0,431,0.1,538,0.1,860,0.2,325,0.1
48,"2","1","パーマネント代",176,0.0,51.7,528,0.2,215,0.1,82,0.0,-,-,107,0.0,304,0.1,-,-
49,"2","1","洗濯代",315,0.1,-7.4,136,0.1,181,0.1,274,0.1,222,0.1,322,0.1,512,0.1,556,0.1
50,"2","1","新聞",1486,0.4,2.6,1486,0.6,1058,0.4,802,0.3,1058,0.3,1636,0.4,2358,0.6,2001,0.4
51,"2","1","私立小学校",3357,0.9,103.8,-,-,-,-,-,-,14157,4.1,841,0.2,-,-,8546,1.5
52,"2","1","私立中学校",3820,1.1,...,-,-,-,-,-,-,-,-,6728,1.8,6495,1.6,13294,2.4
53,"2","1","私立高校",5125,1.4,51.4,1936,0.8,-,-,1529,0.5,-,-,1547,0.4,-,-,30427,5.4
54,"2","1","私立大学",16738,4.7,9.0,32213,12.9,-,-,9824,3.3,4810,1.4,16636,4.5,7451,1.9,45749,8.1
55,"2","1","幼児教育費用",870,0.2,-54.9,995,0.4,462,0.2,531,0.2,282,0.1,1090,0.3,2756,0.7,-,-
56,"2","1","民営家賃",12363,3.5,-24.8,6160,2.5,28535,10.6,18881,6.3,13674,4.0,14326,3.9,3313,0.8,1589,0.3
57,"2","1","地代",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
