"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",637,-,-,89,-,92,-,91,-,91,-,92,-,92,-,90,-
"0","0","0","0","0","世帯人員",2.90,-,-,2.39,-,2.36,-,2.68,-,3.00,-,3.23,-,3.30,-,3.38,-
"0","0","0","0","0","有業人員",1.32,-,-,0.62,-,0.70,-,1.08,-,1.47,-,1.75,-,1.71,-,1.90,-
"0","0","0","0","0","世帯主平均年齢",59.6,-,-,71.5,-,70.2,-,62.9,-,55.5,-,54.2,-,51.0,-,51.9,-
"0","0","0","0","0","平均年間収入(万円)",730,-,-,248,-,377,-,491,-,624,-,784,-,986,-,1601,-
"2","2","0","0","0","生計支出",329608,-,-3.2,201822,-,242391,-,299952,-,302405,-,319084,-,427826,-,512578,-
"2","3","0","0","0","消費支出",324667,100.0,0.6,201822,100.0,242391,100.0,290419,100.0,299223,100.0,319084,100.0,410688,100.0,508308,100.0
"2","4","1","0","0","食料",88881,27.4,-1.7,66864,33.1,76328,31.5,82407,28.4,86031,28.8,89318,28.0,101176,24.6,119741,23.6
"2","5","1","1","0","穀類",6719,2.1,-1.9,5858,2.9,6311,2.6,6871,2.4,6435,2.2,6760,2.1,7347,1.8,7414,1.5
"2","6","1","1","1","米類",1647,0.5,-4.7,1596,0.8,1632,0.7,1814,0.6,1624,0.5,1657,0.5,1653,0.4,1554,0.3
"2","6","1","1","2","パン",2932,0.9,0.3,2469,1.2,2710,1.1,2873,1.0,2742,0.9,2913,0.9,3314,0.8,3488,0.7
"2","6","1","1","3","麺類",1608,0.5,-2.2,1408,0.7,1472,0.6,1655,0.6,1551,0.5,1679,0.5,1746,0.4,1743,0.3
"2","6","1","1","4","他の穀類",531,0.2,-3.8,385,0.2,497,0.2,530,0.2,517,0.2,511,0.2,634,0.2,630,0.1
"2","5","1","2","0","魚介類",6327,1.9,-7.5,6464,3.2,6741,2.8,6530,2.2,5933,2.0,5926,1.9,5998,1.5,6623,1.3
"2","6","1","2","1","生鮮魚介",3566,1.1,-12.9,3456,1.7,3643,1.5,3726,1.3,3276,1.1,3387,1.1,3527,0.9,3913,0.8
"2","6","1","2","2","塩干魚介",1088,0.3,-1.0,1172,0.6,1279,0.5,1115,0.4,1003,0.3,1047,0.3,981,0.2,1009,0.2
"2","6","1","2","3","魚肉練製品",694,0.2,4.8,789,0.4,804,0.3,736,0.3,641,0.2,580,0.2,593,0.1,693,0.1
"2","6","1","2","4","他の魚介加工品",980,0.3,-0.7,1047,0.5,1014,0.4,953,0.3,1013,0.3,912,0.3,897,0.2,1008,0.2
"2","5","1","3","0","肉類",8337,2.6,-6.3,5857,2.9,6726,2.8,7667,2.6,8228,2.7,9024,2.8,10276,2.5,10533,2.1
"2","6","1","3","1","生鮮肉",6768,2.1,-7.1,4577,2.3,5438,2.2,6228,2.1,6593,2.2,7264,2.3,8580,2.1,8654,1.7
"2","6","1","3","2","加工肉",1569,0.5,-2.5,1280,0.6,1287,0.5,1439,0.5,1635,0.5,1761,0.6,1695,0.4,1879,0.4
"2","5","1","4","0","乳卵類",4418,1.4,-4.0,3622,1.8,3877,1.6,4299,1.5,4283,1.4,4418,1.4,5099,1.2,5317,1.0
"2","6","1","4","1","牛乳",1361,0.4,-1.4,1090,0.5,1198,0.5,1501,0.5,1297,0.4,1401,0.4,1504,0.4,1530,0.3
"2","6","1","4","2","乳製品",2208,0.7,-6.2,1795,0.9,1904,0.8,1957,0.7,2168,0.7,2142,0.7,2687,0.7,2793,0.5
"2","6","1","4","3","卵",850,0.3,-2.0,737,0.4,776,0.3,841,0.3,818,0.3,875,0.3,908,0.2,994,0.2
"2","5","1","5","0","野菜・海藻",10261,3.2,-3.9,9873,4.9,10698,4.4,10628,3.7,9716,3.2,9405,2.9,10257,2.5,11258,2.2
"2","6","1","5","1","生鮮野菜",7215,2.2,-3.2,6763,3.4,7347,3.0,7518,2.6,6764,2.3,6604,2.1,7500,1.8,8026,1.6
"2","6","1","5","2","乾物・海藻",740,0.2,-7.8,696,0.3,753,0.3,765,0.3,748,0.2,678,0.2,700,0.2,831,0.2
"2","6","1","5","3","大豆加工品",1116,0.3,-5.3,1052,0.5,1216,0.5,1137,0.4,1078,0.4,1048,0.3,1058,0.3,1223,0.2
"2","6","1","5","4","他の野菜・海藻加工品",1190,0.4,-4.3,1362,0.7,1381,0.6,1208,0.4,1125,0.4,1075,0.3,999,0.2,1179,0.2
"2","5","1","6","0","果物",3534,1.1,-6.3,3337,1.7,4103,1.7,3661,1.3,3298,1.1,2917,0.9,3462,0.8,3966,0.8
"2","6","1","6","1","生鮮果物",3143,1.0,-6.3,3077,1.5,3748,1.5,3194,1.1,2942,1.0,2583,0.8,3028,0.7,3437,0.7
"2","6","1","6","2","果物加工品",391,0.1,-6.7,260,0.1,356,0.1,466,0.2,356,0.1,334,0.1,435,0.1,529,0.1
"2","5","1","7","0","油脂・調味料",4054,1.2,-3.5,3302,1.6,3804,1.6,4057,1.4,4068,1.4,3989,1.3,4447,1.1,4697,0.9
"2","6","1","7","1","油脂",467,0.1,0.2,398,0.2,441,0.2,515,0.2,478,0.2,429,0.1,498,0.1,512,0.1
