1,"東京都生計分析調査　令和 4年 6月","","","","","","","","","","","","","","",""
2,"","","","","","","第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,3042,-,2469,-,3213,-,1276,-
7,"0","0","0","0","0","調査世帯数",344,-,97,-,83,-,118,-,46,-
8,"0","0","0","0","0","世帯人員",3.30,-,2.00,-,3.00,-,4.00,-,5.20,-
9,"0","0","0","0","0","有業人員",1.75,-,1.54,-,1.95,-,1.68,-,2.08,-
10,"0","0","0","0","0","世帯主平均年齢",49.4,-,52.9,-,51.0,-,45.6,-,47.4,-
11,"1","0","0","0","0","受取",1776431,-,1721915,-,1526085,-,1971359,-,1899909,-
12,"1","1","0","0","0","実収入",1024322,100.0,847578,100.0,858061,100.0,1237746,100.0,1229932,100.0
13,"1","2","0","0","0","経常収入",1017896,99.4,844937,99.7,848067,98.8,1229537,99.3,1225867,99.7
14,"1","3","0","0","0","勤め先収入",958167,93.5,765976,90.4,777756,90.6,1200582,97.0,1154986,93.9
15,"1","4","0","0","0","世帯主収入",798316,77.9,629033,74.2,670233,78.1,987099,79.7,974325,79.2
16,"1","6","0","0","0","うち男",747036,72.9,522885,61.7,620858,72.4,976726,78.9,947161,77.0
17,"1","5","0","0","0","定期収入",417690,40.8,328255,38.7,380836,44.4,498608,40.3,498453,40.5
18,"1","5","0","0","0","臨時収入",3075,0.3,5386,0.6,1030,0.1,3165,0.3,1292,0.1
19,"1","5","0","0","0","賞与",377551,36.9,295392,34.9,288367,33.6,485326,39.2,474580,38.6
20,"1","4","0","0","0","世帯主の配偶者の収入",138555,13.5,112453,13.3,103336,12.0,181146,14.6,161682,13.1
