1,"東京都生計分析調査　令和 4年 7月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4832,-,2362,-,2139,-,667,-
7,"0","0","0","0","0","調査世帯数",632,-,301,-,147,-,140,-,44,-
8,"0","0","0","0","0","世帯人員",2.88,-,2.00,-,3.00,-,4.00,-,5.18,-
9,"0","0","0","0","0","有業人員",1.31,-,0.84,-,1.73,-,1.71,-,1.95,-
10,"0","0","0","0","0","世帯主平均年齢",60.1,-,67.9,-,57.5,-,49.1,-,48.2,-
11,"2","2","0","0","0","生計支出",315107,-,273452,-,318173,-,357235,-,470940,-
12,"2","3","0","0","0","消費支出",315107,100.0,273452,100.0,318173,100.0,357235,100.0,470940,100.0
13,"2","4","1","0","0","食料",89449,28.4,77466,28.3,96383,30.3,100992,28.3,114680,24.4
14,"2","5","1","1","0","穀類",6508,2.1,5345,2.0,6846,2.2,8089,2.3,8675,1.8
15,"2","6","1","1","1","米類",1607,0.5,1236,0.5,1758,0.6,2017,0.6,2449,0.5
16,"2","6","1","1","2","パン",2839,0.9,2432,0.9,2894,0.9,3623,1.0,3076,0.7
17,"2","6","1","1","3","麺類",1647,0.5,1320,0.5,1822,0.6,1946,0.5,2427,0.5
18,"2","6","1","1","4","他の穀類",416,0.1,358,0.1,371,0.1,502,0.1,722,0.2
19,"2","5","1","2","0","魚介類",5628,1.8,5699,2.1,5870,1.8,5344,1.5,5171,1.1
20,"2","6","1","2","1","生鮮魚介",3088,1.0,3050,1.1,3179,1.0,3029,0.8,3237,0.7
21,"2","6","1","2","2","塩干魚介",1030,0.3,1035,0.4,1092,0.3,998,0.3,874,0.2
22,"2","6","1","2","3","魚肉練製品",566,0.2,647,0.2,577,0.2,431,0.1,376,0.1
23,"2","6","1","2","4","他の魚介加工品",944,0.3,966,0.4,1022,0.3,886,0.2,684,0.1
24,"2","5","1","3","0","肉類",8083,2.6,5781,2.1,8700,2.7,10825,3.0,13783,2.9
25,"2","6","1","3","1","生鮮肉",6396,2.0,4439,1.6,6875,2.2,8827,2.5,11081,2.4
26,"2","6","1","3","2","加工肉",1687,0.5,1343,0.5,1825,0.6,1998,0.6,2702,0.6
27,"2","5","1","4","0","乳卵類",4486,1.4,3884,1.4,4462,1.4,5604,1.6,5352,1.1
28,"2","6","1","4","1","牛乳",1429,0.5,1190,0.4,1302,0.4,1984,0.6,1828,0.4
29,"2","6","1","4","2","乳製品",2217,0.7,2006,0.7,2271,0.7,2628,0.7,2230,0.5
30,"2","6","1","4","3","卵",841,0.3,688,0.3,889,0.3,992,0.3,1295,0.3
31,"2","5","1","5","0","野菜・海藻",10360,3.3,10164,3.7,10638,3.3,10408,2.9,10643,2.3
32,"2","6","1","5","1","生鮮野菜",7452,2.4,7307,2.7,7555,2.4,7679,2.1,7405,1.6
33,"2","6","1","5","2","乾物・海藻",647,0.2,600,0.2,656,0.2,670,0.2,884,0.2
34,"2","6","1","5","3","大豆加工品",1089,0.3,1063,0.4,1157,0.4,1052,0.3,1158,0.2
35,"2","6","1","5","4","他の野菜・海藻加工品",1172,0.4,1195,0.4,1270,0.4,1006,0.3,1196,0.3
36,"2","5","1","6","0","果物",3657,1.2,4066,1.5,3441,1.1,3195,0.9,2948,0.6
37,"2","6","1","6","1","生鮮果物",3316,1.1,3709,1.4,3053,1.0,2993,0.8,2437,0.5
38,"2","6","1","6","2","果物加工品",341,0.1,357,0.1,388,0.1,202,0.1,511,0.1
39,"2","5","1","7","0","油脂・調味料",3988,1.3,3431,1.3,4250,1.3,4626,1.3,5042,1.1
40,"2","6","1","7","1","油脂",512,0.2,447,0.2,520,0.2,637,0.2,559,0.1
41,"2","6","1","7","2","調味料",3475,1.1,2984,1.1,3729,1.2,3989,1.1,4483,1.0
42,"2","5","1","8","0","菓子類",7112,2.3,5562,2.0,7483,2.4,9120,2.6,10597,2.3
43,"2","5","1","9","0","調理食品",13614,4.3,12210,4.5,15445,4.9,14321,4.0,15030,3.2
44,"2","6","1","9","1","主食的調理食品",5734,1.8,5227,1.9,6127,1.9,6188,1.7,6550,1.4
45,"2","6","1","9","2","他の調理食品",7880,2.5,6982,2.6,9318,2.9,8133,2.3,8480,1.8
46,"2","5","1","10","0","飲料",6077,1.9,5289,1.9,6360,2.0,7174,2.0,7261,1.5
