"NAME","NAMEKANA","ADDRESS","FIELD007","FIELD008","FIELD009","分類HCODE","経度","緯度","分類"
"中野区No.３遺跡","","鷺宮４丁目１５番（５～６号、１３号）、１６～１７番全域、１９～２０番全域、２１番（７号の一部）、白鷺３丁目５番全域","3","台地　包蔵地","縄文土器","780100","139.632783744181","35.7232912385175","埋蔵文化財包蔵地"
"中野区No.４遺跡","","白鷺２丁目２９番全域","4","台地斜面　包蔵地","縄文土器","780100","139.633847363758","35.7198062627369","埋蔵文化財包蔵地"
"中野区No.５遺跡","","白鷺２丁目３７番全域、３８番（４号）","5","台地斜面　集落跡","（礫群）","780100","139.63509845418","35.7203234906477","埋蔵文化財包蔵地"
"中野区No.７遺跡","","白鷺３丁目２番全域","7","台地斜面　包蔵地","縄文土器","780100","139.634388882041","35.7217783700866","埋蔵文化財包蔵地"
"中野区No.６遺跡","","白鷺２丁目３９～４１番全域、４２番（７～８号）、４６～４８番全域","6","台地縁辺　包蔵地","縄文土器　打斧","780100","139.636702715238","35.7214481393929","埋蔵文化財包蔵地"
"中野区No.1 遺跡","","白鷺１丁目１６番（５号の一部、６～１２号）、１７番全域、１８番（１２～１３号、１５号）、３１番（１０号　八幡神社境内、１６～２１号）","1","台地縁辺　集落跡","縄文土器　打斧　凹石　（礫群）","780100","139.638166539473","35.7213825702387","埋蔵文化財包蔵地"
"中野区No.２遺跡","","白鷺１丁目３１番（５～６号、３８号　福蔵院境内）","2","台地斜面　包蔵地","縄文土器","780100","139.639062351113","35.7215064525066","埋蔵文化財包蔵地"
"中野区No.１１遺跡","","若宮３丁目５１番（３～５号、６号の一部）、５３～５４番全域、５７番（４号）、若宮２丁目４９番(８～９号、１４号)、５０番(８～１０号、１２号)、５１番(６～８号)、６０番(２１号)","11","台地斜面　包蔵地","縄文土器　打斧　石鍬　凹石","780100","139.641029082936","35.7194167337245","埋蔵文化財包蔵地"
"中野区No.１０ 遺跡","","若宮２丁目２０番全域","10","低地　包蔵地","弥生土器","780100","139.645140618335","35.7149660776075","埋蔵文化財包蔵地"
"中野区No.１３遺跡","","大和町４丁目１４番全域","13","低地　包蔵地","土師器","780100","139.646256635548","35.7141858118869","埋蔵文化財包蔵地"
"中野区No.８遺跡","","若宮１丁目４番全域","8","台地縁辺　包蔵地","縄文土器　磨斧　石鍬　敲石　凹石　石棒","780100","139.647395753187","35.7168040856752","埋蔵文化財包蔵地"
"中野区No.９遺跡","","若宮１丁目１０番全域、１３～１６番全域","9","台地　包蔵地","縄文土器","780100","139.649875802017","35.717842176204","埋蔵文化財包蔵地"
"中野区No.１２遺跡","","大和町２丁目３０番全域","12","台地縁辺　包蔵地","縄文土器　石棒","780100","139.65073163715","35.7139188005578","埋蔵文化財包蔵地"
"中野区No.２１遺跡","","丸山２丁目１３番全域","21","台地縁辺　包蔵地","土師器","780100","139.651611419588","35.725202560799","埋蔵文化財包蔵地"
"中野区No.１９遺跡","","野方５丁目７番（公団住宅のみ）","19","台地縁辺　包蔵地","縄文土器　礫器","780100","139.652027718391","35.7173146348565","埋蔵文化財包蔵地"
"中野区No.１８遺跡","","野方５丁目３番全域","18","台地縁辺　包蔵地","縄文土器　弥生土器","780100","139.653316063398","35.7183075135038","埋蔵文化財包蔵地"
"中野区No.１４遺跡","","野方２丁目６３番全域","14","台地縁辺　包蔵地","縄文土器","780100","139.654125419787","35.7160676559333","埋蔵文化財包蔵地"
"中野区No.２０遺跡","","丸山１丁目２８番（１０号、２０号）","20","台地縁辺　包蔵地","縄文土器　礫器","780100","139.654555416172","35.7259510915775","埋蔵文化財包蔵地"
"中野区No.１７遺跡","","野方３丁目２５～２６番全域","17","台地縁辺　包蔵地","弥生土器","780100","139.654656342235","35.7184673934648","埋蔵文化財包蔵地"
"中野区No.１６遺跡","","野方３丁目１４番全域","16","台地縁辺　包蔵地","縄文土器","780100","139.656944082007","35.718327715032","埋蔵文化財包蔵地"
"中野区No.１５遺跡","","野方３丁目７番全域、９番全域","15","台地縁辺　包蔵地","縄文土器","780100","139.657822887316","35.7178864792502","埋蔵文化財包蔵地"
"中野区No.５０遺跡","","沼袋３丁目１７番全域","50","台地縁辺　包蔵地","縄文土器","780100","139.658151139396","35.7169177519136","埋蔵文化財包蔵地"
"中野区No.５２遺跡","","新井３丁目３１番全域","52","台地縁辺　包蔵地","縄文土器　石鍬","780100","139.659582458973","35.7149118123487","埋蔵文化財包蔵地"
"中野区No.５１遺跡","","沼袋４丁目１番全域","51","台地縁辺　包蔵地","縄文土器","780100","139.662261766221","35.721197986727","埋蔵文化財包蔵地"
"中野区No.９３遺跡","","南台５丁目２５番（２号、６号）、２７番（３～7号、１１～１９号、２７号）、２９～３４番全域・弥生町６丁目１番（公務員宿舎４～７号棟）、２番（広町住宅１～９号棟）、５番（６～７号）、７番～１３番全域","93","台地　集落跡　古墳時代住居跡　杉並60に接続","掻器　縄文土器　土錐　獣・魚骨　弥生土器　土師器　須恵器　支脚形土製品　玉類","780100","139.661103859415","35.6840791129877","埋蔵文化財包蔵地"
"中野区No.３２遺跡","","江古田４丁目１８番全域","32","台地縁辺　包蔵地","縄文土器","780100","139.66309562946","35.7266401022017","埋蔵文化財包蔵地"
"中野区No.３１遺跡","","江古田４丁目９番全域","31","台地　包蔵地","縄文土器","780100","139.663750148968","35.7248641641737","埋蔵文化財包蔵地"
"中野区No.６１遺跡","","中野３丁目２４番（６～７号、９号）、２５～２７番全域","61","台地縁辺　包蔵地","なし","780100","139.663788861751","35.7030704618304","埋蔵文化財包蔵地"
"中野区No.５３遺跡","","新井３丁目１０番(１号)、３７番全域、３８番全域、新井４丁目４番（４～６号、９号）、２６～２７番全域、３０番（４～６号、９～１２号）、３１番（４～５号）、３２番全域","53","台地縁辺　集落跡　縄文時代住居跡　土坑　弥生時代住居跡　土坑　古墳時代住居跡　近世空堀　溝","縄文土器　弥生土器　炭化物　土師器　滑石製紡錘車　陶磁器　徳利　キセル　燈明皿　擂鉢　寛永通宝　ミニチュア製品","780100","139.66261088081","35.7162766334193","埋蔵文化財包蔵地"
"中野区No.９２遺跡","","南台３丁目４３～４４番全域","92","台地縁辺　包蔵地","縄文土器","780100","139.664191446695","35.6838905422275","埋蔵文化財包蔵地"
"中野区No.７９遺跡","","本町６丁目６番全域","79","台地　包蔵地","土師器","780100","139.665184880652","35.6951553361606","埋蔵文化財包蔵地"
"中野区No.４９遺跡","","沼袋２丁目２７番全域、２８番（２号の一部、４７号）","49","台地縁辺　包蔵地","縄文土器","780100","139.665186716043","35.7212003845692","埋蔵文化財包蔵地"
"中野区No.５４遺跡","","新井４丁目１４番全域、","54","台地縁辺　包蔵地","土師器","780100","139.666444909308","35.715127569462","埋蔵文化財包蔵地"
"中野区No.８０遺跡","","本町６丁目１６番全域","80","台地　包蔵地","縄文土器　打斧　石皿　凹石","780100","139.666474595655","35.6968055423271","埋蔵文化財包蔵地"
"中野区No.４８遺跡","","沼袋２丁目１６～１８番全域","48","台地縁辺　包蔵地","縄文土器","780100","139.667210576113","35.7233092619357","埋蔵文化財包蔵地"
"中野区No.１０１遺跡","","沼袋１丁目３０番全域","101","台地　単独出土地　奈良・平安時代？　蔵骨器","土師器","780100","139.667592798075","35.7192361701693","埋蔵文化財包蔵地"
"中野区No.４７遺跡","","沼袋１丁目２６番（１～５号、１６～１７号）、２９番全域、３１番全域、３３番全域","47","台地縁辺　集落跡　住居跡　奈良時代蔵骨器","縄文土器　石器　弥生土器　土師器　須恵器　鉄滓","780100","139.666453553467","35.7197499160432","埋蔵文化財包蔵地"
"中野区No.７８遺跡","","本町５丁目３６番全域、４６番全域","78","台地縁辺　包蔵地","縄文土器　打斧","780100","139.667975966571","35.6930261648543","埋蔵文化財包蔵地"
"中野区No.８５遺跡","","弥生町５丁目１１～１２番全域","85","台地　包蔵地","縄文土器　打斧","780100","139.668250242454","35.6879324320456","埋蔵文化財包蔵地"
"中野区No.９１遺跡","","南台３丁目６番全域・弥生町５丁目２番全域","91","台地　包蔵地","縄文土器","780100","139.668255470796","35.6861820991919","埋蔵文化財包蔵地"
"中野区No.８７遺跡","","弥生町５丁目２５番全域","87","台地縁辺　包蔵地","縄文土器","780100","139.668542107379","35.6906783012957","埋蔵文化財包蔵地"
"中野区No.８６遺跡","","弥生町５丁目２０～２１番全域","86","台地　集落跡　縄文時代住居跡　古墳時代住居跡5　環濠","縄文土器　打斧　石鍬　石皿　凹石　石棒　弥生土器　土師器　紡錐車　砥石　鉄鍬？　鉄滓　勾玉　土笛","780100","139.667741031218","35.6898369614251","埋蔵文化財包蔵地"
