全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
133051,,東京都日の出町,2022,04,385,695,324,2,4,3,26,62,51,
133051,,東京都日の出町,2022,05,387,614,402,1,1,3,27,40,29,
133051,,東京都日の出町,2022,06,341,722,338,4,2,9,23,62,25,
133051,,東京都日の出町,2022,07,367,738,330,1,1,7,23,40,24,
133051,,東京都日の出町,2022,08,428,671,377,7,1,8,40,33,18,
133051,,東京都日の出町,2022,09,345,669,412,1,2,5,18,36,29,
133051,,東京都日の出町,2022,10,429,657,401,2,1,6,25,41,28,
133051,,東京都日の出町,2022,11,447,650,344,7,3,8,28,44,38,
133051,,東京都日の出町,2022,12,368,617,288,2,4,7,35,40,37,
133051,,東京都日の出町,2023,01,429,756,418,2,1,5,32,34,41,
133051,,東京都日の出町,2023,02,454,724,396,8,1,3,17,60,38,
133051,,東京都日の出町,2023,03,390,879,385,7,2,2,32,89,70,
